TF_name	target_id	target_name	target_synonyms
KMT2A	ENSG00000007237	GAS7	MLL/GAS7
KMT2A	ENSG00000010704	HFE	HFE1,HH,HLA-H,MVCD7,TFQTL2
KMT2A	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
KMT2A	ENSG00000020922	MRE11A	ATLD,HNGS1,MRE11A,MRE11B
KMT2A	ENSG00000032219	ARID4A	RBBP-1,RBBP1,RBP-1,RBP1
KMT2A	ENSG00000047579	DTNBP1	BLOC1S8,DBND,HPS7,My031,SDY
KMT2A	ENSG00000049618	ARID1B	6A3-5,BAF250B,BRIGHT,CSS1,DAN15,ELD/OSA1,MRD12,OSA2,P250R
KMT2A	ENSG00000051825	MPHOSPH9	MPP-9,MPP9
KMT2A	ENSG00000055483	USP36	DUB1
KMT2A	ENSG00000056558	TRAF1	EBI6,MGC:10353
KMT2A	ENSG00000056972	TRAF3IP2	ACT1,C6orf2,C6orf4,C6orf5,C6orf6,CANDF8,CIKS,PSORS13
KMT2A	ENSG00000058091	CDK14	PFTAIRE1,PFTK1
KMT2A	ENSG00000058668	ATP2B4	ATP2B2,MXRA1,PMCA4,PMCA4b,PMCA4x
KMT2A	ENSG00000062650	WAPAL	FOE,KIAA0261,WAPAL
KMT2A	ENSG00000065882	TBC1D1	TBC,TBC1
KMT2A	ENSG00000067369	TP53BP1	53BP1,TDRD30,TP53,p202,p53BP1
KMT2A	ENSG00000073792	IGF2BP2	IMP-2,IMP2,VICKZ2
KMT2A	ENSG00000078304	PPP2R5C	B56G,PR61G
KMT2A	ENSG00000080546	SESN1	PA26,SEST1
KMT2A	ENSG00000081019	RSBN1	ROSBIN
KMT2A	ENSG00000083720	OXCT1	OXCT,SCOT
KMT2A	ENSG00000090316	MAEA	EMLP,EMP,GID9,HLC-10,PIG5
KMT2A	ENSG00000090975	PITPNM2	NIR-3,NIR3,RDGB2,RDGBA2
KMT2A	ENSG00000092148	HECTD1	EULIR
KMT2A	ENSG00000100479	POLE2	DPE2
KMT2A	ENSG00000100503	NIN	SCKL7
KMT2A	ENSG00000100519	PSMC6	CADP44,HEL-S-73,P44,SUG2,p42
KMT2A	ENSG00000100526	CDKN3	CDI1,CIP2,KAP,KAP1
KMT2A	ENSG00000100528	CNIH1	CNIH,CNIH-1,CNIL,TGAM77
KMT2A	ENSG00000105810	CDK6	MCPH12,PLSTIRE
KMT2A	ENSG00000105849	TWISTNB	-
KMT2A	ENSG00000106683	LIMK1	LIMK,LIMK-1
KMT2A	ENSG00000107282	APBA1	D9S411E,LIN10,MINT1,X11,X11A,X11ALPHA
KMT2A	ENSG00000107554	DNMBP	ARHGEF36,TUBA
KMT2A	ENSG00000109458	GAB1	-
KMT2A	ENSG00000110422	HIPK3	DYRK6,FIST3,PKY,YAK1
KMT2A	ENSG00000110987	BCL7A	BCL7
KMT2A	ENSG00000111912	NCOA7	ERAP140,ESNA1,NCOA7-AS,Nbla00052,Nbla10993,TLDC4,dJ187J11.3
KMT2A	ENSG00000112576	CCND3	-
KMT2A	ENSG00000112977	DAP	-
KMT2A	ENSG00000113048	MRPS27	MRP-S27,S27mt
KMT2A	ENSG00000113269	RNF130	G1RZFP,GOLIATH,GP
KMT2A	ENSG00000114861	FOXP1	12CC4,HSPC215,MFH,QRF1,hFKH1B
KMT2A	ENSG00000115306	SPTBN1	ELF,HEL102,SPTB2,betaSpII
KMT2A	ENSG00000115902	SLC1A4	ASCT1,SATT,SPATCCM
KMT2A	ENSG00000116641	DOCK7	EIEE23,ZIR2
KMT2A	ENSG00000116793	PHTF1	PHTF
KMT2A	ENSG00000117868	ESYT2	CHR2SYT,E-Syt2,FAM62B
KMT2A	ENSG00000118046	STK11	LKB1,PJS,hLKB1
KMT2A	ENSG00000119403	PHF19	MTF2L1,PCL3,TDRD19B
KMT2A	ENSG00000119537	KDSR	DHSR,FVT1,SDR35C1
KMT2A	ENSG00000119772	DNMT3A	DNMT3A2,M.HsaIIIA,TBRS
KMT2A	ENSG00000119866	BCL11A	BCL11A-L,BCL11A-S,BCL11A-XL,BCL11a-M,CTIP1,DILOS,EVI9,HBFQTL5,ZNF856
KMT2A	ENSG00000120129	DUSP1	CL100,HVH1,MKP-1,MKP1,PTPN10
KMT2A	ENSG00000120690	ELF1	-
KMT2A	ENSG00000121210	KIAA0922	TMEM131L
KMT2A	ENSG00000122025	FLT3	CD135,FLK-2,FLK2,STK1
KMT2A	ENSG00000123416	TUBA1B	K-ALPHA-1
KMT2A	ENSG00000124243	BCAS4	CNOL
KMT2A	ENSG00000124406	ATP8A1	ATPASEII,ATPIA,ATPP2
KMT2A	ENSG00000124766	SOX4	EVI16
KMT2A	ENSG00000124782	RREB1	FINB,HNT,LZ321,RREB-1,Zep-1
KMT2A	ENSG00000125166	GOT2	KAT4,KATIV,KYAT4,mitAAT
KMT2A	ENSG00000126870	WDR60	FAP163,SRPS6,SRTD8
KMT2A	ENSG00000128567	PODXL	Gp200,PC,PCLP,PCLP-1
KMT2A	ENSG00000128585	MKLN1	TWA2
KMT2A	ENSG00000129675	ARHGEF6	COOL2,Cool-2,MRX46,PIXA,alpha-PIX,alphaPIX
KMT2A	ENSG00000130024	PHF10	BAF45A,XAP135
KMT2A	ENSG00000132405	TBC1D14	-
KMT2A	ENSG00000132549	VPS13B	CHS1,COH1
KMT2A	ENSG00000132603	NIP7	CGI-37,HSPC031,KD93
KMT2A	ENSG00000133740	E2F5	E2F-5
KMT2A	ENSG00000134318	ROCK2	ROCK-II
KMT2A	ENSG00000134627	PIWIL4	HIWI2,MIWI2
KMT2A	ENSG00000135966	TGFBRAP1	TRAP-1,TRAP1,VPS3
KMT2A	ENSG00000136100	VPS36	C13orf9,CGI-145,EAP45
KMT2A	ENSG00000136108	CKAP2	LB1,TMAP,se20-10
KMT2A	ENSG00000136114	THSD1	TMTSP,UNQ3010
KMT2A	ENSG00000136158	SPRY2	IGAN3,hSPRY2
KMT2A	ENSG00000136161	RCBTB2	CHC1L,RLG
KMT2A	ENSG00000136485	DCAF7	AN11,HAN11,SWAN-1,WDR68
KMT2A	ENSG00000137497	NUMA1	NMP-22,NUMA
KMT2A	ENSG00000137814	HAUS2	C15orf25,CEP27,HsT17025
KMT2A	ENSG00000137822	TUBGCP4	76P,GCP-4,GCP4,Grip76,MCCRP3
KMT2A	ENSG00000137871	ZNF280D	-
KMT2A	ENSG00000138101	DTNB	-
KMT2A	ENSG00000139971	C14orf37	UT2,c14_5376
KMT2A	ENSG00000140262	TCF12	CRS3,HEB,HTF4,HsT17266,TCF-12,bHLHb20
KMT2A	ENSG00000140319	SRP14	ALURBP
KMT2A	ENSG00000140443	IGF1R	CD221,IGFIR,IGFR,JTK13
KMT2A	ENSG00000140553	UNC45A	GC-UNC45,GCUNC-45,GCUNC45,IRO039700,SMAP-1,SMAP1,UNC-45A
KMT2A	ENSG00000140564	FURIN	FUR,PACE,PCSK3,SPC1
KMT2A	ENSG00000140836	ZFHX3	ATBF1,ATBT,ZNF927
KMT2A	ENSG00000141664	ZCCHC2	C18orf49
KMT2A	ENSG00000143641	GALNT2	GalNAc-T2
KMT2A	ENSG00000143772	ITPKB	IP3-3KB,IP3K,IP3K-B,IP3KB,PIG37
KMT2A	ENSG00000144560	VGLL4	VGL-4
KMT2A	ENSG00000144749	LRIG1	LIG-1,LIG1
KMT2A	ENSG00000145675	PIK3R1	AGM7,GRB1,IMD36,p85,p85-ALPHA
KMT2A	ENSG00000145687	SSBP2	HSPC116,SOSS-B2
KMT2A	ENSG00000148090	AUH	-
KMT2A	ENSG00000148120	C9orf3	MIR189,MIRN24-1,miR-24-1,miRNA24-1
KMT2A	ENSG00000148459	PDSS1	COQ1,COQ10D2,DPS,SPS,TPRT,TPT,TPT 1,hDPS1
KMT2A	ENSG00000149269	PAK1	PAKalpha
KMT2A	ENSG00000149289	ZC3H12C	MCPIP3
KMT2A	ENSG00000150347	ARID5B	DESRT,MRF-2,MRF2
KMT2A	ENSG00000151376	ME3	NADP-ME
KMT2A	ENSG00000151687	ANKAR	-
KMT2A	ENSG00000151702	FLI1	EWSR2,SIC-1
KMT2A	ENSG00000151835	SACS	ARSACS,DNAJC29,PPP1R138,SPAX6
KMT2A	ENSG00000152234	ATP5A1	ATP5A,ATP5AL2,ATPM,COXPD22,HEL-S-123m,MC5DN4,MOM2,OMR,ORM,hATP1
KMT2A	ENSG00000152240	HAUS1	CCDC5,HEI-C,HEIC,HsT1461
KMT2A	ENSG00000152520	PAN3	-
KMT2A	ENSG00000152601	MBNL1	EXP,MBNL
KMT2A	ENSG00000153130	SCOC	HRIHFB2072,SCOCO,UNC-69
KMT2A	ENSG00000153179	RASSF3	RASSF5
KMT2A	ENSG00000154127	UBASH3B	STS-1,STS1,TULA-2,TULA2,p70
KMT2A	ENSG00000154217	PITPNC1	M-RDGB-beta,MRDGBbeta,RDGB-BETA,RDGBB,RDGBB1
KMT2A	ENSG00000156052	GNAQ	CMC1,G-ALPHA-q,GAQ,SWS
KMT2A	ENSG00000156256	USP16	UBP-M,UBPM
KMT2A	ENSG00000156587	UBE2L6	RIG-B,UBCH8
KMT2A	ENSG00000157538	DSCR3	DCRA,DSCRA
KMT2A	ENSG00000157557	ETS2	ETS2IT1
KMT2A	ENSG00000158023	WDR66	CaM-IP4
KMT2A	ENSG00000159216	RUNX1	-
KMT2A	ENSG00000159433	STARD9	KIF16A
KMT2A	ENSG00000162104	ADCY9	AC9,ACIX
KMT2A	ENSG00000163633	C4orf36	-
KMT2A	ENSG00000163684	RPP14	HsHTD2,P14
