group,AR,ARID3A,ASCL1,ATF2,BARX2,BHLHE40,CDX2,CEBPA,CEBPD,DUX4,EGR2,ELF1,ESR2,ESRRA,ETV1,FOXA2,FOXH1,FOXM1,GATA1,GATA2,GATA3,GATA4,HINFP,HNF1B,HNF4A,HNF4G,HOXA4,HSF1,IRF1,IRF2,KLF4,KLF9,MAFF,MAFK,MEF2C,NRF1,ONECUT1,RFX5,RXRG,SPI1,SREBF1,SRF,TBP,TCF3,TFAP4,THAP1,YY1,ZBTB7A,ZEB1
critical,0.0195712641510961,-0.17461140506066,-0.0646568062397937,0.0326423569732018,0.386313583663886,0.130507521499198,0.0222686141583642,-0.0641615550909183,0.0263986549891649,0.0842192266203742,0.0491713640669202,0.0149990347945138,-0.150016879256685,-0.022224395305786,-0.0094893657632743,-0.0020517547596268,0.0643738055832935,0.116587426707591,0.0537435934235025,-0.0073933921510692,-0.0141588765955286,-0.151555695326405,0.0066947342803342,0.142039798251584,-0.0655854021439352,-0.0286626602411669,-0.146417464656822,0.0667881549340613,0.235571515224919,-0.0412650332259441,0.0653466203400131,0.0172276649644533,-0.0016095662338452,-0.0114615265882605,0.235456546208216,0.228186966844366,-0.0393813101061143,0.0852539477707033,-0.0521340271896572,0.0066239841162092,0.0612784859028219,0.1083892514396,0.0284327222077605,-0.0114349952767136,-0.0358261143588298,-0.0613934549195251,0.0096927724851339,0.127686358704711,-0.066337122637764
critical,-0.1009878315956,-0.0993709241827758,-0.0341000697870554,0.132738672675234,-0.0410897502622248,-0.165490111167287,0.226490299795503,-0.0009425917653236,-0.169376489522776,0.112248177838274,0.0352166784936696,-0.186814437181264,-0.0122609436550948,0.0432359592048079,-0.0617252592169259,0.251679252047306,-0.0793734773461398,0.139670347503306,-0.0758858878144422,0.0772562712271051,-0.189214420829895,0.185030763533036,-0.0302499449610026,-0.146660027978475,-0.0178947421293755,-0.157079292338245,0.0979570365347903,-0.0157630345985665,0.19248448918498,0.242811638747376,0.202664480250475,0.0224409347205904,-0.243522207924313,-0.187604764122958,-0.108586571365286,-0.290180500307834,0.168122117404307,0.225504203794857,0.150459397863318,-0.0758568849908938,-0.0155527641278405,-0.0450196328530357,-0.198792603306761,0.103039781361651,0.0442945622643252,-0.188184820593926,0.0253267156636582,-0.132238373969023,-0.153939736689129
critical,0.0152399209408186,0.0048772138918671,-0.0784043425462519,-0.0026044014749007,-0.0196581804412404,-0.454143056174317,-0.0264085431173321,-0.112305480800482,0.272298299230765,-0.0039527172468982,0.243098698546317,0.105682483457902,0.0779761315111712,-0.0020751765546215,-0.123700286241679,-0.0645917917223687,0.109685707647399,0.0188346976814699,0.254572558332452,0.229160978342949,-0.10080746552006,-0.0262109072549872,0.0452103014884112,0.169431028834265,-0.401016340421979,0.151536199475947,-0.0527797550162212,0.148993284713776,0.131895586666915,0.0765795047506005,-0.304117673068295,-0.124554512357814,0.0870981245354018,0.188647822516269,0.104729439410594,-0.246401413401503,-0.107801579093044,0.0038538993157257,-0.109318983325048,0.082917028069794,-0.175805883371902,-0.0937738247746077,0.0574944683101604,-0.0638473633075362,-0.0035091345336351,0.0912989845872442,-0.0588625476683923,-0.125391170841741,-0.178959273353316
critical,0.195468434638394,0.0093610855712285,0.007025231868639,-0.0080655979148987,-0.11381295307766,0.0149174354424946,-0.0751272398415823,0.0256038280790221,-0.0198111317811111,0.0596620108120974,0.114883138532889,0.0770721279599085,-0.112437946997412,0.0107394049191395,-0.0535258390997631,0.197115128667028,0.0384747685281842,0.0004737972758443,0.007917605292607,0.0852216619889429,-0.0073245303808857,0.0892053141427208,-0.114732937065488,0.0733734168251699,-0.147760693555294,0.113055319205331,-0.0899209799579823,0.14392061633359,-0.0329427159531153,-0.0765033503443844,-0.139753630035779,-0.1123098339811,0.0654182611657127,-0.0111579810672631,-0.010995630951764,-0.110621171895398,-0.112288849952566,-0.0318427110889171,0.117438772323807,-0.0381478594520771,-0.0310177074407685,-0.21995016940213,-0.0779446217778971,0.0209707754632477,-0.0836544863842269,0.0316140956201531,0.0579832885293854,-0.0425765938952846,0.160671393216415
critical,-0.0551923875402443,-0.0838629794236441,0.136795278502492,-0.0186457298065228,0.124073719965994,0.0915335826865662,-0.109836874847423,-0.0931687224446222,-0.122832383500454,0.0606799508120447,-0.0995637454774378,0.0203579180348536,-0.0865425540009819,-0.0460578633420994,0.0121222926565823,-0.239714912907458,0.112268182131653,0.0179351716917655,0.0331650859827682,0.0462376431060741,-0.0054961242129419,0.0399539123080999,0.0630684533905662,-0.236795631978154,-0.0216506201472434,0.0004537298805076,0.116540091761338,0.0270012083607772,0.0553122407162275,-0.0099221307831771,-0.0266074050682611,0.0051023209204258,0.0187827048647892,-0.0115315877178081,-0.026658770715111,0.109853996729706,0.103236389227207,-0.0397655716029836,-0.0109494437201757,0.0906175619844092,-0.0596440769339045,-0.0202551867411537,-0.012969825829606,0.0262307236580283,-0.0356734417372729,0.0369147782028127,0.13466360415822,0.178350086804081,-0.0344920318597246
critical,0.013285231460517,0.0473385877341456,0.0293743366713561,-0.111526953053035,-0.070689460607491,0.110828195872355,0.0714059078433777,0.0796317835146699,0.0664438473577919,0.0222806245333171,-0.132127022341679,0.149277530864943,0.258584381989489,0.0484530612121917,-0.055290267549728,0.0408109573627332,0.13100370383603,0.0971980083353002,-0.0392100073664925,-0.0022731720941097,-0.0067310660062938,0.0170089880816073,0.0974987392738205,0.0516018910390519,-0.327504837076272,0.008208185616085,-0.0805074412474203,-0.0041925430840779,-0.0126130093626479,0.197907492629206,0.0823383619613531,-0.0953847776765745,0.0256594250778693,0.0991527594356825,-0.077225936006507,-0.165570071710664,-0.116851659670366,-0.0836297359914699,-0.0449062051431722,-0.0745812727530486,0.0018663008243469,-0.242123785619302,0.0226874958030799,-0.0460295236488217,-0.0782519592085176,-0.0471705322096784,0.0715385832574309,0.100452978493403,-0.0209715604479931
critical,-0.502416341695237,-0.38994809126124,0.0511217908789514,0.043006971768763,-0.330571532830272,0.249710639578196,-0.242143555764608,-0.293795121836958,-0.414453913047754,-0.0752135413696073,-0.0961880176777782,0.554165651561925,0.526603113785785,0.137146857132848,0.338181895282127,-0.215787471173218,-0.117119704491996,-0.454887454043261,-0.226834944387856,-0.443565655936723,-0.488053012339969,-0.509836448275867,0.456036571007485,-0.251236163726056,0.529242887415098,0.500418655047377,0.4969317685338,-0.0581763365194427,0.199296502285994,-0.314719737325759,0.249288008256832,0.293935931598123,-0.43304679885613,-0.451999748047891,-0.255287863052956,-0.0451724349165214,-0.129772411110626,0.0533700470187373,0.406371313660895,0.351807573743875,-0.317604019310926,0.224022524082643,0.196309999772653,0.419066001622002,0.418222323381512,0.273872358972979,0.490973033760817,0.355294651661749,0.458904041315232
critical,0.0541921987359407,-0.213181645271434,0.211287242668306,0.0434747799142479,0.0759184086121282,-0.0544518250599105,0.0810949241114169,-0.0807898873352483,0.158908425455127,-0.118717552771016,-0.0289361198490129,0.0092183217963682,0.199917238381579,-0.0254228139211413,0.177639891922929,0.0133572981796119,0.0349947575367602,0.152361590899819,-0.131207911588133,0.172859510155588,-0.0823040291608455,0.058536419321068,-0.0314488775459132,-0.200147603259147,0.219258778401719,0.0188649373105877,0.186181197707032,-0.0468667612601049,-0.0561972979429098,0.191023000906678,0.0197422285998762,-0.122711878230538,-0.0190148332105511,0.069195453275648,0.106987577483272,0.192677100782518,-0.0352665301215005,0.107242372908072,-0.085807949341758,0.110013100620655,0.25141904035685,-0.006873679390587,-0.0743616168481436,0.38782706983736,0.144333878710342,-0.0693449350985397,0.0452519987060792,-0.136288913309544,-0.0506423160000671
critical,-0.232553636934191,-0.185472225775735,-0.454050275793291,0.414459089137316,0.468198477631312,-0.388659426962102,0.462610532367556,-0.369517742122427,-0.17667418429663,0.25288424629807,0.19748036347019,0.130187235400276,0.064083031854565,-0.21115299549853,-0.299133410289584,0.0771612016208028,-0.423494915521263,0.220783284144577,-0.501369471856587,0.0416123583471201,-0.153252371169822,-0.32207965360671,0.015931588624326,-0.117584635443719,-0.309952623459835,-0.0160504810767463,-0.189276784253186,0.321722976249449,0.407206649539676,0.405066585396109,0.191535740849173,-0.263584567015901,-0.191297955944332,-0.0198550395541973,0.064439709211826,0.475094239871692,-0.303056861219455,0.444895556956924,0.309595946102574,-0.152182339098039,-0.135656288211612,0.166687218293321,0.175604152224847,-0.0909527261015626,0.199858212518597,0.503985105809835,0.0131970622186581,-0.265367953802206,0.0170016206961091
critical,-0.181706731269376,-0.147826217363287,0.282725418117425,-0.12955530588358,-0.124393191687213,0.43677027925862,-0.413332346555848,-0.489171988969087,-0.210021339800729,-0.429553834440914,-0.389873150070721,0.219593793529247,0.125402754013222,0.201652561546914,0.422964956796841,-0.612390168448655,-0.068312795703042,-0.325361716308818,-0.12441797347019,-0.204631295512422,-0.165895096947513,-0.315869436646129,0.395982670921597,0.035505012355527,0.258062844733293,0.29377092750847,0.119085800941188,-0.410652395993694,-0.145322595223437,-0.179600876867715,0.0960042897331365,0.354804525570909,-0.221421531158512,-0.293431395013045,-0.294094440768593,-0.067169757058243,-0.422428000856934,-0.3046766515464,0.0759472854433315,0.316106518732306,0.114211163216287,0.207448733692969,0.406493210550207,0.0854205990583883,0.147931056378124,-0.0238764884776887,0.222610732202613,0.462138387018353,0.356438617387357
