group,AHR,ASCL1,ATF2,CDX2,E2F3,E2F8,EGR2,ETV6,FOXA2,GATA1,GLI2,HINFP,HNF1B,HNF4G,HOXA4,HOXC6,HSF2,KLF1,MAFF,MYB,NFE2,NFYA,NFYB,NR2F2,PBX3,POU2F1,RBPJ,RXRG,STAT2,STAT3,TEAD4,TFAP2C,TP73,YY1
critical,0.0660709323916403,-0.0261216811536377,-0.172752089734685,0.0192916194484862,-0.0402665186204355,-0.401783887919819,-0.0092712579533154,0.022746308723866,-0.0155372887563641,0.252324511845412,-0.0289153967156158,0.2829055623188,0.151874133374035,0.198256862089148,-0.374666339704656,0.0180137369359094,-0.285708090863624,0.165349184144585,0.115732090725226,0.137403215541959,0.0843843107442919,0.123399385800687,0.159902760746155,-0.106125939423787,-0.227648159878413,0.115309067548649,-0.0192211155857233,0.0469467596172159,-0.141853771878864,0.0255488372686895,-0.224131779723115,0.149388872211644,0.212657276058461,-0.132459132165714
critical,-0.33505072033385,-0.137128357263022,0.0286932080249628,-0.274705271988864,-0.167883482657403,0.215857426785877,0.350236560889674,0.11268921033707,-0.266754229220474,0.185037188211409,0.22597167409271,0.201445709593309,-0.0583848181445914,0.0096873942373739,0.058862314798562,-0.211154808224045,-0.0197365283641196,-0.057111493734003,-0.344745349369012,0.244586808799777,-0.0142959604279693,-0.275464925756545,-0.0675078981545455,0.262941490786497,0.0278829106727702,-0.101547621744422,-0.130233594971597,-0.0105845091630158,-0.298334121562623,-0.124836435822172,-0.0565833534955203,0.0368395903336133,0.0442407884701582,-0.156973407593953
critical,-0.351296930821537,0.0305070310659491,-0.386283081998804,-0.0493600349150538,-0.243476391747183,-0.208105128142172,0.0482987875999638,-0.0168005296603326,0.220268991698018,-0.081562873546353,-0.139828633352987,0.0573423652355661,0.0912103774890994,-0.192243310024465,0.206015455593902,-0.0738825063794128,-0.440958106044484,0.0401173366491975,0.224535862346318,0.182886828541321,0.342522494257597,0.243030011433207,0.111118064236912,-0.246741094827831,-0.253513384395261,0.32891445909771,-0.0303954359874551,-0.228421996844462,0.0997309899529357,0.107341336678468,0.391567437186315,0.274270068995146,-0.126174647278427,-0.0470121619890917
critical,0.309323634085235,0.120291790105399,-0.348905446174889,0.119163965085092,-0.248385838456753,0.0076612801184159,-0.124372446062664,0.176983721033407,0.161589570341185,0.126734931090554,-0.130277006544956,-0.0229882459217335,-0.156796314004879,0.0942956436656389,-0.211731525296764,0.150267264473256,-0.172206985571422,-0.244691770958598,-0.114365201790679,-0.0734143599156319,0.209196121784315,-0.155553944255946,-0.0320295697417561,0.0934751069077004,-0.0424487344801424,0.103327054961069,-0.168004075144183,0.0263067388769933,-0.0697401174666619,-0.106543118495539,-0.0214485004350248,0.207115593011502,0.227490236615668,-0.103119993336247
critical,-0.340116789182982,0.0492780911997484,0.136240931832113,-0.0384428739126127,0.0062098061339008,-0.212513365471274,-0.220316084838426,-0.0196430904592255,-0.101759045371166,-0.168899912240036,0.23864736439968,0.159717235954241,-0.13286770380876,-0.0423612701013567,0.135712800171891,0.239848438014056,0.0922186024768325,-0.159725754206825,0.230708352991182,-0.226381080678395,-0.222650086046504,-0.318207843536353,-0.117756323724343,0.265956882184709,0.0702329925569447,0.241535052025733,-0.195102057189116,0.0694663498243644,0.179675501759083,0.0391754436348561,0.24382646197089,0.15554329218797,-0.105643368549573,0.0912645581873992
critical,-0.0863778989268427,0.0763651139083842,-0.0859371953608894,-0.0969195282244451,-0.0716583998240032,-0.115102957355677,-0.164876018094441,0.0832489036085744,-0.227085733464406,-0.178379175355249,0.0758450837005593,-0.0139879311833571,0.15479272050543,-0.125591702225365,-0.0113877801442327,0.17120452130153,-0.119836113654016,0.0388347982318029,0.225560899126207,0.0432506479626548,-0.0750606313531625,0.0481953419726506,-0.0921511156408306,0.0158212580177227,0.256057585890174,0.0610991423837626,0.0216561732309441,0.142549975443248,0.167211746993993,0.0494028697433626,0.0338372197938928,0.0880261302635079,0.114803278930829,-0.0721079174612755
critical,-0.238135107638812,0.0550445526397877,0.0137939913333639,-0.225376261948509,-0.194027732029303,0.112663573359812,-0.096484324872272,-0.146850521927974,-0.178016804307796,-0.193159866890241,0.15516692860259,0.473606125438694,-0.203338544288959,0.475804899700919,0.471483927200065,0.145903628719094,-0.0197440354091123,0.0645569634356419,-0.43339343780944,-0.0965590432850933,-0.277951954334337,-0.146130458917073,0.0198428496874123,0.262313705793927,0.196629915662299,-0.147591209725935,0.24727038098771,0.356521438434889,0.027363232992816,-0.0804657013346981,0.043695601682792,0.0977782516186389,-0.222706227755099,0.477880615210503
critical,-0.284879493386086,-0.138727400867486,-0.415080045070316,-0.320187090650113,-0.189857650978617,-0.34270737470734,-0.358563075756307,-0.178994707026148,0.396470878002771,-0.336406735022101,0.420816799811263,0.384879358900058,0.276708600877066,0.432804484233812,-0.160257340475542,0.113928718693467,-0.0073619000675746,0.212593849954684,0.35387808003966,-0.0294623342602959,0.295089597650914,-0.321481340855585,0.267545298406259,-0.424385179407453,0.474921388090091,0.326628322894113,0.0961715067297893,-0.0829087125186804,0.232356536968099,-0.363942772216289,0.340857914710565,0.0859728316347732,-0.164855722363139,-0.196797360267388
critical,0.246673700335774,-0.132842580431308,-0.039924067106368,0.0262595798527004,0.030418336842947,0.0335076991785588,0.18369823734061,0.0674906848702887,0.147338819083025,0.227899883065517,-0.0462216134058843,-0.12690149901667,-0.0554897004127198,-0.143180062092778,0.0520438731922297,0.0282795475336773,-0.116564017355199,-0.0278042610205063,0.0794916693278576,0.0092680870068354,-0.201046195071353,-0.158864517027423,0.23277156982552,0.034933558718072,0.0402805319912463,-0.0791352044429794,0.0583414194917461,-0.138664840217653,-0.0052281516448815,0.185361740136708,-0.11917809317764,-0.143061240464485,-0.0114068763161051,-0.25083245732602
critical,-0.374880891069521,0.381358249834201,-0.257650465102757,-0.41744375691168,-0.32489174380334,-0.247717509996255,-0.474254333207188,-0.0270847418873693,-0.624263166527761,-0.0116214080196128,0.299396780859632,0.463508609718916,0.14014661679146,0.393183196389561,0.0482838061976479,0.143219030729544,-0.385736283959721,0.325115706128275,-0.160540709245708,0.220574009242973,0.150177507658163,-0.268273982582929,-0.0023423638451805,0.445807129020305,0.318714745545218,0.20561274832096,0.450520698675486,-0.0206265118079338,0.0484708192070772,-0.258316744277487,0.349754734875779,0.440388673141841,0.106310368536668,0.141566905482046
