group,AHR,ASCL1,ATF2,BACH1,BARX2,BATF,BHLHE40,CDX2,CEBPA,DUX4,EBF1,ELF1,ESR2,ETV1,ETV5,FOXA2,FOXH1,HNF4A,HOXA4,HOXC6,IRF1,NFE2,NFIC,NRF1,RFX5,SPIB,SRF,TCF21,TCF3,TFAP2C,THAP1,TP73,XBP1,ZBTB7A,ZKSCAN1
critical,0.140452500906982,-0.106308912253263,0.148623993663694,0.0443292439493828,0.48545734211846,0.033984575821697,-0.0733137496085946,0.222564960554155,-0.190992079351466,-0.0164224919294345,0.159180678900743,0.0679161473660532,-0.108155227913968,-0.174604923606925,-0.286276101917835,-0.120240203147678,-0.144878358064942,-0.06813699852164,-0.210939355724066,0.0364227725793753,0.335128377533636,0.0138341163859572,-0.118075861822927,0.216778660277781,0.0278184115577135,-0.0988883134255462,0.212776837338548,-0.260100822957688,-0.236999792083308,-0.157299027055143,-0.211557738959709,-0.21820094171976,0.146874852511446,0.0501685485030978,0.0270498495362714
critical,0.0957510338718064,0.0001376357727011,0.246541888848015,0.136382562770805,-0.0254553739616831,0.322531323355145,-0.180867893305437,0.246628816704458,0.0190589325250963,0.188836280146032,-0.288136868155922,-0.209981481225757,-0.238544526055272,-0.0364952117299259,0.192827717554366,0.194747374384146,-0.228489870660048,-0.10873226043394,0.205243913049621,0.204997617456366,0.066970669401184,-0.104813262905974,0.144618977168766,-0.325849069876048,0.194624226587519,-0.428518112323098,-0.241623220970957,-0.155202443690683,0.124893597744274,-0.235588978936215,-0.1553038595232,-0.102574870602571,-0.0099315075985963,-0.266571515770056,-0.349790450338018
critical,0.0113442757780143,0.221237523769104,-0.0176990897055204,0.0909495701065144,0.0544340848961298,0.0562033353367411,-0.281644475227148,-0.238098085350165,0.206677426780797,0.0637083815606248,0.169962187488408,0.0395930151331354,0.0893647080492918,-0.170800715612866,0.131119896487641,0.181339389763456,0.119584647026831,-0.410358542331526,-0.153979665828245,0.107689401198453,0.0533014133981701,0.257518133300648,-0.184379602989568,-0.0947492878642046,-0.283872501526429,0.220974111792834,-0.252647206839461,0.108005495569976,0.0164039808221944,-0.0083786959451781,-0.255691810265178,-0.0240890252298624,0.143427821078842,0.244659238659083,0.171079493287752
critical,0.252204558513601,0.0762873998005843,0.0280627151091172,0.108593578065338,-0.0826371396734312,-0.100922447610468,0.209236734266239,-0.0399563342659414,0.0275063401272127,-0.0340293952225973,0.0011061264521197,0.0349202575448135,-0.237089704838528,0.012899289014989,0.162210905190543,0.22803315652197,0.161084908203355,-0.154025348661134,0.027552704709038,0.227490028563445,0.117984613722207,-0.0800672171379674,0.146772603361307,-0.180008281099798,-0.0712910641495924,-0.241392779599369,-0.245735595430346,0.0084769910437398,0.0652195117676977,0.0020245867397081,0.0254353888056791,0.161147831564404,-0.0717028257929463,-0.111571950488311,-0.114204796384824
critical,-0.155039862512913,0.107473437707528,0.146675971204092,0.103941446796952,-0.0052252940589878,0.126535926181315,0.069023483388037,-0.109833799671981,-0.172169590827402,0.0761045692813953,0.192574748969374,-0.0310353390181125,-0.320555969252111,-0.0027024434085763,-0.105660406053673,-0.241569363803975,-0.0643284155674408,-0.156570676975366,0.403040357466412,0.0979464694886864,0.042229954277057,-0.178814522879503,-0.129366650131438,0.242168006331191,-0.0413148864140264,-0.20100705656702,-0.0778833927908379,-0.0870511754933501,0.132719048283849,-0.127425337936037,0.177266604344843,-0.53636660031358,0.262983662206111,-0.101683709265737,0.0904121256818644
critical,0.0686058291788086,0.114705201199435,-0.148880037441589,0.012074696599386,-0.0817139855456622,0.0445182669062952,0.126647402956838,0.11504968778859,0.113026933200983,0.192232349738433,-0.101641209779909,0.242986707207396,0.231503820902201,0.0207221932861446,0.0648783076243529,0.0018725937666933,0.0502862090272895,-0.307432198347938,-0.0637300189938334,0.0509663492161356,-0.0019432576824176,0.164894247342603,-0.0507808564373594,-0.14527617773965,-0.0777479732756371,0.122248574203001,-0.14832355910526,-0.0334240321375836,-0.157112383623467,0.239692002136752,-0.0228686097262695,-0.0907589667583698,0.0301734920142668,0.0664770787176147,-0.148774041568002
critical,-0.211804376959662,0.0154224868484837,0.0732825365090367,0.278009068565974,-0.374980956287936,0.0280332716309249,0.178939863737302,-0.192720202335425,-0.238209111416957,0.0315217024065466,0.142656058908941,0.509155476207717,0.508097127332755,0.266413302470433,0.069874699033182,-0.155658611068536,-0.0911666200541073,0.477062374212302,0.461772778649275,0.123254334995734,0.201915510013464,-0.314372127899669,0.112105354353312,-0.0520375264200127,0.118881375488972,-0.131570086607668,0.117532242588338,0.098174114497009,0.451253031390135,0.0156244110500356,0.229757025905312,-0.235266887519097,-0.0574660190832876,0.300251894895976,-0.0130663361514865
critical,0.101962471177398,0.251673027765358,-0.0445402454031869,-0.033673147726739,0.250550276866272,-0.194841694479069,-0.0344570044048109,-0.026885056480103,-0.144259283733701,-0.0723790884271694,-0.0413115779528424,0.0917910928541425,0.17992372811033,0.239823454087167,-0.0626761206755723,0.070478963564048,0.0573949156172059,0.0993557304842986,0.189735384769602,-0.0587895267155668,-0.0892775928991003,0.135426241033766,0.121029236599406,0.123230186979838,0.0925884666806309,0.253797702808297,-0.0040116965479011,-0.110436757723951,0.329347803909912,-0.273901288685886,-0.0602017928649208,0.0055468584037766,-0.206969197280314,-0.120589101695354,-0.0736768726052406
critical,0.56021731328249,-0.558671065920988,0.47196227157217,0.585908807904362,0.580080644772549,0.60160916572884,-0.529054481842997,0.473032750514748,-0.641216886604226,0.460068061099081,-0.451504229558457,-0.0900391732812834,0.309487356509775,-0.453407303234151,-0.498367418822427,0.0173655472907099,-0.482072350474296,-0.466253050545087,-0.236575846309739,0.482429176788488,0.491587718852767,-0.547133681762092,-0.583767850019206,0.657393012847627,0.486116382035146,-0.466728818964011,0.0486473208349338,-0.461019597936928,-0.122748252082278,-0.527151408167303,0.619807307752666,-0.514186718751636,0.454834608490922,-0.46934554526809,-0.52941130815719
critical,-0.180331336761415,0.22803843975233,-0.0549243406356965,0.138925645586842,-0.0247350649776407,-0.0665270358839992,0.45237488078605,-0.350233911790004,-0.417581954199409,-0.300539584497445,0.216851720106156,0.0900015435846374,0.250953472068648,0.363433622416588,-0.153718351626726,-0.594551070056509,-0.0879260226973303,0.147285357279217,0.186429818151991,0.241374517965172,-0.108156288982031,-0.0398706740304021,-0.0106668214654734,-0.0195262407402419,-0.211586590423765,0.0640664412544014,0.0999876163996549,-0.0870271196246971,0.194843436277998,0.239323428090846,0.0831471531660904,-0.0718385767104765,-0.244378183928441,0.42260892040812,0.058505934919312
