group,AHR,AR,ATF2,BACH1,BARX2,BATF,BHLHE40,CEBPA,CEBPD,ELF1,ESR2,ETV1,FOXA2,GATA3,GATA4,HNF4A,HNF4G,HOXA4,IRF1,NFE2,NFIC,NRF1,REST,SPIB,SRF,TCF3,TFAP2C,THAP1,YY1,ZKSCAN1
critical,0.175358269567071,-0.177218063227722,0.191664517302637,-0.0955546117304158,0.564152100710752,-0.152573593677105,-0.117872135658228,-0.194114861556955,0.367454682080002,0.0457985206670271,-0.180012160812682,-0.282547609411513,-0.16545112229422,0.0972028648799027,-0.269573124726781,-0.271494617703189,0.169417506878546,-0.329068893491684,0.402676177188824,-0.0904600110865471,0.102923272869298,0.447681420938986,0.506119487148068,0.0395228188358255,0.221976509714859,-0.298228049801551,-0.158937437387958,-0.307897213999344,0.0107268667536128,0.215727250447553
critical,0.16674991251106,-0.300320512046114,0.309562700795751,0.0229174461248828,0.0589894629348909,0.367301069322436,-0.279384568047522,-0.0334902786381611,-0.258687272115236,-0.232522765936686,0.015367489118137,-0.104506157762916,0.195026092488432,-0.177792809397363,-0.13540023471006,-0.220301092238026,-0.0664887976245417,0.232378130744986,0.127011393591454,-0.091206951886091,0.200081092438351,-0.405658322161306,0.0979686470980712,-0.457625746539156,-0.269882035952825,0.343465189730257,-0.150377208810607,-0.21782059870037,0.124480277736702,-0.19248051311451
critical,-0.0104542041005294,-0.0656489877763617,0.103257423503303,0.100572200888408,-0.0267362385380296,0.130411655129714,-0.346194568781859,-0.000196960094002,0.0060619940042843,-0.0917855922504295,0.341202724621652,-0.10786628970295,-0.10893206265605,-0.0539298621832416,-4.37689097782263e-06,-0.312770440829716,0.0849751498889375,-0.174204637808319,-0.0369803518716234,0.0905534974401724,-0.136156324538106,-0.213703890437679,0.342439196322887,-0.0239875510039569,-0.112321964718373,-0.175412659718198,-0.121176415166508,-0.0881768456392148,-0.0649661927838213,-0.0204729075487654
critical,0.371244280221773,0.0880387348999228,0.0350022643070476,0.229450966600334,-0.153361242570995,-0.11909801285646,0.145846439255483,0.0856608277684276,-0.0329470652763066,0.137624541739683,-0.295614938397605,-0.05096805484811,0.291060679023482,-0.10801029118311,-0.0322135376479713,-0.263032434149796,0.161084209132387,0.0283322292962396,0.087948420687425,-0.103109093065855,0.219890876789599,-0.118509869082389,0.0373603463675067,-0.349143731587877,-0.259293205473822,0.15114634157913,0.0880717766849829,0.0752846058667066,-0.126881556023795,-0.179807887333136
critical,-0.208428868428183,-0.101359127478038,-0.0360961911259243,0.0239675299754662,-0.158337412643753,0.173278764011816,0.0824033000721219,-0.0007500507246945,-0.324771963792732,0.0541996881628696,-0.116249339023963,0.0210014202914469,-0.0567822491808519,0.0071595750993568,-0.0232260025544613,0.179739428208617,0.125710206119541,0.0320731917843809,-0.0481055260247265,0.0158192516481028,-0.2482582665702,0.064052627228175,0.0259278898240996,0.0179500775705305,0.146711626410988,0.160434145351422,0.0726611639547827,0.104205910910402,-0.060873434951913,0.177540415856671
critical,0.0452930924930464,-0.03545520007922,-0.166371454772531,-0.0324139161340855,-0.0667143098457328,0.137986137951276,0.154303287465606,0.0340535648697233,0.0684861883181155,0.304339962092241,0.42793068936988,-0.0314971232926537,-0.0571496922211794,-0.0071315904684458,0.094808721246149,-0.381756065298534,0.119412267596498,-0.117278961177012,-0.0602879446399268,0.151120958467944,0.059018539167175,-0.194113253541627,0.208517479531047,0.275134820903167,-0.190349113702287,-0.127548804064206,0.274156320851254,0.029443154715215,0.0696498100014713,-0.0062147976270139
critical,-0.265363069144601,-0.532422304254934,0.0887327557224373,0.287938909723432,-0.372618623749481,-0.0173192438357237,0.219610369338911,-0.28994736084785,-0.471600017342952,0.601194898150964,0.550626959248866,0.320699356077237,-0.194827740526585,-0.533910028925371,-0.521134962408953,0.546649911221926,0.507268930349379,0.544462386746818,0.279642523747803,-0.38629174227052,0.0995023641611955,-0.0365307512680083,-0.0341874822250933,-0.168420301256867,0.197038222307143,0.51107371898314,0.0165390881551586,0.29717602515408,0.542969673665118,-0.0583391937627372
critical,0.157438865012537,0.0577536186373386,-0.0720864777426744,-0.0713833454442384,0.255052431455969,-0.258395200589724,-0.0910710498004475,-0.171621957488919,0.0556275657106854,0.0851584339792409,0.235246070083071,0.17110300510734,0.0807919383569446,-0.141283753486157,0.0613441634439959,0.146191638953744,0.104339161778062,0.2300024485787,0.0207004185926213,0.161264934361603,0.14129683053556,0.153902004935009,-0.0911283135115182,0.34522901107724,-0.0037020438594633,0.397866475028601,-0.295031724544511,-0.122885446201101,0.0443957568048732,-0.0655632325409154
critical,0.521693168121511,-0.28179740184766,0.524660706051668,0.52584772122373,0.384474214231075,0.667814735802417,-0.537955275978769,-0.524304601500049,-0.0584011464654797,-0.255683068062283,0.0640988192913802,-0.506974179987935,0.145290657060462,-0.24594954365137,-0.352187401550972,-0.494985326750103,-0.0299127823359774,-0.155855092091819,0.51730121198488,-0.540210604805688,-0.532257603152868,0.585079778309654,-0.150276120783125,-0.557778429352214,-0.0852276893540944,-0.0282509610950898,-0.567986759831952,0.624013875953307,-0.151107031403569,-0.50649937391911
critical,-0.274562628246676,-0.236849640322249,-0.0835811883714084,0.128360362061258,-0.05827469458549,-0.0522712126938311,0.484064424172141,-0.522329856004433,-0.198346590410478,0.161246033564916,0.217931838513134,0.399303289571386,-0.657079648067261,-0.220063409414856,-0.322450103300517,0.214746627199703,0.253534994896968,0.20813142635834,-0.0849389726740791,-0.0278702235062311,-0.0056903004342466,-0.0367623990762866,-0.0682195783254417,0.0883142706824108,0.146463125571167,0.184978009774821,0.276068613101751,0.0566454854898751,0.295348228316105,0.0679136476376734
