group,AHR,AR,BATF,BHLHE40,CEBPA,CEBPD,E2F6,E2F7,ELF1,ELK1,ELK4,ESR2,FOXA1,FOXA2,FOXM1,GATA2,GATA3,GATA4,HEY1,HINFP,HNF4A,HNF4G,HOXA4,MAFF,MAFK,MYBL2,NFE2,NRF1,PRDM1,RFX5,SPIB,SRF,STAT3,TCF3,TFAP4,THAP1,YY1,ZBTB7A,ZEB1,ZKSCAN1
critical,0.0639827286294044,-0.157116776391355,-0.0632936974499078,0.0142753126418773,-0.116313763338861,0.177284188991235,-0.121914350105538,0.116896789721512,0.0585323153249252,-0.116658278928609,0.0220489977438897,-0.0517215071275939,-0.0342042144488546,0.0071376563209386,-0.102771650541832,-0.0112630096648475,0.013815958522213,-0.224420988655256,0.24428805433074,0.0312449138702476,-0.0477198260466716,0.0555465135471068,-0.126198710644715,-0.21526040746118,-0.105757452319651,-0.0873214514015825,-0.0827544114041502,0.255321386935755,0.151966710011272,0.0446721881373599,-0.125509679465218,0.334983991765241,0.115395055099532,-0.159828732443989,-0.094927295575256,-0.120085767359951,0.0983106153412455,0.0672247086662664,-0.0402376541359847,-0.0085157186799317
critical,0.0697797353504279,-0.2818437498441,0.449803551092087,-0.245182031998237,0.0188127731820242,-0.18246071000655,-0.147436775958506,0.0681709388764644,-0.155509745652179,0.221296477141553,0.303171173370563,0.0429302266295498,0.341746054590869,0.049401646680223,0.400155512159095,0.0782585275780737,-0.141690039004213,-0.0380965903766954,-0.0203563481773135,-0.151560222776908,-0.0197041333905716,0.0008696197156559,0.253928956971544,-0.315613982135407,-0.0464231991541013,0.0758960606838749,-0.177496630796348,-0.27143005374912,-0.0520974677987565,0.0570687938399231,-0.478906824242707,-0.206266549722633,-0.196207948344879,0.270234326640093,0.193461399409598,-0.199012471927869,0.0942595303461435,-0.22140517960601,-0.0036234154818998,-0.267284866437827
critical,0.0172479234137049,0.0544809788398309,0.0831646439472105,-0.1481185162637,-0.0517547366217186,-0.0551279952954569,-0.0075163572658655,0.0070623491088669,0.0100649441181958,-0.124349982942957,-0.0399329783307891,0.185233134779304,-0.0676537952211524,0.0141159251132509,0.114750013362364,0.101515785249661,0.0518095685247378,0.115662416228602,0.103654229467408,0.0329802930279605,-0.161705861831846,0.0283086148907286,-0.1289383165876,-0.0347305273723318,0.0713955242831794,-0.0766440340401728,0.144131140276147,0.0280914805547727,0.0626838315314963,-0.0581020777152158,-0.0572730193415662,-0.276304539141877,0.0037351492336647,-0.0683095847812615,0.0649955445627838,-0.120992077202064,-0.0757996227336778,-0.0208339298711576,0.0170571083911983,0.0273304137408669
critical,0.228504458225493,0.0239804032171065,-0.0407354388457998,0.0865122940132216,0.0511064470606477,-0.0238589499110665,-0.100862554182324,0.140666114934508,0.134735881236866,-0.117127360103001,-0.127166027907685,-0.134383666649351,-0.149535518638316,0.232439545341187,-0.0393939318745403,-0.022728330043931,-0.0620262033946033,0.0091299762513123,-0.0548869572413822,-0.10657858841295,-0.134879416962186,0.0378912232425369,-0.0001634099026719,-0.0573745417732732,0.0353296626060579,-0.188922825787073,-0.0072562829754051,-0.0549741827975381,-0.0187358286381085,-0.172826950373887,-0.16661074934657,-0.209453955112645,-0.0028817557160388,0.101409094059504,-0.177119772681918,0.0259744456780897,-0.0192216418622684,-0.112819080101475,0.0953563029348581,-0.0977401000961331
critical,-0.225595349033426,0.0240632761866911,0.167580480895605,0.0799348219956053,0.122946433831078,-0.21791866866017,0.130435253283076,-0.0035266618399941,0.034634722573889,-0.0720873589666596,-0.0770058994505255,0.0247293285438813,-0.00317655739583,0.0703966106753307,-0.0054394275837197,-0.0371196102141754,-0.0457185169281563,-0.0451122385004575,-0.243681232270974,0.0516788316117299,0.0593469728522014,0.0295795559654713,-0.0701318975590115,-0.0622588171317123,-0.139759986283738,-0.0106653768478273,0.0122621946785268,-0.0929569994919517,0.220950060798663,-0.097935313905309,0.206433535065031,0.0591932684620806,0.0198876402550758,-0.0056785233016854,-0.121067824618491,-0.0258735723370029,-0.0605595297075989,0.0829405967357456,-0.120640867979266,0.16481380187343
critical,0.0026503195681236,0.0530063913624727,0.110332803620987,0.0431030305762508,-0.0043023520989207,0.0469813315442717,-0.235984454345729,0.116322525844946,0.132666163181709,-0.113274658341604,-0.0482888225312127,0.296871129224089,-0.0423697754957365,0.0510009828892592,-0.0456738405573307,0.0345424983712114,-0.069067327945302,0.0312649365052985,-0.163436373367624,0.0536601368559432,-0.352298145792115,-0.0345690015668926,-0.0966748234465899,0.146589175312918,0.13012185639631,-0.0485626888865855,0.0588812664051468,-0.1170469465269,0.0530063913624727,0.0168737012503872,0.228492884366499,-0.179797679501508,0.106843216189624,-0.0305581846204655,-0.0023322812199488,-0.0160432677857084,0.0397724623189754,0.022766245090182,-0.0436949352797984,0.0180310074618011
critical,-0.263315933791255,-0.531565850567475,-0.05513609003726,0.227371676707102,-0.292795645933756,-0.451879239468072,0.192455277848644,0.0084235945457789,0.590265991375477,0.165673705501792,0.287031802821441,0.51143854433448,-0.112496197565771,-0.190038468541216,-0.453102131398797,-0.48245408775195,-0.525130907058718,-0.526373699737401,-0.0729695933478307,0.479445441037812,0.532432388421441,0.516850942150365,0.530224085402283,-0.462534012799348,-0.4775884239391,-0.0732087423254296,-0.356381988806506,-0.0147338635342255,0.385759115940178,0.0706013830906749,-0.128512782775383,0.229796507939094,-0.0692706998689538,0.456213108120188,0.451214110358524,0.291028463765095,0.536983189038887,0.35017032042727,0.460912723407096,-0.0306242017138119
critical,0.0604440663394354,0.0699260917932825,-0.0668552814545953,-0.0883113562800398,-0.0720113785551514,0.12367058458615,0.0558544762816365,-0.168903674683523,0.0057212244379,0.146550653368803,0.0933866026433685,0.129457345031188,0.087517473785148,0.0056865938320227,0.03903821279104,0.0734493075370357,-0.113882816412685,0.0241396018545798,0.0280074680106096,-0.0130936803146016,0.169963288441042,0.0300806133648404,0.130888099544922,-0.0523217405705306,-0.0177846787202881,-0.140468911906371,0.143657135175742,0.106503324038375,0.0273209265968833,-0.0342075881975137,0.267335032200583,0.0096980873215913,0.0025898450315629,0.313268322795275,0.143294548593091,-0.159337487199456,0.0550930168639606,-0.110360290521638,-0.062418424786064,-0.0408210681262835
critical,0.529714194847561,-0.107678048133698,0.470645773299606,-0.321013695374302,-0.446162685092606,0.145710029814474,-0.57963117080358,-0.52424709748095,-0.109460797274984,0.469100724043824,0.498932059674683,0.12348509051977,0.469219573986577,0.333730639248811,0.207868549873993,0.225814891229609,-0.0688141168536545,-0.0620396701167662,-0.453531381543256,-0.0780844123883437,-0.525197897022969,-0.199073654110313,-0.0179463413556163,-0.169242318479454,0.349181131806627,-0.471596572841625,-0.500120559102207,0.646068288802186,-0.574520623265226,0.501190208586979,-0.498694359789178,-0.266699271536443,0.489186364368984,-0.105776449049659,0.288567661002889,0.47135887295612,-0.339197736615423,-0.238650685046871,-0.0008319495992669,-0.58402861868542
critical,-0.279873865055836,-0.189698552215281,-0.083108361985415,0.451253175308459,-0.475444998103446,-0.176875526401577,0.167751649624644,0.116743839896811,0.188991060796621,-0.139767672825641,-0.092841109379037,0.167125970412564,-0.184235940287515,-0.618745912903943,-0.312209906253631,-0.202869993234685,-0.175595673776741,-0.302038929207487,0.0125304836241666,0.396627484027435,0.240495528203394,0.278155289933861,0.15359921436281,-0.21913447519795,-0.331558506079255,-0.0756656949266607,0.0181950191797447,-0.0744083575191083,0.279082265812245,-0.251609252155697,0.134132137284951,0.164924264899451,-0.167797004299091,0.133376113641018,0.109217181739482,0.009977807895099,0.248451441053361,0.467877109602947,0.340037015798579,0.107906202086145
