group,ARID3A,ASCL1,BACH1,BARX2,BATF,CTCF,E2F8,ESR2,ESRRA,ETV6,ETV7,FOSL2,FOXD2,GATA1,GMEB2,GRHL2,GTF2I,HOXA6,HOXB13,HOXC6,JUNB,KLF3,KLF4,KMT2A,MAF,MITF,MXI1,NKX2-1,PGR,RFX5,RXRA,SPIB,SREBF1,SRF,STAT1,TCF4,TFAP2C,ZBTB7B,ZEB1,ZNF76
critical,-0.22956583972918,-0.0689882792239417,-0.16926956288566,0.391068272388534,0.0905027809837444,-0.0714486187407138,-0.187273142196346,-0.218557167292821,0.158251911107998,0.0858155648240545,-0.155091182969663,-0.10841656688141,0.144208221311532,0.299218590209477,-0.190110614047806,0.282939044428791,0.443785985173093,-0.439125707037309,0.265626874398366,-0.0336725298828298,-0.27316952109212,-0.22281337507001,0.049314542431067,0.0195480260146455,-0.267485598047898,0.0841903040483766,0.149371342560233,0.0425351397479906,-0.217560460408289,-0.268868416608419,-0.157865799432008,-0.202286600853437,0.158952299729561,0.221008527468291,-0.0743489459812882,0.0438191855541892,0.203498811929219,-0.21180470263365,-0.143139679696584,-0.272100979477171
critical,0.0820189416112852,0.0756966326995602,0.0371305483380372,-0.179166796547804,-0.0194206453747226,-0.0736437418058706,-0.0217264286248811,0.0331288986974394,-0.19234695112613,0.247187402427482,0.0289859268576384,-0.0669346563489576,-0.0200528762658951,0.148232110943258,-0.265432842145672,0.0226561799354289,-0.0545801209343984,-0.0593553236653719,0.336674106565087,-0.152337892730637,0.136517244430355,0.156889955147079,-0.162535405104725,-0.106661070346044,-0.0659007728916285,-0.169251928572123,-0.216892385724592,0.0609098678566079,-0.124125518963374,0.192510587356787,0.0937933122080627,-0.0997809106479905,-0.0258694004646822,-0.206419666962582,0.0957048809025489,-0.221883290759613,0.10039082750771,0.187601500437094,-0.0558743347586809,0.124289155194031
critical,0.151502693069303,0.106146307860964,-0.0779087827423321,0.191247288700706,-0.0644753103183062,-0.109505792074683,-0.399575489828904,-0.178010251234027,-0.137607152052427,0.14964325762078,-0.104849390699389,-0.0841344315609776,0.214904307768474,0.13192393158191,-0.120573116148847,0.0224047462146808,0.167663932741943,-0.0383338354831835,-0.104969930332307,-0.0296549819131248,0.0660534866233554,-0.0027991981421948,0.140971100696994,0.0585398495048324,0.165523238149946,-0.0410459772238268,-0.364824360101879,0.263841166517547,0.179490210060403,-0.282294891431044,0.201417262174263,0.0288737065145856,0.379918600801657,-0.229889169912457,-0.11376262688901,-0.108182088328015,0.120744996736526,0.308438598481591,-0.0275879504301325,0.275060281240571
critical,-0.104647914736894,0.099483803383443,0.235895980266029,-0.15662569656627,-0.046120200898463,-0.0457097116485785,0.176295625581169,-0.168117158564398,-0.0648751974708408,-0.0460150619625253,-0.0221116130271551,0.0884967845779524,-0.133472760673604,-0.0702316907070715,-0.110232581834096,0.0298974867831381,0.0774549593058559,0.229882927929847,0.110391408737321,0.0705918474876241,-0.0820374510136942,-0.0110026777959495,-0.147252672277355,0.152307170697594,-0.0324745092129304,-0.0048129025674464,0.0099993839072672,0.151498495690329,-0.0164106220008306,-0.0445643683464486,0.0211922065873594,-0.0753790245707454,-0.0228856145555476,-0.151022014980654,0.0179194775814686,-0.158385095994249,0.0457432666281331,0.0554339447234982,0.159070736076481,-0.0157708403906564
critical,0.0890963271241882,-0.196733846434497,-0.0286393628591882,0.160179701155877,0.0423559713235642,-0.0779945021732395,-0.0780913460070701,-0.230338656773729,-0.191345807679556,-0.147193823437678,-0.209526036485035,0.105947154210719,0.020143517436773,-0.0609323794492595,0.0156446811560951,0.099590677117472,0.257182006714603,-0.0447858711542239,-0.27530941161072,0.029422917514727,-0.0835938365656291,-0.103640510168572,0.0836290525052039,-0.0794559636655928,0.199392649872393,0.211462913161648,0.0310516547200605,0.115710773457827,-0.0892195829126999,-0.0604217483254253,-0.0474710865468007,0.125808944130894,0.142985518658492,-0.155575217056475,0.0102390344313667,-0.284289476202289,-0.0510014844891722,0.0623410170322507,-0.448017183270325,0.0304970036717577
critical,0.318054564117022,0.0657919204104012,-0.0281577845186901,-0.160428841660437,0.108164231988623,-0.0981182144548191,-0.26788777268809,0.134983753145474,0.361475784816685,0.0347767627677849,-0.106681291506585,0.042381353898234,-0.122433012968229,0.249658455543043,0.113987486076624,0.38931708813494,-0.31144462818794,-0.174354014479571,-0.136575201467661,0.052752894952485,-0.0228047310713348,0.0606106710432819,-0.31797318323691,0.443299738609115,-0.389000606934505,0.203841020040087,0.277237531580938,0.034225181247027,-0.426942181706639,-0.166577619268886,0.0696439487356941,0.45920517951097,-0.0372543584511893,0.161034677101269,-0.0817968268323927,-0.111455636473145,0.281406041106665,-0.0006872163209442,-0.170402520634141,0.0008680627211927
critical,-0.0116860091763128,-0.0301632600717143,0.129079044419084,-0.10145116854818,0.0527664327701266,0.0698614967393814,0.021810916486613,0.144806414755448,-0.0509865292819035,0.0366986398427557,0.0047962064901671,-0.008944487183226,0.001265911934,-0.0857641997730602,0.0766480169094203,-0.0179334401845342,-0.085625533026255,0.0293142576323553,-0.0335303380169909,0.0221561154010213,0.0008664645024343,0.0058194351849527,0.101648235707943,-0.0280174639193029,0.0258046349162279,-0.0070638865282598,-0.0967793217443564,-0.0700424931045826,0.0807032469351255,0.129705443896278,0.0164307277766091,-0.0973827488587721,-0.12497361917819,-0.0632802160622637,-0.0304954226906021,-0.0105541191241594,-0.0610792950030801,0.0642535562782256,0.0474775967225977,-0.0671285524096498
critical,-0.0011731465054756,0.132637042197801,-0.0402233496622438,0.105669278969151,-0.211533216271427,0.0240325796038524,0.0862058332408692,0.107507578335866,-0.0410208027758665,0.144194634946347,0.0891797799969386,-0.196653651262134,0.014636312315951,-0.19769744688391,-0.096341408945486,-0.158856368011429,-0.0087007780630581,0.0187929559141862,0.0351858279504753,-0.0731225742060807,0.139104726828911,0.0829967796668701,0.0044601476804012,-0.154292711534843,-0.0149121485109413,0.0252116248466955,-0.156828747264446,-0.15774080441835,0.0809325024805321,0.141300882929249,0.147294421432922,0.058043154356935,0.17099976155901,0.0183702130695218,0.0813177462090751,0.0258068355362927,-0.355938801301723,0.0614529054475538,0.0120252783541051,-0.0079566944779976
critical,0.132870312192097,0.077286633498307,0.451300887962813,-0.077889493353988,0.292989889860977,-0.384262872011083,-0.124430274212563,-0.141430922142768,0.335672367643193,0.360269049754979,-0.478670725410731,0.154211551083205,0.0050640227877205,0.0366538792254061,-0.311678545387088,0.17567336194545,0.130820588682782,-0.31481341663663,0.388603462971987,-0.11213193315667,0.179772808964081,-0.242590805926043,0.0464202088874387,0.0610094173949194,-0.0616122772506004,0.0684848796053641,-0.17567336194545,0.271528078998732,-0.190141998481794,-0.0276109813901908,-0.214376964680171,-0.185077975694074,-0.0981455845048704,-0.252115991645803,-0.249825124194215,-0.0484699323967542,-0.0155537842765704,-0.370276523359284,-0.0866912472469309,0.0279726973035994
critical,-0.0494905061750265,0.0442499755197331,0.0450098881266351,0.0114853347703916,0.0298206551668897,0.060751806697606,0.0153079274871671,0.027379013728678,-0.003619514007852,0.0647149861906038,0.0489278780571636,-0.0388636526574206,-0.0317279303634409,-0.0495650549024522,0.0002617970388362,-0.0248862948371214,0.010632794934762,-0.0018976404660276,0.0106995957330584,0.0736426880725366,-0.0456370555574354,0.0253858020884851,0.0732594934291041,-0.0472680816193651,-0.0321363225035065,-0.0696401400000941,0.0004959343721278,-0.0300649758750819,-0.0142373349655921,-0.0001334276361805,-0.0215578433620708,-0.0159676924229052,0.0076153311504982,-0.008281693200331,-0.0369946888962706,-0.0047734335668852,0.0255614485785569,0.0138588104901495,0.0180850315080095,-0.0204570887813291
