group,AHR,ASCL1,ATF2,BACH1,BARX2,BATF,BHLHE40,CDX2,CEBPA,CTCFL,EBF1,ELF1,ELK1,ELK4,EPAS1,ESR2,ETV1,ETV5,ETV6,FOXA2,FOXG1,FOXH1,GATA1,HNF4A,HOXC6,IRF1,IRF2,NFE2,NFIC,NR2F2,NRF1,RFX5,SPIB,TCF12,TCF21,TCF3,TFAP2C,THAP1,TP73,ZKSCAN1
critical,0.0893935193910487,-0.127124721957088,0.0800884867171258,0.136791029573843,0.507529613591486,-0.0851639590847201,0.0567818471124611,0.0306643122208821,-0.0905654600592606,0.105783065578072,0.191123256342222,0.0686422391381241,-0.114497722125903,-0.0815776444083123,0.122163800181124,-0.185289987753078,-0.0888736359367291,-0.111025958041125,-0.0215002648905036,-0.165384619561419,0.0669944729354503,0.0781499382433919,0.104223415215113,-0.0893582730551626,-0.109298887582708,0.266338937123099,0.0822913827100053,0.0223285537838263,0.0040973865467558,-0.119714179837042,0.306193731426274,0.125106869227611,-0.136949638085331,0.0262937665710093,-0.10083976697005,-0.102452286836838,-0.0235004944520381,-0.0981522338587374,-0.0108118135330524,0.0418462122807383
critical,-0.0325638314889937,-0.135554901551319,0.121673339282477,0.206155659653012,-0.143095771054654,0.348152473694716,-0.0287536318454103,0.106381930845705,-0.0127536853344993,-0.0458886852710131,-0.266460925738646,-0.16808981311892,-0.0360486820169011,0.182173814837516,0.0114595188521437,-0.0116764182625943,-0.180388009691473,-0.0255073706689986,0.103345339099395,0.151403018474915,0.138208304339166,-0.0783729869761749,-0.0394323128199315,-0.0451512272754808,-0.0434955617757074,-0.0156167575524481,-0.11800773924586,0.137528686186421,0.155054158550835,-0.0633490878122919,-0.294766298802459,0.395920953856302,-0.422736950968353,0.158206429982718,-0.018154480654721,0.162956527071587,-0.0244517935381387,-0.0458814552906648,0.0939174447251395,-0.141396725672791
critical,-0.167539760400915,0.117099281914316,-0.114121254358345,0.0961305544573895,0.105760458405833,-0.0768335485675182,-0.163756505702697,0.0120346447890115,-0.0088990727921654,-0.139030780954364,0.24136464777118,0.11849967694431,-0.0749320746908544,0.051381368897376,-0.127291531991992,0.191477762944876,-0.173692746063951,0.0902598359175863,0.109631237793426,0.115119035817215,-0.0094285971628819,0.219691346564788,0.102036282872943,-0.221695661951467,-0.153969057313379,-0.0091047558121957,-0.0517139627169996,0.257983398166188,0.0040874029937951,0.168088977826741,-0.10758316006206,-0.177524139341326,0.0562127317508556,-0.161706239854096,0.205411693493317,0.0529699420095255,0.0067962921299399,-0.0843147213918146,0.0168222452978037,0.0341171239182304
critical,0.368791820212521,0.149461185695945,-0.0541827627600297,0.318856915585557,-0.248030652685706,-0.0942302215510843,0.191105169705493,-0.16897292596968,0.13868408994518,0.218237290004876,0.163180292056237,0.222536897576059,-0.116365768442522,-0.237828306013598,-0.0139558325133789,-0.312673408256553,-0.050825655593695,0.0750003505573043,-0.0063453619546037,0.349511300832499,0.0556372522866706,0.165649951411465,-0.180129884617259,-0.302760638227523,0.287871113724294,0.129927424384714,-0.106720554019074,-0.159061256992525,0.215140031081,-0.182510358770626,-0.0573692068857669,-0.219881160453987,-0.328611134144613,-0.420334260576725,0.215367948819088,0.188252344297827,0.0554720945054472,0.0413411947439714,-0.0112230217600687,-0.156960450015363
critical,-0.193481107637237,0.0290174817854499,0.0426361942524104,0.145530293885525,-0.0809287091063531,-0.0096242308240558,0.0392464209179199,8.51701842836804e-05,-0.197560759464425,-0.141109961321202,0.312855637929243,-0.0260365253355211,-0.141109961321202,-0.0256362254693878,0.065538456806292,-0.115363014612245,0.0132950657666825,-0.209603823522137,-0.268379767696305,-0.125728226039569,0.239311183800285,0.0738169987186658,-0.0391442166967795,-0.020202367712089,-0.0397659590420504,0.158433576804502,0.0052294493150179,-0.0811757026407758,-0.151892506651516,0.08877288307888,0.227353289926856,-0.108046895782277,-0.0356437221227202,0.16434438759379,0.0576261466863381,0.0314192809822497,-0.142983705375443,0.123650073543047,-0.231237050330192,0.301706860806509
critical,-0.102478497463368,0.154497502624036,-0.0139210752293115,-0.111315736991849,0.021868423239969,-0.0435341979164734,0.0872710443964114,0.0084759964370871,-0.0361947955962098,0.104416875026943,-0.110302494174525,0.203934941302306,-0.0303972845196991,0.0988836881636471,0.0741958066493872,0.277884045352692,0.0157713447218149,-0.156277285659682,0.0669797556286239,-0.0604861907906476,0.0788479128019672,-0.0142999399349193,-0.202322563601696,-0.331903103726685,0.0834119108834757,0.169202739685884,0.169749009726528,0.0684423496084123,0.12058470606858,-0.0106875090209841,-0.0670766745068026,0.124109028911444,0.134858213582178,0.0640898108974757,0.0108813467773416,-0.0173132359655677,0.192621864976713,-0.0991039583413261,-0.123086975287013,-0.133157727810496
critical,-0.196852479158277,-0.0068694695509695,0.0585064807330926,0.294322270490314,-0.361610958109887,0.0170303196430302,0.161401599303238,-0.193655437279559,-0.200773173169771,0.212056389140644,0.146800083751073,0.544394795629286,0.0962850776880577,0.216040852734959,-0.149128225274179,0.537220823667701,0.258008824795628,0.0731513298919542,-0.127313489226841,-0.134040999834622,0.0330058946304302,-0.104849268997462,-0.228668089590489,0.476482046776165,0.126543394587574,0.23949470049355,-0.217138135203822,-0.325084430757595,0.10236625545591,0.239480662696866,-0.0331071620012198,0.143500522453183,-0.175778117517014,0.180023633198876,0.0645585324602058,0.50785936600079,-0.0113749974835848,0.237003877565483,-0.249681578337135,-0.0386716045472104
critical,-0.0377922395557256,0.125913482670247,-0.211732442457912,-0.196774619989829,0.27641149211156,-0.143023846460188,0.0686261553166634,-0.153315306171392,-0.169341279099765,-0.0047687598632383,0.153026557341899,0.180222072694613,-0.0442992728777275,0.22097254263218,0.228706276772706,0.195339821826123,0.130777207591802,0.164240692054493,0.0339450536497225,0.199106218617296,-0.156701842729296,0.137387050911722,-0.30705410145067,0.0110414084108717,-0.0042833370216659,-0.0934811260581547,-0.0041959416419102,0.265560013817323,-0.0008588144404342,-0.124182778890045,-0.0493281544224435,-0.0079209116467745,0.430598137100642,-0.133745897893111,-0.0005831405102756,0.279652140319006,-0.217355750215486,-0.251810312047659,-0.0204024858116053,0.0913921700362138
critical,0.643573357001774,-0.601577971125529,0.547600850860864,0.520552975211757,0.577851764415786,0.645234191471456,-0.628625846774636,0.571801581704802,-0.701702563440644,-0.380568355624275,-0.547600850860864,-0.11068275430095,0.515926364903358,0.544041919854403,-0.162880409062384,0.288629304624021,-0.504419154649132,-0.528263992392424,0.164659874565615,0.0446052686143165,0.509994813225922,-0.570022116201571,-0.51663815110465,-0.586867722965489,0.558514905947346,0.609644881406842,0.531467030298239,-0.675840998127024,-0.621626615795262,-0.502876951212999,0.725072877049741,0.606204581433929,-0.518773509708527,0.537991737143419,-0.505486833951071,-0.107123823294489,-0.571445688604156,0.646183239739846,-0.61996578132558,-0.586630460898391
critical,-0.209231247429234,0.265061438673165,-0.0924895657498149,0.113441962591007,-0.0284521973330845,-0.0574001848438902,0.438085544415664,-0.341651740112942,-0.441652471395014,0.130503878296871,0.24115217675738,0.115782190088286,-0.100559779947562,-0.0609377284045298,0.0450192677905509,0.243810275890456,0.36679111878945,-0.127416043429103,-0.0011597259981922,-0.60877967449684,-0.204417738619294,-0.0757404734271949,-0.213827409550382,0.186369601472237,0.224170295270849,-0.120946125290875,-0.0688343086029043,-0.0103753887003703,0.0099988796695265,0.381839208886224,-0.0421234218506713,-0.193762275456093,0.0807638342125202,0.340558379219475,-0.0763347174739503,0.164038151475751,0.260004681755562,0.055421179233184,-0.0398161244931277,0.0877840766002867
