group,AHR,ARNTL,ATF2,BACH1,BATF,BCL11A,BHLHE40,CEBPA,E2F6,E2F7,EGR1,ELK1,ESR1,ETV1,ETV5,FOXK1,FOXP1,GTF2B,HOXA1,HOXC6,KLF9,LHX2,MAFK,MNT,MYBL2,NFE2,NFIC,NR2F2,NRF1,OTX2,PAX5,PBX1,POU2F1,PRDM14,SPI1,SPIB,TCF21,TFAP2A,TFAP2C,TFDP1,THAP1,TP73,XBP1,ZBTB7A,ZNF263
critical,0.353200785870346,0.0414953989697731,0.190299788638447,-0.070906730466749,0.10453733460945,-0.430127482747941,-0.39671755186077,-0.357270000702311,-0.490759666437235,0.260050191246221,-0.313612003828349,-0.366635373666984,-0.322986203723243,-0.441267068687072,-0.339633794120391,0.490609608623475,0.574165330097177,0.449202478955914,0.289894042324035,0.158531666772415,-0.431142579723377,0.29524316203807,0.0096654885921934,-0.585313742966529,-0.150216698504062,-0.021573017460567,-0.0022155594855164,-0.277518686153938,0.215606597582573,0.345883260716987,-0.352194515825132,-0.526932426483636,-0.442555800499364,-0.225007278268131,-0.297714702500001,-0.182832205671327,-0.56992840359101,-0.289743984510274,-0.352909497173048,-0.555240391702964,-0.352688823917518,-0.30786567225436,0.493672553410225,-0.198438218302376,0.0443994590125417
critical,0.254202084646336,0.182923840385689,0.259118574676099,0.0344009486471286,0.382363901327914,-0.308174863264668,-0.381053320038684,0.0587589345972319,-0.225535834237163,-0.020151092419482,0.430015478479409,0.291347289142183,-0.373341888695979,-0.0374565580617967,0.318268511425918,0.255795056379102,0.309058238498293,0.250168969850198,0.0963603082710981,0.273621858224867,0.053379034608847,-0.084007536561563,0.0841233890512187,-0.36741168938173,-0.0560798457739446,-0.249444891789851,0.0086092881375365,-0.316805873744015,-0.382486994598173,0.281159510833088,0.0140471143707492,-0.344567026577754,-0.0969395707193765,0.18858613081761,-0.161788001804134,-0.427633261660865,-0.364283672161027,0.217961977725924,-0.176479545648593,-0.318963626363852,-0.270168005877007,-0.246570301890269,0.034589208942819,-0.350757893993728,-0.421102077556527
critical,0.108767597865928,-0.116507408779238,0.13933853467913,0.207294425509824,-0.0260187521065353,0.0663785314070352,-0.145720368564283,0.187596080217701,-0.235544296578615,-0.0270366864216645,-0.253577529488878,-0.257386007874792,-0.203262177080498,-0.248485664089277,-0.252877699647226,0.183535312076959,0.139981325097951,0.137873060277177,-0.0952865496623316,0.0689409177864984,-0.0684758271080342,0.143864393498336,0.163051577808939,-0.330113465807655,0.123367496286585,0.0197378341233135,0.0502670882813695,0.184989817359138,-0.0162935305139323,0.0352723015488089,-0.11562549154932,-0.153896750444642,-0.128055698078463,0.0630219807558548,-0.223109702401562,0.0559183787895006,-0.164958010825852,0.139685158864023,-0.131741322322896,-0.110724488833806,-0.255622173414956,0.143085585994304,0.129668158685402,0.193466753121334,-0.323981727853374
critical,0.340749575001432,0.11419869409372,-0.0268654116532187,0.284752834513118,-0.0782166356200916,-0.182960947551145,0.0259967916716615,0.102969545818799,-0.107193445017553,0.132780760179484,0.209771173690922,-0.139411851474523,-0.104652703978741,0.0698626525954331,-0.08377712795438,-0.0633684213737274,0.0137003555667969,0.0870739105273296,0.0321775691770239,0.268396952039553,0.0394145974096419,0.0210058138360814,0.121185180095317,-0.143369756498492,-0.173633492069391,-0.175503177264764,0.119528510981826,-0.171348811812945,-0.0667623304503326,-0.119931365229943,-0.160926475744528,0.0051477046937517,-0.0675713500773737,-0.0156384707988355,-0.0857693249895906,-0.210566948794738,0.191983778998705,0.165634903751291,0.0437301045607073,-0.0089201863925604,0.130826089293413,-0.0215687060731769,-0.0509803773165511,-0.186483990729201,0.0758701475885915
critical,-0.0075539013610946,0.252286633240902,-0.0013074060048048,0.0816316964960823,0.0561842776574627,-0.0428794989026841,0.0467675363679533,-0.1458313129281,0.137166543719786,0.0026062668723233,-0.126271493679745,0.108266889417498,-0.181652528432295,0.0980639954976489,-0.0626016757594786,0.111590947821871,0.154256818292398,-0.0073060923797917,0.077213860519062,-0.112530912923365,0.172927943262977,0.222481194386266,-0.0669169700890631,-0.0200554372109604,-0.0501770461451895,-0.0471093418594056,0.0619949710121508,-0.0722747711675771,0.190043853247448,0.125741695167994,0.0506726641077952,-0.0370944409598548,-0.117025655135962,-0.219721115042789,-0.151488193811635,0.010971956275617,-0.042375335802792,0.0618411585409973,-0.0328475077285607,-0.0122366365939904,-0.0809566306504641,-0.0043238394668708,-0.0193034651297655,0.191342714114966,0.0618753390901425
critical,0.295401013053395,0.0126730381695005,0.176822000160097,0.0132824037678946,0.0990351568172672,-0.292195220122713,-0.350296905221768,0.201797158308771,-0.350031963657249,0.0651402993297809,0.0928355242075186,0.070880699894363,-0.124487209782076,-0.321921663661764,-0.244620546520553,-0.0146159429759744,0.108634872838345,0.183419045116624,-0.118746809217494,-0.195261933050631,-0.195835973107089,0.181873552656929,0.223557692141279,0.139217960769342,0.0253195821825491,-0.201311432107152,0.128293536925668,0.0133353920807984,0.126509597057906,0.141222685274204,-0.244620546520553,-0.130660348235373,-0.0932417679397813,-0.138838211193531,-0.23171789232847,-0.192983435595766,-0.145240965669411,-0.234137691951078,-0.210637375178227,-0.323484818892427,0.0675689303378733,-0.313540678837474,0.292460161687232,-0.162727108927677,-0.184160881497278
critical,-0.12215519591873,-0.0809497212177617,0.143031234973851,0.187811484498033,0.0205273738158227,-0.160058230757161,0.0607650209533962,-0.161355048726729,0.0394395309452272,-0.0372206835794378,0.130260972201029,0.112315920232939,-0.182532095730976,0.159075891410803,0.0631273501205863,0.417710082318125,-0.0047783073123953,0.292098649258695,0.177048957706621,0.0856428806967329,0.113310327943461,-0.115334349842355,-0.43168678843557,0.0192230237422127,-0.0318612250406376,-0.384966910573157,-0.0194741328300039,0.132091432836668,0.0721234763431781,0.109191361259093,-0.158237267584165,-0.218327171922929,-0.261817816874786,-0.0483884673142856,0.220637445646105,-0.253944537203152,-0.0642163925036152,-0.0155891288075819,-0.0938978648792745,-0.0737828657920888,0.24022289213782,-0.346283925829985,0.0854919836504501,0.197066145676859,-0.0280559933302782
critical,0.260254593892715,0.0097833872006342,0.0626808967215025,0.0388944082253383,-0.238866406802252,-0.150585469917824,-0.206240543360889,-0.125786978217805,0.0367549689092577,-0.120885285948603,0.0171993654346058,0.121842951558792,-0.0521631245303358,0.116574963226706,-0.179112706592308,0.146535940062988,0.163263092500865,0.245568686946832,0.0939510785747088,-0.183490330699252,-0.0921299417108628,0.0630684313362247,0.0745000129071599,-0.265108844201965,0.0437773443708387,-0.0095163882632313,0.127247749263762,0.0074617652418319,0.209316547647994,0.045214670262168,-0.20347098103603,0.0229743207573388,-0.18481318907093,-0.085525303739671,0.0693863488575917,0.0969036510183348,-0.198520467680133,-0.0457850770829834,-0.250054434590411,-0.211438747879789,0.0583264419438368,0.0394947420964721,-0.128941454816575,-0.239374615006967,-0.222971695266319
critical,0.722836914465909,0.62914243023499,0.635792482347704,0.655861389616431,0.738868290094773,-0.701699248821925,-0.674505285718147,-0.62344238556695,-0.701817999752509,-0.551954325355273,-0.559910637704413,0.597554682699598,-0.557179366300977,-0.609192273896848,-0.76321223086453,0.607054757146333,0.0562879410969017,0.613467307397878,0.578435782875545,0.606936006215748,-0.633892467458357,0.552785581869362,0.61037978320269,-0.366227869921614,-0.578198281014377,-0.731505732398554,-0.552191827216441,-0.582948318237744,0.554329343966956,0.625223649525712,-0.556585611648056,-0.581048303348397,-0.614061062050799,-0.558723128398571,-0.626411158831554,-0.682699099928456,-0.351502754529175,-0.651823857976569,-0.743143323595804,-0.483197536547032,0.622373627191692,-0.61037978320269,0.728655710064534,-0.582473314515407,-0.599098444797192
critical,-0.0948018707715307,-0.085167909218972,0.146178212284298,0.203983899762818,-0.0453266233670443,-0.182343973491586,0.435782046785163,-0.363579481961972,-0.112182658293586,-0.0229152066852707,0.0324349727265019,0.08942612776825,-0.157889440863702,0.262036239695779,-0.362041348391057,0.28559168518074,0.271958288619328,0.146893946357337,0.162137796425337,0.388282001982178,0.360199769183244,-0.225273800137509,-0.259430803848412,-0.0317522492047448,-0.30474388342822,-0.243871156727977,-0.21794269715307,0.344107028228747,0.137906872372748,0.0320491108761734,-0.0781172339134109,-0.0734115649234255,-0.083200120058905,0.0659307285667963,0.288646995093899,-0.145792829974761,-0.271189636571853,-0.129126234218874,0.0368113397585017,-0.0501883375228886,0.27476397810936,-0.269357829627748,-0.0485490338054044,0.326297686765305,-0.0716973491578794
