group,AR,ATF2,BACH1,BATF,CEBPA,DUX4,EBF1,EGR2,ELF1,ELK1,ELK4,FOXA2,FOXD2,FOXM1,GATA1,GATA3,GATA4,HNF4A,HOXA4,HSF2,NFE2,NFIC,NR2F2,SPIB,SRF,TFAP2C,THAP1,TP73,YY1,ZEB1,ZFX,ZKSCAN1,ZNF263
critical,0.110735070026361,-0.125423327990858,0.412186462310446,0.217329348636232,-0.0975574012052168,0.090662006056729,-0.236833720222483,-0.284399506601163,0.0588152325874242,0.146855922189509,0.0304961290587762,-0.209234367991551,-0.138618768448983,0.253139197152219,-0.177343165429795,-0.286327729213562,0.213890536880479,0.27570029029914,0.248491914081782,-0.217622580646413,0.203058724140779,-0.278597067126984,0.154195608262513,-0.371569385991196,-0.0852860858700857,0.150152560849417,0.235287587805168,0.0387066253438314,-0.0318023443768532,0.163721205684135,-0.287536200528246,-0.367757369858849,-0.0334017917051107
critical,0.0028382401327427,-0.0511248976488126,-0.0900482887475866,0.214667512720282,0.149717167002182,0.052873195050167,-0.0264951179401916,-0.152650502809475,-0.251615839809158,0.0162394151924973,0.0354853167111732,0.129659294723881,0.166658827175976,0.0560698727254469,0.0560186673622273,0.067737380487624,0.231645748153519,-0.0557772706499064,-0.139271272905386,0.0721190965688429,0.0187411629383685,0.255565967828955,-0.0676276547092963,-0.159680267674335,-0.0085074053463398,0.0627558301515471,-0.115607080046049,-0.0507225697949444,-0.080187598801872,-0.0292894677616033,-0.153681925125755,0.0373872302021864,-0.143667619090382
critical,-0.0762096987043538,0.0405675729220631,0.0599468882603427,0.0349265002785748,0.191670572799244,0.0464604397242662,0.0220341976082377,0.123412268580622,-0.0363179943135778,0.0161015738336059,-0.11288550576979,-0.0708292551023423,-0.0696144587225778,0.0433527697127596,0.0797370256470518,-0.294559408723917,0.0186614811138733,-0.227909053167965,-0.105057799642725,0.127251025140677,0.0089961193723288,-0.124293548136123,0.0439447068578085,0.097194753984613,-0.27418396035423,-0.207390037953397,-0.10393356081127,-0.117143919261037,0.0043423448774855,0.20942426970933,-0.005956919702227,0.0062219661850847,0.0271407598446296
critical,0.177135642307339,-0.0021529007523795,0.0613287286198789,0.0372828086859852,0.104572645645571,-0.0260930680640002,-0.150126422578805,-0.0134138852462117,0.025910505642392,-0.25013055494218,-0.285834866592553,0.19693809912434,-0.34250046116294,0.0166165199228383,0.0252514998278063,-0.0581739609196495,0.0853000651254326,-0.271420227583989,-0.103208993410997,0.23203795104951,-0.0005588191198006,-0.0362753758106473,-0.0859379204155637,-0.0010107724318307,-0.11199091380165,0.0132658315750294,0.0054301188573461,-0.0549267988231184,0.22717333042495,0.130499849070427,-0.0752435473400155,0.0978723821354504,0.184095278038402
critical,0.0825933773257808,-0.0631386668827176,0.0228638505832871,0.127025257367627,-0.0643562169327975,-0.0356916100394866,0.0458842433158702,-0.119737350639291,0.0085837278530636,-0.0661738452218454,0.0038265858716798,-0.0105578982914076,-0.131260592184691,-0.138931157500195,0.0197330075973672,-0.077270944249717,-0.0433795689271343,0.124077046889219,0.0231247541654471,0.0599295528221497,0.0866286860631886,-0.077497060687589,0.125381564800019,-0.0494934095357501,0.121876760013003,0.0376049029753265,0.0072618163701197,-0.118215413076691,0.0116536933364795,-0.0111579765303756,0.050980559954062,0.189972594956761,-0.200200015377432
critical,0.0249023032415478,-0.165970775095386,-0.120303178531402,0.0505268000250095,0.0354320634020448,0.233027782857534,0.0355123071289241,-0.194350306501704,0.136958209843686,-0.12872876985373,-0.120695481196145,0.162823437807786,0.0305371960624065,-0.0858072919429489,0.15257007270654,0.0248933872718946,0.151134601592366,-0.110183552974954,-0.173914904056438,-0.12399438996785,0.116184000551597,0.0469604121637065,0.244279736559945,0.20416678908994,0.0995022213303522,0.182393991196686,-0.0128657442096504,0.0218352096808273,-0.0449275710827639,-0.238734003435619,0.0595230134051462,-0.112091570480752,0.103719474976343
critical,-0.576698814248155,-0.0027527550632993,0.312632820668479,-0.225827764759297,-0.371354645110861,-0.160005672502252,0.21318679931775,-0.216429554726146,0.556527969140366,0.226671443226582,0.246630875260336,-0.326918892437824,-0.133076288035428,-0.528408397884005,-0.297045248831706,-0.515240900259588,-0.574235422494514,0.586136095423223,0.549640309366394,-0.170696825788023,-0.310814625554404,0.188757391789067,0.385455358347015,-0.100657685532041,0.331525392873219,0.166925607045285,0.4026131910554,-0.200707933236981,0.537718244400671,0.543572343371824,-0.186244152854912,0.0431930300280101,0.214246990806049
critical,-0.0319641539379302,0.0228860377027163,-0.0410397667476507,-0.0546928930721415,-0.0130271308719346,-0.118507712325632,-0.0457567766940837,0.136377997973031,-0.01936288355827,0.0394409123325017,0.193997395447013,-0.0022308302730506,0.0816202939964478,0.179726062104835,-0.191398561626426,-0.128212797567761,-0.0684158371520606,0.0487167991816981,0.175832679145746,-0.190023624713746,0.0709882459257728,-0.0551063755161427,0.0311394143170331,0.0802666362004626,0.125209382371593,-0.220043312439238,-0.0040281506981524,-0.078777237111055,0.0409315631346561,-0.0881656390282625,-0.0775306702945118,-0.107858418434891,-0.14768402381822
critical,-0.360345731044372,0.572419229918297,0.520326809913209,0.598704395975911,-0.579946345652977,0.529407140005839,-0.501449281562741,0.268347649842725,-0.127722011434494,0.520446287940744,0.539084860236142,0.112428823910064,-0.270259298283279,0.301443063469811,-0.528570793813097,-0.298336634753911,-0.478867934358701,-0.397861831690238,0.0908033009263005,0.500851891425068,-0.545895107805615,-0.601571868636741,-0.525942277207335,-0.527376013537751,0.12425714863599,-0.534544695189827,0.559635080972094,-0.522716370463901,-0.0868605260176585,0.0395472271139546,0.505750490553987,-0.57014914739514,-0.51853463950019
critical,-0.216606580619998,-0.129899751024518,0.0324109675219067,-0.169090466965218,-0.482616690485286,-0.368166527648509,0.240983233919643,-0.389383565645496,0.238987743744483,-0.135693397173305,-0.0689837593842868,-0.550353193458303,-0.0987489096651451,-0.362765421965754,-0.0911080234779675,-0.211577040058161,-0.355000419688548,0.260053464270476,0.16947221302527,-0.271284319278484,0.004891928201214,0.0127569386266779,0.409491586111168,0.111596014865586,0.221191096669321,0.298726518613689,0.0191076779333638,-0.0380636076636925,0.251896038999614,0.376732273841059,-0.257172989434884,0.0806978696365034,0.227284702000453
