group,AHR,ASCL1,BARX2,BATF,BHLHE40,CDX2,CEBPA,E2F6,E2F7,ELF1,ESR2,FOXA1,FOXA2,FOXH1,HNF1B,HNF4A,KLF1,MAFK,MEIS1,NFE2,NRF1,POU2F1,RFX5,SPIB,STAT3,TCF12,TCF7L2,THAP1,ZBTB7A,ZKSCAN1
critical,0.14078491921488,-0.130887013371212,0.208888157283611,0.119498246486921,-0.0425645237929567,0.0402797130857286,-0.192426934196013,-0.122903408390357,0.0413471343041633,0.0586552370361387,-0.157846015383912,-0.0490396244072635,-0.267860974186391,-0.0297819341606263,0.138032560370652,-0.0450434110853548,-0.313389576734671,0.051368543429303,-0.328571658692739,0.160280794361499,0.10671565685459,-0.122462325242244,0.0323755030715339,-0.193370852132976,0.120927355886808,0.0048342713033244,0.144472374333109,-0.0397592349709546,0.0163112548172387,-0.0713584317018087
critical,0.0045970450688728,-0.144875694359502,-0.0983405672686124,0.362623602361955,-0.304519848467823,0.17581706542149,-0.0537745681442324,-0.0576404296667176,0.0244475924371396,-0.157819814962879,0.0105551050557742,0.296831562069173,0.136861633113451,-0.134762195207981,0.0713374521396427,-0.0797569220846807,-0.21081252347335,-0.143500200559366,-0.157913927696573,-0.0951262554409281,-0.25773858038112,-0.141704819178137,0.174716670381382,-0.39397038212293,-0.160353619331549,0.205715956971797,0.184460958039182,-0.0588349374405192,-0.282663975927781,-0.240378400735204
critical,-0.10886277884162,0.0818694542671058,0.0646560339942419,0.127224198633763,-0.224517157892719,-0.0702273370047921,0.135959072838664,0.0505952307218427,-0.0357150537467515,0.0780135780191434,0.182111282520241,-0.0866980629321678,0.114955501481156,0.0497386127599374,0.0561139536017389,-0.234213810320833,-0.0618123252613696,0.1793223447568,-0.204885051609769,0.246745408126711,-0.122783368432275,0.112639784893601,-0.140899414281366,0.196647497807304,-0.0520083217331698,-0.205721952022679,-0.0488863764755867,-0.131662837996474,0.0070501191851948,-0.0098018126894225
critical,0.325835803265308,0.0209290776967473,-0.216995340539217,-0.0385889514516076,0.143536350009544,-0.233069110291253,0.160219651042721,-0.116012650875066,0.116640920007526,0.221497935988512,-0.223972434589165,0.0244870649942563,0.292199155694651,0.0692892674979265,0.0574348209723041,-0.266153542361275,-0.155697215515559,-0.0501435923561263,-0.0963070446467927,-0.157287728424576,-0.0005974067891108,-0.0907837874138877,-0.10049440330331,-0.222591344724302,0.160908542635331,-0.29970090958153,0.184180953973498,0.0881318303389785,-0.0885087918184544,-0.229085663546149
critical,-0.0492476025059416,0.0197007474335099,-0.110397562166386,0.212783430162106,0.114126114192563,0.142026263221397,0.122649737703207,0.131207489836516,0.101566781051755,0.172622573440785,0.0803899706879733,0.0518584421398325,-0.161641689098244,0.127675177390664,-0.126719575956037,0.161837928678569,0.064503096837304,-0.0902958034165593,-0.018711017376218,0.211000209627848,-0.0460992370650732,0.0902360783268951,-0.112615922639626,0.0857822930690813,-0.0989303449508651,-0.0352719315245258,-0.0575835185919266,-0.196717381042445,0.126292968172721,0.214327750337709
critical,0.145102466724236,0.066436597603884,-0.0889553859622542,0.104358801491648,-0.0140015019236852,0.135606485885565,0.134918754682765,-0.243333406857596,0.318939753832156,0.148461769137916,0.244770588730116,0.0688612909470914,-0.0077854698983715,0.150604316346641,0.187389118629774,-0.318922119698751,0.174577920710936,0.149440463541902,-0.135403693351406,0.103177314553504,-0.0420221399044606,0.190748421043454,-0.0282057963815295,0.108088420706837,0.182619085543682,-0.0893697880972751,0.017387255537473,-0.0450287596500379,-0.0602558338453806,-0.0477708673945379
critical,-0.158887888565701,-0.0305503155898774,-0.345040177638192,0.0605021818494712,0.119508638384227,-0.134665024391801,-0.201459176303856,0.0870980512501891,-0.0887985558746233,0.467891407871024,0.46211480367047,-0.0152447338345723,-0.0946432571028098,-0.133735122119504,-0.22738360646484,0.435194560616615,-0.0638491783530738,-0.355175543515851,-0.119473857530182,-0.344865816982026,-0.0076849660863916,-0.213842635638038,0.130988496012582,-0.158364403279397,0.0198178058579948,0.122497340084394,-0.188639857783766,0.204339289991287,0.237324148614438,-0.0643372884222485
critical,0.0764444102784342,0.143025705588441,0.204223387996145,-0.169413536577411,-0.0830279021054822,0.133419097457886,-0.115959963670806,0.0839455133015477,-0.21218185015016,0.0278962895683,0.197003726149065,0.0470432438589378,0.0646712699033938,0.0327714348344102,-0.0724153794044925,0.163469520980979,-0.117220318697499,-0.0002374961270104,-0.0209365785284529,0.195997673819855,0.152073977406482,-0.0365577347479154,0.0678275989417141,0.248844557084144,0.0542550534558785,-0.081069385610292,0.0246287891990648,-0.136023289328539,-0.0854302773716863,-0.0620674913090637
critical,0.464791142306484,-0.558960630259739,0.499110161245312,0.522741596431564,-0.478447499323665,0.515735291527097,-0.53342918018414,-0.574635753096851,-0.472391201863871,-0.179907659835034,0.0876381867711255,0.50302894195459,0.21387042598211,-0.47690373722607,0.0480941268865932,-0.584017076613001,-0.501128927065243,0.483078785616448,-0.478091246531912,-0.50813523196971,0.704786773017113,-0.478803752115417,0.587698355461111,-0.509203990344968,0.519416570375207,0.496972644494797,0.465028644167652,0.539010473921597,-0.521672838056306,-0.5907858796563
critical,-0.258881601162491,0.295508416090358,-0.0807117096916903,-0.0655691359070861,0.424985752205976,-0.356936862418967,-0.420976453267772,0.180523202095821,0.101582112413427,0.18248507351812,0.160258193567178,-0.192300815606019,-0.584451690647793,-0.0617357281749491,0.052026303067434,0.242407546100946,0.208608861280968,-0.342716030563218,-0.20028405651368,0.0381053837850522,-0.0730980980470557,0.128166136528443,-0.240751376469974,0.134839667245047,-0.189076894668486,0.299713343971029,-0.228674407291045,-0.000527051957212,0.451666470507318,0.117845333740816
