group,BARX2,CEBPD,CLOCK,CTCF,E2F1,E2F3,E2F4,E2F6,EGR1,EGR2,ELK1,ESRRA,FOS,FOXA1,FOXP3,GLI2,MEF2A,MEF2C,MNT,MYBL2,NR2C2,NR2F2,POU2F1,PPARG,RFX5,RUNX1,RXRA,SPI1,SPIB,STAT4,STAT5B,TEAD4,THAP1,TP63,TP73,ZBTB33,ZBTB7A,ZNF76
critical,0.256709273841491,0.545628312811586,-0.331310507267601,0.431436460229588,-0.11097704146033,-0.155482358166604,-0.236143290364517,-0.473854351632203,-0.472542004078426,0.450487519013611,-0.228128281814604,-0.0719148844066345,0.318407224272412,-0.0693342278075967,0.1884936241502,-0.214264959333766,-0.499361455764673,0.166069215613851,-0.455472678177623,-0.145379924313032,-0.132423795107624,-0.184028119386678,-0.187049161070875,0.126786866017576,0.0486361288050748,-0.0165760946054239,-0.242431989380602,-0.343465135618018,0.0601477949311583,-0.0137400146569932,0.385768526898492,-0.240987526301277,-0.44613651437223,-0.0997824525955619,-0.132432602809327,-0.232364786333843,-0.270202672850794,-0.25057030575436
critical,0.0694235200617776,0.0501436250347325,0.096052610457078,-0.0483153591269954,-0.0962838535758432,-0.0914855588614661,-0.0933427301590488,0.180369632636824,0.116712737849253,0.219261834674139,0.163438300534738,0.0122992433793219,0.0220909441895341,-0.0614889905491481,0.174118842082703,0.091940818751535,0.062348925897056,-0.0544794335115792,-0.0215634208248511,-0.0730728255297903,0.0375986858417226,0.0607013186758543,0.0237819094955043,0.220736009556267,0.228901782187662,0.0173143285175413,0.087670047401841,0.245117705891069,-0.163922465814652,-0.137293375419352,-0.142597514456028,-0.227087968974848,-0.0464365087870285,0.118750567833371,-0.120672776258106,0.177110549931728,0.010947916404038,0.0133109320239195
critical,0.11996496587361,0.149558729763897,0.153471177561689,-0.0918823822115369,-0.176193554654512,-0.081684649354575,-0.0206972643702096,0.115112130958406,0.121132795456629,0.221286210407825,-0.147091853790778,0.149022927801651,0.004507297323225,-0.180210975897969,-0.158991031246221,0.123929900394235,0.113502538124881,0.0296899895488129,-0.0559202292842624,-0.184359613948507,-0.147800424549015,0.0930895768366802,0.102561243361128,0.117425920656597,-0.212402832568456,0.0394787633570397,-0.106025367068061,0.0111206244000968,-0.0855293018020421,0.199108383064387,-0.0039343172656389,0.0982092192596156,-0.125950639223279,-0.004166133624815,-0.155833080089143,-0.125626971099146,0.0771642303506419,0.126991625892786
critical,-0.102454316288485,0.0228348901583649,0.0506944247577273,0.0304670664023686,0.079605117175524,-0.145485745515386,-0.0750515675473955,-0.140174921982458,0.280210056485397,0.287492213686195,0.145006945880811,-0.185276746870589,0.143646494505329,-0.0727654368784027,0.26100303666165,-0.216249029439095,-0.23292666636571,0.0162120455578211,-0.127704117707211,-0.0236130771506508,-0.0304021257622769,-0.0788731591134729,-0.0533966157988333,-0.15788720639528,-0.0527020811564961,-0.117452302083235,0.138640561774189,-0.17509097257552,-0.0903049131472518,0.0713807703489887,-0.236784580662686,0.0577982703704761,-0.053508886057975,-0.0748006104975494,-0.155311594567913,-0.0493130602947586,-0.148182433112416,-0.144403768410128
critical,0.10694795801742,-0.0155458502897476,-0.291003674016354,0.134881109605953,-0.379477100199846,0.187248319426456,-0.422717721022205,-0.420785131747412,0.0059510127889011,-0.0654441134596329,0.0987663796338234,-0.0747069202040169,0.134276643357009,0.362824480721891,0.0965868956939683,-0.364459093676782,-0.332686304366082,0.160285719279889,-0.494725827128823,0.0522309920742614,-0.152802256845777,-0.0316195443461788,-0.262610787534257,-0.0436577876702221,0.127082643633659,-0.192092563027149,-0.332856576548883,-0.14878383333167,-0.141368479770678,-0.398973265130581,-0.0915212982556333,-0.299968504440836,-0.121191226108739,-0.248197247260137,-0.217131087508062,-0.341387212907222,-0.336364183514587,0.0866515138275196
critical,-0.130197945835511,0.314137883518975,0.0761917357385515,-0.13597551821379,-0.201395956667837,-0.108620122166635,0.0332826920998712,-0.247008833721352,-0.0057247287284774,-0.0548164793939133,-0.095012882342792,0.0549309739684829,-0.0764823758124588,-0.0568245380863639,-0.0226611184898038,0.0730563458503392,0.090987957682924,-0.0870070693978904,-0.168289410067303,0.313591832471028,-0.0810357369703401,0.104639233881601,0.0125239450029153,0.0167338224370879,0.0050906049308614,0.167162078871542,-0.0977783666823949,-0.112310370377761,-0.149609179862533,0.253843279095657,0.0693837121891467,-0.169355090338297,0.180099965797901,0.104251713783058,0.140000442873658,0.037880089632587,-0.198031577630485,0.0304027131856987
critical,0.226201625873606,0.110515222127644,0.0214363159948683,0.0227845790944394,0.0397462835374704,0.416640202769041,0.0116324983773552,-0.412760864377112,-0.447324805388671,0.309788304547077,-0.204643431070329,-0.147555314459491,0.0987075972277953,0.438596317877594,0.264068802991732,-0.419709091643805,-0.270725435633675,0.0859013999842921,-0.331314629230189,0.174827448363625,0.134753159331761,-0.299655006752513,0.0036928706049683,-0.417603870753393,0.168071035934679,0.113846986447635,0.0624509433192578,-0.350417827513315,-0.282633752714113,0.155078169328888,0.305549483082017,-0.471198411102574,-0.154451588337885,-0.0875242086796164,0.0275010173836443,-0.210779044537396,-0.366581495235651,-0.538392050549721
critical,0.068717563136507,0.0236710644705583,0.0782261641743767,-0.0853574085730718,0.0292138730570381,-0.128537271581651,-0.0010061698652863,0.254645591597357,0.293657134868658,-0.076986922826553,-0.072176349440819,0.131230801932084,0.102879458464199,-0.0990599204318985,-0.25064953012226,0.235845500973473,0.256921134247701,0.160737459000243,-0.0988704638607924,-0.266712337897809,-0.18890017141585,-0.155204831812646,0.0746589597306081,0.107541988806716,-0.0185297332075991,-0.225916848438445,-0.100592083377315,-0.104729858917944,0.219740316564736,0.230059989851459,-0.217638132868344,0.28152957534785,-0.19755160873695,-0.112744958808859,-0.10831261063298,-0.11438443920196,-0.0249130575478098,0.169941443590452
critical,0.059405943204202,0.0007114484216072,0.221616183330646,0.0225292000175616,0.234896553867314,-0.0008300231585417,-0.213434526482163,-0.240588141240171,-0.0909468232287882,0.126163520098345,0.198612684365346,-0.295962543388599,-0.358095705542295,0.547340985689813,-0.0974684337601876,0.241181014924844,0.158771572755342,0.0595245179411365,-0.363431568704349,0.0364024442389022,0.296081118125534,-0.064741806366256,-0.23193218544395,0.102685722185307,0.272484745475561,-0.108377309558165,-0.0380624905559857,-0.175372035926177,0.0048615642143159,0.0470741705630103,-0.357739981331492,-0.128416440100101,0.21545029701005,0.300586958129046,0.0994842042880748,0.244382532822076,-0.0769550042705131,-0.229797840179129
critical,-0.0334089764310944,0.365910314434233,0.0587217812033858,0.228789954682247,-0.33031422195147,0.09326253774666,0.0705226158016821,-0.15235216204545,-0.191050164160236,0.176514357135346,0.0628268475122788,-0.0977694050837727,0.213392193345177,0.127138151045686,0.125920104325219,-0.161611017605901,0.140284167551941,0.272633140093818,0.0706515368865547,0.0975332525083104,-0.223666538627457,-0.0701777305465269,0.0617273041419598,0.228922059323321,0.373851268316288,-0.180467880992537,0.0870760727462991,-0.372170363583218,-0.0534775970735073,0.135478964763155,0.0798259246773841,-0.178346610200839,0.0123814194839257,0.182093953499488,0.0742339435031418,-0.0649356299635932,-0.169241678288599,-0.19272751003983
