group,AHR,AR,BACH1,BARX2,BATF,BHLHE40,CEBPA,ELF1,ESR2,ETV1,FOXA2,FOXM1,GATA2,GATA3,GATA4,HINFP,HNF4A,HNF4G,HOXA4,KLF1,MAFF,MAFK,NANOG,NRF1,ONECUT1,SRF,TBP,TCF3,TFAP4,XBP1,YY1,ZBTB7A,ZEB1
critical,-0.013339209169105,0.0924669750526794,0.0439911964209651,0.558114626173133,-0.120317199744582,0.0127312795570388,-0.170704872953374,0.190537475225274,-0.242863474733407,-0.124449358991815,-0.128070504941948,0.0012070486500445,-0.0965110285590329,0.0583524321842683,-0.0859030973571819,0.120599138115396,-0.198061705496354,0.0903348161234037,-0.220449374253749,0.0939559620735373,-0.041894279788041,-0.0139295176329953,0.0431894341789647,0.249418541854817,-0.0063700450655633,0.15503967222506,0.137559493234634,-0.24149783574978,-0.247453783833212,0.107797373965653,0.0760616861009797,0.174044080532695,-0.171074917065067
critical,-0.0865887760322815,-0.109239075381796,0.122996981434183,0.124927281442584,0.17938776819646,-0.116483122604335,-0.109463192611236,-0.0064632517135225,0.0244721555372191,0.0879334794089204,0.0955679243859672,0.134896883358632,-0.0261060424357158,-0.270531184698002,-0.0737924051900724,0.0785928516529124,-0.0174305367799809,-0.0548653436844773,0.106368928927357,-0.0874707857739479,-0.422352533673364,-0.260178414615492,0.0678569134039404,-0.242212888320074,-0.0160496854631097,-0.0904927535773622,-0.0101575712052564,0.25074380221488,-0.0416568863236208,-0.1678131977341,-0.0473465721161736,-0.0722597325242259,0.0900228303543433
critical,-0.0823104054230639,-0.181078954052531,0.02459642483977,-0.0311092378565801,0.119930268586338,-0.190241084020418,0.116058021680139,0.115023234795036,0.181700263725616,-0.0827326334755478,0.0349924233133614,0.0106475851369884,0.0294968955007222,-0.180378886815252,0.044904937851207,0.196718893675364,-0.361326578260793,0.0664188791368334,-0.0802452070730913,-0.0418771470499758,-0.0798711086431704,0.180381074525369,0.0890244877705917,-0.0876812337590628,0.0544214768579667,-0.193010725027903,0.0692497760275799,-0.0437476391995803,-0.0779459237406535,0.0441983074835786,0.0954716694839068,0.0718837790078417,-0.0341107761364133
critical,0.296903336580328,-0.0012640228680561,0.130084248888179,-0.109943563955702,0.0017650075413711,0.0275211250758399,0.0385681123887386,0.0457206320323735,-0.164940670433523,0.001004171477062,0.260974477514526,0.0230133640812215,0.055316415390483,0.0349081716104993,0.0387299689755019,-0.148125202453597,-0.209299284793609,0.199380889327189,-0.0268175444027668,-0.151297371341115,0.0200503975847587,0.0400600557565227,-0.0060382416449652,-0.114644011363134,-0.0578290462135702,-0.275375309475595,-0.1322841771899,0.0863741619403616,-0.118222473315383,-0.0815129590113825,-0.0004316175647021,-0.0800111060566537,0.0858335389192679
critical,-0.127401025092514,-0.109287256351085,0.142772605994385,0.0716460443919333,-0.109977061366626,0.0708625621520596,-0.331702535250898,-0.0850504035828169,-0.201090936197162,-0.114490600357203,-0.044598874893683,-0.227116172339055,-0.0060208906912037,-0.154507807369885,-0.169904936605665,-0.0714757221658738,0.113145054771333,0.0637005125462572,0.234133448052707,-0.0721910755153238,0.0949035443603596,0.114124407571175,0.099987662808236,0.261010295324898,0.0802388006966357,0.0227209849563388,0.180456398510052,-0.029959679563868,-0.0142389380985751,0.101750497847952,-0.0260337522531963,0.0639559958853464,-0.0348819918969879
critical,0.0811628758788347,0.0213985265939096,-0.0340050690211985,-0.0495275901650721,0.0636846227860736,0.125281369572659,0.118947264747208,0.160008826070474,0.304865134338756,0.0647682040009978,0.116771292713986,0.0547957329823458,0.0123246351193411,-0.0656403547349612,-0.0090915106813152,0.0405770331377307,-0.312238772362264,0.0026340714086368,-0.0910120124502596,0.185935488798294,0.011100100250443,0.192577929741813,-0.135474080675645,-0.0834269439457902,-0.0278383466598413,-0.206497103071734,0.0043607536698169,-0.10749478036183,-0.0946151402299669,0.0578350461461576,0.0735513785642452,0.13587932243082,0.0360136585903263
critical,-0.262967541846954,-0.508723876518898,0.236151311447746,-0.356067564914099,-0.0672079223595003,0.243438348802391,-0.260066443576424,0.587968459178964,0.530455525956955,0.343382710713827,-0.191637805383507,-0.462185925171744,-0.459687052423445,-0.499361807952031,-0.523397075030508,0.50589233788055,0.534298348102138,0.522380835864141,0.512438923297017,0.0465083765653245,-0.496106926527067,-0.516256892862707,-0.185268265413772,-0.0247660836015492,-0.117897220145667,0.2058064392283,0.197528163850449,0.465678476632097,0.452549438284781,-0.0857008201423763,0.522815023798596,0.367813517949428,0.463087515632376
critical,0.0376008024039839,0.0893019573212939,-0.133642301568836,0.261453429538018,-0.218644924465423,-0.0192718580837333,-0.175419395789944,0.102624141039009,0.180129422766138,0.153456290336318,0.109543429689619,0.0147018023960321,-0.0459265478855714,-0.0979024153808862,0.0233029486133849,0.14456804470127,0.0921982757038262,0.158505441456902,0.152947879382836,-0.106240272439059,0.100632612480026,-0.136505863641967,-0.0730800144322439,0.0796660970952033,-0.122476253746424,-0.0006161764587814,0.0234709967385071,0.274952882694846,0.121164349791743,-0.242595842426126,0.0074560517038255,-0.0619394284469714,-0.181260203598246
critical,0.518958378815675,-0.100278945826491,0.523705311162491,0.242686916230975,0.503530848688522,-0.32647027215228,-0.380703974214655,-0.173025684041448,0.086156822094713,-0.444550214279332,0.0491307497895471,0.381416014066677,0.236278557562774,0.0109179443976771,-0.0506735028022623,-0.0656263396947332,-0.458553664702439,0.0234973151167399,-0.208390330025229,-0.365039097470161,-0.185842401377852,0.323978132670202,0.45000918647817,0.523586637853821,-0.102415065382558,-0.325995578917599,0.130303292920103,-0.179790062635661,0.0942266070843005,0.197591058936222,-0.2911056261685,-0.340711069192729,0.0840207025386458
critical,-0.296626749294893,-0.166503136102412,0.0664074515355828,-0.139072330043032,-0.108312578737877,0.459413849581215,-0.479564942421915,0.227016198051611,0.155120749598227,0.459376811819212,-0.647460535259337,-0.339731946590765,-0.200674905466617,-0.146874080225289,-0.315989783161736,0.431597778300855,0.290720837999951,0.328620708609881,0.110618046728763,0.243170254844816,-0.223049338523945,-0.359435777061853,-0.431118022123962,-0.0989582718546196,-0.460391162327435,0.191056880914791,0.463700650126062,0.0944600673763518,0.12614186606387,-0.360576801635509,0.222160924173978,0.503331223764476,0.376108867406966
