group,AR,ARID3A,ARNTL,CDX2,CEBPA,CEBPD,ELF1,ESR2,FOXA2,FOXM1,GATA2,GATA3,GATA4,HINFP,HNF4A,HNF4G,HOXA4,HOXB13,MAFF,MAFK,NFIC,NRF1,ONECUT1,RXRG,SPIB,TCF12,TCF4,TFAP4,THAP1,YY1,ZBTB7A,ZEB1
critical,-0.0375321072053492,-0.243569028897763,0.246039877861966,0.0958406003247496,-0.0749490852474918,0.138659792948125,0.06375498814802,-0.0922893084443001,-0.0982051762152235,0.179335811917962,0.101535065858737,-0.0412250965174376,-0.0999409697527998,-0.0459011117615207,-0.0693431806082785,-0.0113889310679752,-0.0370007418367034,0.209605925751818,-0.0452988976770555,0.0111852410099943,-0.0970096041357704,0.22779633353846,-0.0508162414214945,0.0090243551775013,-0.246571243230612,-0.0475040639569356,0.0914125555860345,-0.0202007400980183,-0.0888265774586249,0.113783037606023,0.0578214081981418,-0.0456088608087655
critical,-0.0254006453554511,-0.041276048702608,-0.0220875177003923,0.16463192880697,0.0145675897991074,-0.159981925080571,-0.151858949821019,-0.0601376263178114,0.133556825779148,0.160105440804554,0.0618813777152108,-0.032789791901931,0.199753988202923,-0.0333492454752633,-0.0176118891137338,-0.0925786679402626,0.0141752457346925,0.0453883957481416,-0.168882322838131,-0.150093401531152,0.12826744654037,-0.238835816397136,0.0967055462474411,0.131486120994736,-0.289942263602583,0.226825728647548,0.190708277828913,0.0576091867915823,-0.153624498110886,-0.0561560606270828,-0.0980206254263132,-0.105642272159113
critical,-0.0470605709015978,0.0645181701296658,0.0902045559005874,-0.0852088209080911,0.0422033010672745,-0.0302777145871666,-0.0619378828964099,0.324390897704578,0.035082235789805,0.104499435087211,-0.0657445758163411,-0.0341195732615545,-0.0136091469747195,0.0672105482052523,-0.195646872779168,-0.0004044061762513,0.0023451162503271,0.0453330532139154,-0.106664326845948,0.0829516190439056,-0.172692426557596,-0.047977078377124,0.037198774636164,0.0711117490902857,0.0072529368566819,-0.0225896015190838,-0.0155696377856771,-0.0477990517451873,-0.0476408058501324,0.0721073795133393,0.100789447992036,-0.0344954072623098
critical,0.196038195726979,-0.0434532353982387,0.0278440354248955,-0.0864299468420568,0.0338519963722781,-0.0595610718064861,0.0514844883098668,-0.118259756874114,0.276069896341118,0.0517398874594519,0.121012760694316,-0.0573387675178886,0.0867737959135761,-0.0873940509911399,-0.293797471944786,0.219364651389083,-0.0228676216920709,0.123722645177576,0.138890701165273,-0.0994652540871139,0.0841954806891933,0.0432099981129196,-0.0567638430253161,0.145628373968613,-0.120081825265959,-0.246833880269782,-0.110219658970292,-0.161935222701212,-0.140264991827326,0.0872856998367705,-0.0977559593457349,0.147311133733411
critical,0.0230160193108509,-0.0191728673722519,0.0356692539301223,0.142393926403583,0.0303334492296567,-0.0679843283781191,0.169819276286845,-0.215345185523776,-0.104357016368431,-0.20348974807033,0.01477211526399,0.1774626878433,0.0398555444346677,0.118991876206043,0.171208987478928,0.131705160074355,-0.0188554641987515,0.118271285217556,0.0458947831953233,0.097305518838234,-0.103876622376106,0.0131250501474476,0.0898851473496444,0.0750529828366137,0.068061534555457,-0.110198950453668,-0.103482013025268,-0.02896947343002,0.0396753966875458,0.0947662934502311,-0.0673752574235643,0.0296814859543586
critical,-0.124391057554216,-0.134796190624914,0.189529676444751,-0.0295285602330543,0.199499782620855,-0.0014560083819064,0.0566422772961173,0.115947984559137,0.12373407816238,0.205865380241751,0.0713355326135271,-0.220869369055299,-0.148947881849053,0.183004273025841,-0.199659588418869,-0.23089274383074,0.0777899112333198,-0.109502484039234,0.0374567034345328,0.183909839214588,0.0125980237434468,0.0332484840868275,0.0472492476128427,0.162558008979923,0.0120031910508387,0.0943386894276713,-0.13816986858299,0.103758353410615,0.0508626342679398,-0.0669763855676974,0.0915509660623138,0.0020685972742939
critical,-0.566261305932479,-0.465751228290376,-0.284535023242986,-0.237542001779595,-0.329123073266877,-0.467962934244265,0.600449915968383,0.491200718256171,-0.212633439829987,-0.476351172291458,-0.523000209121155,-0.559064717134953,-0.571958997173159,0.482579013711381,0.544823889755296,0.564720491011773,0.54133639066747,-0.459513632448294,-0.459000720411818,-0.462555359773702,0.0463843668417602,0.0005871202688847,-0.122964032535186,0.462152262275662,-0.099115078006972,0.21010343055714,-0.200259054502044,0.459716279236092,0.29365362764711,0.541041956366232,0.351774440607562,0.465404322660319
critical,-0.0259607366671852,-0.13433288434349,0.104684297604822,0.0690593087174261,-0.0953015109849163,0.0287310891817463,0.0234413911045931,0.167498475826155,0.0218143454898444,0.0538540745712899,0.128777365335404,-0.0997702100410127,0.0532447631561683,-0.0404176572030664,0.142262654989367,0.0597486537147158,0.175194545570254,0.0788494105346254,0.0030026689323238,-0.0762017233038175,0.135295100734105,0.1413047304992,0.0159100749583116,-0.129860170283749,0.338073275134247,-0.0818091604624758,-0.0855141781357476,0.043299460680857,0.0234658964716635,0.0717543453015563,-0.162979796897108,-0.0829635432344103
critical,-0.241540944663931,-0.0854113627273545,0.457398752283973,0.430043224920946,-0.477825805467718,-0.119575907818296,0.0748991950070648,0.0358369354100788,0.0475436676440379,0.177751199633991,-0.0618784418080694,-0.277019510719909,-0.203314880226514,-0.180618154466797,-0.541496094046291,-0.212274114079034,-0.0784828885480726,0.102493635272825,-0.2423771398235,0.200328468942341,-0.520352302154345,0.528236427944562,-0.319665463857903,0.234254101130549,-0.483320802230596,0.461699184533182,-0.0430043224920946,0.296610368744086,0.486904495771604,-0.107032980424769,-0.250978004321919,0.113005802993115
critical,-0.212051690212878,-0.17879143535745,-0.380612584865489,-0.441495910202006,-0.470814799301317,-0.273124503035871,0.264456950937263,0.0704795809277508,-0.555738286831208,-0.352919239327581,-0.258904765793374,-0.195860085388697,-0.367420350190496,0.413959908928031,0.274723449349944,0.313060810176714,0.14509311355373,-0.160916379700149,-0.25913256737622,-0.328451516293891,0.0468631781081148,-0.0227502412634601,-0.453679975110417,0.088534685498686,0.140794514088999,0.281595693763231,-0.144405269421274,0.194286642749374,-0.0180907107733061,0.236512161818883,0.480659530204598,0.400096702383205
