group,AHR,AR,ARNT,ARNTL,BATF,BCL6,CDX2,CEBPA,CTCFL,DUX4,E2F7,EGR1,ELF1,ETV1,FOXH1,FOXM1,FOXP1,FOXP2,GATA2,GATA4,HINFP,HNF1B,HNF4A,HNF4G,IRF1,IRF2,IRF4,JUN,KLF1,MEF2C,NANOG,NFATC1,POU2F2,PRDM1,RFX5,SETDB1,SP1,SREBF1,SRF,TCF7L2,TFAP4,YY1,ZBTB33,ZEB1,ZNF263,ZNF76
critical,-0.0502564495810959,0.154605314117575,-0.110040942188647,0.117217909663119,0.213152398539871,0.0196217583661683,-0.0912676922923666,-0.0173060373337646,0.034673945076792,-0.0360085781908872,0.0108626761405499,0.0973133151403211,0.212613242116297,4.4193149473352e-05,0.124085525091278,0.11101319147706,0.0219463180284666,-0.0657594064163478,-0.0507337355954081,0.052748943211393,0.0073095469228924,0.138757650716431,0.0175004871914474,-0.137175535965285,-0.0436716703095665,0.144555791927334,0.0066378110508974,0.21172937912683,0.0505923175170934,0.126136087226841,-0.0645838686403566,-0.0663250787296067,0.028318970182524,0.126383568863892,0.0770993685712099,-0.0039331903031283,-0.181748746524107,0.207133291581601,0.0060102683283758,-0.0264098261252752,0.0231130171745631,-0.0198692400032191,0.0392877098818099,-0.0657063746369798,0.033144862105014,0.128743483045769
critical,-0.0169451650322212,0.0175682023100198,0.101598543998234,-0.0756555615354791,0.32736262176613,0.0001304031511671,0.0471986961030017,0.0277613819595859,0.03228926915289,0.126976446139265,0.112436494784127,0.0383023033455978,-0.0813208539917412,-0.0716492869468437,0.0331803573525323,0.0758511662622299,0.0297753861831676,0.0620356768580205,0.240108424396283,0.233588266837925,0.0296812061295469,-0.002832646228131,-0.0600216726344388,-0.383805452362981,-0.0109248862200041,0.033832373108368,0.167749164737529,0.104974536689562,-0.156034614991013,0.13109139002054,0.0863703537897139,-0.0812049400795926,-0.0587031518837487,0.118246679630575,0.479028731193043,0.0668098811146403,0.138575081973633,-0.0656217635151173,-0.183709061516488,0.274527611684903,-0.0378676261750406,-0.201088903719266,0.0186621398559221,-0.155592693200947,-0.0772638670665407,0.027080387725713
critical,0.0027260083502862,-0.0401971094548644,0.0732272074143665,0.0536626696083298,0.0001732539498572,-0.0546298214043686,-0.104945838766088,-0.142028763299467,-0.0193211050410473,0.0760277807557305,0.104673895857451,0.0322318139373748,-0.0654834137821374,-0.179545919251476,0.171284556857648,0.127179364635116,0.0275715019950109,0.0218409631218831,0.0531209768790292,-0.0987065034832526,0.123657265350675,-0.0083381204728787,-0.27023449310589,0.111290442271621,0.0390435451811311,-0.109290346040358,0.007886344350466,-0.0648539975339217,-0.0851422543710078,0.0414800659189975,0.0299707402373385,0.0364776322528649,-0.0394141770485473,0.0197641088115685,-0.0568053646734627,0.0209067076454374,-0.149336132425093,0.0020417649027485,-0.0513379963570801,0.0345323632209229,0.0320739116033276,0.0102175968656344,-0.175010613323566,-0.0314379160911933,-0.160566935934197,-0.0509629783137181
critical,0.135759727340849,0.0537155686367798,0.12737497645736,0.164543842548217,-0.0843603882298948,-0.123986663551009,-0.0260851563265609,0.0385177940480406,0.223527178906589,-0.0474396895882331,-0.0601679223158657,0.254447740109922,0.0743719241413817,-0.269812062631232,-0.108358732050331,0.059008704586512,0.0216490253013843,0.0102961917255157,0.282208302460163,0.127931974509999,0.0033210319534577,0.0675831656978306,-0.280132519618447,0.106882962952448,-0.109418682800006,-0.0535776978316712,0.0666346145586829,0.307406673768265,-0.0616558240445985,0.151079931204525,0.116238324303902,-0.0318713182753617,0.186264560668258,-0.0220835940790868,-0.0194596369162585,0.18970581596377,0.0145029057309915,-0.0519530282642706,-0.0252777848918445,0.312469289731856,0.06358601531612,0.154079999923689,-0.0816338551880657,0.26879402460631,0.0327029549717772,-0.0684170083271279
critical,-0.0038991951395037,0.103708352123999,-0.115849609637158,0.196922152778436,0.0577626938609191,0.125960214101735,0.115533919877504,0.0037029555591785,0.0161001777423271,-0.0312703505170264,0.0725233231636355,-0.0166121070823057,-0.0074997648306865,-0.0907138790442085,-0.0343845873352295,-0.051431834356517,0.0654501661162644,0.0957051901089999,0.179081415280182,0.0357667965531717,-0.0014163378406074,-0.116771082449119,0.0439150052144979,0.0480275042456593,-0.0175591763612661,0.0326866883576338,0.192246531473298,-0.321619607841558,-0.0452886822767738,0.0802534561973124,0.13621586521264,0.194703792305195,-0.113469138206257,0.0563207595533127,0.0358179894871696,0.0044281887908149,-0.104322667331973,-0.111737110605996,-0.101916599434074,0.131378132949842,-0.0022610212515721,-0.107744061754163,-0.175310202475673,-0.294461756355693,0.0201017587498265,-0.231997844722637
critical,-0.0282039481250793,0.139818821105982,-0.0807794982618115,-0.161550166233039,0.165832857166246,0.208809881438244,0.0437805807151357,0.0975393897901147,0.0206010679323137,0.020821825196912,0.0426503035203924,0.163890193237781,0.119155941139581,0.0888857050178612,0.241791016769231,0.101018524280184,0.0148083973092542,0.239150759884635,0.0268264227939859,0.0973186325255164,-0.0454936570884185,0.28818536349721,-0.0858480850569885,0.0811238795945848,-0.200482917417596,0.304653855436244,0.18304309351433,-0.117283919535787,0.300168067819606,0.0091570113355376,-0.11477611700995,-0.0737064355040818,0.159757617244501,-0.0405663549425844,-0.0871461377728266,-0.101354075322373,-0.267610786436648,0.0219256115199036,-0.131562499410005,-0.0845235414693987,-0.332151380314608,0.0202655168901243,0.0677901408128472,-0.0843027842048004,0.122131749066366,-0.124842648275633
critical,0.380500327064799,0.499847511358019,0.0813433652934614,0.463102921366372,0.266162590083482,0.480999966086684,0.291801949051095,0.375705224964179,-0.598935638267805,0.345143167601103,-0.255786527766751,-0.354874367991011,-0.389172373089494,-0.434746187099723,0.119401399711499,0.536519601765646,0.478808287097677,-0.0816780865715336,0.498990491524295,0.610200850433088,-0.391165474571125,0.243815219769981,-0.480247023716723,-0.545341010949161,-0.129863945495109,0.429944300108331,0.157522303203496,0.435714653277016,-0.266752026142028,0.369115800630969,0.313212823932395,0.372454168632328,0.403621737679347,-0.441420406640606,0.32042818894774,-0.187844266747901,-0.266479271409408,0.039913622409239,-0.472371634295647,0.571400321739798,-0.452791405764823,-0.328232055639178,0.068019358189263,-0.432165422762611,-0.421823040686144,-0.237787221257671
critical,0.230963233454625,0.0021148184211993,0.0475373023094677,0.0719318106855199,-0.228258675563646,0.045979000540793,-0.0150586210193685,-0.180189256762044,0.165861537722286,-0.0246167290458243,-0.308818768954522,0.146974435039822,0.0370175246847923,0.163657252046321,0.0709799287222592,0.139256402385647,0.0366520736949873,0.0776731546400281,0.0460155318543722,-0.0163274293596801,0.0163973213445277,-0.205476507729563,0.0663309399707745,0.1057402317899,-0.0493580781198582,0.180500255416514,-0.105943290751795,-0.144160972478173,-0.112369493445402,0.252755058055679,0.0840326359910984,0.236423217367567,-0.220757625126731,-0.040970212814057,0.158129995374788,0.091105925424104,0.0085502573337115,0.208525700654308,-0.0270419947054397,0.155411789936472,0.0249395831454559,0.0823320688804853,0.0651921279651994,-0.0729472433490069,-0.138941681672813,-0.0165489607593846
critical,0.384707380004098,-0.126528100825132,-0.0839946432031246,0.0219220061693261,0.439512395427414,0.144161018830895,0.454524203999887,-0.281530981402813,-0.145948138899046,0.152977477833776,-0.303333846234263,-0.170610395839538,-0.217552082962987,-0.312746011926528,-0.5175499717367,0.282245829430074,0.231968184846076,0.261276953963762,0.284152090836102,-0.0563538528157134,0.0184669073708997,0.030381041158577,-0.33335746337921,0.0673148559003765,0.504563565908132,0.54745444754377,0.0471799697992019,-0.0358615427009085,-0.474420807425308,0.106988921413342,0.247813982783687,0.100197865154366,0.172159233231936,-0.113184270982934,0.435461589939603,0.0807778270804518,-0.459885564204342,-0.0078633282998669,0.178831148153036,0.351466946736479,-0.253532767001772,-0.452498801255982,-0.0378869454448137,0.0086973176650043,-0.105320942683067,-0.310958891858376
critical,0.543354660140478,0.113218455589685,0.221998096714164,0.508024773665089,0.4298689841279,0.199059024261807,0.437908999485367,0.481110122345162,-0.476734781310509,0.542421324852532,-0.502196835207295,-0.503672291354151,-0.543242645918717,-0.474682611867894,0.104964267589686,0.505298990659952,0.308817562708243,0.480448216593541,0.399670874650907,0.432053254976686,-0.458717185598373,-0.0290147269489562,-0.473684274917441,-0.490846514024626,0.0708995499540951,0.53993726151845,-0.18076330328521,0.589390394252082,-0.304209179251764,0.461764000922739,0.453342756448408,0.527959976701203,0.452812123231388,-0.477709611981335,0.506081251153489,0.169165628695046,-0.413474992404303,-0.32948949010612,-0.549594483012039,0.341208633234369,-0.290928429138048,-0.0052552918131649,-0.428817793663861,-0.542246549511722,-0.497761582299608,-0.488327715791392
