group,ASCL1,BARX2,BATF,BHLHE40,CEBPA,CLOCK,E2F6,EGR2,ELF1,ELK4,EPAS1,ESR2,ETV7,FOXA2,GATA1,GLI2,HNF1B,HNF4A,KLF4,KLF9,MAFK,MECOM,NFIC,NRF1,RFX5,RUNX1,SPIB,SREBF1,SRF,STAT3,TCF12,TCF3,TEAD4,TFAP2C,TFDP1,TP73,VDR,YY1,ZBTB33,ZFX,ZKSCAN1,ZNF143,ZNF384
critical,-0.119039472612572,0.584974843945999,-0.102110628454388,-0.0566732934832286,-0.229477929140612,-0.134117688309945,-0.168416002450316,0.0385635721167172,0.24545502151895,-0.11208639710981,0.283560342778704,-0.278431458187313,-0.310843893800952,-0.152694473049899,0.205437384183024,-0.122159103446511,0.207032449665914,-0.21138583280706,-0.103176942948475,-0.0241815452212688,-0.023890732177427,-0.309363391032303,0.122740729534195,0.309945017119987,-0.0584622343286796,0.054126476220493,-0.16909456621928,0.145961710459138,0.235091502138406,0.079982399572972,0.098189058620764,-0.312024771009279,-0.24055526235604,0.0374708200731905,-0.179775336193106,0.11538227827335,-0.288988852930418,0.187874038838276,-0.106851762320657,0.192650422770465,0.166688749220225,-0.139281822967257,0.199127622383305
critical,0.174634138703873,0.03611100856209,0.236402398394463,-0.128568203457099,-0.0631635399012973,-0.0098175674929566,0.0449742911440965,-0.188290534134061,-0.234537205159424,0.292040100475313,-0.0171265223790973,0.152468702817713,-0.293406462961446,0.252198705443145,0.088611137526634,-0.0521531162696531,-0.0277899333158506,-0.0416053762311968,0.175682406219689,-0.10252779247799,-0.148456368533037,-0.14286078882792,0.181538245445974,-0.343303996714308,0.148456368533037,0.117434879496014,-0.336023959552741,-0.137142308793363,-0.235549325519523,-0.254367534786213,0.331722448022322,0.317046702800892,-0.127563312528144,0.0149432341737417,-0.103923072688697,0.0748463006292928,-0.182535906943786,-0.0122394269260497,0.008935576893442,0.0736751327840358,-0.0060076572802996,0.0268862544229054,0.0038099102126569
critical,0.0111997583365348,0.0517564921291401,0.0092350419883792,-0.264696300611251,0.151079685956777,0.0353648942668,-0.102191504665534,0.403891421753795,0.0040497661029353,0.0414865828437924,-0.251146759025363,0.157943065894598,0.015422366968985,0.0176365016508707,0.140796649390706,0.177629611218322,0.0014790069614177,-0.27239107499484,-0.107652453446154,-0.0684478295679805,0.130222624768618,-0.320187504105983,-0.0090840782600688,-0.129378103042128,-0.0759194401792848,0.283247336152466,0.153444784366973,0.0362072281131696,-0.343346215180845,0.0368307739474951,-0.205105009770814,-0.0514742555936032,-0.0267862163145528,-0.178253157052647,0.0384913749589094,-0.0680036899035311,-0.0001290849271059,0.0139914933702169,0.0088105932450138,-0.0613328434163081,-0.0212683826508019,-0.0702200124655373,-0.00720250135649
critical,0.0115196930039755,-0.221760698181024,-0.101259863599477,0.117396244277703,0.0974581446463484,-0.0541822042456584,-0.0925903585012651,0.418911543602312,0.178901052613556,-0.209674932308593,-0.0019592288579419,-0.208101161629561,0.0024537166360284,0.266839481549927,-0.218469986642221,-0.232922465733155,0.0031871884850387,-0.252790081583224,-0.216139616623444,-0.116083483851246,-0.0414543751780729,-0.0386383278538697,0.115363227711227,0.0182178548443368,-0.180100378204505,-0.234246239250438,-0.341730701784759,-0.0620048026593523,-0.218492012823873,0.0577240142552937,-0.33471976816494,0.183642188214141,0.106958036792839,0.0166132475109914,-0.229104227143788,-0.0218565800532407,-0.0187255583314145,-0.106139764144469,-0.140388273995103,0.217106565997965,-0.16192547441439,-0.0394720188293964,0.0626171305092768
critical,0.0856169567240572,-0.0766642732580355,0.0464841043521222,0.0638528213713594,-0.147672426800145,-0.312781716640201,0.0469185352339177,-0.239286233343497,0.0253673561958255,0.0727373588167072,-0.0607351409255326,-0.150781588993387,0.0854380734197885,-0.163933770983433,-0.174922316817084,-0.0034839653069485,-0.121734347681176,0.127509722933281,-0.135082449480659,0.152246728437874,0.112875364993581,0.126717525442948,-0.250283297429733,0.142697767290957,0.0511946980311993,-0.177494829097521,-0.152936706897197,-0.0608203234513748,0.0112270569060101,0.247881150200982,0.108352172871357,0.139316021015019,0.0998935480552203,-0.128787460820915,-0.378448925812,-0.241620234551575,-0.0422249780600091,0.108326618113604,-0.281306773341485,-0.34817505612766,0.215401053097327,-0.0508710044329987,0.261314434526306
critical,0.214131561333521,-0.187662496637369,0.0284163560735991,0.099884593007851,0.139103570026018,-0.0174551322114108,-0.202412567976037,-0.17006638405474,0.217215506953912,-0.0528059602942882,0.0980342256356166,0.141050861403465,-0.407283481175185,-0.061828704052231,0.0360116735729611,0.0060357221427644,0.272990866316976,-0.244645000428986,-0.128098289797824,-0.237402133857668,0.198905681241993,0.180234593328828,-0.0421619422673401,-0.198438683762334,-0.113462765010771,-0.0386021878940892,0.112784296974285,0.0940867752415167,-0.203549222218981,0.0832400979309429,-0.0589297951690638,-0.150100038981011,-0.111612397638536,0.240239363828428,0.0711598423722128,0.0336238185354587,-0.0326193333905314,0.0356768451913187,0.158444314702468,0.0365579725114303,-0.0609828218249239,-0.10477484963447,-0.296402419212341
critical,-0.105994278176189,-0.27958746937531,0.130875578331852,0.0178940405921393,-0.0674770689927325,-0.419292038894549,-0.0005440428270544,0.060587554191634,0.461294812935282,0.190926210175813,-0.200601816811146,0.478050977576352,0.145053577626036,0.0051758775239101,-0.172581616210204,-0.0222299562308058,-0.211018590006765,0.325864717064215,0.232293468167029,0.0626520687426882,-0.342694675764334,-0.0741365212111177,0.0586201264749544,0.0357092996061391,0.262614474994729,-0.327766012400107,-0.225476304227966,-0.404320058396437,-0.0660344874604815,0.0829216859009681,0.0704039892649362,0.494293852220843,-0.129782176194628,-0.122376198485869,-0.0718154253322303,-0.218382969683963,0.0700018042148979,0.411979603698089,-0.488940185558982,0.078505290805323,-0.0841268827480117,-0.0621675365689481,0.425490824748628
critical,0.153369198505408,0.238574385242826,-0.173606230283101,0.0459841709918362,-0.146361489062776,-0.0408843145736193,0.223088613496505,-0.0503159593346538,0.105544333998348,0.243052740957137,0.226131709945748,0.200982262839015,0.192173907867173,0.126770592317157,-0.222350684627075,0.123984160795457,-0.076658451083142,0.0713604190640337,-0.146338368576006,0.0478592699933259,-0.207485037365209,0.127385074301865,0.091252157381562,0.0248257602919437,0.0180548982167662,-0.264621402675263,0.416757233309013,0.222387429686407,-0.0750239152416232,-0.112998764274656,-0.14507816442506,0.335871448939356,0.202077320655885,-0.243777045254006,-0.077621391832751,-0.0129123789955797,-0.437194367394827,0.0009508300184434,0.135745745086416,-0.203671808511391,0.0468123798572281,-0.0271978121370576,0.0284361343987387
critical,-0.462259997989337,0.313316147546046,0.437930524410951,-0.201756610162227,-0.411820845448781,-0.111084815948144,-0.403750581042292,0.358296003576331,-0.0005934017945947,0.485521348337453,-0.421196593803378,0.157370155926537,0.0897223513427315,0.212912563900609,-0.413719731191484,0.365891546547144,-0.0859245798573249,-0.419535068778513,0.129124230503825,-0.178139218737354,0.303228317037935,0.116188071381659,-0.453596331788254,0.505222287918,0.418466945548242,-0.152860302287617,-0.514241995195841,-0.245193621526565,0.0318063361902805,0.417161461600134,0.269167054028194,-0.140398864601126,0.419297708060675,-0.357821282140655,-0.252314443061703,-0.408141754322293,-0.134464846655178,-0.309755736778478,0.113695783844361,0.249703475165485,-0.516971643450977,0.419060347342837,0.0499644311048809
critical,0.0965556624285417,0.0354566590588256,0.122025803523159,0.407668506625909,-0.279482078996481,-0.154242380687697,-0.0901608688730963,-0.178662914506637,-0.0994672469147728,0.0197071778771639,-0.100178091642913,0.375012379554449,0.12419844035841,-0.494643493023386,-0.348178502382433,-0.0477874345634922,-0.0237984637775028,-0.010433187450846,0.139406807592341,0.211722993586444,-0.293830388056133,0.0131930213316216,-0.0984175231368827,-0.0059517097480464,-0.0234941858851682,-0.318365003431491,-0.0416979156415415,-0.0922052108818814,-0.126105775764096,0.0139728483148561,0.403922093166972,0.29321344411209,0.0191104535395123,0.124159645121308,0.0476538453586555,-0.132064928709117,-0.146679380603211,0.302425520084267,0.102742771371351,-0.0524898910759592,-0.030120016274715,0.0946629415783082,0.0200737715090415
