group,AHR,AR,ASCL1,ATF2,BACH1,BATF,BCL11A,BHLHE40,CEBPA,CTCFL,DUX4,EBF1,EGR1,ELF1,ELK1,ELK4,ESR2,ETV5,FOXA2,FOXG1,FOXK1,GATA3,GTF2B,HNF4A,HOXA4,HOXC6,IRF1,KLF4,NFE2,NFIC,NR2F2,NRF1,PBX1,SRF,TCF3,TFAP2C,TFAP4,THAP1,TP73,XBP1,YY1,ZKSCAN1
critical,-0.0536336848301748,-0.0476851575116786,-0.0800803966565558,0.0922770808177391,0.050584513789879,-0.0924797713782212,0.0590182036325469,0.0531401773785662,-0.205202160905458,0.222386795381114,0.0214058857135219,0.183355643538715,-0.0903999899750136,0.027090034040085,-0.0587626372736782,-0.007993058189446,-0.180852855748414,-0.096330892027381,-0.152916808934143,0.0440279147899365,0.0621555010034871,-0.0243669304231734,0.104412076547471,-0.0896949793298585,-0.111065614511123,0.008134060318477,0.173679372433961,0.0261382696691256,-0.106809112740999,-0.0528846110196975,-0.0547793271285518,0.311641143057751,-0.0502936968987525,0.200725343308723,-0.0896597287976008,-0.0397978509190058,-0.118855982140087,-0.140773000571346,0.0668790723260264,-0.0383437664633734,0.0075259886370307,0.0804329019791333
critical,0.118747485712931,-0.245641332297452,0.0117388554174458,0.244687188876822,0.0554921139407214,0.440958827515927,-0.234596399367737,-0.184062939870591,0.0398860863260259,0.0354767871852365,0.195772881851049,-0.317780357584465,0.259931798529158,-0.177882692714239,0.0863138377707639,0.181735408192994,0.0268967247588152,0.109307248536093,0.152821971204212,0.290717380562964,0.113947855172793,-0.134873955193425,0.191139503573596,-0.175923807358249,0.211154830329081,0.115241731478041,0.177665841936823,0.211892122972295,0.0076909742390162,0.099614018785604,-0.210265742141676,-0.395962291202134,-0.233577200713882,-0.1702495453492,0.218498843324232,-0.151535323258211,0.169974867697807,-0.168579794363098,-0.193539318843665,0.0719510879465861,0.0501069863015606,-0.255934515865458
critical,-0.0832915035625428,-0.0574992338985114,-0.0412015479345081,-0.0959633482748874,0.094516950527545,0.0560856590955111,-0.130554355218894,-0.270563906604606,0.187554680363405,-0.120510534250208,0.080398708067858,0.355896997305228,0.0125055417943446,0.147666050202582,0.0414203675634556,0.14534218574316,0.208543859172041,0.0293218302789532,0.0414422495263503,0.0993988164493617,0.0224005654153465,-0.15017153495403,-0.125151698580183,-0.418332802032793,-0.157963701940847,-0.143906728977265,0.0464007023182986,0.0141094896745291,0.175795313503772,-0.0710682390895403,0.0321117805480327,-0.165458274232296,0.0199891731043461,-0.275023450642554,0.0731623429385671,-0.0703198759585402,0.0164836826486085,-0.196640071357302,-0.0750770146918569,0.0887291713418859,0.0975607315662035,-0.0265931495059789
critical,0.37010011920639,0.0819790051818835,0.0529541786406816,-0.0519093201175194,0.267667650605346,-0.0926345803000746,-0.139361446183111,0.172778201753706,0.0790051770774989,0.300185981987427,0.0788169043615234,0.110662518612253,0.365447250798716,0.210396411617648,-0.147752243659422,-0.234846541463656,-0.272844599789655,0.0995313071589657,0.354512019131649,0.11012082167506,-0.303217062613628,-0.117507497999501,0.223922319896939,-0.29231486124761,-0.0044822118522582,0.261398499466374,0.103619357418714,-0.18534513029256,-0.117226740440591,0.19613172560491,-0.0898721461223993,-0.105029751273478,-0.0881435603675367,-0.246952146797869,0.116687245523468,0.0928657924074129,-0.220395784755012,0.0362265331797727,0.0711131371470181,-0.062910612386683,-0.0661156525984059,-0.157948697593041
critical,-0.200391284253711,-0.138488571567385,0.131764832537992,-0.152225792499428,0.0755888025230881,0.0902037739241136,0.176836893027802,0.153725637960991,0.0431631662660024,-0.197042197512835,0.138582311908733,0.245761609465991,-0.0613487924874534,0.152762668999874,-0.247210323832273,-0.0184157161502135,-0.122535669839852,0.0787504085812692,-0.18342428246978,0.0252246736717408,0.0979160474622641,0.036072987720432,-0.11870083769381,0.107255994200179,0.0367632575067195,0.156571935598275,-0.0458219832205913,0.0317438883200116,0.120856865544807,-0.0945584388721743,0.0572668267142224,0.0073458340219731,0.291362024607033,0.0152967193380996,0.0401379097952362,0.0789378892639645,-0.228240687483187,0.0149814109172028,-0.0649705784031594,0.0192679010715561,0.0235032601306288,0.26807181070674
critical,0.0680920184062151,0.0599946368177948,-0.106473078470588,0.016520773099334,-0.0762863218634847,0.233414293426377,-0.0951596530521639,-0.0259045722197557,0.13692416744728,0.060849311479467,0.215571858479097,-0.206840079203662,0.287047331216055,0.196936426423048,0.0036301645423603,0.0102913402560118,0.23259486308065,0.0335349666219015,-0.0029781446973732,0.174688451982611,-0.0340812535190528,-0.192618997719755,0.0243802555551239,-0.385599249677949,-0.125328787501294,-0.0219307755969293,0.153515429178505,0.0774317621317052,-0.0814672363074359,0.148360947971513,-0.005092803654088,-0.101336219421568,-0.137558565134295,-0.178063095234369,-0.0332970674892711,0.0597919820011097,0.0085291244587495,0.047438849262301,-0.165436819046984,0.151717969065297,-0.0689114487519421,-0.175437393696448
critical,-0.225078493911868,-0.505790905825259,-0.0128191015078209,0.121914287931393,0.299442567140061,0.0242516722572586,-0.0195996734367805,0.179215153873619,-0.260894902667883,0.280433883419524,0.068160400126339,0.116218799350882,0.274419821905686,0.586745313368448,0.149302137976546,0.289323695926838,0.548664250439805,0.0586894233269835,-0.154342198610593,0.0347396653464673,0.420532983702509,-0.514565709938477,0.247962161534564,0.526754891404569,0.532528962157482,0.142833242084875,0.286319853658011,0.288723825130619,-0.390567922766868,0.0911215782498998,0.242100935236942,-0.0190553279589765,-0.147508732794322,0.152693744961882,0.522332347009991,-0.0227806598277072,0.465116981357425,0.287352297773772,-0.310786942505079,-0.0151019740966,0.524953560097206,-0.0806161200977996
critical,0.165125039963995,-0.0252941555380497,0.219835872309477,-0.0168356584678612,-0.0194801000032035,-0.277805636508037,-0.147267937568197,-0.0779963683566865,-0.157796572008909,0.0914145523407788,-0.146197774811037,-0.0518170164639492,0.167702871574638,0.0454349874596075,0.0902483281632878,0.323728500378926,0.203376614965693,-0.0729294724937306,0.0486805698029838,-0.0359820207285092,0.111974999263183,-0.165851693687992,0.146085886652399,0.158837145646626,0.272771357488374,-0.131592172582504,-0.0076023393396984,-0.0142142001090166,0.173838966828074,0.161942351702412,-0.0221294959957548,0.157248829239684,0.0448502238851256,0.0707947895556774,0.457815792661444,-0.349961112686661,0.125709855637222,-0.121833405742557,-0.0478003279055053,-0.273101379388023,-0.0103813769625539,-0.0880409798528348
critical,0.60895907568572,-0.476535395158584,-0.542153939362442,0.572530697619563,0.577633043733064,0.636962649704003,-0.505488242872402,-0.578226339792774,-0.710056724260201,-0.321685123574432,0.539780755123605,-0.527558856293591,-0.464669473964396,-0.116642005338866,0.538119526156419,0.531949247135441,0.356333613461461,-0.59317740049745,0.0017798881791281,0.535983660341465,0.521388577272614,-0.368555512291474,0.511183885045612,-0.446870592173114,-0.0259863674152714,0.571106787076261,0.501335170454436,0.381014729545372,-0.688698066110662,-0.653337620951983,-0.538712822216128,0.591634830742206,-0.501691148090262,0.0355977635825635,0.0772471469741629,-0.631504325954677,0.349807356804658,0.573242652891215,-0.611806896772325,0.532186565559325,0.060516198090358,-0.522219191756207
critical,-0.23992483109633,-0.210816412202143,0.290239784925542,-0.103351574777982,0.118155180738897,-0.0926105289073398,0.0638735576884842,0.49654093841916,-0.452988905594259,0.143558611001669,-0.354591127153479,0.278609133781173,0.291449306887858,0.147462656029489,-0.134138744036729,-0.0812136376447951,0.245141796609974,-0.142958917687255,-0.647778468987477,-0.226044330081003,0.0649105071526298,-0.176655225374517,-0.105028707113569,0.211418163649411,0.173989632667055,0.256904478918559,-0.125858577847853,0.137829972949756,-0.0034782963001466,0.0297840042395626,0.440879913308471,-0.0425858106432339,0.189896553168483,0.140142201073691,0.183638030044177,0.304771458465096,0.138865731544577,0.054925663302926,-0.0453597206822811,-0.30880845369759,0.291259906888365,0.101212449865721
