group,AR,ASCL1,BACH1,BARX2,BATF,CDX2,CEBPA,ELF1,ESR2,FOXA2,FOXM1,GATA1,GATA2,GATA3,GATA4,HINFP,HNF4A,HNF4G,HOXA4,MAFF,MAFK,MECOM,NFIC,NRF1,TFAP4,THAP1,TP73,YY1,ZEB1,ZKSCAN1
critical,-0.0478307069288919,-0.0685591220511938,0.0041811920867683,0.390182453906011,-0.220466890604868,0.0473602118533107,0.0408975625132526,0.203662226867602,-0.035952925586862,0.0389179322895809,-0.0576223308603262,0.143527629848984,-0.214412595481352,0.0668369325292552,-0.189946851551132,0.211474220575364,-0.0693669532187011,0.129013300630584,-0.204647603346649,-0.180101964026236,-0.13770414363047,-0.177731734117176,0.140376200569148,0.108338149101744,-0.111533964709465,-0.157243005165453,0.0252203115042654,0.101484900076298,-0.289824966557992,0.101724586246877
critical,-0.163246362331361,-0.165949453526379,0.215905776014945,0.0036259207158973,0.27240910163983,0.0666326512320211,0.0071791776899931,-0.0669087734508669,0.00234703886019,0.0686381705057438,0.394934703065603,-0.0847113901922466,0.0304461078148493,-0.199832556328442,0.0471369693066653,-0.0182458655663691,-0.0747564575654343,0.039151224082675,0.134653179932452,-0.299069428506818,-0.134733110048433,-0.154497647818455,-0.0672212275406136,-0.150406679155028,0.0750035142875596,-0.0433148564879038,-0.0496656675213592,0.0141112986578609,-0.0233613929891982,-0.231710139856782
critical,0.175164170409266,-0.0652869634205182,0.0715419623085863,-0.0231520764330428,0.0080151111323363,0.0239331262414368,0.140938787819471,-0.0200366777606881,0.071946788124768,0.0497495725842407,0.0836383337073195,0.102286722935341,-0.0703054834569879,-0.0031263993738813,0.0897613241770675,0.0624201806026664,-0.144065187193352,0.105773945319297,-0.215332131963772,-0.12452574114167,0.110499846695158,-0.108101693762342,0.0998951704234417,0.0120853706972065,0.130714735820578,-0.153541191488431,0.093800781777663,-0.0354024576531495,-0.0843049762198361,0.144188395050451
critical,0.0668443437498513,0.107068984206784,0.192588421161509,-0.176286191987114,-0.0925250882476946,-0.108878251507672,0.0121566375131213,0.0649199211250399,-0.19637636696098,0.216950415747873,-0.04364054597911,-0.0457332725388877,0.0560706773865514,-0.0299924255686233,0.0061098757443668,-0.164396404791933,-0.199033797513078,0.163415370013116,0.0029198518191183,-0.0128187806256858,0.0646386763916095,-0.113521004134734,0.135649649794605,-0.100054474811974,-0.198894282409093,0.0626389599011552,0.0394905252669159,-0.0871980472534669,0.149455001512758,-0.0350116475238997
critical,-0.0145746974037181,0.0638114545740434,0.228291201450709,-0.0158607001158109,0.0661605528614661,-0.0894114818961035,-0.148499019841059,-0.0918977538061495,-0.151431106024631,0.067609449250424,-0.232552157103443,-0.0511057477785668,0.0598076994637279,-0.0501369590687902,-0.149990782987087,-0.121570123049837,-0.00318928672599,0.0199158953346101,0.221518253833687,0.167531859980032,0.0500426522032367,0.0618310103974205,-0.154028831503058,0.268311605851036,-0.0781203780839289,0.129620500027537,-0.281574580488419,-0.122778965599204,-0.0301010368143848,0.191331483505163
critical,0.254777687873815,-0.0263960062402893,0.0697222922294659,-0.22534450278736,0.0697134374806432,0.102228075157377,0.131050282575069,-0.0047018716248217,0.172720730534412,0.0955427397962835,0.183142769898659,0.0111215645212356,0.0338251405024841,-0.0279987157771871,0.151557880848303,0.024828715698682,-0.25777944772469,-0.174456261303649,0.0065790783752213,0.107177879749232,0.157765059772973,0.112109974843443,0.0834825718998481,-0.317416181045169,-0.0799318176219695,-0.175474557418253,0.039235392033117,-0.11941514262212,-0.106770561303391,0.0547312024727367
critical,-0.514487729077071,0.0585086285713777,0.230077705453961,-0.300326671321013,-0.0929116540532481,-0.25139129838583,-0.278707752013052,0.571673780576989,0.500041972912177,-0.203636021847876,-0.476419339280866,-0.196054014540595,-0.471472064076749,-0.496256355930769,-0.52952876575165,0.481404108278665,0.531703512241183,0.516714543182986,0.50142244074174,-0.484288405119276,-0.495746644732161,0.0024688417604757,0.0822094115324502,-0.0249044700019122,0.470500078461091,0.274420855146096,-0.263525884731822,0.517884004628514,0.466214235508268,0.0060842569322898
critical,-0.0112518896303813,0.0981318933580192,0.0175391128645999,0.27245472329803,-0.210139647906115,-0.0768626478754608,-0.0500323348565192,0.101691783574506,0.0428286768767163,0.0702386708000195,-0.0557039494068449,-0.0951852627013789,-0.0860162169974439,-0.095064628272414,-0.0730070443966773,0.0062009965633433,0.157925667729438,0.0806386575042055,0.211813467880974,0.0142870960819431,-0.016098132537858,-0.0649577017602135,0.15262493841089,0.171315951160772,0.142994911658814,-0.085743304056773,-0.0954889906221863,-0.0094072745189814,-0.0097664141305274,-0.0269772023637178
critical,-0.270617732365882,-0.515069776701686,0.501210325507672,0.578273653267493,0.455091806879314,0.309567569342164,-0.557723432531541,0.040025139224093,0.29857559080898,-0.015771099634568,0.139191902077816,-0.491771561332438,-0.0645181348686872,-0.175991134558475,-0.41088493669151,-0.130111571985186,-0.497745462709168,-0.0683414317497946,-0.186146766898916,-0.116491076846241,0.257355671309541,0.122823412305575,-0.561546729412648,0.569551757257467,0.20155943245088,0.465605873302359,-0.456406065182195,0.0338122817922935,0.180889733687393,-0.468234389908121
critical,-0.208928187812285,0.254704371270944,0.0895889315637928,-0.109070676323592,-0.11523148361653,-0.416429378905143,-0.464346987112146,0.19077704022679,0.149211322090597,-0.582417238396378,-0.320625784246428,-0.133801749483322,-0.202330553014897,-0.187207916631226,-0.317227472739386,0.360157191129384,0.231270089132654,0.263018032392368,0.143029528978151,-0.234948224568833,-0.282371430792588,0.0744359216520122,0.0564717741013126,-0.0411348977250592,0.176660956039869,0.0053503437851582,-0.0327508807985809,0.256039012181224,0.332498947212217,0.106058496094072
