group,ASCL1,ATF1,CEBPB,CEBPD,CTCF,E2F7,ELF1,ELK4,FOXP1,GATA2,GMEB1,HES1,HEY1,HOXB13,MAFF,MEF2C,MNT,NR2F2,POU2F1,PRDM1,PRDM14,RELA,RFX5,RXRA,SP4,SPI1,STAT5B,TAL1,TFAP2C,TFAP4,USF1,VDR,ZBTB7A,ZBTB7B,ZKSCAN1
progressive,-0.0169356421853534,0.146680767721228,-0.152719393006462,-0.13111258502943,-0.013586906891776,-0.161760741304408,0.0120417013635294,-0.232107881940826,0.138715375419944,0.0616186253595283,0.0055717457007788,0.308048097802187,0.201177701957472,0.100061537742486,0.0531910933680482,0.190792593637263,0.109121845617466,0.110385027437337,0.0298731835637252,0.130306803005498,-0.021466981096408,-0.0589761343104562,-0.0798577384659487,-0.308432029237119,0.143140066710184,-0.0649199617105215,0.0044910498098579,-0.0096172454503448,0.0984404939061049,0.0975588735740378,0.113627115110099,0.118099205342924,0.179976154939536,-0.0692214157500424,0.0015215060569545
progressive,0.0299668822549143,-0.0363258347578575,-0.0212081897856175,0.0141045453249775,0.0746205235471874,0.0388713272678032,-0.0960461474552126,-0.0192528756079214,-0.0169885341793308,0.0726771562992939,0.0920757844508074,0.085843469403772,-0.0299429883953091,0.0330364467522018,0.110675561229519,-0.0847937325051148,0.0349017607253848,0.0458682458222064,0.174811459181924,0.0074047070916661,0.0444362071698653,0.0364628262195942,0.0988473042629345,-0.119722572938052,-0.0527759606340834,0.0101039167650722,0.030768123013677,0.0015347822486437,-0.108798300326533,-0.0085476300427838,-0.048213029911468,0.0455122273140882,0.0701316637893483,0.0530618904873596,0.0751063653591607
progressive,-0.0073485022031264,-0.0617364236431265,0.144614734989607,0.0149330010964865,0.0079990457110728,-0.0551036745597214,-0.12416453495401,0.0121530532421239,-0.0821625582267589,-0.0976249992664666,0.0419398723350843,-0.135606492905825,0.0457523057092184,-0.131540984133611,-0.0321374703364705,-0.0662576233928633,-0.0544515784419709,0.144485092070959,-0.0478669602624951,-0.0363256352832133,-0.176547260831927,-0.0722646707251888,0.0899077522348502,0.168004801689396,0.0964830547555011,0.04073504712705,0.039985912896539,0.0469159867574422,-0.0462437067122376,-0.0587880176250118,0.099025453309826,-0.0671433872861411,-0.214218232510452,-0.0468802767319464,0.0567975718560686
progressive,-0.302701999844101,0.0270218389229982,0.113105297179041,0.140797781741631,0.0712004454191789,0.0644267844497766,0.0537202558360891,-0.0279305007603571,-0.0330996525377514,-0.129354803010145,0.0370129188481027,0.0115087832096915,-0.302346375642731,-0.325240733677387,-0.0403395452357215,0.1059074073395,-0.0861744644493067,0.217381593516195,-0.0774714721827079,0.0816283550719505,0.0534458371610162,0.147318025465175,0.289898128499499,-0.147185016413481,0.0771704516972962,-0.0021281448270962,0.254551323035767,-0.0656224658197372,-0.0232219803304067,-0.382898057443604,0.147173815651234,0.271171854116333,-0.309415456716421,0.144449230234438,0.0206220033936187
progressive,-0.0555066180868781,0.129953883103876,0.183487517135533,0.0310416158021404,-0.259118572585663,-0.323832449596905,-0.405513989483046,0.161258563446712,-0.123114205045777,0.358556968968791,0.0484038754880833,-0.432478104904397,0.0549804890054859,0.241361716088676,-0.142449448786941,0.328699143599783,-0.0356452452643222,-0.0584003280345353,-0.14652694916773,-0.203348889958089,0.0470885527846028,-0.139555738839284,0.116406059258026,0.080234684912312,-0.304891802666786,0.0406434715375482,-0.348692048692687,0.204401148120874,0.187433485245975,-0.0598471830083639,0.127980899048655,0.22150034326612,0.0014468549738285,-0.318308094242287,-0.338695596146235
stable,-0.0108927126099077,0.0819490272759486,-0.0205358185831104,0.0166950649516018,0.122430558689633,-0.0273857705081034,-0.0005145817061441,0.0954574519664301,0.1786119972342,0.120695729825552,-0.0448618272509628,-0.0621560430470444,-0.0060704429356933,0.0424170822361419,0.0057950371853681,0.134684582350412,0.0744590980259,-0.0235294968827682,0.103110094017999,-0.104650972385979,0.0312880109941353,0.15146653949675,0.21860118897111,0.122248915449783,0.0785625547376272,-0.0361881277711426,0.116850626641633,0.0845724993534357,0.109342211793842,-0.11362528524941,-0.138411011950962,0.0177458772724763,-0.0404984353560052,-0.0624350075220687,0.0362019672560836
stable,0.209766441429936,0.0258946417664588,0.0884364958200787,0.159142467332232,-0.148712821497753,-0.0977513879432143,-0.0413476307140188,-0.055570219731881,0.0947812391658237,-0.110033901057547,0.0707483119308953,0.0756060850482998,-0.0309148251467973,0.0803532675197377,-0.0158340527162337,0.0419309173781744,-0.0529539610215838,0.174074100377378,0.0559089430818132,0.108148172557178,0.184469621098245,-0.0078917484961816,0.242156229820654,0.02394255887851,0.078827748551946,-0.1351499846764,-0.0103885693088348,-0.0559727696831997,0.0209762017804097,-0.0225611237237492,0.0741108995148304,-0.063555496317223,0.258190609592724,0.0032962331963551,0.0748970410210164
stable,0.177305274867823,-0.0455023868115826,0.120337785285966,0.38648303586826,-0.098564914011988,0.151619115066591,0.232782384351002,-0.0257028120928372,0.315885645607435,0.0509976430413437,-0.0823788865716007,-0.0800558918926562,0.150253627154953,0.214906149312673,0.3301316810758,-0.0718296598396199,0.393077343343973,-0.0574837106216223,0.489652308509123,-0.0799726304346296,-0.0459353463933213,0.309782580734079,-0.15024530100915,-0.0615135651901138,0.140928343855965,0.362412148352746,0.105375701278571,-0.0716631369235665,-0.345535050810737,-0.228652616032878,-0.312605144161183,-0.315943928628053,0.0060114772695265,0.0765589106555355,0.119371952372856
stable,0.158556406917204,-0.0168555932911209,0.0356412927379524,-0.148893367349567,-0.0454381763487916,-0.252197202002422,-0.164476816790812,-0.0911290302370865,0.250414699557906,-0.155585569509678,-0.219185256729993,-0.128286388212058,0.233014973941617,0.177579773356637,0.0739407031563226,-0.095882370089128,0.0378841186207709,0.209460924095843,0.0667456476750219,0.317675709343202,-0.142104847513506,-0.0740007453439274,-0.116548140535333,-0.0097918800952055,0.0820476493618703,0.0019964027378574,-0.156538739237903,0.369121857089192,-0.0745673934894471,-0.0985142193124689,0.264130586788863,-0.147179663245015,-0.0453406077939339,0.18530770325293,-0.0862606095254692
stable,0.111642062280512,-0.175710420266609,-0.0423806018389272,0.0696313403516973,0.0363806626476822,0.0656696399304207,-0.0595609519310413,-0.0157652281180724,0.0042231664293954,-0.096100838526577,-0.124243001497402,-0.0161425238070065,-0.0663463895525323,-0.183506174025967,0.0617895130761783,0.164725403176748,0.0649533713837516,-0.0917760998491968,-0.03857090096162,0.0525693556583181,0.125433879888634,-0.123774467807099,0.340683223393582,-0.103264385180486,0.0765457168372104,-0.0730150884622558,0.123190822091995,-0.0943124875810193,0.120475307418837,0.120668356886863,0.111493316110477,-0.178444211246281,-0.0115192402274011,-0.139395686284835,-0.131465108882132
