group,ARID3A,ARNT,BATF,BCL11A,CDX2,CEBPA,DUX4,E2F3,ESR1,ESRRA,ETV6,ETV7,FOS,FOXK1,FOXP2,HNF1B,HOXA1,HOXA6,HOXB13,HSF1,IRF2,IRF3,LHX2,MAX,MNT,NANOG,NFAT5,NFYB,NKX2-1,POU2F2,PPARG,PRDM1,RARG,REST,RFX2,RFX5,RXRG,SPI1,TAL1,TCF12,TFAP4,USF2,ZBTB33,ZEB1
progressive,0.0192011149944921,0.103601164355414,0.0819488922528228,-0.0854400040700032,0.0140244003118171,-0.16375020778418,0.0421262363197282,-0.146499872576566,0.0844231082236514,0.0567778376977758,0.153193860426814,0.0110405834746761,-0.168578733639646,-0.0908818956740624,-0.054529598581692,0.158875564203255,0.126030520131976,0.0749989510262827,0.121026746919769,-0.0615740811454213,0.165267480951752,-0.0545572692169669,0.0365137091314738,-0.145206270377466,-0.0712149916524432,-0.153479790324654,-0.0306982639512037,0.102268362089675,0.159216835371645,0.022212602466908,-0.0627293301681474,0.068408728058316,0.0310349233470481,0.0294023558658303,0.118856907936964,0.189912793436576,-0.0644679684179189,-0.203916440771937,0.100259935145973,-0.078367850870999,0.295852126472718,0.0760066233275428,0.039665855666537,-0.0583320050457148
progressive,0.009343262391662,-0.0468229528139138,-0.0442475761510889,0.0446132019417295,-0.0913744554034727,0.110053362982825,0.0590577058332253,0.0099206464527153,0.0191755492783059,-0.0666330151830606,0.128963833562917,-0.0105818197574571,0.0727938097553549,-0.0011463891977377,0.0072332968915068,-0.0253492930973521,0.0761263364929647,-0.0658164509172965,0.029135805191674,0.0784640563918731,0.0681122761943607,-0.13972161073212,-0.0509621414521244,0.0500358894491682,0.116540935605505,-0.0100623264465886,-0.005760129643384,-0.0830282850117035,0.0374842607446347,0.0455935360928847,0.0356766982421552,0.0557312728587929,0.0392263152929578,-0.0909136145631861,-0.0442430058287059,0.0295296146370098,0.0177625579415594,-0.0328811843845488,0.0402096963257016,0.0633324807021319,-0.0168812474420361,0.0262976349918262,0.0328895633089177,0.0601530597643528
progressive,0.119453308689248,0.0020114723943035,0.0136656013906445,0.0521287676483084,0.0651284188105905,0.0387416545349791,0.0595851399210971,0.0488255031633065,-0.0152941524036396,0.0402022044676374,-0.0122459165856356,0.0754279445015126,-0.046933599105459,-0.167013506418666,0.0302227889433031,0.02479529458215,-0.0942887144350064,0.0693367701968666,0.0299866793168837,0.0570628534311748,0.227966871354399,0.0283036414670225,0.073829663953443,-0.0648067951207564,0.0018631471161682,0.0978326291161664,-0.0593278409692299,0.0029536406151116,0.0836077808860222,-0.139353112331312,-0.186839147421662,0.0732318222711631,-0.0686390359803324,0.0356707158682809,-0.123057764300259,0.0003897322359165,0.0292132689380356,0.0545768914991631,-0.0773440649313006,0.0567419865029638,0.0456955370900035,0.057532045637521,-0.140672147840443,-0.0572142057558026
progressive,-0.027129687061082,-0.12330419506643,-0.0471930115687781,-0.152111527458738,-0.326709796946869,-0.0562298547722173,0.004581367511374,0.262552862726208,0.14694996286707,-0.124528903526011,0.251878057482412,0.0399227590036854,-0.0848456126568812,0.0755008818518712,-0.304748516424156,-0.0756555098473267,-0.0084101208855749,-0.0849632941401483,-0.25504314202656,-0.147234587849856,-0.223464821220115,0.0885375270970506,0.028481655729313,0.154500735246927,-0.0831857563870793,0.0937839318278177,-0.10096660747513,-0.0907611597750622,-0.181553792504952,0.102735934892157,-0.0153998536359032,0.0282763973282658,-0.0644073494699388,-0.0601475534535387,0.14716890516152,0.231495898258422,0.288044587746933,-0.139162459131338,0.0112782649428749,0.336262522931607,-0.242077653027077,0.369322809393613,-0.0585875896055798,-0.0949347472630225
progressive,0.375760962276814,0.157231751472506,0.206533498988351,-0.0060920630688368,0.159178699463578,-0.251281900396044,-0.183327135030256,-0.19290486305085,0.0336319564264138,0.353308255605585,0.124698878589439,-0.321654649557196,0.0004396334173387,0.0589736826972971,-0.0434923059295828,0.0560846630976425,0.0377142667302736,0.0536980816892322,-0.0422362104514721,-0.415893212802451,0.117005293786011,-0.0313709845658146,0.0760251788126498,-0.310161375932483,0.0126237595550125,-0.0844096161290386,-0.122061078085407,-0.312767774049563,-0.254170919995699,0.185211278247422,0.088680340754615,-0.0672639128528277,0.183546951738925,-0.147936644934487,-0.0128435762636818,0.317949167896769,-0.0474804090725842,-0.0233319735059061,-0.127211069545661,-0.0845980304507552,0.0012246930911579,-0.0447484014076935,-0.0485166878420256,0.115529381599231
stable,-0.0065721571568434,-0.313764256992146,-0.0476789800387184,-0.161209901324597,-0.0673860610790078,0.0168296530124031,0.2306237709969,-0.0710554312795985,-0.288617018477051,-0.113854199955391,0.106089934829535,-0.0376471405118925,0.0832198518142866,0.0917856878788803,0.0083084810754019,-0.12636516073298,0.160733372740239,0.236485782825169,-0.0700779685256875,-0.0228192221570403,0.23611154796313,0.241081850255779,0.0741419274650316,-0.118189146691281,-0.005839131592148,-0.052061641600351,0.157466742362519,0.0252472442138024,-0.112475093723256,-0.110602108061039,0.0076300344072846,-0.149877034371396,-0.193841408076028,0.043314145994396,-0.198621756741722,0.21227815934007,0.0547914444381045,0.102741412273369,-0.0185895245073018,0.0757896381357836,-0.0192886110550858,0.155139393344685,0.0016154876715496,0.0369532496843941
stable,0.23967301161745,0.166862966745777,-0.154972572364419,-0.0509145271014427,-0.0645870154034813,0.0190010651227661,0.0659728849478272,0.054696058360332,0.120034007481675,-0.0752844630493094,0.111352481084935,-0.055569705636966,-0.312434825786919,-0.100505457210752,-0.125782008257013,0.0253241712332467,-0.1465596726635,0.020106708182154,-0.06590084415213,-0.0469211470619859,0.0418325027218434,-0.167685941259336,0.329413864508419,-0.0894117851885892,-0.146110333463219,0.0982032043245283,0.0691933527215827,-0.299202518956895,-0.0045385701289285,0.0819622785013164,-0.224093884290305,-0.0746342643423805,0.0657744675020508,-0.132903668272341,-0.1336991696011,0.114463056119491,0.0312016012347527,-0.15404275768775,0.128743007063214,0.115866020089935,0.0042577331287527,0.211992251643597,-0.121184828667178,0.125621442754738
stable,-0.0439714912316707,-0.200811758817376,-0.0143367738677839,-0.0357409714732077,-0.112578002348829,0.0720957991796276,0.019845325855293,-0.0877006707923366,-0.105082494659081,0.0920380497033225,0.085196783525287,-0.0728065800812416,-0.0150637088807983,0.0081901344799621,0.0667003259719207,0.0132706025153628,0.0361690554253162,0.205762993961574,0.0198372487995928,0.008287059148364,-0.0082305197584629,-0.102667455004733,0.130832148231191,0.136146850881896,0.0905437943987929,0.0328009231983495,0.0336247828797658,-0.0036023668422713,-0.0471053888433327,0.112755697574233,-0.035805587918809,0.109654108185371,-0.0588413507756651,0.137729953799127,-0.141170779527395,-0.0103063230734041,0.091965356202021,0.0603759913586955,-0.0939684660156607,-0.0034489027839682,-0.0379379306236512,-0.0445853474648828,-0.081360182067711,0.0140702310296786
stable,-0.0659625952368278,-0.0962801587776383,0.019872475133596,-0.104990666250894,-0.162237902039826,-0.208808367632461,-0.0028772209617829,-0.004192106089343,0.231257241300133,0.0478222750498701,-0.166698079728053,-0.142446697481457,-0.130136024824992,-0.0203770804962021,-0.139114603897133,-0.0898682742902923,0.0311884929887701,-0.0554871819881105,0.208896916169649,0.130286436038846,-0.0182834534388508,-0.002660095096623,0.138670648217532,-0.130800745350733,0.0027486436338111,-0.131547949445361,0.0540619144374803,0.173579392761862,0.323118464173987,0.0604628819818852,0.102455509501263,0.0274100177375248,0.211627364898559,-0.0655877801958535,-0.0669135822663547,-0.059246249340794,-0.186023494720939,-0.112531847835803,0.125011126611024,-0.0113487686839971,-0.178831655310142,0.104074856037511,-0.0858750991612074,-0.170189075481852
stable,-0.0623931220154077,-0.128221971905986,-0.0605940600074605,0.012929872092067,-0.0201880313509741,0.0640019853687434,0.255233797967409,-0.0621343837197709,-0.0715675373225914,0.0077904116895153,0.113330411511988,-0.117927032433941,0.0156186145444315,-0.0409104325425545,-0.0343983380934113,-0.0680729822739951,-0.0911819807173422,0.111156844118291,-0.180325171790431,0.0717647786669792,-0.0908679596084942,0.122369680824511,0.0947522561886965,0.0292333767095782,-0.113898521820607,-0.111983784783851,0.171076509041358,-0.0277398201398345,0.038613134755925,0.0036421293193331,0.0494557929576952,0.0130872508917081,0.0407391985166216,-0.0519346816669876,-0.0098790525300282,0.169854026982022,-0.087670440358109,0.0409389715468767,-0.0261774477451526,-0.105951974159059,-0.0398012319181173,0.0706912517979447,0.0227299360230358,-0.0536427410756688
