group,ARID3A,ASCL2,ATF3,BACH2,CUX1,EGR1,ELF2,ELK1,ELK3,ELK4,ESR1,ESR2,ETV5,ETV6,FOSL2,FOXA1,FOXD2,FOXH1,FOXO3,GATA2,GFI1B,GTF2I,HES1,HNF4A,HOXA4,JUNB,MAF,MAFK,MEF2A,MEIS1,MXI1,NFAT5,NR2C2,NR3C1,PBX3,POU2F1,RBPJ,SP2,SPDEF,SPI1,SRF,STAT1,STAT5A,TCF12,TCF4,TP53,TP63,YY1,ZBTB33,ZBTB7A,ZEB1,ZNF217,ZNF263,ZNF76
healthy,0.299425056565504,-0.180016719155215,0.276892925478622,-0.324449020881653,-0.27499400212089,0.355909859769211,-0.254207390913928,0.386956192922172,0.309690963754838,0.330810399858068,-0.351227634857439,0.20767684190665,-0.256410232491153,0.298863888452788,-0.361454466847125,0.0227498336244772,0.29669915200929,0.251956020286643,-0.0239278241629371,0.402634555023023,-0.355443421169171,-0.36749054108433,0.291458287165458,0.308833597172898,-0.0051181085814319,-0.401629457273519,-0.0518609131632301,-0.30830399483359,0.366596408574715,0.208128012699236,0.200637114288006,0.359474087998236,-0.057787198258169,0.294487485407572,-0.283052112241376,0.338421245203619,-0.27895852848185,-0.280656995872228,0.147984955695469,-0.294178203925383,-0.376703776516876,0.272735808839697,-0.303148103042963,-0.391923490591354,0.365964127332962,-0.354893662061856,-0.278174685170607,-0.0227808886109616,-0.23839341273872,-0.186572145654642,-0.38842072634007,-0.175771564741544,-0.405209086372138,-0.114226077854357
healthy,0.312838691417218,-0.343490530099146,0.315895011671008,-0.316226068065722,-0.152780589972661,0.347448748907836,0.156213689222947,0.249286750721588,0.381583408780828,0.38307432109572,-0.254944275973597,0.366513280496518,-0.319271136210986,0.213792918664698,-0.278732947399986,0.274293506539498,0.365082056729111,0.0106638089336858,-0.371388046232702,0.328173474372585,-0.361287318837102,0.36735820434111,0.158577393792264,0.330706849311791,0.244208828086616,0.177508931488918,0.363137695549897,-0.327854812754682,0.245750890677641,0.322014301873189,0.358750563504221,0.336382403330069,-0.372522699969044,0.3479786137137,-0.220669496402189,0.221715879013536,-0.316407482526315,-0.374963915537008,0.307653548408195,-0.21081731522891,0.348077057760508,0.319746327513504,-0.319794795693248,-0.105483121497676,-0.309595497287697,-0.227152774064235,0.255285902049945,-0.200527174694723,-0.253175584172767,-0.261983668071269,-0.294681676502502,-0.414637993198468,-0.264193334607647,-0.242224171979972
healthy,0.116927490651937,-0.112107507458983,0.150014232732158,-0.169294699718635,-0.107915784274314,0.274271321351492,0.0760698892952773,0.302659802620226,-0.111763905303421,0.217827457366639,-0.171783904350631,-0.0604124582758547,-0.0998786032777408,0.228066961866769,-0.170314876884807,0.167984561833628,0.24319579533636,-0.0678546419828165,-0.171141039856277,-0.0102952356589091,-0.215710097562295,-0.282223805756184,-0.15296546234005,-0.148854460561705,0.0858199510377041,-0.116553579670527,-0.222650873674393,-0.15727172743267,0.260420125089732,0.226441283808039,0.168824480832589,0.211628728985377,-0.256983498614576,0.181446606283976,-0.180515203024514,0.253926800891852,-0.151310072518915,-0.159990935044029,0.165721243585674,-0.233109429753358,-0.30596000795467,0.177894275198373,-0.221611519773151,-0.166764407694416,-0.172732308206033,-0.146164996137144,-0.23145229587848,0.217581097991368,-0.221678555856865,-0.203000934401841,-0.129304309445176,-0.136836885415025,-0.161156834970874,0.0282495461766819
healthy,0.129170901633381,-0.148885194126551,0.0680862504144783,-0.0363835173847971,-0.0812253713179884,0.145870460136155,-0.263788207521961,0.174002175638771,0.0658062478424302,0.089552840682165,-0.20727577610163,-0.0813747783910133,-0.0664015486060698,0.301541712731825,-0.0992629385396965,0.056912572606814,0.10575783743926,0.0071841234281039,-0.0667961689148884,-0.110000967193952,-0.221740178788291,-0.004509664733759,0.176678189083893,0.155974985319821,0.289088740128176,-0.102306180246764,0.0630424076753007,-0.105218233293131,0.0478048869550786,0.130002080594565,0.100277659399463,0.115145968673304,0.121118528056931,0.112753198635936,-0.0818184092840369,0.149925864926224,-0.0591969926069473,-0.0937256307288511,0.0271034164053952,-0.0721426467362683,0.0396605738870931,0.0933419081945499,-0.129776576395965,-0.165502850657208,0.135753514006179,-0.104609121018925,-0.129532836967115,0.0015044997806797,-0.0761243828367816,-0.0717659883361428,0.0902079599072641,-0.159084493166866,-0.0740385011231798,-0.176526522722053
healthy,0.10122605061795,-0.0508505762508708,0.0816770837535834,-0.117410167151419,-0.142109302057086,0.130110715086133,-0.242881209444991,0.258459903366114,0.0696854299830483,0.257278826070883,-0.28443180793316,0.0350767184117678,-0.10945536141846,0.106733010602925,-0.172062705324801,-0.220264027006621,0.15226673645207,-0.020021785275254,-0.284381464564143,-0.150638030568024,-0.184501788636003,0.0541320235478088,-0.19516959829276,0.145201900098996,0.0841179014277331,-0.237953761398353,0.181647027086368,-0.164948611066204,0.141219834948227,0.0701492158866562,0.163604373818649,0.12876001993537,0.0189309967776916,0.133641890606947,-0.127564837195498,0.21709262915169,-0.0853344688215924,-0.145652712528035,0.0842423027992354,0.126368694559888,0.0210069294337316,0.135244558388965,-0.118819370365761,-0.0923957790460394,0.100391795186531,-0.106581921897587,-0.189218912550867,0.0597960567043804,-0.0798120556313913,-0.110183484191741,0.0785345348581615,-0.0350269210299584,0.157201328838984,-0.269713875401643
moderate,0.0595065258864646,-0.362976779874831,-0.366822023437056,0.504405943502291,-0.275921886865979,0.0590959454650361,-0.166020562137829,-0.011713385676716,0.123442582857956,0.0618318323116704,-0.347216808313843,0.263387340346406,0.368405126792756,-0.0169640776046002,0.135531017958093,-0.355914007048527,-0.130007921712145,0.397508962050171,-0.289044668797022,-0.25601663220403,-0.368413022570092,0.0830004113472455,0.270390894842696,0.0847453781383168,0.47082125460717,-0.2149191111745,-0.113383362532957,-0.350592253124626,-0.0532412265710118,0.165519180277046,0.366790440327715,0.329502631862403,0.0733043967796639,0.404121675568371,-0.196585116202249,-0.370663319110613,0.364544091675861,-0.219909242450324,-0.074050547737837,0.205483657258979,0.132625371898752,0.38170556371384,0.465258679474547,-0.0862692631640035,0.19527836505328,-0.22476514551145,-0.468073524094533,0.213951878450943,0.0296644354482117,0.408985474406832,-0.0271417345896268,0.128985418547242,0.330402750478611,-0.217935298116533
moderate,-0.319894156038839,-0.126858770653322,-0.30716241657803,0.0539984563505855,-0.0520150269556212,0.232668190923238,0.0256043218925564,0.289815123783468,0.0521177229195846,0.0953493819765598,-0.341138716695133,-0.187158244868201,0.133270066980916,-0.022762545755594,-0.214666751220636,-0.184221257553992,0.0796362545868658,-0.246856884180691,-0.175345219006228,0.0751944147495291,-0.278342763201002,0.198776842158247,0.0996635505041776,0.131112376898861,0.234053228231321,-0.258407297604273,0.215022952806775,-0.149828818929442,-0.0707427450225875,-0.245756014715042,-0.127004421085181,-0.172626697568546,-0.184924964303061,0.0758356245066372,-0.0592594992542175,0.236415039977239,0.0422335246403376,-0.0835114784814519,-0.200706783664845,0.247322406646451,-0.0319519095916976,0.14410788180698,-0.0437258894905878,0.0600247844966165,0.119344767862816,0.146044878164765,-0.0449301584510667,0.284948507643046,-0.0540097519294952,0.328703202814107,-0.0770884370968944,0.0476471164868237,0.265806409895799,-0.193019497313452
moderate,-0.0559942948792377,-0.0217613250444306,0.0335294642968103,0.0790940742778055,0.0037413994207637,-0.0504914427458941,0.0415391307594067,0.0203064784499502,-0.13230917066081,-0.0183425521276747,-0.0252486170765032,-0.0399035095286324,0.10480841074184,0.112501919025256,0.13462404121148,0.208471927989332,0.0028334647330074,0.0878583911723783,0.0188566711317883,0.060989571546374,-0.0461718427773834,0.0789109304295111,0.0775552522801955,0.0217007785155283,-0.0312901452843787,-0.146898552520797,-0.0003805405751317,0.0287303433407016,0.0569320891595086,0.0279833646428222,-0.0240438163644273,-0.0478421748442924,0.0115337752970264,-0.0020992346520832,0.0611307841029131,0.0587521328609269,0.0448919794120846,0.0949595964556627,0.106843262997973,-0.201260121872817,0.146359613200488,-0.031122608150056,-0.0019960423071714,0.122554936821955,-0.0308077285932244,0.157324138306214,-0.0262444006409774,-0.114872522467748,-0.114329408821533,-0.0409809368907754,0.113494656460015,0.0971006495798821,0.0739780806182617,-0.0543234363207731
severe,-0.196085192217659,-0.0420336267445244,-0.0597116078778306,-0.0181598647027281,-0.0164921128012566,-0.114485953486268,-0.386222551463887,0.307471837582491,0.05742115079933,-0.179790073518202,-0.28375590915459,0.004176324268323,0.117936884162793,0.0236409358881044,-0.239618957400734,0.0915237309021745,0.154112833350853,-0.0195024982618047,-0.254948911840057,0.172300393928553,-0.246703430724666,-0.0268573556470307,0.194475461941499,0.209933663896825,0.274965345277334,-0.0045542044852927,-0.0837003858751834,-0.0986072180228434,0.163671567386442,0.157111178913231,-0.0969413563442928,0.0116817009265765,-0.0174899039526766,0.0303789642240773,-0.0296306414064136,0.21054379498225,-0.0518447877236587,-0.0550678643546108,-0.153863858118729,-0.0244441162622768,-0.143000212798876,0.108503891043247,0.0105737837441127,-0.152125346133131,0.200843458594804,-0.0649317461165173,-0.132263541149145,0.260192636773453,0.291513877123599,-0.058284407388945,0.113284922279048,0.028156020977295,-0.207093357407355,-0.24823097739557
severe,0.0349010580979325,-0.0192017943347845,0.035098552369877,-0.133132047203722,-0.0098565501924644,-0.0786033960173725,-0.187012677206003,-0.0720398421455911,-0.113300381298129,-0.166655748252835,0.0530330182383541,0.0887412652153624,-0.12937860788282,0.417775314379003,-0.309397395060094,0.130269400831485,0.0271639027900207,0.139057592520027,0.0254985240669493,0.439274055362098,-0.206725156973457,0.207042526958512,0.378038639373809,-0.388457965492319,-0.193012158750792,-0.0466460093508716,-0.252773856483692,-0.0080827564923151,0.360195307733615,-0.169800996240044,-0.0427831896479309,0.215511569558571,-0.129680283141515,0.120997968794155,-0.0516359945113368,0.0565598908064977,-0.0517883078311241,0.0212235729863188,-0.331128964136692,-0.451513666325361,-0.0728154071164569,0.0326264260957117,0.260541366881866,-0.0412284463333468,0.226167281977439,0.0665469913326372,0.0015306633565662,0.0321403446980383,-0.371583417730109,-0.028190211012159,-0.191553100859305,-0.109397373165827,-0.151931598665913,0.0219442064149252
