group,ARNT,ARNTL,ASCL2,BCL11A,CUX1,E2F4,E2F6,EGR2,ETV1,FOS,FOSL2,FOXD2,FOXK1,FOXO3,GATA2,GFI1B,GRHL2,HBP1,HES1,IRF1,IRF3,KLF1,KLF10,KLF5,MAFB,MAFK,MBD2,MEF2C,MYB,MYC,NANOG,NFAT5,NFATC1,NR3C1,NRF1,PAX6,PBX1,PBX3,PRDM1,REST,RUNX1,SP1,SP2,SP4,SREBF1,STAT1,STAT3,TBX21,TCF7L2,TFAP2A,TP73,USF2,VEZF1,XBP1,ZKSCAN1,ZNF217,ZNF236,ZNF384
healthy,-0.452595309287377,-0.695367639913791,-0.679702901386632,-0.734757491691786,-0.735571690761062,-0.669175712666114,0.756232447134806,-0.741103441446384,0.539162116017064,-0.56767194022239,-0.74923664048052,0.757932872880017,0.672132883891877,-0.114399905146069,0.457499242348142,-0.722555047482688,0.724741331549934,0.691496307987839,0.709400340375345,0.759114197783558,0.736258689948839,-0.618347021835981,-0.629297648961334,-0.752487829766745,-0.485479020161243,-0.748170809710769,0.727714698840496,0.0174788073046134,-0.734421894712385,-0.720266690841583,0.742908286927854,0.735784945389935,-0.748012016550919,0.74621494698441,-0.750527700058053,0.755199036411497,-0.735689373145982,-0.744554811688385,0.536305565689237,0.728076612814609,0.154318297954128,0.25552220053726,-0.724369367511744,0.730547333022251,0.542274071114294,0.74611674626216,-0.601756137692479,0.717823601867801,-0.760881548795207,-0.757578101323236,-0.767064773409757,0.75379778690066,-0.652951391725085,0.654970709439346,-0.744185055228373,-0.674791999851951,-0.748717986308364,0.724308221032151
healthy,-0.713094242308514,-0.302731046411548,-0.72244291990914,-0.652250179215311,-0.420888618907645,-0.570493619234008,0.719982905335789,-0.682139338027565,0.655868574129052,-0.629019842281921,-0.703253041158572,0.69432179190884,0.605786616461168,-0.777731747842024,0.681689116043202,-0.727784631372743,0.694927616985598,0.676758626584566,0.55284097776653,0.539665318060775,0.675639166858535,-0.715903923363797,-0.498680196856728,-0.683490956361102,-0.442586083635003,-0.712729702818566,0.423741490416301,0.408306355713786,-0.531802623802064,-0.649231609381499,0.702944898464225,0.740672021389525,-0.613981548639591,0.714341035300607,-0.720640936734173,0.64159894674729,-0.644876119619082,-0.602427729346833,0.651348084453807,0.648319974942495,-0.260323322784481,0.688595096521646,-0.735203468723094,0.570383666911145,0.628498064779807,0.744304638517974,-0.451626539176246,0.653897289456228,-0.740097672486614,-0.661712745644657,-0.719500905590438,0.705165944909859,-0.62277568685065,0.645141754399377,-0.678964546054064,-0.774312098855029,-0.603209268616473,-0.490924661271562
healthy,-0.824626885247903,-0.80308306155731,-0.813967624981961,-0.812553502665105,-0.814645057307118,-0.818978355614056,0.826197358631416,-0.81496231228804,0.757623278525645,-0.803546031210907,-0.718935110586197,0.80212381581494,-0.683549955089153,-0.825715298416814,-0.652878967150687,-0.800999804087576,0.720193902302239,0.808808761958117,-0.19331968685244,0.794033052376923,0.765606555511421,0.34270134858732,0.387234446586751,-0.807260063745751,-0.0973625205063907,-0.819808779318324,0.77942440875374,0.221988803397037,-0.817008762339782,-0.806516363938682,0.818202118646063,0.80520639978547,-0.807216607600304,0.827374167691562,-0.83527251836997,0.813177501828763,-0.811055835594638,-0.816841170449376,0.816513655861861,0.821450716709812,0.473386655271857,0.824688544934046,-0.815958373298138,0.820178753134654,0.793576511658138,0.844849896448398,0.755385130040384,0.811075836725165,-0.80828052173924,-0.809508518936029,-0.826484242978896,0.816069415681356,-0.809303931233937,0.802089284820753,-0.813254955186264,-0.784015877069276,-0.829659343952721,0.820710219595543
healthy,-0.696965009689267,-0.544748909195062,-0.792160904282665,-0.686519828560987,-0.687543383009105,-0.689242930835964,0.761296527450669,0.73411499129747,0.656423770627646,-0.709488199665343,-0.758836302396685,0.800860296550839,-0.671037582443305,0.468925886906086,-0.707115111264419,-0.413483086986721,0.714376526439219,0.703566352489956,0.774164087651632,0.777450481605251,0.739958933961095,0.145779371012668,-0.694987983169844,-0.714463251674337,-0.202745614848279,-0.709813771738229,0.640870642126977,0.633924710346882,-0.714238685001118,-0.7476693880229,0.724336095244117,0.800310117097792,-0.691363463702065,0.738937643881952,-0.714608439568039,0.669284815664338,-0.637082207880843,-0.735228076739939,-0.761297110876582,0.688104110512745,0.712167052285869,0.727330160081051,-0.75066370398664,0.588958731359057,-0.756925697649051,0.776128800502128,0.239229258836985,0.669021990142371,-0.723498405313409,-0.774575271981095,-0.745640361343802,0.74995313314042,-0.697725084767703,0.708345382451853,-0.685225251396438,-0.80133913316136,-0.655188933135914,0.653529405427623
healthy,0.333052251923989,0.362281332333254,-0.614140914062481,-0.716997028801032,-0.702641937295592,-0.382196107695849,0.760106837540761,0.301564796460912,-0.481443102666176,-0.800166452826295,-0.82104805566427,0.767033901589328,0.373756562424754,-0.25618912922812,-0.601377573687079,-0.734762808174619,0.668852151100728,0.73296348412667,-0.747854014838234,0.771862074438317,0.734867556120983,0.642670071125866,-0.766147026337738,-0.779183921360135,-0.48607472342858,-0.787714428666432,0.734719431042074,0.574008256038608,-0.656550507428635,-0.647927551317206,0.737867859674051,0.752971500809807,-0.70576993684552,0.750681247902666,-0.70979078994984,0.729071765117857,-0.700947080186227,-0.752987367647874,-0.7631196845098,0.718266228914227,0.666122630686536,0.770570722463341,-0.754471898697731,0.588424362965674,0.504288275845401,0.749592292241469,-0.253403533068304,0.688375894952123,-0.72587065487346,-0.648046199965494,-0.745792370944593,0.738990595041895,-0.650477044922682,0.707698588755778,-0.757116612616457,0.5348440656205,-0.776003962002089,0.739388101670309
moderate,-0.058558237523984,-0.636821820498078,-0.789276252589557,-0.672404658880216,-0.621406145261595,-0.345124699503961,0.800517095972348,-0.778027509808746,0.811746090258108,-0.597676353608816,0.156660861537252,-0.281416054470785,0.809617202491656,-0.817962916500031,-0.836056487665374,-0.666918526955165,0.81893849215553,0.528576369426832,0.827647578472836,0.838189325130837,0.83490317555442,-0.805904485422146,0.691165729178268,-0.573646384831269,-0.829638226773935,-0.740975383394845,0.861180523068724,0.839950890889349,-0.747219857529839,-0.775084984046209,0.795895948130512,0.277640142217114,-0.380814179759371,0.770752164232111,-0.787060471444881,0.743503190761319,-0.790792937009441,-0.792297772332296,-0.159362455660172,0.760301260651344,-0.817769381248536,-0.701245361052085,-0.806074322479581,0.627591373911437,0.82538045124103,0.740939836103754,0.833493133007808,-0.355536106094627,-0.432014128027509,-0.453615031913835,-0.807034099339039,0.456758992325887,-0.707805811107888,0.625620474105389,-0.625573077717267,0.685912629494814,-0.625296598786559,0.757923541847254
moderate,-0.57574892748775,-0.431161311713928,0.104869140659173,-0.201959970050345,-0.518493080936785,0.404581757278366,0.47483587660158,-0.514655340753821,0.513863632941646,0.662298198220835,-0.0203062227970555,0.691667667892847,0.251994865281763,-0.618346413134528,0.606838149944293,-0.349766244004267,0.42646796669675,0.502288376829499,0.391841032024574,0.524212638384283,0.580732797235311,-0.513605438811191,-0.254874169728438,-0.096368798920417,-0.208373949595689,-0.459601090492133,-0.444363835500509,-0.334351503816191,-0.23040519604478,-0.399036647910359,0.242897779045549,-0.5098140979377,-0.304777312866575,0.577236860073646,-0.51852801757901,0.476007537542969,-0.369994990927313,-0.417565216757557,0.547996124972257,0.162883012415479,-0.605890412697435,0.521712699237732,-0.551099705810917,0.135602922459539,-0.193433352351284,0.641326180602596,0.711226897077142,0.218568845845336,-0.603438381621687,-0.702874120034179,-0.582143097192774,0.540258922551921,0.6331851004091,0.0557394042542225,-0.446032741068791,0.281528084543834,-0.493379258741836,0.461423380264193
moderate,-0.433468269232064,-0.36964851715226,0.236131823056429,-0.386279273906537,-0.577449450528686,0.132696804168516,0.541374706108579,-0.269298638716039,-0.174932307222159,0.332171937155925,-0.155210524203727,0.611078958528623,-0.436015026544927,0.332689926142012,-0.578355753180394,0.0281762465181286,0.607277398483379,-0.088242237348177,0.564888189499147,0.630577568033689,0.589755672181202,0.321222376531745,-0.579707952987817,-0.493917100297034,0.633786385525628,-0.428545930528063,0.539973507849625,0.0887405819665493,-0.403428656964174,-0.478123928396716,0.536463276776725,0.701939970041532,-0.0304599792434265,0.4911703753174,0.430148108663576,0.549805476401414,-0.213272152209637,-0.644685897999238,-0.511817505527232,0.409608197712643,0.244683271249402,0.539276320242022,-0.524381690718379,0.17255009023353,-0.220793770667661,0.570985891211889,-0.23699340103126,0.347116689808641,-0.408645286291377,-0.499233376054361,-0.532844401853375,0.562608693059253,-0.36941008551359,0.350414394315562,-0.239734390155436,0.202406867422521,-0.635646939581537,0.13040403653364
severe,-0.3985639696629,-0.219555720750561,0.0591603981952388,-0.607904516447435,-0.553945614993263,-0.346969246880689,0.760471946699204,0.0353719095376576,0.567566366731055,0.0519515265166576,-0.40866506491912,0.700103093854657,0.465139935386106,-0.355957418148187,0.355713954484417,-0.555842563381105,0.584163628978118,0.565761625127721,0.814183445080922,0.664911248122261,0.658715132759511,0.537080760204241,-0.811433984032569,-0.488992767718858,-0.0002446126579688,-0.607104570271551,0.333208687170125,-0.652269111158374,0.574619426589084,-0.580442077801494,0.667715655714653,-0.252631529522577,-0.0733341033915321,0.507728431277684,0.404108359101499,0.626009218048715,-0.355890776484617,-0.66100770447154,-0.520097230728615,0.410359667221331,0.0486885060966425,0.626854385353451,-0.521838654544456,0.0106965615001027,0.503601654468206,0.689022111723812,0.401657021012405,0.53630916956378,0.264199028625889,-0.640980817645536,-0.64495724035691,0.713045610730695,-0.40297926712297,-0.457425054869173,-0.0730889572719707,-0.204957790481615,-0.57950343161153,0.674062863814635
severe,-0.26103454296725,-0.0962497227938595,-0.313632237258517,-0.464951612047926,-0.431321341769919,-0.308237533678325,0.240049665775156,-0.55110545754567,-0.243322234254907,-0.0499646853434365,-0.0385927119877064,0.425419855104938,0.099136040082134,-0.380769735995691,0.175078621044431,-0.651157287637724,0.277161480100358,0.466036315885785,0.339567172936573,0.313894462074731,0.257155043987442,-0.409566458253408,-0.513025394380312,-0.600743908038431,-0.28669536981706,-0.384573548933886,0.469870358866251,-0.484232596481295,-0.550407795317824,-0.433211329559507,0.475113648762243,0.628936348391538,-0.51821356298363,0.604421753222502,-0.158318794402491,0.401511899229129,-0.498492925573104,-0.447878724197586,0.148890640498778,0.429657510750699,0.359580542545422,0.0772002200557354,-0.363993241229527,0.542382578848337,0.518648307045668,0.439721202758691,0.599487392171335,0.518243182878259,-0.21020892543372,-0.577330643230503,-0.331071712905867,0.261859060436699,-0.420541683104817,0.558768371118635,-0.532753644769374,-0.569834202894907,-0.298556293306038,0.505865824878153
