group,ARID3A,ARNT,ASCL2,ATF2,BACH1,BATF,BCL6,BHLHE40,CEBPA,CEBPB,CTCF,CTCFL,E2F1,E2F3,EGR1,EGR2,ELF2,ELK1,ELK4,EPAS1,ESR1,ETV7,FOS,FOSL2,FOXD2,FOXO3,FOXP1,GATA1,GATA3,GFI1B,GTF2I,HES1,HEY1,HNF4A,HSF2,IRF1,IRF4,JUNB,KLF10,KLF4,KLF5,KLF9,MAF,MAFK,MAX,MBD2,MEF2A,MEF2C,MITF,MNT,MXI1,MYB,MZF1,NFAT5,NFE2,NFE2L2,NFIC,NFYA,NR3C1,POU2F1,PPARG,PRDM1,RARA,RELA,REST,RUNX1,RUNX2,SETDB1,SP1,SP2,SPI1,SREBF1,SRF,STAT1,STAT3,STAT4,STAT5A,STAT6,TAL1,TCF12,TCF4,TFAP2A,THAP1,TP63,TP73,USF2,ZBTB7A,ZBTB7B,ZFP42,ZKSCAN1,ZNF217,ZNF236,ZNF250,ZNF263,ZNF384,ZNF76
healthy,0.301529135680393,-0.175443454596102,-0.215641874496329,0.325060800004726,-0.24368456894589,0.318173337115709,0.334149327812493,0.269183710789633,0.287562666257787,-0.147475576711583,0.374491318410162,0.236091272132147,-0.275630178445526,-0.321881306596052,0.341481093302174,-0.313833469170618,-0.347969138371863,0.351850378237385,0.344918099336207,-0.254875099674874,-0.358002423561921,0.197499371093489,-0.296462392591861,-0.402517570579631,0.337499394565237,-0.119781456021135,0.37149434698983,-0.339562052921831,0.306791817193631,-0.341118645361872,-0.357944519916018,0.289384959153165,-0.312540933172807,0.311383997095172,-0.266076033890713,0.354606032173225,-0.301769851434598,-0.421464421900364,-0.26301757852927,-0.317812430034749,-0.331490294568452,-0.116906141570615,0.103853582256944,-0.34356897275394,-0.003453364501692,0.327374792506053,0.307693084519429,-0.0144825584465104,-0.320122911010044,-0.169937169023282,0.214542392915919,-0.318153815265969,-0.322638278999027,0.366260256261372,0.28776573733543,-0.297413680896803,-0.314393723048552,0.211615407026039,0.326434934927527,0.349813759758961,0.326854910432304,0.151981606028319,-0.129547278545731,0.2654089707378,0.317099388240799,0.0689730698160809,0.29076008693094,0.341941548062972,-0.0199843267441043,-0.318653681211529,-0.326440354798184,0.190595538991629,-0.205666559572313,0.29991784165919,-0.246507479135523,0.183838251854059,-0.315911187976681,0.317999722884652,0.34414766321806,-0.37331385688263,0.26748917597937,-0.367110561329935,-0.334384135864702,-0.314260267867042,-0.33082021201892,0.32352470077903,-0.136218552636848,-0.270443600770337,-0.277104679831163,-0.317979386549988,-0.306670443896669,-0.315394785193412,-0.316138482996449,-0.385238565181895,0.335420134899833,-0.21510996426395
healthy,0.267419863748849,-0.285170695970736,-0.285042611267948,0.267117830783486,-0.123286057244702,0.250601902680965,0.142771071597897,0.293277278535205,0.310972868178675,0.301272614195135,0.154778183290094,-0.0441665128581563,-0.287846191959786,-0.0355656988602946,0.285496723988833,-0.326426840630543,0.223935067478183,0.281113580080228,0.29085991979997,-0.306368976132816,-0.125597945662167,0.0269258452925089,-0.339078486100339,-0.311688085795478,0.274331676776205,-0.292655232184672,0.294394016541703,-0.287480267405595,0.214914816149796,-0.295707809157854,0.141422682940106,0.286486075561274,0.198251362908245,0.300042248822517,-0.230842071973146,0.268702710364451,-0.25532088210938,0.0005529812252044,-0.301083922940503,-0.288484060444959,-0.312750644496398,0.011298146754479,0.288986702842603,-0.301349852238558,-0.312088352475407,0.24107104234351,0.142675583349021,0.0789737490495975,-0.297767321038529,-0.186493025320979,0.26513349387953,-0.26681160820574,-0.271703155229015,0.308997164415385,0.299914338686913,-0.297112313229975,-0.300390669049217,0.136155514949135,0.289737484555422,0.307489253092197,0.302784477084547,0.311590375782461,-0.111336076630442,-0.0329616643278982,0.273518828495103,-0.215066927644805,0.296357865606321,0.289838495475165,0.302304306244225,-0.285251695143456,-0.13336583615293,0.275647833984192,0.193838225183723,0.305795745114432,-0.270017804299599,-0.205314493943416,-0.28224410889415,0.301494917567288,0.211060467976735,-0.270361209687236,-0.0330603741347793,-0.301201152738482,-0.228342079481571,0.292093713037265,-0.304737947336673,0.304671405500619,-0.199307938715726,-0.231729254134542,-0.071059015818791,-0.306819803816719,-0.256679744798126,-0.293137529570672,-0.219455451396583,-0.314470607337198,-0.298183917684902,-0.223481938681419
healthy,0.351544494523128,-0.474125345778887,-0.390132449235847,0.363575631350206,0.43652883307268,0.350606225203421,0.452300291084858,0.174488544340203,0.425513163146716,0.0219474769951453,0.344369927578906,0.37869502555091,-0.142969818465211,0.12413239673365,0.37656087047699,-0.408574337630581,0.268073559078675,0.389950598174813,0.290671108958882,-0.482891898401902,-0.37838717166893,0.317054944455685,-0.459762771169848,-0.437285227723531,0.445935566902895,-0.486757529911805,0.427703024813784,-0.358573385460519,0.346373901247198,-0.44143374390789,-0.40822541400575,-0.228869841517076,-0.406764640607526,-0.216902201864755,-0.330120458050148,0.447556299040901,-0.286230595480364,-0.108657098861764,0.242982590273217,-0.449298202265401,-0.41876954127391,0.437580490766545,0.0195323652189847,-0.434231280386085,-0.275456984433511,0.360614344718272,0.47255311197872,0.281851470211078,-0.41162391752076,-0.445571841173005,0.423405747867048,-0.413123266101865,-0.464621457887505,0.483522848950285,0.433421776002624,-0.183372490798022,-0.360880774740056,0.313582454023205,0.436150950518229,0.431593169113298,0.321811126005615,0.413534892104744,0.114042334464957,0.330369898308603,0.423995463417818,0.304412294187878,0.348913583636373,0.404818419543714,0.441508706615381,-0.425767372185428,-0.43045629504746,0.375656557076118,-0.209452674605351,0.45107298331815,0.46843680473429,-0.0749322612681637,-0.370921929468642,0.384546468443897,0.432155861575939,-0.396243735567983,-0.453277607743906,-0.466813050794932,0.136298035197977,-0.422409938413269,-0.432426202627076,0.430422669638148,-0.431327903744118,-0.0826702839946387,-0.200435013437718,-0.422780982568307,-0.426282376845488,-0.433826563606089,-0.409214117504788,-0.143736907459907,0.453243667563619,0.245143099546947
healthy,0.430181802486213,-0.377408632900238,-0.483269855209202,0.418688243084712,-0.237550326289738,0.370846956814818,0.377971464957848,0.254301206004965,0.463182643248181,-0.415644345700306,0.389653437179218,0.291641702955269,0.0654137899062878,-0.486051599861082,0.485515431027489,0.465544066181881,-0.479858756464198,0.508503452835256,-0.128572781386166,-0.417400277060893,-0.503416716463656,0.271578743950566,-0.439898072259795,-0.381970838387806,0.434605059278427,0.197960124222305,0.442186931905106,-0.421364868317778,0.342740557227711,-0.373531926657528,0.254747792175427,0.457541282316855,-0.453154137017369,0.467400953354299,-0.359892786380019,0.469781083285023,0.053689260127412,-0.463707829127776,-0.49873859258672,-0.422712479527717,-0.451240031234978,0.376532826760368,0.398510468141675,-0.433285742982852,-0.0191450758629058,0.424454944580602,0.441298939006224,0.364682437083487,-0.406000071077133,0.167957277881091,0.420128641507265,-0.400729157249816,-0.427926196127247,0.494025224343237,0.475913322559088,-0.412167732298617,0.382217741997336,0.136564082292282,0.456649904629948,0.433868948519189,0.476768553357896,-0.410685968888862,-0.472365609884359,0.378634624166849,0.416569807921154,0.415740130526327,0.403151299673498,0.451446199967388,0.483896511643544,-0.456794992549666,-0.467275361035632,-0.474177497581103,0.387800645359912,0.463913803246049,0.0920941381554989,0.0586843880851261,-0.435520920897585,0.479516106927314,0.373445860458033,-0.476287121230212,0.37489665243522,-0.401113425460859,0.295743067239842,-0.459993433491502,-0.459162468574967,0.467991372298057,-0.417351766195322,0.499280512986846,-0.25783572393784,-0.428664377817678,-0.568876891822027,-0.446922789255735,-0.425924015911086,-0.396086395764265,0.468317687414984,0.0861680998683275
healthy,0.422285376652341,0.47023738498578,-0.218374256557307,0.444294182288006,-0.476607330891968,0.487683039118946,0.604247808641029,0.482575330026018,0.433301684204059,-0.464191390110643,0.509612083955447,0.420187742348688,0.208600226802787,-0.323317835052136,-0.0541680509046845,0.567053456634178,-0.36847472476695,0.62801831296099,0.586558278186462,-0.268488609729762,-0.604228412277385,0.314884975911949,-0.617177254657186,-0.574926662944656,0.479904021557666,-0.424129394230892,0.557661201690608,-0.468270813816762,0.464674001780856,-0.496498614801537,-0.010309642731863,-0.549586440984304,-0.38409105637087,0.418854024813702,-0.373111776488363,0.471925200890634,-0.229165898742151,-0.660430179987375,-0.458565496497352,-0.479524817691944,-0.484228881958941,-0.520734810833003,0.45520307554615,-0.492471032218768,-0.440843805821824,0.512132194042654,0.473441643699555,0.512719272735777,-0.471060676729433,0.227257524924867,0.504303024233148,-0.279504760326237,-0.337278213583283,0.409063340364012,0.354856803299589,-0.57939765693744,-0.552257654912364,0.234314156441775,0.434946705481876,0.601678688132038,0.334172681552734,-0.487808572105418,-0.535826738450344,0.465286212587974,0.451617958052606,0.506684469411933,0.482949155191619,0.416304792645022,0.426655479631715,-0.457250769628834,0.380401753639558,0.0787441550835149,-0.309096113192197,0.407063040339475,-0.218776331830813,-0.559462975362271,-0.374709603803021,0.470293303273965,0.482766991652236,-0.4104807820475,0.0898559419053134,-0.557568110710239,-0.293352085189486,-0.377645705861896,-0.426037638628941,0.401220740325809,-0.46553403573711,-0.456913499430983,-0.364032507737679,-0.483319519998952,0.230518524335582,-0.500791733529164,-0.493091998558386,0.427896320049323,0.427433686670378,-0.451549329143384
moderate,0.0371797948973628,0.216516212474192,-0.240342107163898,0.0772294541315079,0.0738056859087453,0.234887358025874,-0.049425887333059,-0.235027840895507,0.170795059103161,-0.0220798933099852,-0.157746207412421,-0.170277279383658,-0.272785622456501,-0.214870556001352,0.0277995530021737,-0.157541503802385,-0.0572929280324902,0.0437664345849988,-0.237929815602491,-0.22423474271144,-0.178216568416043,-0.0408965702482165,-0.108593258226077,0.178192485638392,-0.0531386488876375,-0.221938851242014,-0.0340610751915169,0.143653768690124,-0.0321745909421635,-0.162747397571345,0.0560606925759977,0.105879931944028,0.114894918378172,0.296129861593181,-0.207521295021424,0.143677851467775,-0.109303700166791,-0.114304890325715,0.0759249703420614,-0.0126835962296952,-0.143272458043978,0.188873197526752,0.0685797231584089,-0.170774990121785,-0.303149991278541,0.131443800420904,-0.193874387685676,0.300067395739172,-0.126591120724163,0.0389097410919826,0.207485170854947,-0.112406364687536,-0.101440673263635,0.153555804101091,-0.0949583922791546,0.0612505311598571,0.109054844797727,-0.122938566113713,0.149975497823595,-0.308833526804252,0.0320300942762556,0.0963752623643073,0.0219313828478021,-0.0763785293211613,0.194713271107197,-0.174511834454015,0.258869790770314,0.0235088047839635,-0.0843218321498217,-0.173925820197833,0.0913580170202823,0.230311630272123,0.105061117503883,0.272508670513511,0.249975218224426,0.0835953350240069,0.256726423559346,0.289591387460847,0.0477160101198153,-0.0470216233642023,0.301279562214288,0.0434453308829812,0.141373932405799,-0.251665026456294,-0.151251885039115,0.0861922612140742,0.211482911945066,0.0708796284241099,-0.0803602152261795,-0.148076972185416,0.0520830204672547,-0.225759985296024,-0.162586845720336,0.161350596467569,0.141606732589761,-0.229452677869226
moderate,-0.15439580506753,-0.194255878477092,-0.0354387418159131,0.23648695836232,-0.0009095176580153,-0.0146244545720235,-0.161299093600429,0.0769293235137836,0.192906996983283,0.233567176100372,0.0146245137456041,-0.307783568465382,-0.2596510482155,-0.0993446506028533,0.319464275475323,-0.163792668285998,-0.0418099217877247,0.367297278784844,0.277745402103582,-0.193658442283047,-0.354863370992249,-0.196838193809003,0.22348776535446,-0.14513103700544,0.279468635392656,-0.269569980210884,-0.265520396774954,-0.173896103505625,-0.31484846004684,-0.242415164909922,0.0456994012391363,0.165648253150299,0.0117542597706,0.222854844736594,0.122345381924584,0.254423871077009,0.18041121334993,-0.322008384398707,-0.234332448293464,0.0694735509835523,-0.0626680369302959,0.10969466213275,0.200438413074021,-0.19437811137004,-0.148989193908198,-0.108441543216843,-0.0952920098652605,-0.0765423282968015,-0.0585160634754391,-0.150985986660286,0.0599273730967583,-0.119475778858966,-0.117059701839428,-0.163212609400116,0.208441659571762,-0.322619450240812,-0.0730584245666736,-0.256358709090231,0.223327227430351,0.301306724203184,0.204224082340571,0.189619944031213,-0.229457827348058,-0.181270334841819,-0.0128120269724908,-0.237535948149758,-0.211427242855313,-0.015955051429434,0.272410095108847,-0.189426387249141,0.250980718219373,-0.148550658502533,0.0042111075863814,0.24480216797687,0.337180451009929,-0.243671656719922,-0.111805561272719,-0.111081000503065,0.1169490866928,-0.135627089330652,0.158310946128386,-0.357147530376152,-0.257970341006335,-0.245540930405863,-0.228641034690809,0.177438766601267,0.258394023843276,0.255635272618608,0.309055307334644,-0.166209060897967,0.125066735446326,-0.221265047871724,-0.14581699687603,0.237813255272875,0.213457409506847,-0.290726034331667
moderate,0.226473113936331,0.0039616364698419,-0.0448344710334714,-0.136679608854899,-0.0665596710492052,0.0122429952569589,-0.0186205390818877,-0.127576831815055,0.170271264500234,0.0373786563441865,0.0925227516184035,-0.067338518081985,-0.293485577731971,-0.0599832614902143,-0.202782886420123,0.0385468331241492,0.0620183908497905,0.201579714972134,0.147592994265241,-0.0051542682589726,-0.291947650215232,-0.132069802119058,0.218197643855409,-0.230043507767168,0.136563222515255,-0.0867964161817782,0.0495146421821942,0.131641801950936,-0.087895541317756,0.0638023687655191,-0.202825382624705,0.187275222454609,0.33468034073684,0.143086783749219,-0.0396603237026291,0.149903242477956,-0.0918477633592219,-0.0237348241510244,-0.135161935486858,-0.0539498506547271,0.0081349663012542,-0.298174000570904,0.190631372401448,-0.03521326280234,-0.251647032859987,0.123751310725996,0.197123164628103,-0.0205347811798867,0.0237108567417325,-0.286752498582037,-0.0837401026510264,0.100556672222267,0.0711632515097057,0.216129132658165,0.234988595679316,-0.0024542402068808,0.0237886476758035,-0.2637793054374,0.0505337259231346,0.14627253629322,0.059188473692256,-0.0280369178573962,-0.152867999755059,0.0991466459037849,-0.0054869989128512,-0.100475243042967,-0.071754372590207,0.0561899219929745,0.211837203533825,-0.0098316638391702,-0.201131423147631,-0.134685775454056,0.0007162842179145,0.0813956474316219,0.067890706187768,0.14211087135115,-0.202392881534651,0.0914758371768456,-0.0235260938963931,0.137024642028727,-0.353437070214876,0.0227413581574179,-0.0470966719045548,-0.289892866829883,-0.108952954549401,0.0471847399437056,0.248652832051907,0.0754110340914223,0.112427553758436,-0.0017068246122647,0.102391660586567,-0.260638299558947,-0.119439427514421,-0.0478847458272967,0.126957242403329,-0.296296516002022
severe,-0.0582338676229503,0.0815058695008808,-0.0581687866883563,0.182506035958267,-0.184338159125231,0.07949685651866,0.148763674747474,-0.0161081499520856,-0.159046462413331,0.0211872261093667,0.04034531281314,-0.129080857542535,-0.129797407705803,-0.0558295436406764,-0.0590989738866033,0.118853128842257,-0.209976046816208,0.285019808435678,-0.107055621604261,-0.181670871873647,-0.359782088826629,-0.105536860250379,0.0126920607686324,-0.156480714617368,0.136038702327507,-0.222716320267059,-0.0534603996566336,-0.191160521736477,0.0091872998428616,-0.208589921891765,0.015763113767793,0.283245177551872,-0.028546238353652,0.0627260193314306,0.0726897124529569,0.0463020742486819,0.0279194322421437,-0.0218318078120093,-0.156523565752377,-0.0471173181232828,-0.0199970038714394,0.0469525948959263,-0.0734463504922865,-0.0806047996282507,-0.0329987970981208,-0.0893314600804401,0.180018236810202,-0.0328599330253843,-0.0622170847731985,-0.251698823592913,-0.21464343863311,0.111574498563449,-0.068867259233664,-0.0217489100436101,0.0846216707979087,-0.0535426375422993,-0.127198748258505,-0.248117062600674,0.0062978383234333,0.130086972497808,0.0816775214969393,-0.161209186829793,-0.0762885479109259,0.0297080856340376,0.0216223362867856,-0.14160671034766,0.0160031048694423,0.0445848119200214,0.097788310979959,-0.0461754180065157,0.0792802912540508,-0.0205588527763662,-0.11147943420715,0.0415879132430408,0.100425573567168,-0.0161158623315336,0.0515823321543469,0.072246848653419,0.0413799676966384,-0.184003062424613,0.220382356281247,-0.16004115314878,-0.0623994598636768,-0.0996410142396758,-0.156096497895773,0.105650318837875,-0.0080520540851713,-0.0635561105675359,0.220232067988686,0.0587408637756527,0.148375911156186,-0.0825241510440536,-0.0600177368650262,-0.124898438292104,0.16985814609011,-0.201341522490687
severe,0.181343631467298,0.0202179505855217,-0.148993013444569,0.493755902639343,-0.407663236833248,0.31371055644323,0.387953220610306,0.185611133109249,0.105255559687774,0.0010496423930065,-0.226978905027113,0.211716959789598,-0.234031190287855,0.0547682743205583,-0.24141723803984,-0.260178822094581,-0.31905491050579,-0.203854161889874,-0.004959993382586,0.239987873826527,-0.0842229422605831,0.240565557252226,-0.148639975452858,-0.2106346099741,0.154640139646324,-0.129810857909763,-0.0902355829094529,-0.419966849711038,0.309183971027013,-0.342905503631243,0.23515951327976,0.330834706119393,0.0404806419339859,-0.365395650765967,-0.203359160944994,0.12675130147789,-0.296726652649791,0.0930957930017034,-0.276962742570652,-0.219911484621247,-0.420278193355111,-0.174726138907154,-0.167038399108673,-0.154370061082278,-0.138386350822525,0.234676019476324,0.384996771489132,-0.186486271294703,-0.262727120801725,0.241270345432816,0.0393364637351581,-0.317205999515742,-0.209889484485416,0.431869069677837,-0.19466784886131,-0.300001382933525,-0.120886827391535,0.241066304844157,0.33914967513429,0.203968319379722,0.0834464386942682,-0.0408489812389288,0.20129377445291,0.312389976950956,0.226294430897665,0.209663551248595,0.0031877551268038,0.353855884983637,-0.144969391195049,-0.133877074584171,-0.467994957866096,0.296915378077876,0.107262718105524,0.208373255893912,0.358694714121176,0.377485709930944,0.460809101141614,0.320029334135471,0.199865434942927,-0.268935521328564,0.0978657870007135,-0.30547667746479,0.0501615127924755,-0.145823786061751,-0.0518548488918832,-0.0354697457211378,-0.201413221627513,-0.29355879615386,-0.31322721496056,-0.279181793020141,-0.275971466725402,-0.102313844138798,-0.304756380260834,-0.330897656137448,0.270428804873892,-0.0282061777117183
