group,AHR,ARNT,ARNTL,ATF1,ATF2,ATF3,BACH1,BCL6,E2F4,E2F7,ELF3,ELK3,ELK4,EPAS1,ETV4,ETV6,FOS,FOSL2,FOXH1,GATA2,GTF2I,HES1,HINFP,HNF4A,HOXA1,HOXA4,IKZF1,KLF9,MAF,MEF2A,MEIS1,MXI1,NFE2L2,NFIC,NFYA,NR2F2,NR5A2,NRF1,RARA,RARG,RFX5,SETDB1,SP1,SPDEF,SPI1,STAT5A,TBP,TFAP4,ZBTB33,ZEB1,ZFX,ZNF384
healthy,0.102161541730795,-0.0294724231888878,-0.0868652040072069,-0.0849942850481488,0.111851048003682,0.153888187311576,-0.027174772326364,0.128046506753818,-0.126609155900644,0.0209522714092961,-0.108802004834021,0.122815050639628,0.132781208873566,-0.0359139022030755,-0.0157999602174671,0.117491263806665,-0.0891222575164713,-0.172489974241043,0.0976385207349393,0.184465760672527,-0.163461221920331,0.109687339339597,0.0639907905662437,0.117034480603308,0.149225929559251,0.0464447415224457,-0.230538558955047,-0.0878771428284371,-0.0385238286389369,0.125300592641629,0.101701625716566,0.0276769888233365,-0.0989035799089581,-0.144143496198379,0.0152796918398408,-0.0942475877783775,-0.213276443773584,-0.115735798079064,0.0329901176399308,0.110180753822243,-0.0754423382398616,0.124744849218004,-0.0784147685734751,0.0054369340572423,-0.0871709362044344,-0.115174579234101,-0.134904522579046,-0.129574239738934,-0.0237570156187067,-0.165132807982542,0.0899541426082414,0.125425371099125
healthy,-0.0174719836869666,0.0590613210651472,0.071089707943426,0.0523283350574595,0.0019213632882607,-0.0268868679656273,0.0084787982794065,-0.0105597780516337,0.009361258754618,-0.0267770169888034,0.025487755393668,-0.148654817543628,-0.0357565647333485,0.0509336248188243,-0.0529578368218463,0.101924272614583,0.0625428170518428,0.0534479154138186,0.125786609982657,-0.0319822497786649,-0.100151535927461,0.0030103027666644,-0.0933086989429496,-0.057765854732102,0.0104027774468889,-0.0558396105960253,-0.0912368268965489,-0.076124924534367,-0.0399827728235624,-0.0278328911158269,-0.0085913927393164,-0.0435459831349667,0.0227593933655455,0.0275706970753113,0.0135004410092647,0.0243488111508758,-0.0223335792698158,0.0449180117866927,0.103903727562143,0.0146573135950146,0.0829212658607631,-0.0230544454011617,-0.0606394140075059,-0.0282090035063463,0.0157353588934894,0.0475129320735477,0.0218727538637727,-0.0119535631622515,0.062244032603191,0.0494761494293539,0.0409165938542222,0.0636010997018081
healthy,0.0905192265673422,-0.060808780501872,-0.067535621114825,-0.0403105117260876,0.080013437644284,0.0655036323009481,0.138975713552978,0.0730840104187374,-0.0712528046349602,0.0421859290123164,-0.0563641045797926,-0.136107068133573,0.0317667990639151,-0.0691782813339332,0.0569483387406563,0.169601177137071,-0.0679287071731227,-0.0867439645267203,0.0484201701118202,0.0274787895948782,-0.14306217267831,-0.0056183651404998,-0.0891440344679144,-0.0634131615336584,0.091323853762703,0.0034737394356928,0.0440837724229771,0.0766171177781911,-0.0738719702969277,0.135165297474622,0.125825224036853,0.0740824515381574,-0.0026051720767399,-0.137789272689907,0.0314762324315921,-0.0846483598776823,-0.0568979887293654,-0.0654041979502921,0.055620609338439,0.101279826890825,-0.0644980084933502,0.0594138676517532,0.0657810834079419,0.0835029663372489,-0.111399182443644,-0.081494526931638,-0.0340800360005625,-0.0442933044102626,-0.0959547258459393,-0.0929899051810865,0.0466203529917983,0.0854603200597621
healthy,0.0462856114681938,-0.0430746892367944,-0.104817983466173,-0.0881117312750256,0.105678962849434,0.0577591759047285,-0.0451301164423255,0.0423308705851489,-0.0619595546348149,0.0321402744643428,-0.0445277691683788,0.086786087084325,-0.0917184293519605,-0.117735545492684,0.0060640417267275,0.182053745560549,-0.0514721078858469,-0.156920087961258,0.0088052374754801,-0.0567392542632344,0.011412573072877,0.0767175598828037,-0.0186436739349997,0.0683180338583897,-0.12083258557893,0.0677009910365536,0.0550425555954923,0.0567193034434657,0.123984133125179,0.0325292953952639,0.0503557226793741,0.0311284719356752,-0.0902272363556351,0.0531288349364133,0.18572904756852,0.0057470728932612,0.0494298223345134,-0.109744023723248,-0.0282862105559646,-0.115475860631562,0.0183528006650451,0.0518304453290994,0.026769169234195,0.0228069581772943,-0.0134769926487676,-0.0520680309931462,-0.0457089557405223,-0.0832584790997318,0.0046505070851385,0.071693528378195,0.10308950117451,0.0755032556008557
healthy,-0.0232012184542111,0.0708347936336727,0.0275743652092624,-0.0122603774162288,0.151573752174174,-0.0257457430500036,-0.254944056731936,0.0254285040414057,0.0075970083610317,0.0029346327327184,0.009556181259244,0.0616523913501037,0.114036628633547,-0.307944853763543,0.0159209922567419,0.0672837409267343,-0.0732899529616186,-0.0799342236656486,-0.0760974448767455,-0.137905766724385,0.10859214556179,-0.0458888323953052,0.027523249221639,0.0174959500375593,0.168613039163999,0.106450667104416,-0.0575446518608689,-0.0150595804551098,0.16096931816359,0.0073651299561005,-0.0537201534792694,0.0387231711128752,-0.127521114348137,-0.0771036774926427,0.16169557419079,-0.0059375783384541,-0.0299615362399245,-0.0662043540061421,-0.0337416437305288,-0.0800240879921374,0.17440240928075,-0.0011739144435294,0.0739683903529384,-0.030817888975283,0.079309874099882,0.003639157195057,0.0662940354070007,-0.010095964775235,0.037282428212095,0.21688973020272,0.0036650913590107,0.109417180491188
moderate,0.378564399800581,0.243425634247327,0.0295852281886002,0.0379364108093468,-0.103094732762642,-0.263310918067476,-0.0675972333141901,0.214703772723187,-0.361671059444369,0.0502781775980824,0.023621234501845,-0.0652657454553251,0.102235344746405,-0.177630728578301,0.0215602947221657,0.32318161653198,-0.0935937208053565,0.217834968874939,0.393086465815695,-0.108235146267171,0.0234620885729122,-0.0646331403878174,0.0550804060036285,0.0470713871300873,0.247113841150344,0.0432280129463611,-0.104351985601211,0.1806505225798,-0.266458028812121,-0.0539584272046525,0.271232406680104,0.367503757739754,-0.0345943463017588,-0.212503580255692,0.144528375360287,-0.225585375613965,-0.322095445567014,-0.134243569703007,0.0868101255845976,-0.321096804862961,-0.0616173250345416,-0.271749630949135,-0.0144345357542014,0.0112914036577794,-0.114318499400625,0.374526071853912,-0.131482387836024,-0.0007718577553238,-0.0063499225644171,0.156933800520595,0.0941149237226113,-0.0008832599055768
moderate,-0.0898409405161315,0.10624771475405,0.0281870917699417,0.0514372035026369,0.389359011269143,-0.091314394120149,0.230149125288483,0.0539960008872511,-0.19221437566088,-0.0745816265492854,0.178355244640822,-0.126023776511031,-0.0386062462318084,0.0511865106487863,-0.0447293319835985,0.241342706059426,-0.0573209279304062,-0.194532727836012,-0.0204382960672392,0.0134627048390929,0.114740647093919,0.0138693195434008,0.0626282814835139,-0.082188374135444,0.0624095731042957,0.043573220335839,-0.169857405255861,-0.191283810724254,0.336382296270334,-0.0008822039380141,-0.122465242590307,-0.167498752248553,-0.119648441051726,-0.178316500662309,0.024296494757686,0.0981724527502004,0.0145654696151149,-0.0501938883427094,0.0923396315251271,-0.079681425889929,0.25904762035464,-0.101834152859895,0.083401379916453,-0.200481761289617,0.0442183489628066,0.0866482869133542,0.09521748537573,-0.0438023537225006,-0.0133850592259987,-0.0471511853668443,0.171488416392033,0.0594161376494294
moderate,0.249011859233606,-0.0218374390526515,0.249742283203508,-0.0255616315261513,0.273350822088331,0.0563489433692902,0.0288295024070473,0.173009541458973,0.045475373002441,-0.300917544201284,0.0082943892557879,-0.036368147938642,-0.141017899842449,-0.074259141367461,-0.150475148812061,0.18582065791161,-0.267069221228399,0.286020774307285,0.0278127123934607,-0.0387588836653102,0.218856560154423,0.0229903368959347,-0.0181636596815844,-0.101056874996524,0.0522412943486937,-0.180938888534421,0.249573459685332,0.185727982328096,0.0135452006552757,-0.112058289368644,0.148093733471845,-0.0527401802972437,-0.215849018610116,-0.209298673651736,0.22404594001891,-0.222824667518735,0.0076135859667977,-0.144308524541285,0.100299923772872,0.0625581319960128,0.110061500340627,0.026266320663824,-0.210555265511101,0.135323219188533,-0.152272889101057,0.122702812181776,-0.0245845003229366,-0.037511234848817,-0.207887408658485,0.322692117813327,-0.101164304714059,-0.338394101175
severe,-0.0544259120499991,0.124192326584106,-0.006648451861236,0.0118552079817213,0.223198669205458,-0.176539364865076,0.0506018124473647,0.0993928824392059,-0.12453154425754,-0.108372620344595,-0.199431483171638,0.0369982018185069,-0.124745504711739,0.0289064039237764,-0.0427750928245643,0.0589397927621118,-0.169288968725636,0.0884249130937268,-0.1330304693721,-0.0645744697909953,-0.0310823561634439,-0.0347411376904947,0.0433746854356086,0.0275407041638653,-0.0326190675089036,0.150463378025734,-0.126668632103097,-0.106503540040587,0.0401035164166952,-0.0021008639198366,-0.0231522869575797,-0.0710651949232682,-0.0141647514189778,-0.0499551452358111,-0.18964714503914,-0.0551760526165722,0.0331749686195629,-0.0899482570679639,0.165209321291666,0.0646410178458783,0.129971940573191,-0.0978284874329734,-0.0433096639015134,0.0191213231595434,0.143706873247115,0.142583395204636,0.118058147199074,0.07583833662539,-0.0167258407276674,0.0544271085122381,0.0508581029104355,-0.0127117099156152
severe,0.273594842050375,0.196331388548665,0.349741192275048,0.0457747858590718,0.370247715358231,0.0250526355747493,-0.356213452700633,0.32577088407384,-0.0929091241839382,-0.0066735152465618,0.389245041693997,-0.101529107890467,-0.224792463819848,0.260595224769762,-0.427707011130739,0.404605616365481,-0.289687702632427,-0.428592039891896,0.134452841784569,0.490130643207955,0.421006729228146,0.372206951582289,-0.0320839110409078,-0.461705090816713,0.471789757007555,-0.324584837637292,0.358706846249044,-0.343170455454485,-0.329719733564149,0.419826852263737,-0.176425725020005,0.0604540211802782,-0.0998367359186791,-0.353490571388116,0.313864342327873,-0.328874128559936,-0.092938449925946,0.31873956710899,0.0579292546210785,0.343589384745383,0.199028333178983,0.350212064094832,-0.344357746851779,-0.409010370480832,-0.543474984060895,0.302529652551056,0.15989639503344,-0.332077149733344,-0.45276952339407,-0.220366683700794,0.338864993875045,0.0841594432335115
