group,ARID3A,ARNT,ATF2,ATF3,BACH2,CEBPD,E2F3,E2F7,ELF3,EPAS1,ESR1,ETV6,FOSL1,FOSL2,FOXA1,FOXO3,GATA2,GATA3,GRHL2,GTF2I,HBP1,HNF4A,HOXA1,HOXA4,IKZF1,IRF3,KLF10,KLF4,MAF,MAFK,MEF2A,MEIS1,POU2F2,RARG,RBPJ,RFX5,RUNX2,RUNX3,SPDEF,SPI1,STAT2,STAT4,TCF12,ZBTB33,ZEB1,ZNF143,ZNF76
healthy,0.216172429376217,-0.0389345358253413,0.188130782049949,0.236560957336386,-0.251389338653334,0.224159175785148,-0.242398296223535,0.0878175181129239,-0.204568028412692,-0.105447199387612,-0.354897898706437,0.255037553382376,0.209357838870367,-0.298911830826075,0.0666076580980745,-0.0735759101750008,0.350190367622785,0.205854981363832,0.198023944173569,-0.302026055980703,0.230474239011917,0.2268137405437,0.265461281602517,0.0426819112159494,-0.274743145796385,0.181081707991784,-0.271986005483898,-0.209327411771548,-0.0507570198430099,-0.238681092512393,0.261556149345647,0.183819144525549,0.167119101697078,0.199871637047076,-0.200966993287146,-0.178879465152244,0.211223645054182,-0.220214090790029,0.0570528472021419,-0.214015767086235,-0.186379639838561,0.0899205852662299,-0.348917119315125,-0.12657443875384,-0.306961723767686,0.0827553211586576,-0.196320213374838
healthy,0.221365636698735,-0.228513078371279,0.175172075825619,0.181934039209789,-0.190245756091428,0.238243548347215,0.020503007370269,0.214633844354841,-0.212189371118045,-0.220792974165752,-0.106804895341108,0.14743138347139,0.218960888929487,-0.227743058191889,0.229774850003525,-0.222807545788699,0.244893905863308,0.178095984509352,0.226380155645055,0.107305169597029,0.234432426974156,0.23100572052298,0.22355044218701,0.180331514166337,0.197407180239764,0.220784737043236,-0.174174526959548,-0.237189418861164,0.242468446254208,-0.23613438472004,0.134105036545441,0.228094889659966,0.21917813311638,0.195358723729397,-0.2172698664002,-0.163939672102003,0.222938895356987,-0.217526407533816,0.209578012826809,-0.137025818614268,-0.218863932125153,-0.170777467800973,-0.193928368830554,-0.237754764797847,-0.218001700612782,0.204985491665797,-0.139440644558463
healthy,0.271314137794671,-0.292248971632326,0.158879211025206,0.28377424301855,-0.266261673513895,0.247512186332587,0.0660189933389966,0.257047254664998,-0.191271258299727,-0.263001697820218,-0.312799887062458,0.14892368793494,0.181522832135667,-0.234281596959741,0.375869711136687,-0.311532065493694,-0.139744077206516,0.271141636888001,0.223490058386502,-0.195652588081641,0.226083589368706,-0.310013116415278,0.264746188750787,-0.179258858876339,0.290116995856253,0.104987426561348,0.427844165972925,-0.263123325924321,0.0366293448088916,-0.232202772107414,0.194965420323045,0.252215870261103,0.219136034636355,0.155027167348704,-0.220034109282437,-0.0813429482617537,0.258701264906872,-0.23552955959631,0.249642496723523,-0.3018312049287,-0.145578023462632,0.0093296996360639,-0.344975992016132,-0.241984670941601,-0.350930529438436,0.118945655693845,0.200912416378693
healthy,0.175592546664249,-0.0321869941269408,0.0936552417981908,0.108519027904102,-0.0699124820115317,0.111760298441402,-0.0797403364252959,0.0615998423264395,-0.0841477955512556,-0.224441156473872,-0.275206923107183,0.266426489032977,0.17345167944792,-0.136447651210267,0.0411821705089218,-0.12108235788664,-0.13381192426868,0.0556519410894541,0.0258047291640238,-0.0342830327970396,0.0665473092204709,0.189878523683823,-0.0195101662556722,0.272139303083958,0.117671589927236,0.11657540260367,-0.0955321335680101,-0.082090723222624,0.0701403063469017,-0.143131443497911,0.0710524841220623,0.17917642783562,0.05982485639177,-0.0082541229646759,-0.0806101280577366,0.0763225161484761,0.174541961417715,-0.125617238698187,0.0146506897630848,-0.052963778649788,-0.0954464670315108,-0.246682736958591,-0.202004674104076,-0.0100686809025834,0.12042944625592,0.0649320704866774,-0.263904572325605
healthy,0.0313932431645429,0.285340723015975,0.138975082541488,-0.0374869047621172,-0.366785099075932,-0.0022118334572149,0.142243933601826,0.0126222864641509,0.0245544999612765,-0.42816629976804,-0.267072030913681,0.099228202094914,-0.0312137266066495,-0.0817880437731084,-0.255791001283389,-0.360372819229657,-0.0620760516943866,0.0030863225630901,-0.0861126711971178,0.101315767041105,0.0165164846422045,0.0330837008034472,0.195458946268526,0.140791683441806,0.0188133807547825,0.0450113296334834,0.0002855283518287,-0.051629860567532,0.189456951309518,-0.0878934879374785,0.0334857417613197,-0.0020776516049813,-0.100097250188973,-0.0102754847908353,0.0427614192223658,0.0804547159547762,0.062406570372383,-0.0365138798438489,-0.0112174262371339,-0.0138294351098387,-0.0104728547550747,-0.197491581764918,0.0403456293129239,0.0779952395730727,0.182806149991292,-0.0118752656520138,-0.385821426878252
moderate,-0.0194886460249562,0.445618503207019,-0.362257213010633,-0.273714496138378,0.288065190463386,0.227512453544231,-0.598674132077928,-0.190546867198375,0.0019445171049033,-0.036985347698548,0.0840766511638396,0.398629958775726,0.433370416808451,0.0546203788409845,-0.0716862830258883,-0.0253024359869741,-0.144783526633993,0.368553179978339,0.0662400542239435,0.144823049339377,-0.365648261132599,-0.0344796081771888,0.393199539055935,-0.186985871443257,0.0770060391706036,0.0011975379731417,0.0223619467063886,-0.205423213504993,0.440871826290375,-0.132310160814735,-0.159936531878301,0.293424469313485,-0.366612615143974,-0.0286381523214018,0.369782336115788,-0.236199544187681,0.389851965909892,0.434366388984133,0.0192949847685735,-0.176385881859211,-0.384378071214178,0.378888367436311,-0.415304588177326,-0.288970260416684,-0.0303415809234615,-0.398226827180807,0.0425817627809527
moderate,-0.375462653739539,0.0052965331134255,0.147676334332192,-0.160310621057284,0.119795789907518,-0.351942314238698,-0.0288557705212526,-0.0773654716349086,0.351088790849088,-0.0479032616120841,-0.371597634042065,-0.100695567499117,-0.163387625510314,-0.3685690367429,-0.044550488999567,-0.126691970096216,-0.03293412215025,-0.308132333381884,-0.131163624958778,0.0257933625665186,-0.0842141838546192,0.0591557138879438,0.0896145555959999,0.169918404082833,-0.382861082607525,-0.0141021152896183,-0.247478032624695,0.368618676576916,0.148456914363027,-0.065073713460972,-0.0315941009943923,-0.345704013489935,-0.163432804216164,-0.414394977938036,0.158482869455028,0.161293849791668,-0.287004743452177,0.244176230358103,-0.290260780022371,0.176726085663233,0.171315461153613,-0.140206312183692,0.0072660038003398,-0.0565817407682662,-0.022769832952419,-0.0367707706379001,-0.172514780675096
moderate,0.009911383174018,-0.0200111883827045,0.0651191899790974,-0.0828516882187724,0.132189525340978,0.254074628860367,0.0812126085923876,-0.38890033024345,-0.0059012289850471,-0.11012087228629,-0.0440118546207735,0.152715776635161,-0.0740061719252561,0.122783262360638,0.261265021596503,0.0863496417938136,0.0002418264810325,-0.0480188075559074,-0.100063775569971,0.155829240793466,-0.0563044810460366,0.0307991878427393,0.0547119137548137,-0.0036501072868262,0.161047849475023,0.0391393956335281,-0.0467166881422305,0.0596445939760058,-0.0188883015220932,-0.0056799281903816,0.0484032969726433,-0.0066504730301587,-0.238895450681131,-0.106803657736708,0.0806578124715201,0.181176203748163,0.100045547254005,0.049806613669381,0.0978222576332612,-0.30055819039964,0.0844565709218155,0.0208818917645751,0.0296564155465284,-0.155752260054137,0.137454006106929,-0.00090053153527,-0.115609629129884
severe,-0.0435435535062932,0.0808184627643334,0.0681319002721889,-0.104418393618612,0.0625532061889015,-0.058399441368114,-0.0237348120404204,-0.252103299721859,-0.0945995778575561,-0.0615060676145373,-0.213705751323066,-0.0214943450695168,0.0068292236169983,-0.153588425335722,0.0797113267355238,-0.145374942423631,0.0702853935514187,0.0076152355047771,-0.0522089295142725,0.0075590213031137,0.0675809435246499,0.0621133619306782,0.0628614179236981,0.210791906479274,-0.0535956972704493,0.0071704565690119,-0.0888423718141951,0.0048061291918099,0.006178463016177,0.0002642931046747,0.0891698699137174,0.0440028897408066,-0.160128106747957,0.0760507829350365,0.0052998025575514,0.124931395814322,0.0697385490351645,0.0177831385796006,-0.14394869724712,0.0650376518419329,0.02187657696744,-0.0533154898307022,-0.106865788067767,0.121863959132042,0.0655299681713505,-0.0814413835593566,-0.134513963888065
severe,0.0046549637157761,0.099880630994226,0.415742852044625,0.0426920241731732,-0.160885498705146,0.121180413842945,-0.0947473203945769,0.0092806922052142,0.372848543869177,0.1927938001591,0.0108591181020771,0.375669591231832,-0.046274997351926,-0.391697776439117,0.164640760765012,0.0394041112466297,0.480895515849197,0.164506590971548,-0.0898820177913858,0.352347327583365,0.119145871439893,-0.383455183461754,0.425632924633991,-0.252433772418834,0.289000519288487,-0.113893699473426,-0.279472957979205,-0.0494176460205688,-0.234521048046848,0.027592458073937,0.385773194266875,-0.181772479052671,0.190195788835563,0.308431251010656,-0.0232997983942016,0.235906433025755,0.141009330453139,-0.179210597273971,-0.362852901164287,-0.527703600144897,0.0166068796567976,0.2450885599641,-0.114023807283646,-0.375440517482926,-0.245426961853844,0.0178750474049616,0.123228413292526
severe,-0.392367264927503,-0.420137969390427,0.300097163084321,-0.398731135820559,-0.0333202636979326,-0.185059554104397,-0.116566725840016,0.0128900681273771,-0.0957101302673429,-0.317102062394698,-0.361664526730819,0.212774691206771,-0.0845430742641414,-0.19645115069532,-0.092534372336647,-0.206264043748822,-0.168004008248779,-0.149456637742615,-0.366246699099294,0.258042285664995,0.0253442731462757,0.196859502660987,0.0291023982128805,0.183008316028729,-0.131692827584069,0.371839107279904,-0.0746050562330984,0.140955921728512,-0.0117181267537551,-0.36618207743858,0.0604804993842991,-0.437529387387475,0.0029181343231382,0.260165367644151,0.268423464752142,0.471552494921013,-0.216801038560058,0.0663315304764978,-0.392153368441816,-0.110890285274926,0.242705330770261,-0.0388588154476233,0.0374829554876606,0.248328581107121,-0.261752640970692,-0.0055171575588309,-0.226418537393429
severe,-0.0715872527020068,0.0366328957300445,0.197891010980249,-0.0170743988231291,0.0284153288968817,-0.0657739156834797,0.0798471166036406,-0.089551921353875,0.23286599484534,-0.201553829370892,-0.205017625628997,0.143594292071664,-0.200812041673586,-0.273304070842867,-0.325191210106008,-0.0923663908007605,0.0839339379264919,-0.033880907852975,-0.328283515637655,0.0577997375621009,-0.0808820966973521,0.0388213356600421,-0.0494176110167161,0.360912909170548,-0.0537999841588227,-0.0254352514397817,-0.0572904974699721,0.0002390450464182,-0.0576181603119426,-0.126062672812573,0.0083251382576803,-0.0866499716903114,0.158322165621227,-0.215656696622661,0.14945280421315,0.32640177258978,-0.137752672073617,0.110363906791829,-0.252070672621429,-0.14222572750627,0.0058189496761993,-0.306608488030398,-0.0691746986991021,0.0015283532678058,0.150695910079862,0.0155549154604419,-0.430493598133196
