group,AHR,AR,ARID3A,ATF2,BACH1,BACH2,BATF,CEBPA,CEBPD,CUX1,EPAS1,ESR1,ETV4,ETV6,FOSL2,FOXM1,GATA2,GATA3,GMEB1,GRHL2,GTF2I,HES1,HNF4A,HOXA1,HOXA6,IKZF1,KLF1,KLF3,KLF9,MAFB,MAFK,MAX,MEF2A,MEIS1,PBX3,PRDM1,RARG,RUNX2,SP4,SPI1,SREBF1,TCF7L2,TP73,YY1,ZBTB33,ZBTB7A,ZBTB7B
healthy,0.118676894397771,0.133296525552276,0.164363728298315,0.0219691142097402,0.0232550213335731,-0.154233601486615,0.0820205104568709,0.12117616700851,0.129722173108519,-0.0973353245927595,0.0620930649522999,-0.180262690454585,0.0143880626284572,0.0782305093796972,-0.147160397275911,-0.129401302221083,0.280605741459802,0.140391391397248,0.215849033102036,0.107875069833303,-0.173675267692766,0.183350992641329,0.120541829284744,0.203271229787112,-0.0135281239191071,-0.168374648798698,-0.0363788513752556,0.0558302376833517,0.0020608078439546,-0.266462855500116,-0.139651700241097,-0.0393919905081983,0.183997596617637,0.267278883863976,-0.117057675946292,0.0842757654994905,0.247084606507761,0.177849143981885,0.0938539883634992,-0.0814964958901808,0.360933967114799,-0.110063546485282,-0.121006869498395,-0.0408613860608927,-0.141466206723068,-0.230727713575236,-0.0402447488148062
healthy,0.0336833510009049,-0.0088269906021289,0.018699821689298,0.0259961410537951,-0.111138697792085,-0.0470996758951973,0.0042269867603436,0.0363598837346186,0.0247130996340036,-0.0739034617442788,-0.0368794186012435,-4.15390435654271e-05,0.0017496296491951,-0.0299205939379434,-0.0408992556545677,-0.0945124749940343,-0.0244442269835326,0.01502407360017,0.0692624483253002,0.024587118726288,-0.0504836398799294,0.0797288272601554,0.0275795824398575,0.0535587324364352,0.106630596476967,-0.0044558606330592,-0.0321842873012506,0.0439715725237282,0.0897073109552342,-0.0597468626394552,-0.0373957285363287,-0.0018612347426834,-0.149505307210697,0.0215354510456438,-0.0558726288384895,0.0978218323535909,0.0330779302709328,0.0500857057901227,0.0313382321273255,0.0476704727333138,0.0488501077661686,-0.0344866958874715,-0.0259939269216931,0.0467516239554272,-0.0386483657508067,0.0025149492235755,-0.0854124401881987
healthy,0.0793038089392293,-0.0333209340281098,0.0328278687267813,0.0082856521028903,0.131630221371043,-0.0746055810424917,-0.0309714130165217,0.0579455051283926,0.0640717187798104,-0.0361827560735426,-0.106293529086066,-0.0589303666516013,0.0149947483577143,0.166194502066571,-0.147729587654737,-0.0679261924210396,0.0095946796179752,0.0586153236648148,0.0009806232767497,0.0360864656681161,-0.0329870863169213,-0.0616394282469796,-0.158477134162617,0.033227708569275,-0.0157702197536053,0.0771146867992803,0.0932310699218636,0.0316708434067348,0.102717462741893,-0.008956348618805,-0.0901935721616231,-0.188241341340283,0.0993124188212172,0.0788983181014569,-0.0898372322121644,0.0422647594666997,0.146262547775906,0.083198454133054,0.0612542187354828,-0.0754036484378657,0.0585462665869177,-0.111252612671642,-0.0638130420764392,0.126584481209562,-0.103492902211257,-0.0618785898607231,-0.0001520979746194
healthy,0.0097235319819247,0.0012175799448225,0.0644681727524434,-0.0238955367543552,0.0297703028843477,0.0299347230118974,-0.0176644963239676,0.0373243167368508,0.0478138546218356,-0.0126141723048867,-0.0748675374122442,-0.02479232429707,0.131846674990912,0.172585841948149,-0.0378709376138169,-0.0966950666176035,-0.0184648360838636,-0.0140480658682167,0.021152587480471,0.000841314863702,0.0395700935781249,0.108947987930672,0.0985946970908642,-0.0856137583240418,-0.040523771599678,0.0518361908594833,-0.0109591542475353,0.0158362238905963,0.0294796902077288,-0.0825481798801344,-0.0424921004158102,0.0001611977881233,0.036514961167445,0.06417853885712,-0.0349024688632664,-0.0394011559511312,0.0494713859956918,0.047371688541747,0.0236279627713608,-0.0299286763896328,-0.0584994231986208,-0.0289682358343988,-0.0632980840584125,0.0209408862012189,-0.0625232740440467,-0.0250865145626291,0.0648536928952565
healthy,0.0012042495331814,-0.0790260025856016,9.58610796195847e-05,0.0736762547558422,-0.145277964360031,-0.13000943614184,0.0363293179929692,0.0076894343375065,0.0152550596328332,-0.0438121476291951,-0.219001788727161,-0.164095577610089,0.0497823536666217,0.0870895892519734,-0.0569390584653367,-0.0558747013716457,-0.039005538670393,-0.0011762958111234,-0.0481064694263545,-0.0209125307049711,0.0694682044746419,-0.0865379541620012,0.0490585038361,0.0826477628792046,0.111462065243001,-0.0070416281149555,-0.0111897997783798,0.0895637398726344,-0.0303658505678446,-0.0648814720196399,-0.0577380793399284,-0.0482037675006487,0.0416315422874225,-0.0126933204910738,-0.0259876263281111,-0.0305887642467622,-0.0550619594537142,0.0277648690885469,0.185536613262293,0.0158777582851033,-0.0930123610263081,-0.0388225498294905,-0.0946438904149172,0.0893250259717096,0.0090320750011129,-0.0064100012813433,-0.0547040489083461
moderate,-0.0949806747555516,-0.0417469797783766,-0.0366860012996982,-0.0464789540381362,0.124932244018613,0.45572364634893,0.120687683416511,0.197235998351643,0.142800016352246,-0.0855329733579544,0.108514527316512,-0.130529377520715,0.0771657055681649,0.196407395133625,0.0992699149429388,-0.118283109372067,-0.0681972942672644,0.0723078161135105,-0.0272464234630619,0.0487129333024004,0.0392692936852836,0.109700567216812,0.0322830312588575,0.0189197734780773,0.0186232635030022,-0.0342936125966953,-0.01175479271051,0.0513124728099078,-0.0049594339666664,-0.139189093505099,-0.0832258820450416,-0.527300341975954,-0.0381523040531516,0.0981326164084043,-0.0596309992339314,0.166882312821014,0.0018115540942942,0.216383231536628,-0.130878690642037,0.0539120123174152,0.11416040218438,0.222289060355246,-0.0989287253825785,0.236119422891281,-0.0998994909174133,0.298983599387675,-0.0294641556054042
moderate,-0.14834931792436,-0.0810969139064035,-0.320572800320813,0.0403427634972535,-0.0530497386885843,0.0455156523962355,-0.0433757552769901,0.0297486589839414,-0.27427814932249,-0.0169564573426638,-0.0825663188769959,-0.194575611459774,0.0453052508500809,0.0160084483193836,-0.185665160073079,-0.14350425234472,-0.0200908834233126,-0.204962379694172,0.0532668718020125,-0.0755581563123278,0.105869962988219,0.0260636267622751,0.0711446923808315,0.0157886906960958,0.0034858499543012,-0.254040413553594,-0.0778460277050352,0.105885830253936,-0.017463087917712,-0.0055632596975747,-0.0910701315108529,-0.0017983902866658,-0.122531753987249,-0.288286400577983,-0.0195458067839842,0.0215388916264994,-0.222326257132303,-0.208547420093628,-0.0196527906210119,0.14579534928008,-0.208862641758758,-0.179937277493696,-0.0490979480792729,0.21903025340266,-0.0201139430481102,0.196415953835342,0.151501694851072
moderate,0.180616278079501,0.104396282359864,-0.0705811142401331,-0.0298187383185475,0.0144610906782556,0.0927055266982777,-0.0198517483664195,0.113385477777709,0.282247539315657,0.0409222132343211,0.0117465706524005,0.025254104264987,0.0292559244180231,0.0744728718188172,0.118244516793091,0.0316529488968156,0.117343983968696,-0.0761398668013174,0.0835911298455585,-0.0156803041625325,0.188885307198061,0.0440871525901571,0.046405997852364,0.118327054166494,0.102264035022427,0.117406183276952,0.0754867167204548,-0.12457775969599,0.0443314005191376,0.120454637511548,0.0178250525287343,-0.0199085573228235,0.0853762920449125,0.1274510466101,0.0642000080711386,-0.023320650045518,-0.032272571753744,0.0992670376218283,-0.0562422813294279,-0.150524122764856,0.126897560694341,-0.076043910892452,-0.0136638538163118,-0.0564791509753761,-0.150088230624265,-0.0686001025901348,-0.0023945395648178
severe,0.0148104135828168,-0.0146054448842988,-0.112790656241845,0.228700413946083,0.0417614842079596,0.061429432884191,-0.0557152178555559,-0.167894396539126,-0.100072022168148,0.106959416561275,-0.0399795535919442,-0.0981949186618896,-0.008882018243457,0.0913458991016773,-0.0010324441053523,-0.0019907822362707,-0.0812050293694385,0.0532774865427103,0.0181030072930485,-0.0026121323296015,-0.0151368268548219,0.0559715733055766,0.118478806125626,0.0614575221052696,-0.0575134236967257,-0.0862235404842405,-0.0917668656487545,-0.0595895475958619,-0.0372560144546234,-0.255408099732115,-0.0173477377074574,0.0465434675582083,0.105270965220702,0.0327699180022959,0.0821753467269933,-0.101109010118087,0.0851984078379042,-0.0502996573392717,0.0531012266804418,0.187636285959079,-0.075270313955336,-0.0100083960087106,0.0283680479055262,0.117434176255247,0.0625435835767398,0.0121299996613873,-0.0329329180999081
severe,0.270227693327406,0.280922226374701,0.0156687464323998,0.378952808000658,-0.320487625824894,-0.111633154432369,0.129155177451323,-0.0467240780481643,0.124716746371898,0.0240329560808648,0.229555832900013,0.104658818772965,-0.392201563090592,0.439093335631763,-0.392639888706175,0.289800618465892,0.504167296996857,0.178711744417931,0.166998192980938,-0.082095877318856,0.421281988498725,0.36854638903005,-0.382822034706999,0.44234633340826,0.0515233088989314,0.31697598603198,0.0356489256514785,-0.0276374766753295,-0.360577833793341,0.0749062662706523,0.0556315666707781,-0.209665836238175,0.488043673862644,-0.103631552657103,-0.0063773004261975,-0.211891859976803,0.353329918414485,0.225130281069201,0.0509774151313278,-0.519308494941265,0.115169287051209,0.236807767828382,0.163081886083934,-0.0503404347555549,-0.448011074801058,-0.026305517579599,-0.122539750010548
