group,AHR,ARID3A,ARNT,BACH1,BATF,E2F3,E2F8,ELK4,EPAS1,ESR1,ETV6,FOS,GATA2,GRHL2,HIF1A,HNF4A,HOXA1,JUN,KLF10,MAFK,MAX,MEIS1,MNT,MYBL2,NFE2,NFYB,RBPJ,RELA,RFX2,RFX5,SETDB1,SIX5,SPDEF,SPI1,SRF,STAT3,STAT6,THAP1,TP63,TP73,VDR,ZBTB33,ZNF143,ZNF384
healthy,0.189713851817011,0.186567272934346,0.0428495284192282,-0.0523801434542128,0.16797257379739,-0.243691462962543,-0.206917448374811,0.196448522467215,-0.0713068535193071,-0.212802783854947,0.152899209446397,-0.187727683068407,0.284986313712254,0.185793094872453,0.155554026985158,0.196548013343554,0.185430651718561,0.186859115126357,-0.349035116783404,-0.188924201305385,-0.126489404479199,0.184793252428987,-0.24175373008181,-0.0749355280230845,0.206753903315545,0.143118343142437,-0.172343464696485,0.0468422398700692,-0.0933292998213495,-0.173706818542832,0.18417021229351,-0.0216303560210542,0.0610371474680793,-0.188932296830866,-0.372047827754331,-0.160913241257281,0.202070247130762,-0.220534319579946,-0.170360455648208,-0.178173424980469,0.0682249616176664,-0.160368457868114,0.0690940572489762,0.158045318770357
healthy,0.332734423673241,0.306326228023698,-0.301679896994456,0.101547599756913,0.302418397165328,-0.310800171723939,-0.371674212089151,0.264176711816227,-0.291087950230103,-0.118287258453688,0.160877158433945,-0.351953500088513,0.30421463740067,0.328021212115549,-0.374431555559203,0.297472605803031,0.236570263748475,0.315543661345928,-0.360469652333007,-0.314834427335376,-0.387687418596774,0.315004743423426,-0.231522981579531,-0.20206191906579,0.328922850180638,-0.330770634274785,-0.297543296782391,-0.184761191236028,-0.264717210838692,-0.200579147709179,0.306403496378906,0.185109602423948,0.2801920528088,-0.202246654785506,0.180645414110481,-0.381792334816492,0.358538860490785,-0.195124305402687,0.375541361245464,-0.290009228969121,-0.377811188352823,-0.387292902533923,0.22554680318213,-0.383670523462933
healthy,0.146946349560126,0.0722087469565332,-0.164606695201595,0.176209406216871,0.0073413568244434,0.10391300028627,0.151121595847209,0.0720512036475541,-0.201971650162348,-0.0721182835219904,0.168957220268371,-0.182443776688813,-0.0647107163625317,0.0936113160870922,0.173319644707946,-0.0914231162171827,0.151595173650453,0.142993305846718,0.0321123101625504,-0.190119671179705,-0.218659020360107,0.117370987244833,-0.22535406655037,-0.165149710819506,0.191024822548573,-0.217577477827783,-0.14819655140538,0.0763519221229881,0.0876206751647626,-0.167335090561563,0.110442536306371,0.0266723227043981,0.133901338990741,-0.124212398070617,-0.20596651793854,0.0822156729593526,0.109054069859482,-0.088874966195402,-0.151822311447869,-0.186844351191275,-0.213838050965479,-0.15216018626561,0.0783281032142432,0.194666351805969
healthy,-0.0758901142117619,0.0819223829827066,0.0811334017446738,0.128131195633801,-0.0950257362569448,-0.0218574614785385,0.158058516499747,0.0688749453542494,-0.15810982332553,-0.070692162272714,0.160881758081228,0.0335869114005667,-0.0346619429897171,-0.0586237898159799,0.0944038272852252,0.147615457775844,-0.0094576446255031,-0.0520870369020363,0.0468514298483292,-0.0645521735283938,0.104109769486286,0.128101976145831,0.0846335512381748,-0.0358107173930873,0.0685164888241628,0.0514416329201429,0.0057384025223476,-0.0278904690596422,-0.0488873569620171,0.133886462148493,0.0160012970944983,0.0921246953638613,-0.0178557021221507,0.0868591928199649,0.0260998727842399,-0.339937048727158,0.0092774671618551,-0.0535829495785035,-0.0743861518325363,-0.151702138912615,0.0346039579493879,0.0868534334892077,0.0052505357385888,0.100791444500866
healthy,-0.0437684506346688,-0.006625449083327,0.169361814993823,-0.240511263388837,0.0667015047722946,0.0867899066006431,0.062610092046997,0.164380976977895,-0.329191227735118,-0.199084845693433,0.0608383833798522,-0.0541422676169353,-0.0876652246234345,-0.0566863762369642,0.153942684022592,0.0303301608806666,0.128940655450843,-0.032298852709178,-0.0002068187769754,-0.066350019249872,0.0106345772702969,-0.0353035001640928,0.0351790777778406,-0.112626393792409,-0.0369467079923477,0.114975796048181,0.0188609419591607,0.116665854315372,-0.0398759040734629,0.0913036212807471,0.0074881647614196,0.182524493049985,-0.0225964782622104,0.0315890827026033,0.191684096814537,-0.180359466988881,0.0165866647640014,-0.0893189872504697,-0.127534896392345,-0.123208187824805,0.0568636373251151,0.0625649240159932,0.0075861169547244,0.107076784496299
moderate,-0.233915392073221,-0.0232411760206374,-0.0857306956522848,0.233374716047609,0.140291615755072,-0.0466007482512627,0.0516759991194134,0.202027346183129,0.0252657512114315,-0.234511319663493,-0.22923084869803,0.0903402547611495,-0.0653389217520245,0.217363601916903,-0.359044399869167,-0.24340287503359,-0.0265878422229638,-0.375248894476186,-0.0171082523432608,-0.0605478217878448,-0.0850084787713582,0.150990686597651,-0.0340152311295421,-0.133393063253106,0.469729070046582,0.14450257429031,0.139277354889508,-0.362205578675846,-0.420716985651898,0.0760458856752693,0.409820587792672,0.359723204806431,-0.0192946356877052,0.223689906070593,0.0978584140953853,0.13286028030816,-0.33537305095224,-0.568759606620848,-0.169728860098412,-0.0974242946587627,0.004356980527557,0.0268562069656032,-0.102677139841895,0.0739897381618117
moderate,0.0191910424260145,-0.0760722725017586,0.107306424933609,0.358361646827577,0.395866007869038,-0.42278057482787,-0.101476415181562,-0.221861824651749,0.0851466067770619,-0.188597183262381,0.330132748430098,0.0203894981611343,0.217552602998601,-0.0408251943667776,-0.0769846009312166,-0.0662774673286927,-0.0583886486518343,0.375995949824745,-0.176670280758449,-0.0333265315453203,-0.400474218894317,-0.0010177036902539,-0.353150616705254,0.286209689246864,0.0829455539365846,0.0505327951195368,0.0860448240167523,-0.256413316767188,-0.068273663948145,-0.0228034289363219,-0.16269926604602,-0.277355766681168,-0.238835478046642,0.0828893043530296,-0.305711138812663,0.0719439785514404,0.152172747865501,-0.0878563260459265,0.218867188165419,0.0514037073046146,-0.165854356323609,-0.356857799963419,-0.44167018818781,0.0375632650120271
moderate,0.184582292577273,-0.0980782670727225,0.0195984534103427,-0.0183428606243844,0.0056589668393556,0.0220153285088487,0.0650770845465221,-0.0393676659354215,-0.0246917454285193,0.0238601361304819,0.141227226454829,-0.136626770586781,0.0734157022372522,-0.10832919130844,-0.0462850458500122,-0.0494502000993952,0.171943335401385,-0.158843542957695,0.0246951297756512,0.0432451124445117,0.0110206751889539,0.0381059813246256,-0.189411793538442,0.0351595311076814,0.0506337814991568,-0.0008240133189189,0.0478227427713481,-0.0813567343476906,-0.0589294179813109,0.181421462771447,0.108127371407804,0.0320005062869929,0.0971106446238372,-0.168884412048089,0.173045166015982,-0.0023389223028997,-0.0714425150477466,-0.114638780081987,0.085170667942271,0.0157469911664546,-0.0074301837127971,-0.194050642944509,-0.0378316987915085,-0.124967093055455
severe,0.0227627819809472,-0.179330559099742,-0.0112936043290766,0.05368935444802,0.0027513594362744,-0.0536921426278308,0.12981068154296,-0.415660575117341,-0.12689945279665,-0.117527847418057,0.120189206050144,-0.185146046142836,-0.112661776603197,0.0772565673070374,-0.0528162851434301,0.232087472414259,0.162933642656019,0.117579100723403,-0.0862627161171894,-0.0630835522836094,-0.126190804095611,0.129429643969694,-0.165982763295033,-0.0722223446479974,0.0772849411368771,0.047051395363374,-0.0553019064421454,-0.0944187161009023,0.111841928730879,0.0426914201868248,0.0813366994363963,-0.105134839187982,-0.0192655434426301,0.277408884210298,-0.0700276371104273,0.062334474975313,-0.0393139913750849,0.120289129494247,-0.0865437892437082,0.0176319980946348,0.0713686285915062,0.167576659086012,-0.0537952232755432,0.106185162923781
severe,0.28131397806145,0.0565588925930712,0.176712255260555,-0.247779795027488,0.145335075400718,-0.0836101424028669,-0.0169762600195125,-0.149736687835734,0.245354411959012,0.0654072177610807,0.388240463896384,-0.129434253239336,0.406314836128242,-0.0204584639626522,0.182393195334086,-0.372432519643624,0.350695418071496,-0.044593499248093,-0.182464088917533,-0.0269385266660175,-0.136567428427925,-0.158163460463361,0.109933287371502,-0.161567387512339,-0.0392929445824899,0.0303433921544885,-0.0750306939501159,0.124644347663606,0.0402934452870067,0.225225119449028,0.29048652027363,0.0810329115441126,-0.303081468512447,-0.459510471983882,-0.0323125694242527,0.152823601743707,0.17517612641496,0.125775733076202,-0.0133801460826478,0.0939852396227048,0.1929851824814,-0.355177225681402,0.0515477223057597,0.128944318821207
severe,-0.36170882058038,-0.425661582373666,-0.368318783011462,-0.259529245600071,-0.185626076585782,-0.0508075918462322,0.181893142014892,0.008391855748613,-0.393577562569202,-0.501083376080143,0.264095347226246,-0.348760954589599,-0.167854483651182,-0.436927999872135,0.20424932483842,0.114789583855262,0.176481119155445,-0.114782427596438,0.0895232244123833,-0.374300840466451,-0.120765423081126,-0.412204154443827,-0.020269233170569,-0.402043840383676,-0.12517885280923,0.386988024978314,0.399781297623095,0.347824437842934,-0.131999191094307,0.420815811731948,-0.107286117878013,0.324506910744771,-0.448636138581196,-0.0554097773567495,0.239351046698721,0.336354513288578,0.0399304718018572,-0.0910033596279403,-0.0565487572230246,-0.403485985396473,0.36617417479111,0.295147050218781,0.118393055198346,0.234632651412257
