group,ARNT,ASCL2,ATF1,ATF2,ATF3,BACH2,BARX2,CEBPB,CTCFL,E2F2,EGR1,ELF1,ELF3,ELK1,EOMES,ESR1,ESR2,ETV4,ETV7,FOSL2,FOXH1,FOXP1,FOXP3,GATA3,GATA6,GTF2I,HIF1A,HSF2,IRF4,KLF9,MEF2A,MNT,MXI1,MYBL2,NFE2,NR2C2,NR2F2,NR5A2,NRF1,PBX1,REST,RUNX1,RUNX3,SIX5,SMAD3,SP4,SPDEF,SREBF1,THAP1,VEZF1,ZBTB7B,ZFP42,ZNF143,ZNF217,ZNF384
healthy,0.404416019694573,-0.0086319337229979,-0.0092309164630931,0.0352370455504588,-0.27171761327334,0.0302593267551144,-0.0308214405707437,0.0809131812831778,-0.314029596931029,-0.126996312360922,0.172766083321171,0.316791726746184,0.115924957018738,0.0320272268618836,0.0846635904694809,0.0088714229991649,-0.0637475222871319,0.0443027876017157,-0.240853919731097,0.0017803370409123,-0.303543665539578,0.0342533522719638,0.118574708258564,-0.193035027660807,-0.237372056514632,0.0716208416380927,-0.35680810290156,0.180250672331285,0.0457898227816303,-0.448975709996287,-0.112871747602635,-0.27683933280392,-0.282839355573617,0.240231631145975,-0.0947991962922303,-0.28075429219581,0.114172883007193,0.0810092639998171,0.0048684698314179,0.0665714978568955,-0.118655994498536,-0.425581660979824,0.185941002999592,0.292276862854968,-0.0734700236947562,-0.0682995045346901,-0.222767412799179,-0.34067615948553,-0.101797760298017,0.15800380071469,0.0383429843068703,0.260987411314552,-0.0557459617999605,0.0438804187646237,-0.0606413175459267
healthy,0.263745471367881,0.266299502147198,0.314669776779039,-0.152795607695424,-0.294129307293227,0.293377737610284,-0.309305309606803,-0.227666584504776,-0.177056559794842,-0.281140777724497,-0.187565885063661,0.0089380482656217,0.273686292497308,-0.174659392640992,0.255339431148146,-0.0745268572309854,-0.120806418041793,-0.168990353866931,-0.200997775754449,0.22118185487829,-0.26743881910434,-0.22517158315226,0.282926746002186,-0.300898858252565,-0.280905940859396,-0.252124296089242,0.268176267898417,0.318452166760962,0.303854757194947,0.109939642949016,-0.0321963381912932,-0.048370163941783,-0.28510267535524,0.263046969661457,-0.264328807975084,0.229865648080013,0.258329422628481,-0.30671827737725,0.2452384731301,0.269437675989856,-0.278460101705628,0.0846657503132946,0.297889970397993,-0.189761027048261,-0.260145356286236,-0.290666432070999,-0.286904124428224,-0.302378989899191,0.0354910435892433,0.28429538113438,0.276528291369706,0.25633208377805,-0.312074948806809,0.16009199589364,0.129819751359919
healthy,0.301681188158755,0.248985976782841,0.161906161354414,0.0187952049800567,-0.398138335202695,0.354044475713433,0.0093053653113964,0.311787268678812,-0.405130102892903,-0.345421842541595,-0.0857892781916652,0.233979012883879,0.356011095177673,-0.0708528002276987,0.381781721126487,0.161414404664023,-0.22095604124656,-0.185289602021268,-0.384437197855431,0.130150826014566,-0.408674921161708,-0.282717769383836,0.32877585154924,-0.405945895935196,-0.381999006416265,0.0378945827348239,-0.13216722974404,0.374616483939408,0.390548678538599,-0.36385636224322,-0.110209909327036,0.141049389637751,-0.398880141119534,0.365815814841084,-0.226305319816119,-0.133870703806335,0.387962599007572,-0.241772655013593,0.217466317773483,0.325532033835602,-0.310952254335876,-0.439640859458922,0.380951727506335,-0.120708123178532,-0.310860361793442,-0.297880250366845,-0.422021976146774,-0.31880516605889,-0.391248470169926,0.341022733800727,0.329640183466872,0.375834616244166,-0.341479721398391,0.165808148045911,-0.299250194916529
healthy,0.437809353713598,0.347755284756943,0.325904247102994,-0.293569787299969,-0.426226202325471,0.425620918903519,-0.20667691061377,0.490816949675867,-0.535146619404538,-0.451453076827674,-0.391962370114538,0.470990468369488,0.433005080933442,-0.291222572946813,0.393596850522307,0.229654091769347,-0.123297716806659,-0.159295042418084,-0.435599700680435,0.169749772859231,-0.454752598377041,-0.342854669521072,0.428509016268983,-0.436967440943685,-0.441232159643741,-0.477687519464258,-0.42594455921582,0.492190990026418,-0.197222504654903,-0.417801584739927,-0.347895907050387,-0.399620101607753,-0.495311203125573,0.431282883396376,-0.352084466264059,-0.414993488948569,0.437983761613143,-0.428684109091813,0.261820823575736,0.409173253590125,-0.439436531089134,-0.468525040602376,0.45989253365333,0.389518915410529,-0.449744884553645,-0.376586575826575,-0.447129593399517,0.340087150274746,-0.526568016461066,0.4496105721235,-0.405216290533979,0.473561479203123,-0.420744058617512,0.24548838637631,-0.443727991487338
healthy,-0.27600460554583,0.092841944920496,0.0588287728421194,-0.1105337495822,-0.303984972084337,0.138112502064941,-0.251868488249964,0.395402024922992,-0.425075515913748,-0.321486141692292,0.306118725792797,0.365955426944659,0.303748923744663,-0.0902926689130879,0.345922633181937,0.0298537118368191,-0.0239809969842069,-0.143638077884728,-0.390749125757962,0.146859814422072,-0.334930778297586,-0.187893766361111,0.308840439975819,-0.291251671741621,-0.338631246328004,-0.354561407473738,-0.32879525839073,0.396698577264078,0.344296185350321,0.200490718574993,-0.247555978610118,-0.455375502700161,-0.351423563572784,0.32294727246423,-0.155922021222906,-0.0571571135858722,0.393168823330309,-0.0148440464513752,0.150439989636969,0.272062226940238,-0.342810240319997,-0.36374264270435,0.378519047271084,0.287745738358138,-0.374949228458139,-0.320538144165746,-0.3694716525015,-0.129291636039899,0.025675043575551,0.361606887816421,0.214720917675907,0.418344306997411,-0.328904126774541,-0.227962152418134,-0.181935733914881
moderate,0.207664505972285,-0.0438467733975075,0.251783546051256,0.0675931630938898,0.0656202161267594,0.0050428524479854,-0.160025728503952,0.683152616838596,0.157358304204392,-0.197776095773027,-0.350655810362032,-0.189122750375192,-0.242656693381311,0.613487859429219,0.276062631428764,0.108780403979705,-0.0543112841111675,-0.178105814510736,-0.468077722057769,-0.0439059618065214,-0.0382633334805283,0.465359001137063,0.382124314487763,-0.0612244902839927,-0.390726363264452,-0.371549318743944,0.031468504125731,0.343860981007235,0.566539613399382,-0.290102122046864,0.27114210169274,-0.562980417070679,-0.237313952994321,0.504944209085569,-0.015077260722811,0.138090504123396,-0.229252491686626,0.278879999697826,0.35560790724953,0.324510317153619,-0.327769625543319,0.166646938525642,-0.288918353866586,-0.225306597752365,-0.425829035703637,-0.206070364822843,-0.396163805105864,-0.272858565554144,0.000469561378177,0.388646877161097,-0.291475293135987,0.552358070599649,0.220536011985844,-0.102171031639818,-0.201315562632059
moderate,0.242236324602295,-0.581971641818534,0.316974978711001,0.286130343295883,-0.25851063452988,0.399300139153216,-0.452159949146336,0.0887536675939054,-0.196001683379683,-0.394895418399352,0.385832535303488,-0.0285095347868904,0.55020795138114,0.383358235946354,0.386128747232773,-0.441375872011473,0.0880802103289521,0.262262210028434,-0.579090497396022,-0.499993600157821,-0.46044252717244,-0.157698774606437,0.417253555699244,-0.286595860996224,-0.429315104095697,-0.138239518152462,-0.0338287837750983,0.624191139217662,0.511918447363537,-0.315098937305504,0.351593940636435,-0.576431594846545,-0.320286128963009,0.564854802999143,-0.130068958615655,-0.0197793706040203,-0.0227794407698295,0.170250874620974,0.126672384753449,0.345715204074266,-0.55051538272017,0.120687112578745,0.608532257816627,-0.0886281858129141,-0.411371970382601,-0.533343598061054,-0.480463437034258,-0.540979586869542,0.101883420870183,0.211854319109009,0.434644655428854,0.112584357300832,-0.227691208640658,-0.372430979631128,-0.129002919569712
moderate,0.476811677350918,-0.42194506405867,-0.361007744989598,-0.154549106491547,0.291518414771706,-0.083335177595201,-0.336775329019285,-0.23304474920733,-0.514547734328439,-0.468302765241154,-0.500012827010193,0.214007004198253,0.393293010281616,0.371748175431961,0.383497985369007,-0.308309088316698,-0.366415774932873,-0.205247518023162,-0.471645714097435,-0.1967000416428,-0.0874554832063441,0.354601129050117,0.468374534510538,-0.448869183666421,-0.39618169526625,-0.0503484473344837,-0.154417710638565,0.459838601177158,0.350305766385558,0.0955818257589951,-0.191137080023477,-0.507734225982848,-0.332760147586012,0.434417663619391,-0.0258447322826716,-0.410046318833618,0.32147554492879,0.12329484516859,0.154407216959491,0.421262150415477,-0.381778820917216,-0.467639377336525,0.197361555676166,-0.0363676812262175,-0.475623568015143,-0.4954799324243,-0.435693507607714,-0.153334275751557,-0.394112791481879,0.439209264871895,-0.139217241725025,0.499206949934704,-0.485793179793283,-0.340646184887859,0.309688744773007
severe,0.639038370492889,-0.698729688591375,0.691272383773638,-0.0161426733731273,-0.350894153646569,0.658616342575176,-0.60389902083905,0.49987765608432,-0.609394621438904,-0.62674330218878,0.466910939973359,0.604574978605914,0.456615908038517,0.28849244496809,0.602031240641295,-0.210693879491859,-0.616055027477389,0.629879610117146,-0.752064962033059,-0.209743037152771,-0.603189404573483,-0.612761455235966,0.602796571766467,-0.67790463018508,-0.727855031170227,0.689065312789944,-0.686122551478353,0.705256485558886,0.604890450161956,-0.382754484977426,-0.299529029795158,-0.693498108371106,-0.738010960442345,0.561774241300552,0.684167283782146,-0.646387894320264,0.662401796262914,0.617844175518614,-0.63635335702702,0.669690193632841,-0.645465380875942,-0.619995162670123,0.645569554134409,0.665138547883912,-0.552886224804744,-0.317126480057974,0.129269502464243,-0.610564715484517,-0.763281687473155,0.644575910976022,0.600261074189472,0.615957864697945,0.46334502497082,0.625625930225178,-0.370939204018393
severe,0.201281851756636,0.006930602387583,0.133473380276482,0.286900968375396,-0.268282166281378,0.142341462430999,-0.161849363928401,0.171831751487072,-0.348755699151108,-0.178276933403277,0.189716712125992,0.198536325253793,0.544588477755498,0.252609393744725,0.147358103138233,-0.286432342600883,-0.121934431555385,0.0203228782846006,-0.14193060545382,-0.324051650707391,-0.194508711707412,0.152809242906172,0.178403851161695,-0.157644241871441,-0.137690433594709,0.0545768267322239,-0.252812624731961,0.189958699046188,0.195466243645104,-0.0763064916512698,0.43699210188025,-0.220361137159338,-0.424410476654914,0.14168589060091,0.218674516982641,-0.413223059263173,0.187383930109327,-0.18509052401033,0.223438024822375,0.1275698307785,-0.206375646116403,-0.177083035740073,0.173827923139683,0.117204182450869,-0.199124552967171,-0.169656307811823,-0.47492353784357,-0.100344469857177,-0.184112270805957,0.138231997125743,0.153033401821657,0.198806073711463,-0.280346462489038,0.103179026164069,-0.132613737035441
