group,ARNT,ATF2,BACH1,E2F7,ELF2,ELK1,ELK4,ESR1,ESRRA,FOXA1,FOXO3,GATA2,HEY1,HOXA1,HOXA4,JUND,MBD2,NFE2L2,RARG,RFX5,SP4,SPI1,STAT4,TFAP2A,TP73,USF2,ZBTB7A,ZNF263,ZNF384,ZNF76
healthy,-0.136554899705728,0.252266590790469,-0.173082219356886,0.173944777379117,-0.307202302265644,0.373288783609698,0.323293689970083,-0.373307704298213,0.173610549802097,0.0200376337455169,-0.0955142671342893,0.329984182799852,-0.254117469850412,0.319480365253755,0.0347238378281738,0.309841063264537,0.277292261072701,-0.233988145353678,0.235631186606597,-0.243957875757275,0.265412567117639,-0.267268623341586,0.120595572611791,-0.322170305480889,-0.307554941829741,0.303264616145814,-0.164142532094615,-0.359719181330392,0.283581800580258,-0.176898096166084
healthy,-0.265886554965342,0.2049652145102,0.0028516712594604,0.26506785803406,0.185343263671575,0.213453733126206,0.296270202025915,-0.132729524925323,-0.129793867281361,0.254078253089031,-0.284289665479558,0.265885667729437,0.144950819271884,0.208406961020437,0.185935366890134,0.190839072206232,0.140605042748508,-0.263416965510943,0.235901435261068,-0.177988188924127,0.213752953435146,-0.181588861565837,-0.0971054506792302,-0.241029231017156,-0.257212683262695,0.260451506246675,-0.216902371558205,-0.264700906769877,-0.149951629389077,-0.185681712482312
healthy,-0.305040554442711,0.250058543373804,0.340783916981092,0.242705472554879,0.118592828627429,0.397912399082784,0.29479851071743,-0.262854789149928,-0.312211475954998,0.250889361727202,-0.309748321093443,-0.139069281077115,-0.207475059664319,0.283158233892176,0.043656699608712,0.313945868805814,0.271453353816953,-0.117846042364876,0.182465143004272,-0.264010554082275,0.289359314121428,-0.260560687175211,-0.246538886438169,-0.346671852318259,-0.324696193293488,0.34516075774078,-0.277306653086421,-0.0761672395609523,0.338304472025168,0.0879495368187577
healthy,-0.0654650580116186,0.12467677432644,0.0485270810702862,0.102356183618808,-0.304270300749434,0.234430032693281,0.040306599218058,-0.245410561795799,-0.255115264932446,0.0577152397911731,-0.0476812039105063,-0.126943178721172,-0.192598429863128,-0.0569246040533951,0.262303778994167,0.214968894980179,0.218830941514774,-0.151945405866436,-0.0211780250294163,0.0038276626207825,0.103120949523659,-0.0985264185168763,-0.187649600902761,-0.221170906498963,-0.215856759341758,0.198581410387864,-0.132183110471286,-0.131333112424259,0.21288457791303,-0.185386928714498
healthy,0.176645395521772,0.435073703560938,-0.442420775035314,0.219266015685265,-0.446004155634446,0.43179906776983,0.401330852771144,-0.502425245539327,-0.432181645754729,-0.23032098296155,-0.426244975884299,-0.317693746533207,-0.429628138037005,0.388417925910121,0.0514663208786153,0.442881963827141,0.429745732614291,-0.402512441826584,-0.13778822087341,0.0908744080090219,0.424218954731079,0.334660255863772,-0.449824705729131,-0.412483142549515,-0.422397959060792,0.34931413218555,-0.259111985153682,0.407405400321479,0.410713554876997,-0.411696694468096
moderate,0.290393702175159,-0.0618932674448388,0.0564439431451145,-0.248643190710678,-0.0517804272045534,-0.0138128524640836,-0.109412954852724,-0.230478776378264,0.0762155132673748,-0.375841476466269,-0.121113206954233,-0.176479131596576,0.0428719666102217,0.302417754706072,0.216926543771993,0.0419597971078765,0.165292221639244,0.0480409271235108,-0.176972729812131,-0.132110575196792,-0.0348875218754083,0.100275464686375,0.0115423006725318,0.0683692760329168,-0.097329670535944,-0.0668687374576304,0.402720860892518,0.132564685555103,0.104378253054066,-0.2209187661394
moderate,-0.062285451532974,0.205042036751471,0.0022654454720009,-0.0345516084177378,0.0292307592513091,0.340922449766253,0.110352475493655,-0.40293235355725,-0.223798114059679,-0.119186001648992,-0.217322527248331,0.112306586787885,0.0101942702150363,0.0896744595220852,0.272576549704399,0.17833342032629,0.0042809719158682,-0.283465041612483,-0.349778010364589,0.176324320594964,-0.152021795022632,0.2880108761282,-0.179349954350446,-0.22418432236867,-0.136004122347686,0.031159495774745,0.335827316902004,0.302404329063325,0.201169854541852,-0.240349731295748
moderate,-0.0575438172480434,0.111133057431205,0.0310908007393745,-0.422016166385976,-0.0555517171442249,-0.0054175478428523,0.0040269850252112,-0.0521621921529879,0.0301989566541956,0.244832537543938,0.056668697114344,0.0292030565928826,0.123040210903458,0.0679997742041297,0.0273428357207987,0.0854485177423168,0.0658101739827264,-0.160166708230395,-0.115860198559614,0.207028495196185,-0.015894016012973,-0.189616836832916,-0.0350033054420138,-0.0728582695971867,-0.0818302570918301,0.0334901628096044,-0.020736762393426,0.0531384059485458,-0.104462000678016,-0.118622650365666
severe,-0.0668489269523075,0.247470029176207,-0.0546887765808932,-0.24723821501394,-0.182198874544249,0.345478964500819,-0.266596051522047,-0.317333155673813,-0.0575290949899637,0.119802666844008,-0.23432136577621,0.168605456185141,0.0919160795881881,0.24050694717754,0.276478022570625,0.23083545518249,0.0248959383882453,-0.191116703823072,0.037429494191658,0.0120145382542665,0.0754482476750817,0.166059234044235,0.0825680196358196,-0.268084339472856,-0.222767255580166,0.244835922798916,-0.17031460354046,-0.279312843086289,0.262967605990325,-0.290458344920914
severe,0.0541129263841397,0.467851346718709,-0.389263451591693,0.0727699923917088,-0.224175667230015,-0.0885781756233799,-0.108938221720172,-0.0218046298744227,-0.202780642951999,0.0900928198868608,-0.043442024817464,0.426839951851479,0.166575342248346,0.403268777167502,-0.229760894678555,0.145624733146714,0.125749621460053,-0.188998642070554,0.365952866057349,0.301526332792935,0.156660266442798,-0.511622931648353,0.295701589506253,-0.21536438886246,0.0375743901703501,-0.13127389076933,-0.0793500235735835,-0.218999631634854,0.160528694785025,0.0711373899913232
