group,ARID3A,ASCL1,ATF3,BATF,BCL11A,BHLHE40,CLOCK,CTCFL,CUX1,E2F2,E2F7,EBF1,EGR1,ELF1,ETV5,ETV7,FOSL2,FOXD2,FOXH1,FOXP1,FOXP3,GATA1,GATA2,GATA3,GATA6,GMEB2,HBP1,HSF2,IRF2,IRF4,JUN,KLF1,KLF4,KLF9,KMT2A,MAFF,MAFK,MITF,MNT,MXI1,MYB,MYBL2,MYC,NFAT5,NFATC1,NFE2L2,NFYB,NR2F2,PBX1,PBX3,POU2F2,PRDM1,RBPJ,RELA,REST,RFX3,RUNX1,RUNX2,RUNX3,SETDB1,SP2,SPDEF,STAT2,STAT3,TAL1,TBX21,TCF12,TFAP4,TP53,VEZF1,XBP1,ZBTB7A,ZFP42,ZFX,ZNF143,ZNF281
healthy,-0.240898528578774,0.224382064263205,-0.163908392120346,-0.211527208725009,0.210952874480728,-0.203068705519176,-0.242693921077285,-0.326105875468523,0.2141707723816,-0.240091307184869,-0.316452280579795,0.231587048852511,0.0880469164862334,0.251728809989644,0.264804115016311,-0.334553403888374,0.176189444001879,-0.182291852485245,-0.286447900958325,-0.153138715844905,0.259020056955281,0.196096956076231,0.0270313489801106,-0.269362199906233,-0.280062214538573,-0.291711138939956,-0.248930954890905,0.28990646652846,0.102551630998672,0.213897597091226,-0.190856069366501,0.215573216416515,0.233780732208968,-0.0777980194757592,-0.26068605696336,-0.208674279920456,0.199326406609519,0.216855784168065,-0.296311780393801,-0.271994550334634,0.210766279489629,0.264432493167557,0.244104296000797,-0.193332474294191,0.189608436620711,0.203295822796977,-0.165814383137366,0.244762952861819,0.21603844723938,0.207574255790587,-0.271250088648547,-0.170240480598225,0.223739462510898,-0.262219167328614,-0.240071359668206,-0.326988448896618,-0.341112772901783,-0.255279266031484,0.217558709651031,-0.242780903076497,0.203040466228411,-0.339350878311395,0.205685802090608,0.0695764075301539,-0.192503548214914,-0.246086584228328,0.0888626745408341,0.202793940614077,0.132392080527632,0.29241584307291,-0.253201598772366,0.0547074950993493,0.311742086745779,-0.267906353409093,-0.292954084470437,0.242750154772222
healthy,-0.433200119803675,0.428489437540352,-0.496086363431746,-0.183019970590771,0.512835291961522,-0.34068960641345,-0.0804246176396817,-0.51313934105048,0.459145652639604,-0.454002935693359,-0.452728601572058,0.497881763622992,-0.287187359834491,0.305783479403356,0.506255442456824,-0.616359865387903,0.360931449988604,-0.432931089832728,-0.713113674027343,-0.429988357341912,0.536574588628159,0.380930254220498,-0.243102939375601,-0.515226302770251,-0.533522530481205,-0.581057309902779,-0.469011063390782,0.545755833393653,0.546884854835867,0.610120908828992,-0.425868128825499,0.390910020560034,0.431424395057074,0.268845545387676,-0.427296677177861,-0.348139475519267,0.461198817023008,0.488492609703307,-0.167439652401912,-0.37379882583936,0.542378527452864,0.63447120738836,0.503697333174249,-0.399782567119408,0.510841423656055,0.482582693221513,0.276836378150201,0.362276409435809,0.508548028440441,0.445188653837809,-0.445646869555945,-0.316226872208306,0.494204724497232,-0.472672980985294,-0.542931296376359,-0.691337447248383,0.206167337852149,-0.463042787001401,0.516324906609734,-0.468567635990718,0.395457285561737,-0.469274793685509,0.6011092854371,0.527689506906471,-0.531567489444326,-0.527411876862139,0.271929544397593,0.487690359315158,0.41735221556763,0.58978736816141,-0.470536338767791,0.479151549551947,0.632591710538545,-0.595165222538469,-0.510772020111796,0.615990268507144
healthy,-0.425652749722294,0.24976021381736,-0.408183015567179,-0.434507541774827,0.379806734074662,-0.327124028160261,-0.0228625777083054,-0.424857931408896,0.404859815053169,-0.416937483725252,-0.420261092922576,0.402112017068343,-0.167189043131072,0.386924197637909,0.41402660537928,-0.438340079588343,0.236936202960436,-0.325560075707933,-0.297754622635193,-0.375144506257994,0.423088961399902,0.320570751912927,0.432651993777477,-0.434434764707636,-0.433903279916192,-0.405334092039853,-0.405279902204185,0.437062079707578,0.245179942723874,0.411236044973008,-0.37252319575906,-0.213697165044956,0.381837229967873,-0.3655741961737,-0.418697242641077,-0.396738122274224,0.38237826380215,0.397892259673464,0.232771853591874,-0.394594114590361,0.352966182307877,0.405757299330791,0.401777399745155,-0.371892220158375,0.385865920053845,0.255012179516404,0.252205554712147,0.387707431351195,0.395611382375657,0.350929178918809,-0.425964182126668,-0.411273966069033,0.418012320842855,-0.38539723102556,-0.38908509494568,-0.304578761608625,-0.366640875343598,-0.414077132783704,0.397142734474344,-0.424300196573779,0.402624836035318,-0.400195732442995,0.399862514074232,-0.402852032521101,-0.376599851119445,-0.405378127667009,0.329690441487021,0.43408172519811,0.410685273472829,0.406386137203368,-0.400006292008053,0.377457528070359,0.41588619305401,-0.442379961309702,-0.422714018036568,0.380827711446967
healthy,-0.494045211217163,-0.159006238581448,-0.426331096703515,-0.335982664316528,0.415785062771209,-0.339625670071451,-0.349929918603562,-0.410828627398996,0.458953484692521,-0.468309205105842,-0.45582927906382,0.433058289094821,-0.447433537928726,0.359395390796342,0.433611432426547,-0.401583694385031,0.387492119111258,-0.475717275098202,-0.400103785817705,-0.366508330026304,0.440429282468768,0.44617228027726,0.511289498073959,-0.409880755047922,-0.437458693509424,-0.428435251178004,-0.440558096108069,0.445099783779676,0.37759695687487,-0.0433397842016734,-0.349216832003066,0.054942866987268,0.45658505691612,-0.387803009327887,-0.311208778336609,-0.419369768890801,0.445699066400978,0.436942561654422,-0.417672772808126,-0.441292426875382,0.372913199895168,0.437199175792448,0.477582893884645,-0.457074731093848,0.446758157971911,0.377944906669135,-0.381323429919434,0.343518623999757,0.39794192632218,0.454075552789154,-0.482617166080897,0.350830697139918,0.415003683752103,-0.431374737700606,-0.447642624860395,-0.424615553247391,-0.424061932773951,-0.483955691442842,0.3975429149922,-0.425141721635749,0.452635935503985,-0.430518212728859,0.428455306599658,0.0800797881986258,-0.465959347423924,-0.415288988996705,0.408532276301937,0.454348490539851,0.434867947787298,0.490871811649231,-0.397140150219913,0.401695127762722,0.390927974419237,-0.350458204278064,-0.421729197204022,0.451763176595137
healthy,-0.683555208086935,0.652879327764775,-0.683990779674296,-0.706575872976744,0.674284877750082,-0.650926672264951,-0.727910077194912,-0.719716915247608,0.691782565098262,-0.693006230900947,-0.748113236653525,0.704758501090663,0.682352639432258,0.751880824420583,0.7365646907058,-0.744214771644891,0.656086426644913,-0.675057469321591,-0.388173319908501,-0.6696026863345,0.658224281994465,0.66256343472001,0.689266605554805,-0.707790007095856,-0.697925438128021,-0.694828285533027,-0.72368176047625,0.739300912848297,0.650017074563719,0.665032825731779,-0.669806004738505,-0.6987308612581,0.700311947290153,0.659605523118222,-0.686207190383456,-0.661857332632583,0.678734090615771,0.694662535606536,-0.725969605098356,-0.697814008973311,0.683242874437874,0.696262449950249,0.735425403395101,-0.663125953715049,0.679913649542066,0.657862965904062,-0.674345915966908,0.681711192294302,0.656643099552936,0.678991828037404,-0.710186652107613,0.676474621598052,0.687085416441047,-0.673259974315,-0.700549166020639,-0.653723054838946,-0.655558898780717,-0.683900600086383,0.698606666570521,-0.707855369048155,0.686745201171392,-0.696333561580088,0.731946205754079,0.670994667473935,-0.6915283985,-0.677311344753304,0.688260291703157,0.692404462230762,0.711005907702101,0.707605387539357,-0.684421187386459,0.695681730682425,0.71850765852982,-0.709059335181149,-0.732566854154312,0.661482761616444
moderate,0.0899949095674438,-0.0654252732097696,0.0501098565443763,0.0629453324874374,-0.0969791515697947,-0.0975852712671059,-0.134720997035703,-0.099550208325056,0.0659719694073444,0.0777734764549922,-0.0407724439524643,0.0086084843284789,0.0481369963531281,0.29933993757211,-0.0026938653213831,0.140271151911082,-0.237670229545681,0.159853175857548,0.042206531079436,-0.150155260700569,-0.234924863857859,0.0269901535802701,-0.102560998978367,-0.255243739201057,-0.013302940807654,0.196493705795009,0.0664632036718319,-0.0488659246165612,-0.108194346753377,0.0386213132620069,-0.0769336243253845,-0.173536427063515,0.0391521631929853,0.0198910261450955,0.237725691478768,0.154350559781958,0.0104228818537635,-0.006908972236018,0.0227473156990915,-0.0500425099113418,-0.2336532009635,-0.0415845651155284,-0.113007650232025,-0.123941574183521,-0.0694383402253007,0.154267366882327,0.147766436011166,-0.0163335392942101,-0.16434559243762,-0.104272395770775,0.142430205734838,-0.0050153433777516,-0.0657976604747843,-0.172882768566415,0.0844011774589247,0.0104109971538162,-0.120265240333163,-0.0634761824184158,-0.133302756175328,0.321730712272783,-0.101661723349023,0.0948082130460917,0.15198550449245,0.0940990926159041,0.127118750636094,0.194485191503919,0.178092228709972,0.193982072539484,-0.102053918447283,-0.105544058665134,0.0729799808095898,-0.194623846336637,0.172034993303509,-0.0868177331148713,0.111026866907478,-0.106209601862181
moderate,-0.222337721681678,0.105978621962219,-0.20024713947654,0.150445534572359,0.0467935484164151,-0.121849408540882,-0.195048856879284,-0.206555298295064,0.0374639923084839,-0.0942375786258082,-0.121539725373366,0.0738053561588369,0.114345031048113,-0.0288562520446608,0.0227668235165792,-0.237771538150104,-0.170130456340322,-0.0515708502465788,-0.174726421362292,-0.182879809236092,0.0950029678823365,-0.11259762145899,0.0277236572229507,-0.15841268093148,-0.107960966992014,-0.241794241078008,-0.0726749586456324,0.161891334197149,0.104056683297504,0.156836720262276,0.104238373244565,-0.0816079790435964,0.152618731540931,-0.094836521763033,-0.0460585487212731,0.0105400572874624,-0.0481618634318347,0.0824135868933086,-0.234513282775082,-0.213207865603024,-0.0546379201627821,0.231667846735561,0.0280048734740228,-0.108458402323808,0.0132707035763889,-0.142419178596542,0.0405780493128215,0.128773421924594,0.0439591185382482,0.0139131612695561,-0.0952194223889696,-0.0272675195197675,0.0935624163497934,-0.174447245469118,-0.165849726613611,-0.179186192494562,-0.027900874077697,-0.149207017709381,0.173720995770346,-0.160353139767886,-0.0298750184382476,-0.19473848705286,0.109691151251959,0.0217971238066768,-0.0916565847411776,-0.109644890060385,0.110944244902613,0.0740171806225473,0.172287153876276,0.160726446787936,-0.226246635419111,0.189018461398466,0.136799836756889,0.0810843329603422,-0.18068934770069,0.126259504805864
moderate,-0.267154462396454,0.122487184178654,-0.0798832553231237,0.203303885993383,-0.1685920075994,-0.23454097653067,-0.153835134182805,0.168722541141992,-0.119822607111681,0.200870846089134,-0.441528353577954,-0.253161341866095,0.227664830637201,-0.0960776905063307,-0.10379007866257,0.27762821805341,0.15207041096953,0.055030496403847,0.222174747830283,0.0278766982146014,-0.0491537785102559,-0.182834044686338,0.0267377836510549,0.157643779443104,0.0376154785530685,0.209356203476836,-0.229389227637893,-0.201965672666537,-0.330709401015309,0.0583004556901082,-0.220528746190617,0.313773896440443,0.0001993363810355,0.155842002760247,0.242687360502725,0.0921191761873322,-0.156420789240453,-0.257150702728299,0.0681780078552672,0.0988019669197287,-0.0789511630700006,-0.220548871679172,-0.035323354686441,-0.189709287754153,-0.269547401794536,-0.356231755628572,-2.64076504032783e-05,-0.336020686724838,-0.299105876115376,0.0133982336593089,-0.135805931562604,-0.0493039861285754,-0.171224797679777,0.0358433822636132,0.142290815387918,0.161440537498949,0.272153483282625,0.102250159037344,-0.240604541717071,-0.0665573605694067,-0.0146694874167567,0.245465279807113,-0.180604892909134,-0.274521369268785,0.120057454635139,0.184574429224668,-0.098220471962558,-0.285915706151765,-0.0189483543722714,-0.115200854496015,0.257765037968664,-0.261079198094275,-0.0951278802997319,-0.185195385186502,0.117171948606886,-0.227407976738406
severe,0.096768492786785,0.192565986763129,-0.113041266336821,-0.118156138116337,0.0887486340839,-0.329742077508974,-0.25899885838039,-0.0764162920009046,0.290528306979079,-0.31400877512545,-0.521871730923401,0.276893290307542,-0.0339045757650909,0.41445658941997,0.432664131496529,-0.357964667256995,-0.228773604123035,-0.0542831463156204,-0.187573722066911,-0.315170030555601,0.321178434827602,-0.0758677844664449,0.119035335643304,-0.176765938479987,-0.252523232811064,-0.370813273470635,-0.114146701657692,0.229180651424704,-0.0742971815682368,0.3206549416026,-0.0568720246583986,-0.151415476135522,0.105304287025116,-0.0727347935499818,0.0833074672726515,-0.153390990466612,0.1329570926996,0.134276197048047,-0.515686419211613,-0.264201506152204,-0.057140240488863,0.175513538956757,0.127149131498451,0.332325205435785,0.315232217196846,0.200781072088096,-0.357901946648555,0.224036370374956,0.225280226423035,0.173268371191211,-0.381267283252384,-0.151701230734686,0.0483185684281685,-0.30743954099906,-0.188208239394478,-0.49219946131008,-0.230423685984788,0.212941805328874,0.157302053737821,0.0654795347987193,0.179562406839177,-0.0659031350834941,0.160243145058583,0.144259206687693,-0.191297116405594,-0.168735811177161,-0.063607486880637,0.1086781792962,0.205457104980525,0.303250239743844,-0.387321156884925,0.138753799515212,0.244486574678676,0.113564307743426,0.165538374527467,0.171834710341819
severe,-0.267525614905962,0.272115602595209,-0.282570710411226,-0.148089264544721,0.248012899882721,-0.273972028748211,-0.0535858193811868,-0.130120817329482,0.257794450841367,-0.288488082589903,-0.263002040652336,0.144061352537054,0.216303834749992,0.15753275218816,0.179648619673624,-0.229549923332219,-0.494489213644605,-0.131696046757876,-0.192404793459282,0.322107925957125,0.262039660647129,0.0458094789084313,0.536585398135541,-0.115196998532743,-0.173759722238199,-0.222465791295383,-0.186636537197112,0.262760620145983,0.376773975687984,0.192135064001486,-0.352024132279746,0.250047455518863,0.229891081427867,-0.390337030577681,-0.207641088368655,-0.199436328044607,0.292377226853161,0.206981223151539,-0.248211905317853,-0.196219345224325,0.1533544946414,0.196432774546869,0.238920559291442,-0.0252263705162047,0.216897894434789,0.160835449373866,-0.272152325480975,-0.0088158965652055,0.21616744335485,0.241479542052463,-0.088936073310336,-0.407310602593085,0.258365258224906,-0.15011261541775,-0.246523647323448,-0.243905601230353,-0.209800416157302,0.268721733730356,0.168772069078291,0.0057367420024125,0.295862419372986,-0.498316752434712,0.315029803873378,-0.09018610210473,-0.263896238775956,-0.183942461743456,0.177270018401154,0.005892517223262,0.346105033103054,0.246226285897431,-0.152150832289681,0.237169604361142,0.155408378839313,-0.007194038190437,-0.282630989549901,0.280333736791876
