group,AHR,ASCL2,ATF1,BACH1,BACH2,CEBPA,CTCF,E2F3,E2F6,E2F7,E2F8,EGR2,ELF3,ESR2,ETS2,ETV4,FOS,FOSL1,FOXM1,FOXO3,FOXP3,GRHL2,HNF4A,HOXA6,IRF1,IRF3,JUN,JUNB,KLF5,MAFF,MAX,MEF2A,NFAT5,NFATC1,NFE2,NFIC,NR2C2,POU2F2,PPARG,PRDM1,RBPJ,RFX5,SIX5,SP1,SPDEF,SPI1,SREBF1,SRF,STAT1,STAT5A,STAT6,TCF7L2,USF2,ZBTB33,ZFX,ZNF143,ZNF217,ZNF76
healthy,-0.0020269049030387,0.10504973156065,0.0306688912561187,0.0944207653584552,-0.0662136724932296,0.0017029574635423,0.059097449172342,-0.0417496847037614,0.0299831931742657,-0.0546375360560653,0.0320158277861848,-0.0005448974604824,-0.008132023450877,-0.048481026096891,-0.0547270954831866,0.0458372826245661,-0.0940751480312157,0.0044384771379972,-0.0069180268966275,-0.0598931748323654,0.0324529659465068,-0.0041644575662203,0.0409260014979352,-0.0008806498170391,0.0427925518068251,-0.0256119553502567,-0.0037675625634389,-0.145629787399713,-0.0260146380027948,0.0006895028660645,-0.0274884393004977,0.111019390777531,0.105418267723411,-0.026440035624808,0.0471221966654709,-0.194402517911409,-0.221472087595292,-0.0364506932762249,0.0318474687672705,-0.0553322900822911,-0.0035220541947274,0.0088804521881574,0.26344826533054,-0.227027999598216,-0.115425968244177,-0.0264266899096293,-0.0116235900148691,-0.196948914273643,-0.0107743956557957,-0.0303874316466307,0.0471111836070537,-0.0541987240482052,0.0359576142727966,-0.0082805108951725,-0.0449041855846669,-0.131373735215734,0.0618802078286635,-0.107728009941219
healthy,-0.124704217492874,0.0924321517847151,0.231571076467653,0.298373807057292,0.12265191683818,-0.145511812474279,-0.094089061455231,-0.0398481583868179,-0.165172980960626,-0.0855547166687945,-0.0121644262622167,0.141239107868043,0.158489434477765,-0.215709897252602,-0.177678425812984,-0.0996996751913633,0.0725246692303594,-0.11551770472777,0.197219088612051,0.0596093024308759,0.175139955228027,-0.111471987059086,-0.117883054243271,-0.0776248631067773,-0.145249178773592,-0.156441249346346,-0.148455250549497,-0.271228401205997,0.118072162537757,-0.0207332781284206,0.0381875605742901,0.164466250640694,-0.0731046256044856,0.199567627797867,-0.0961719752715167,0.0954306587271391,0.0936049809444767,-0.0682262109457833,-0.14632258638839,-0.265783674715718,0.128136405614869,0.149685776179787,-0.0086838965706758,-0.147612470527455,-0.107748404060285,-0.0181074793053551,-0.11092155164999,-0.114954796117364,-0.130512170570042,0.0849152751544088,-0.0847057791907755,0.155449376579199,-0.120347302948857,0.122391736622521,-0.254390655804594,-0.105895104784873,0.101643658439246,0.0224110978229606
healthy,-0.35942513909009,0.380690277254052,0.56174506926172,-0.194302336033224,0.171363770731339,-0.18993792432733,-0.013954154774281,-0.0037752008742733,-0.226020144294519,-0.249433264965302,0.0462417509714799,0.23636244811926,0.297588543626517,-0.50910397991541,-0.139899377546251,-0.243851052596454,0.186141324550187,-0.314812402143357,0.285748426379018,0.162691992764176,0.367662203324664,-0.306234241435766,-0.294589631277043,0.584007706814856,-0.059007564840258,-0.247646350718092,-0.317695075087866,-0.552460313488001,0.278997970352031,-0.193608020440125,0.167931814845798,-0.22753318551844,-0.142333528231986,0.295628775801118,-0.222952259885811,-0.0360275504359271,0.0381095719420348,-0.438791121414748,-0.280958851641779,-0.264234178011578,0.279225469937587,0.34697986181037,0.570923669539998,-0.215207621338802,-0.166049738603265,0.188513638758078,-0.338722425882994,-0.22028024341826,-0.267379283525258,0.103702282559988,-0.396705446696482,0.152390142197005,-0.184824268734233,0.164590214239766,-0.364576605423253,-0.392706431646821,0.277080122106971,-0.28390567424711
healthy,-0.571942271416325,0.51440669281281,0.662506643730218,0.623403772501336,0.455065489016023,-0.553274600711969,-0.643453353556692,0.627426549351596,-0.595741828920678,-0.603505030015438,0.644988744812752,-0.562080906645581,0.516619150461054,-0.120289056736681,0.321621094805612,-0.579224013133786,0.498847464577945,-0.454027089300856,0.546530737691741,-0.608733227779597,0.592169994773003,-0.575691474289589,-0.543430579236137,-0.121135347864658,-0.57924449917828,-0.550572579927888,-0.575160359879684,0.402523523842271,0.531478993502116,-0.551254583528557,0.0499637818677778,-0.569364234900062,-0.594801633938162,0.530155961651758,-0.572923449844398,-0.646161066640363,-0.282126796309235,-0.577550249801983,-0.559499767006918,0.522667445061583,0.537781613176412,0.685746380556382,0.578520673316448,-0.550259023574916,-0.687512261015952,0.499878324497017,0.311515863878996,-0.562516747526092,-0.618470725835108,0.530745582574222,-0.577886173886478,0.572333931010252,-0.516610175266974,0.546645561315103,-0.544586937712929,-0.485377885370151,0.626183785135332,-0.578058482172711
healthy,-0.54388713915851,0.568926660123575,0.612170656419693,0.0934424587254622,-0.562470182254873,-0.572812584826226,-0.464686994429214,0.713286527806509,-0.486507592832327,-0.482086416211567,0.608636336761386,-0.0385530951571763,0.55725288151876,-0.6023365650776,0.557756361288401,-0.591314210070881,0.235594810201305,-0.585975259919736,0.608536646940793,-0.0094921602330444,0.579131294950431,-0.616551332501705,-0.551742841882434,0.204154531508988,-0.514965689565982,-0.372255170016519,-0.581199797680419,-0.0894667072465155,0.555658120708732,-0.620310136480313,0.60506983919646,-0.472771389607753,-0.413436617762221,0.570955361834523,-0.572521455188546,0.439544398959609,0.552759812264798,-0.580064150382785,-0.536323340868374,0.591359567773385,0.559845309822801,0.181365350760082,0.730749812433487,-0.51528131157353,-0.520074292099736,-0.618122970605128,-0.559836413437629,0.43654349429167,-0.576730554324791,0.60441438831101,-0.417043489181225,0.59347108453945,-0.556876368248343,0.629380079652602,-0.615707181125693,-0.57041430996166,-0.272314136473141,-0.28617721164244
moderate,-0.0127172486048358,-0.295128690431677,-0.153282759986254,0.123026931733108,0.110720681840175,0.276143711470325,-0.160135373125094,-0.0713596513541081,0.187672286822575,-0.132167701162252,-0.257561827399493,-0.108389054532266,0.31817623358376,0.196797248608954,-0.148761774155324,0.317654581372499,-0.118818146846797,0.108969985403898,-0.251357327614039,-0.23779832203194,-0.0958970648368382,0.218793583517131,0.307513978538438,0.110926181196127,0.370325647067108,0.255222296270201,-0.0173844551313464,-0.110206933450297,-0.0213363658227186,0.159427981111338,-0.194509092318649,-0.317322620874424,0.120707160157273,-0.0604642335779949,0.297207395455339,0.0940317629905105,0.0247152494638418,-0.0230119759558604,0.0121600291973523,0.208815009021417,0.0744737569789094,0.110305731217581,0.199037981970962,-0.0786904456866036,0.0341168449986164,0.285640152861692,0.195311330188998,0.0229250339206502,0.274709167889357,0.0962843520845927,0.141280807216557,-0.154167987981122,0.153207673683118,0.117861784459485,-0.28312673766198,0.0750902550467635,0.151500448264445,-0.385927790476645
moderate,-0.198383776923363,-0.0927677831861663,0.0482131449966798,-0.0816472198337529,0.0852235981316458,0.0684937903742879,0.168000153311073,-0.0145931972922669,0.148287573219383,-0.0417211460390825,0.138145737225902,-0.0196696022388679,0.311597126407145,-0.18288736129391,-0.0186011896105066,0.0822010112394286,0.0606898050781498,-0.129025157334401,-0.159851603184902,-0.154733489608756,0.0985719217069758,-0.103889986765584,0.0717501681941929,0.0898034634056355,0.214979535176121,-0.0055972160735775,0.0754178524620072,-0.275579166822043,0.167789071716793,-0.0084944622855284,-0.0397628321546912,-0.0688169541472132,-0.0955116681731893,0.0013032579876949,-0.0182931003048139,-0.152204591518404,-0.100144391715053,-0.180001108508192,0.0620456089095271,0.0257571485542537,0.123147813920256,0.16072254419782,0.182801522747337,0.20889532789428,-0.301630111275235,0.18680865589905,-0.294630169162042,-0.013044198151565,0.0428193561246935,0.0045176733333995,0.0268086707497702,-0.217740583967156,-0.0052127781061242,-0.0308900241734408,-0.0019682528789784,-0.0654067074130694,0.0096654672077234,-0.171120704713789
moderate,0.322877230318376,0.172451753889936,0.0621302093481295,0.0550483622979943,-0.186270921645739,-0.0327341292376179,-0.0246242551901212,0.273607599692932,-0.130814672267672,-0.412037001929201,0.181546101462894,-0.252455542825019,-0.0338758604325054,0.169267548680366,0.174224991670489,-0.329421280147881,-0.555139042712302,0.0220351307081515,0.199309878283052,0.257243198550872,0.188122938316033,-0.28986681226031,-0.177999513360517,0.197679830513042,-0.180801265817273,-0.173859757732147,-0.386229375273901,-0.372801551031325,0.127104786780989,-0.0810722182487548,0.368208104025562,-0.215777329715645,-0.282913562369238,-0.140978462025742,-0.318899196496518,-0.299279539089093,0.127402233360396,-0.0849905676831953,-0.157619714694606,0.111752956968398,0.0528597346859644,0.0232162138341524,-0.0793167995027858,-0.324369340003826,0.094512759654961,-0.250377243172383,0.28013007911215,0.141229729170259,-0.366686358472067,0.176368302664039,-0.346542146200239,-0.0867094855435843,-0.0603721646391691,-0.407452370656338,-0.226533386669538,0.0395623082627875,0.301581458247322,0.0826599505008467
severe,0.199717697057738,0.0639920754010139,0.177320739401499,-0.311910128599972,0.0955499123804134,-0.233441818206836,-0.0916658223034963,0.0487178847116102,-0.022686944332592,-0.370163643384857,0.172170357759931,0.263727742770614,-0.0080953793252991,0.0430320041877898,0.233735087131931,-0.0449435858551119,0.121576011442537,-0.217052278366803,0.122295767563542,-0.489257618328718,0.23984753690788,-0.16414800846914,-0.0382173555644155,0.118337991002367,-0.0862392804584007,-0.0099318795526487,0.0239908176453387,-0.0264749465775879,0.0756321602833106,-0.0032064287960285,0.0643138588620545,0.0851375936681591,-0.116292575642591,0.21227545766018,0.0023415152244106,-0.134779759625507,0.0688954267966398,-0.28525162226149,-0.0439761840665262,-0.23337490136061,0.0144420175489869,0.213098194335463,0.230303988409515,0.0224123431972171,-0.164309166882371,0.157788651531577,-0.117739308831832,-0.151453624262814,-0.132491745055591,0.220581270157948,0.0675042456673567,-0.0899976193803911,0.0612456537661722,0.247684110919875,-0.0566635524661663,-0.195237632665498,0.231110642065963,-0.228956953525811
severe,0.10945403750398,0.178605625464432,0.232782885668426,-0.339255192645577,-0.0503287642218636,-0.222459743705188,0.0264258463645019,-0.161006305951758,-0.277337658048405,-0.111377809788197,-0.059647682133471,-0.0193530920943977,0.443349641021495,-0.105583286714499,0.0002689191497866,-0.292709469901202,-0.24919102144368,-0.180550963125784,0.338517819453087,0.132769188525575,0.0988632035767384,-0.21209078220984,-0.283802252136973,0.130177840963867,-0.152303159531264,-0.239552814610755,-0.264774102291659,-0.212617686146198,-0.121093425845698,-0.0446620477214815,-0.0920231733701167,0.33688526249182,0.191623405424238,0.0214293663422425,-0.217330851715775,-0.394136085327324,-0.201108296765881,0.0733145192751846,-0.175498266963768,-0.332704212951029,0.112972654916686,0.14820644109441,0.265607237341057,-0.389798328298591,-0.39018348538268,-0.428115701423157,-0.0111346702696882,-0.135729022748766,-0.0981000181169867,0.171746539406659,-0.0067724798341249,0.286095255667305,-0.258153448779551,-0.308392269935524,0.190449774580099,-0.0715706744885614,-0.0013795912266625,0.189096933245791
