group,CD80,CD56,CD11c,CD7,CD16,CD45RO,CD195,CD161,CD223,KLRG1,CD57,CD24,CD2,CD38,CD49f,CD107a,CD66b,CD35,CD58,CD54,CD41,CD29,CD98,CD15,CD158b,CLEC12A,CD94,CD82,CD224,DR3
critical,0.0537646714643558,-0.0559799489597257,-0.220131319795339,-0.50945050757388,0.156797852959776,0.0141349419140757,0.0400307057757787,-0.169602380588539,0.0681945157070404,-0.0235196726612447,0.343652438158993,0.0927853496897022,-0.168234651979757,-0.434285352356976,-0.234493008327506,-0.0222795322976122,0.0443271546915123,0.0485394742787487,0.0202953127815491,-0.159942465094691,-0.127046510146041,-0.0492425472729918,0.0153752964587909,-0.0066847131892915,0.151165490533494,-0.0425998166519278,-0.48928050417018,-0.093603816685365,0.0258969954983506,0.0667718561913491
critical,0.0716258055840216,-0.185274091711806,0.0847824234436012,-0.464905296671333,0.342441596574978,0.0937942726836594,0.052496557911807,-0.304685597333561,0.0547674363978175,0.170125080605659,0.500762817116778,0.0507300118069808,-0.163941005086669,-0.661623603284064,-0.132265173412743,0.0231638007460417,-0.0312819516774903,0.0593477947911962,0.106879167472917,0.0452280820828954,0.192498203732332,0.245458819399833,0.113428046601582,0.0340462054854634,-0.0509431107824726,0.0363423146461754,-0.301198787077153,0.0252100820047363,-0.0146113136488146,0.026683160296655
critical,-0.235344406543525,0.307951526108546,0.234753546630203,0.466794671645232,0.229023905503725,-0.336248053216651,-0.32760964834899,0.237326169996437,-0.331662358494274,0.078603286433332,-0.090117743610103,-0.354890235969185,0.191304979456707,0.209785188132543,-0.18847986985423,-0.295696261880226,-0.357931308633208,-0.320349159009222,-0.31383513523639,0.31982705498234,-0.176577433082155,-0.0670395063977196,-0.328697801360715,-0.281720605285948,-0.102835491593682,-0.342186901378873,0.33586246344665,-0.335625447863395,-0.388786854059755,-0.335091101331123
critical,0.009476084843132,0.13926745679067,0.326665941942242,0.50040670880358,0.208814186524601,-0.244538969997105,-0.310335455302781,0.325064354154457,0.0340806115876906,0.113177355928334,-0.221721247739133,-0.0367553274307304,0.141616079367391,0.163282843055852,-0.302875267099904,-0.195332096065753,0.0801688293818577,-0.340747461388239,-0.155197272849163,0.0424963098059458,-0.426767704063718,-0.347935873690349,-0.250020871838031,0.0374112046730642,-0.0318012698859757,-0.495442364069084,0.522431419839999,-0.149636999823741,-0.390513143048129,-0.0283907845656153
critical,0.0079897140059877,-0.380929623862704,0.255384916887908,0.242544976161914,0.652556654739409,0.0735694095960794,-0.1397139896827,0.589975980534134,0.0051148915805902,0.174769208593942,-0.174788182888177,0.225431082246137,-0.168112941502557,0.310318338455359,0.0246533208956957,-0.105749771210484,0.244487698422344,0.199790020561906,0.102878001631617,-0.27537833029624,0.319964452412411,0.115930544573937,0.0149997580849978,0.159426167786271,0.0559815460305414,0.115618035994237,-0.131083309275752,-0.005933782358279,-0.180444654913194,-0.118956042418279
critical,-0.237280373934385,-0.360826288811832,0.0405024317656722,0.14110887566544,0.457525583586697,-0.353070658151189,-0.136497020478884,-0.380797493564473,-0.587119360807807,-0.0671071705540707,-0.264734010628985,-0.236333419028622,0.247716548407005,0.0242561031399677,-0.0852639607515698,-0.298741222285897,-0.0061358365315496,0.0072913347693957,-0.323579236364279,-0.20381107104145,-0.118707358956616,0.290559339278036,-0.136012526220166,0.128666114162569,-0.0098772463099817,-0.0101283241095489,0.191226886687423,-0.245241684506257,-0.135192586130788,-0.612246181780834
critical,0.11790510487276,0.219231077910762,0.372976076669438,0.217967085057255,0.38194362129374,0.0627449277687292,-0.0188522071178194,0.279199007707664,0.136087825933226,-0.116465229074083,0.0001045449831184,0.115588321655784,-0.268049806600356,0.293605664564563,-0.119851724064111,0.121738951425799,0.0785968911159737,0.155617461156591,0.150587632788172,0.110996381572259,-0.102330394343194,0.0111677938442235,-0.0291656269047336,0.0925258616054389,0.108331529975588,0.0571467956846851,0.211537448013557,0.160694133530742,0.0426006605129194,0.111257073036216
critical,-0.0290391736311371,0.043912651568642,-0.0404112957864559,-0.335398949870934,-0.0337264140265062,0.0214796683142912,-0.14182516804417,-0.0717680078696191,-0.0960700358609066,0.0116125444681848,0.333832977000504,-0.007654699818803,-0.091676492105315,-0.236177309672316,-0.319252839196689,0.0035914558692306,-0.157705136354185,0.0234685381656568,0.0061693134570824,-0.276423274100892,0.154246263676278,0.0227312023655593,0.165558300288368,-0.119814836954088,0.16985193059624,0.0306235122035289,-0.0810823858622319,-0.0295406139560429,-0.0613959418434882,-0.0446097595603086
critical,-0.240233224368241,0.0220384105039905,0.25360834535759,0.0308974223840549,0.0892165367203965,-0.163199176693043,-0.356659238890194,-0.0280196504251435,-0.22267920386038,-0.186843519010356,0.179830540101747,-0.231524689123701,-0.110587358519335,0.108742816143867,-0.416644999535206,-0.119591412961262,-0.457842489956043,-0.547660670276688,-0.101764556331542,-0.167360898073227,-0.0667651847173592,0.047937950065179,-0.090895951943924,-0.0366154709720907,-0.127520500848737,-0.308117314244269,-0.0417534130995183,-0.200880098079754,-0.166541754680661,-0.113925075075558
critical,-0.0040611114881986,0.0356040503865352,0.283669791701236,0.148027012702238,0.158976821160284,-0.120919745983519,-0.105037040449648,-0.0884993727507165,0.0354640512145682,-0.200866615759707,0.0162609433936481,0.0506112314523701,-0.0128635378355401,0.122971701102836,-0.0301300287708363,0.0780320119134297,0.0851929725884431,0.0061748667761993,-0.141311519909113,0.0177621717683995,-0.0792777155912425,-0.206870837127725,-0.119804969473272,0.0157397453605829,0.171860813026861,-0.15235657901571,0.138925501343521,-0.0679643664361091,-0.188869453621086,-0.0476805838209617
