group,CD8,CD33,CD123,CD7,CD16,CD31,CD5,CD69,CD62L,KLRG1,CD95,HLA-DR,CD1d,CD57,CD39,CD2,CD38,CD49f,CD335,CD35,CD79b,CD54,CD62P,CD41,CD49b,CD36,CD305,CD158b,CLEC12A,CD94,CD85j,CD328,CD101
critical,-0.137028154132297,-0.0258346433216061,-0.0475306429193357,-0.3882736004749,0.108830562260026,-0.177239718037389,-0.0207634409485826,-0.131987765866013,0.0773873804120391,0.259644577494075,0.204744204273493,-0.0864753135688901,-0.149123950705941,0.258441501350066,-0.14554919065755,-0.0078890686905692,-0.544611453412378,-0.240759937191258,-0.3111258670652,-0.0690919047082225,-0.0753193042322546,-0.0399283444458927,-0.0308743964581623,-0.142289182136392,0.0322221894440063,-0.0041758490050287,-0.109744950858379,0.0298714648708198,-0.0877490895863737,-0.238919531842831,0.019195347773697,-0.151030960481315,0.0128344547549513
critical,-0.199830020009439,0.126623994991694,0.158729730986645,-0.46620855578365,0.181487629359007,0.0603361566007431,0.0177909602176934,-0.0899422514862496,0.0786761318153459,0.317675620616794,0.252626691168865,0.173395785828171,-0.030609650203466,0.344985567441135,0.0427988270375715,0.0248286856757714,-0.591824639180754,-0.0185996838473868,-0.291693454556426,0.110310855895311,-0.0060954324102153,0.180406720805224,0.103148520679234,0.182110349267094,0.0772511702247949,0.17227586367115,-0.120108311930199,-0.0008050027475105,0.206410484332222,-0.138861288378988,0.0849709446292464,-0.308135370777068,0.107303352403178
critical,-0.191849838510647,0.0870808978148061,0.129527092775925,0.0646907647359475,-0.0621076550711368,0.270504655391704,-0.0527170856875887,0.170753219934875,0.190904975274479,-0.206418481264275,0.0755049027253675,0.204943409919597,0.309388962635089,-0.023392443089152,-0.0970580050857143,-0.0477722592714803,-0.0676897294972365,0.317855767889562,0.275405001346958,0.193096840783777,0.0973738921502715,-0.11608920735825,0.30310077968817,0.321834283311096,0.222941912350091,0.28357566170235,-0.221423617053445,0.0360085734691321,0.100151863742586,0.119625480690676,-0.0022679859312886,-0.0811647562678693,0.271919235838395
critical,-0.394833262322308,0.311883316710017,0.163872912123764,-0.332068974486043,-0.270267182174874,0.471885550569592,-0.0998873387285977,-0.0241927807791672,0.0004976907397042,-0.223010227343419,0.0910089874460526,0.167254007201407,0.42645554510122,0.340858190597583,0.188902844056158,-0.199660151266659,-0.301614128076629,0.320382618331031,-0.171408726534491,0.44804323643894,0.29904704546086,-0.184042445523638,0.229670248740141,0.27319628181805,0.302126868954648,0.385307589802259,-0.129449297958823,0.0983087333494344,0.348501503045413,-0.293935740877685,0.0792107636008322,-0.310790699523243,0.365924390814505
critical,-0.164064969883252,0.34047082737453,0.0600551406960852,-0.366779288140465,0.481693367609306,0.318233829909441,0.163437392662994,0.245675937741878,0.119371242204147,-0.399449251642153,0.0115982044854182,-0.074512319965109,0.0217857739634182,-0.365075225076095,0.337356752999312,-0.660936070065527,0.0123251600327187,0.11685998490361,-0.0316507289158265,0.279510794238888,-0.22471913222091,-0.437360812064013,0.241408001782152,0.332860358098995,0.146685635299647,0.189189042665151,-0.102453924748784,-0.263032133668138,0.544262712196192,-0.369653304804309,0.270797040279565,0.176899683642044,0.439231019936918
critical,-0.0278104495253128,0.0875622663366287,0.331876657050057,-0.132116990462475,0.408389168831701,0.482612232970357,0.0431746273478567,0.557578773192233,0.178959670078602,-0.220111519417352,0.0129815237216903,0.0877051697335811,0.250197127248362,-0.232638626979588,0.154129468896753,-0.515817516657298,0.0980115795481255,0.558905615348379,0.146644800751956,0.307368694841904,0.0520370923696687,-0.0043048737304461,0.661417953259387,0.517083602883641,0.419742893823984,0.422194133028798,0.0668476656406774,-0.143078967976021,0.200512486392537,-0.0760810332332302,0.28120982656701,0.29422204911069,0.2079559192762
critical,-0.115266929964378,-0.335235728530762,-0.148854056776542,-0.304817509524823,-0.33497971135355,-0.215756758267574,-0.325146135242673,-0.28113774107009,-0.286140145321444,-0.229625019583028,-0.203430873855822,-0.222398181701517,-0.234691576560744,0.0497489437837115,-0.212088588065722,-0.0286898171460273,-0.225150468492954,-0.266500353829722,-0.29401191740321,-0.390802664697362,-0.359559751751131,-0.227766692975862,-0.295910807134561,-0.239142607350888,-0.0715578745257994,-0.087729877703505,-0.229537776675947,0.172858313032576,-0.279558625058851,-0.12224964288153,-0.1535474078723,-0.202131768756186,-0.217595312211508
critical,-0.091324905255689,0.0309111715455501,0.0898646876753809,-0.0737729945438594,-0.0585934488310655,-0.0222540808205657,-0.006193561614546,-0.167623220435669,0.0387188337039222,-0.236288174479785,0.140694874322033,-0.004731473405043,0.0017026159067696,0.144983894703986,0.124405919947478,-0.148263559495441,0.219464040621178,-0.111423304925949,-0.0583706162498596,0.0984777739245263,0.0790737799016503,0.0860457114799741,-0.0911425046327538,-0.0871820508866341,-0.123810729341244,0.139573829951975,0.0442374229977749,0.180941867969088,0.0887303301047625,-0.303403238381064,0.258253427854061,0.100352490907244,0.0606825200196217
critical,-0.0003504961538791,-0.132321899555185,-0.482330216987665,-0.316785369948878,-0.0327262215059912,0.0576567797002307,-0.063130659247574,-0.113457560323449,-0.253990861932983,-0.27048319836908,-0.398576499403751,-0.320229733366317,-0.081828574041633,-0.243745865548009,-0.291745057326362,0.103241859287141,-0.540821984545298,0.0917266753557519,-0.105187071530523,0.0197417968505167,-0.0762429061525958,-0.113907227205733,-0.0685040666988864,0.0005211506179152,-0.115344607567992,0.0012479835251255,-0.331511540440838,0.226979548470779,0.0506358831522185,-0.273652563416787,-0.184855009896838,0.0236118050875245,0.0192936042139454
critical,-0.001322370418043,-0.0068940888668874,0.026398589553143,0.13608582197205,0.116801365702641,-0.168674621869402,0.0393535713583591,-0.0857593558475256,0.117949044383005,0.111425955147931,-0.0767097624419885,0.0017776702975166,-0.11081513226705,0.15744519732065,0.0406454036218293,0.176792281094341,-0.110813240937397,-0.061060394767744,0.0051508432032311,-0.0496611252598839,-0.260250960880783,0.116783077062605,0.166456741778842,0.214658675560645,-0.0126110001772762,0.0599917385180423,0.0355773536963881,-0.0901606048028298,0.171325548488103,0.245111175662276,-0.205522519316205,-0.0776043081972025,-0.0603577859308314
