group,CD56,CD33,CD11c,CD7,CD16,CD31,CD5,CD69,KLRG1,CD95,CD57,CD24,CD244,CD2,CD28,CD38,CD49f,CD335,CD326,CD66b,CD35,CD54,CD62P,TCR-A-B,CD41,CD29,CD15,CD36,CD158,CD49d,TCR-Vd2,CD158e1,CD337,CLEC12A,CD328
critical,-0.0141853648899538,-0.0556369433532161,0.0901479077525038,0.122299116506259,0.074483557287468,0.18633900987698,0.0270876439573382,0.129571805170714,0.164562224255368,0.0260936429145299,-0.0986005329311985,-0.0765237214250481,0.0170175584203481,0.378652577188756,-0.0219885801985271,-0.125384153658779,0.0681476936430115,0.166972056653584,0.0292243257360809,0.0887491608909276,0.0273966770344884,0.117656794729794,0.126823280545114,0.0521895431211209,0.150288857530851,0.288062558582562,0.1104096405406,0.0342635716876109,0.0359315145716229,0.111272236777123,-0.0223802772120095,-0.112225432192362,0.0453735821405386,-0.104307829351448,-0.0141369172838241
critical,0.411690137891272,-0.147306247602422,-0.139968085633702,0.214626695990188,-0.166535818740721,-0.0360168158687379,-0.109219409317726,0.0935196798554789,0.0003402161576186,-0.151540749150487,-0.216462903687005,0.0289187516807857,0.0706646492937183,0.195883929756387,-0.0146972046526574,0.384180678188976,0.0540712087733782,0.235574312214654,-0.153423737519911,0.0407914382229071,-0.0822017575695708,-0.0175046077914532,-0.14524851797482,-0.131708655480454,-0.210006242342201,-0.173937515094049,-0.0594338046282365,-0.0005914732966501,-0.0427563311056985,-0.154502230668345,0.0763019519790104,-0.0690487902339637,0.142177848167763,-0.0633624951125664,0.140949417853004
critical,-0.120026127647721,-0.124816266291434,-0.0496841832961878,0.141962710252612,0.408495201084758,-0.0801397579236347,-0.180038512573409,0.144734079192099,0.0690687400971594,-0.208020118329028,-0.279821341237609,-0.10950070562466,-0.0560577606373879,-0.168819753268417,-0.144152010883073,0.138300247601102,-0.01571315760888,0.17839273702884,-0.173371681407122,-0.0657731824967622,-0.183038196518707,-0.0752479794466834,-0.0115458485228664,-0.197895708471983,-0.0320394694706065,0.0494554035652191,-0.0874886512841427,0.0461544755486097,0.0429882201204241,0.0922532877488215,-0.156988985468474,0.142821273915023,-0.11571481292673,-0.154269337311922,0.10581959758289
critical,-0.111979596157153,-0.0867463811988781,-0.142593793264431,-0.123190268840301,0.0314423994520037,-0.0880747925016013,0.0029603322185339,0.063412963668204,-0.104787477635099,-0.056813754967372,-0.0117550489103075,-0.0386475673764622,-0.151592722151497,0.0569366521064527,0.335621750025886,0.0647938699089865,0.0458780425391495,0.101818813426867,-0.134320275237667,-0.0131577711872558,-0.0999165550802615,0.0861576869818525,-0.0332470292648885,-0.198134293193035,-0.058914574723926,-0.0340305024887658,-0.0273661338930582,-0.102855276392581,-0.0588955245303124,0.114835420869967,0.0589995034976115,-0.0147015291500001,0.130166522606678,-0.0256084295281343,0.189188698386719
critical,0.508501283153751,-0.559225834972661,-0.129720610579341,0.319065522338121,-0.56594916036117,-0.601144685892654,-0.358978558884791,-0.360920286718978,-0.0404001379865995,-0.333509208699577,0.126506396064377,-0.36787691903067,0.276854511877046,0.17460065752774,-0.196553441324645,-0.0884654578664219,-0.317087120730824,0.095684465822653,-0.303394132951674,-0.484030519655111,-0.55072412019711,0.236606359197093,-0.508933957245488,-0.344636060991565,-0.621923300658648,-0.180390868512511,-0.535500096880473,-0.523940386449608,-0.248853022707678,0.0054328008038957,-0.0197947112533132,-0.462479391126858,-0.276407798376466,-0.429380055936194,-0.149359427258421
critical,0.311135031510672,-0.277329564556936,-0.224456856178752,-0.0247099837467329,-0.548396227229725,-0.587033778814694,-0.36338644684446,-0.610076698686415,0.123406554692591,-0.249964883401895,0.458505480705677,-0.247140057734951,0.0938646213663917,0.180426802626742,-0.058282687152398,-0.261387716104245,-0.381113683954908,0.0368553615755999,-0.213514473983552,-0.341491040066246,-0.358478827885629,0.059774230322752,-0.622498549986649,-0.229184956403997,-0.451441259746322,-0.548534574786558,-0.567752447863654,-0.529663035790932,0.189524241247407,0.0342345337166842,0.111592546147322,-0.0743163467499182,-0.128747867499736,-0.417952731261873,-0.317716170708404
critical,0.127634695177466,-0.098854680630028,0.252158980920761,0.188431654538381,0.370789963892553,-0.195459085764521,-0.187513989379632,-0.208774353721449,-0.142354688423975,-0.148929084172184,-0.113118893002662,-0.15140431045832,0.0962351169575228,-0.164124643134897,-0.116746562961211,0.142807511793307,-0.255512707091573,0.126600248013008,-0.154824677684282,-0.245425032082677,-0.13288283147423,-0.0598804564381718,-0.138893323771302,-0.220326752692455,-0.167930820142552,-0.0418249493795205,-0.105496439272094,-0.152558882602052,0.0301347177239247,-0.0186913071186433,0.0368941687800644,-0.005295342046539,-0.0392163103922485,-0.0830141703484154,0.0766578294924178
critical,-0.213605188241402,-0.0196319472143336,0.0693597409366247,-0.14952368880179,0.0971868847030643,0.0081961993192991,-0.0618830733625973,0.184393776370308,-0.0276767372373574,-0.101750910685263,0.105983186210528,-0.0090875225722717,-0.12619791615668,-0.0026799966875708,-0.132390289611956,-0.211044549896091,-0.216693186209437,-0.16875788288958,-0.0579734823263014,-0.242997065450836,-0.0057329460885878,-0.188750658801655,0.0757584422588014,-0.0882536377853395,0.182262052773108,-0.0232415386707165,-0.123537446180358,0.176960352733838,0.089025480008869,0.0248809294489631,0.0735360874187117,-0.0833741022761301,-0.239301592355784,0.0538546715503213,-0.163335960984316
critical,0.377371627632635,0.133980365619439,0.0596419261094149,0.217034141128446,-0.0460248627540088,-0.324086898798877,-0.223710940345627,-0.037780615446819,0.147599434162456,-0.115631747612704,0.0976950087590383,-0.0677576639680488,0.145600760173172,0.281153321005486,-0.0883902941929981,0.138762774430392,0.127237506798647,0.0691212787052527,0.0103588007367983,-0.0611809787085022,-0.115315319250371,0.440819233777391,-0.0048683093085503,0.0261716153744395,-0.209270925905062,-0.108923410233153,-0.0798356313283876,0.0452245458390729,-0.230616218097105,0.0608726041654137,-0.245876539436254,-0.464340550883665,0.215186219035052,0.0406366042748574,0.519633328139417
critical,-0.274673537224462,0.012602916398616,-0.135260757713373,-0.151548543480578,-0.223856392280426,-0.126353404462246,0.0542920183344395,0.133675219632804,-0.113192249441977,0.0716648236496106,-0.117726455993318,0.0354674187459311,-0.141436778808968,0.0287682272954095,-0.0922089090532846,-0.145896186987386,-0.138565051740503,-0.143983414929699,-0.0931841707256004,-0.0580008843915926,0.0139817390695051,-0.0631603187221275,-0.203792733497426,0.0242161224021966,-0.134228372867854,-0.171253430366886,-0.0062627393194843,0.03108445097773,-0.0001709613711907,-0.237121173034466,-0.0517097025761889,0.236057887714739,-0.097802746610743,0.0080928560502987,-0.110848041707302
critical,0.184082308882365,0.0382680096964575,-0.0831553906460937,0.180145863274894,0.33914745137475,-0.0064837542722104,-0.0595200051698516,-0.121226685236937,-0.229130768617968,-0.102852552543466,0.0003498950384842,-0.0974787589041151,-0.0513095633794653,0.133683125258622,-0.0174795708799951,-0.0208183155820553,0.0677646760283812,0.261298184680895,0.0185433524042537,0.0698645063257531,0.0778653295047086,0.0416516876511131,0.0257825933028776,-0.1882936115451,0.0572117866771573,0.128490398447126,-0.157100672747633,0.038328757902687,-0.0917072341644268,0.0500747284261508,0.0607977861127272,-0.0939497840321483,-0.0970130834128097,-0.0887537854887255,0.0211444717996554
critical,0.0973766888997763,0.490444285118932,0.222064113186039,-0.305940400513705,-0.397964766385819,0.508970842994525,0.309134084372218,-0.395776343144764,0.0032855121579484,0.395661358347281,-0.0240752901419695,0.128395344469838,-0.279678199060089,-0.117924418722037,0.553089739208471,-0.0737660081149894,0.682462389496481,-0.426780610581399,0.125739382012121,0.279445850205026,0.292992370067542,0.243744928970475,0.327177542368817,0.107633919033234,0.454227027883683,0.559466077371139,0.249753718606914,0.269715731667173,-0.0439573204633729,-0.162076383857525,0.136134627696672,0.0079036674394209,-0.156525633788279,0.502597189796931,-0.197491754877724
