group,CD56,CD33,CD11c,CD7,CD16,CD32,CD62L,CD161,KLRG1,CD95,CD1d,CD57,CD39,CD163,CD184,CD2,CD28,CD38,CD52,CD49f,CD335,CD107a,CD35,CD58,CD96,CD79b,XCR1,CD54,CD144,CLEC12A,CD94,IgKappaLight,CD82,CD101,CD224
critical,-0.0483609951790416,-0.0622161248241486,-0.329762350795014,-0.390618510428268,-0.006106103159623,-0.0218221681970488,-0.0221680777297824,-0.107492398348954,0.222810649554819,0.202152217795068,0.0263586012622,0.351027654439319,-0.110783947460907,0.0469756112049907,0.0060896174665397,-0.198169420775904,0.0382430838080308,-0.330128229258792,0.226958391196883,-0.221488833708932,-0.315629205313154,-0.0402157269321846,-0.0182036214224614,-0.0066006244889093,0.0349544178767793,0.0145142282773218,-0.0273501267963163,-0.11402812167198,0.0232497465343538,-0.047243772168212,-0.214589128149007,0.0519153516939563,-0.030842475817958,0.019208750473069,-0.0258206579279546
critical,-0.119822584024607,-0.0506065097087696,0.193840474678376,-0.0648133066114167,0.0182317017449417,-0.0670043972447076,-0.278109796489087,0.0790962384420517,-0.307578355908462,-0.115037056450913,-0.106144805439535,-0.213033814315411,0.0238046149423839,-0.0588677124923703,-0.0367916079662218,-0.349021370468107,-0.0671695388599072,0.386036079692525,-0.205856575476439,-0.0510634178900681,-0.0740934325286759,-0.104418051764344,-0.0779713925287338,0.0037234023539602,-0.133457825063339,-0.0317172065213946,-0.00838530511165,-0.255359171592613,-0.0945341159520904,0.060185215524735,-0.453741824582552,0.0196653567820728,-0.0861732287800492,-0.028050572632902,-0.119115630024316
critical,0.377542967962049,-0.195165922108249,0.357578393812243,0.405689970127919,0.0735107780018014,-0.376711689630225,-0.185875701444834,0.0611096020578543,-0.110577504643501,-0.411351697490817,-0.335614379268655,-0.109478885375088,-0.072659674473106,-0.299893323279844,-0.383546689420799,0.200332822268969,-0.410502045895638,0.289981698160278,-0.273362639292944,-0.389361521724244,0.272464960615967,-0.567817613741758,-0.472006205990009,-0.565798401625348,-0.352950710042753,-0.306321619004391,-0.559181497944683,0.197510290939294,-0.577835227732902,-0.480783987479307,0.30843633743984,-0.288399074636409,-0.555452777676891,-0.452030378879568,-0.477018070142023
critical,0.25061645112646,-0.0192923635193673,0.283906918412412,-0.0111435107422646,0.0602502809171365,-0.199875905615596,-0.351484513940367,0.177363573570718,0.0773053706062329,-0.175828446778646,0.103360898767336,-0.0477656377672495,-0.296794721850416,0.0501172216999806,0.0143256224745502,-0.129224433754685,-0.211891908108779,0.109065226514449,-0.297948124236,-0.0136698620299755,-0.0045576222673677,-0.0315144185497695,-0.0511178692497712,0.0520442570779699,-0.0110627141164963,0.194889970649025,0.0147802801534058,0.152604725999779,0.0614038404270114,0.0240703857126307,0.0158584675590535,-0.0242470538497673,-0.0168960413646937,0.108067749224273,-0.0600377628853861
critical,0.391073680740173,-0.272443355499502,0.0151705779726934,0.418793784533836,-0.0848234448685748,-0.161653303604308,-0.218481107919656,0.0522145822308952,0.113234189568075,-0.1568596326909,-0.145374995432584,0.119690143806899,-0.0042325201483308,-0.0611621120292915,-0.266990064840511,0.293244764338276,-0.133483366545089,0.241151486429641,-0.145417738323272,-0.103154684800411,0.33139696368679,-0.0381153316479507,-0.22997002773962,-0.114308890701797,-0.133728377622895,0.0176553409456689,0.280588338135238,0.234578536440862,-0.201218475248838,-0.234994679519028,0.725474106457235,-0.0815367182475792,-0.100711730711066,-0.151049244580863,-0.270748263745878
critical,-0.571025953929522,-0.155846117731916,-0.176545442992529,-0.230744518712328,0.540077580255422,0.14328845710293,-0.107573703736032,-0.142719179948647,-0.192844816434329,-0.0351347761597921,-0.113648382416965,-0.231016222970937,-0.292594497597939,-0.138842288897021,-0.0718781730032791,-0.0210897630904597,0.0692593779283661,-0.0580313165238182,-0.267268942702744,0.169329007249395,-0.233911518965445,0.003737791496967,0.237640881755936,0.0860245518336065,-0.0947440555409961,-0.101391132486899,0.0299372146061595,-0.431334233450602,-0.0165120276179402,0.184859621859598,-0.0830039127660589,0.0613367229158548,0.0864561698835422,0.0531733598421294,-0.136957502398814
critical,-0.088365734174852,-0.231462140219085,-0.142036645798288,0.0799054648104259,-0.0287447306466973,-0.265701292404144,-0.263174030767442,-0.0182451768041497,-0.201799927855739,-0.333037253065568,-0.206723485785285,-0.504900447069796,-0.0869934534660486,-0.25149812111016,-0.228128873572525,-0.278649988375681,-0.219453397333156,0.147292330418729,-0.31046137865502,-0.0076940102956452,-0.0961241136272786,-0.400725671815935,-0.325061790141246,-0.360631773790586,-0.320310018274559,-0.326794792300321,-0.3462286437108,-0.159801594507526,-0.34059184030604,-0.222780062544583,-0.093252706303791,-0.307340896733914,-0.325736434803688,-0.241463853233008,-0.230292772415105
critical,0.237073877282094,-0.0056535289523859,-0.0497568210974334,0.0770486406954419,-0.0764093922159635,0.0064853620210963,0.0388550465777571,-0.0240729316009372,-0.0226537994748736,0.0596769078202874,0.0131149735241932,-0.059355974856759,0.0369593354556457,0.341906861264029,0.168369830590668,-0.0163080649498991,0.162176609412191,0.135538702225973,0.0505015793342729,0.118113330440548,0.117717318915897,0.0585372954192069,0.0395750467283643,0.0999675034155933,0.0828145478971634,0.180259856258008,0.175476742690138,0.182440086855703,0.195174126343966,0.0049546635762426,-0.218748795676427,0.139965664288183,0.0600326028692441,0.129538625170822,0.0993317196150098
critical,0.211765409068528,0.0060415549483566,0.333844379803524,0.204131284964318,0.0671870483921586,-0.0972519006811112,-0.0454796593561569,-0.301428785940053,-0.447139462315674,-0.244285088425037,-0.0393126601267632,0.314428696041523,0.090588313759721,0.107188169307225,-0.194795005824506,0.477977997282315,-0.0542328862329653,-0.168551365022994,0.0596341474272401,-0.184320879166949,-0.24209814702292,-0.0706202922617327,0.137089359894323,-0.198033016670192,0.13012903203053,0.0239056905135993,-0.0346275632792548,0.0374869899590223,0.0372300777973599,0.0529612968446281,0.152960910870119,0.146269606761534,-0.057832627660425,0.0605540228642502,-0.138881442360788
critical,0.0304765976034601,0.172537078944642,-0.107165922248606,0.193822919778737,0.0583873463172144,-0.01618745086382,-0.170186291524058,0.115889872499942,0.0287729874123675,-0.080558863890988,-0.0011180959258572,-0.171001318437205,-0.116656453658573,-0.0771811313071403,0.0654235563401811,0.0478634582839611,0.139606462211619,0.159516436571574,-0.422412653357967,0.28744911811582,0.15555012707623,-0.014661368779629,0.0825420233012572,-0.0654448276184947,-0.0713805452402175,-0.0148059440885702,-0.0038451395328276,0.0619274275927704,-0.0059643820543571,0.0422894547972291,0.101218141893713,0.0874872003204713,-0.0125814447492318,-0.0729407953714727,0.0011120346011035
