group,CD80,CD86,CD11b,CD56,CD33,CD7,CD16,CD20,CD31,CD5,CD195,CD62L,KLRG1,CD1d,CD57,CD2,CD28,CD38,CD71,CD155,CD49f,CD335,CD35,CD58,CD79b,CD54,CD62P,CD122,CD41,CD98,TCR-Va7-2,CD158b,CD158e1,CD337,CD307d,CLEC12A,CD94,CD88,CD224
critical,-0.0737576791986327,-0.02299836238687,-0.227817039501938,-0.038442468277095,-0.0442673411642777,-0.381878582498444,0.316164140591468,-0.115010010268851,-0.247646669074824,-0.0554976085570423,-0.0661390185164095,0.0883478744168322,0.112477307718308,-0.0496590301069123,0.413465374374315,0.0758996917446291,-0.0632481770671278,-0.25666919041993,-0.19786606115066,-0.0985630631493576,-0.337169305012719,-0.157245154605913,-0.06426102342868,-0.0045461416759964,-0.12103982481516,-0.154714727630099,-0.11706228251109,-0.295929139783349,-0.0346586163748306,0.10054606650555,0.0471963077302724,0.128407078613649,-0.140183491507508,-0.297492832070096,-0.053965768106309,-0.121831983024947,-0.298114194848683,-0.23931181124212,-0.0225969713542568
critical,0.151423396931552,-0.0028311978030017,-0.181274883132103,0.109112023533358,0.0509075374736078,-0.515591505917193,0.141889573763515,0.110596781486807,-0.287977275575858,0.0928469079656398,0.0366553842983987,0.0212147840606045,0.38285558142322,0.0271072141398513,0.750603320139634,0.106170699474506,0.0770038221650566,-0.495433249621474,0.0535773065236029,-0.0491333759728971,-0.264278950993907,-0.387558588015924,-0.0304368285314341,0.0110088868637205,0.126823941965611,-0.0500640481330303,0.0580693814198781,-0.303166513012382,-0.0124939522572297,-0.0195272171728546,0.118556357951244,0.110722477616742,-0.132951550428574,-0.196126524897059,0.0785497304099077,-0.203757283957503,-0.133634459600106,-0.0680640012947077,-0.0764695885161826
critical,0.216730263647376,0.163691438670771,0.0428798172098987,-0.242603221295186,0.0249992828507455,-0.58751880900247,-0.0985229095589131,0.105998497902005,0.325165162197856,0.183111331511922,0.415769990180147,0.0935837958054575,-0.161602664857186,0.312795834623677,0.193003090648232,-0.278723532147746,0.227824047310973,-0.398469946275207,0.446167705278586,0.159645245325173,0.220201940809894,-0.361708544114331,0.301699249171869,0.326741814266993,0.365034353691275,-0.267307570087393,0.268872017112119,-0.265543082827088,0.397776666809531,0.4148339916474,0.32726327593728,0.0829910328251628,-0.0969562659278507,-0.0588347489788699,0.276153771599183,0.372915376251032,-0.344016765459003,0.332422186807631,0.44341301434828
critical,-0.0846696830304196,0.227278071051909,-0.0634957244335239,0.0109877590085943,0.354247368294597,-0.396368751736434,-0.171167306306415,0.117880472263894,0.214428762447142,-0.0336713916211315,0.117117134532597,0.228306055863563,-0.181595953399363,0.177140395530551,0.20683151911941,-0.268931168651706,-0.143977589176438,-0.0793600816769761,0.244609495611762,0.223391670664556,0.292947434340704,-0.0409803010595253,0.207365664571907,0.156934626992264,0.125260420361135,0.0139426095093665,0.152431606859664,-0.237875659819511,0.272413046550968,0.22022423489092,-0.0156882589074637,-0.0630865335899072,-0.323258391283644,-0.206619290802409,-0.0073068268588981,0.350577862196343,-0.389736170204304,0.292870320785039,0.276345792032638
critical,-0.150826233786504,-0.065062522023706,-0.0455006483658713,-0.180158450143844,-0.103124978810552,-0.0095752115045519,0.0425739087533478,0.108113043882472,-0.0291087470317988,-0.105310105689102,-0.150617702331204,-0.166729158334218,-0.0598279709419261,-0.129649925504101,-0.197995898907685,0.105911964111114,-0.0522184319002792,-0.108088410023777,-0.0288519936935477,0.0937824550639089,-0.199091785522806,-0.335953366821202,-0.106321480812057,-0.131901110050938,-0.263691059930474,-0.0569412629949809,-0.110980962059608,-0.0628829319280193,0.0013788075262385,-0.228275006921961,0.0919079396125122,-0.0330209988904788,-0.002459996761313,-0.0038130808698837,-0.233474655754775,-0.0500875307876093,-0.16452541983586,-0.0315631748645155,-0.070552234443537
critical,0.557856783614095,0.577767385853935,0.570350341175266,0.196859256552464,0.386524861400261,-0.0679701558649387,0.143884393852149,0.573006675354005,0.454979592607468,0.0066313970109453,0.371685351407749,0.486484758748428,-0.209162454748003,0.626417366914035,-0.26339376383923,-0.503191872532909,0.0852641012533259,0.249823759956121,0.277366815335164,0.589386771518002,0.56306655305255,0.405197164908751,0.360248569334512,0.564871053064772,0.0679235859696354,0.340085024705244,0.570370565203924,0.156483802253853,0.561033589354484,0.427967985601375,0.25777323304753,-0.117891989885568,0.228488593686099,0.396684525452611,0.550386013933082,0.446496190116056,0.0530518625423917,0.576105321692903,0.344299865566502
critical,0.193668342769821,0.0285686893422677,0.27211864689197,0.197517875268156,0.146974252871627,0.167835923279682,0.324868203000586,0.0502051358704639,-0.0104062737315806,0.177633799477086,0.0578600571912189,0.206653529281251,0.126717619854898,0.131192194737981,0.224281126854324,0.130108687373228,0.10490376214225,0.0316606943478324,0.0679840078983567,0.162886893063127,-0.0065035492402458,0.239039740067209,0.213619404729771,0.213985547810099,0.210684759924384,0.156786316615823,0.165867085740026,0.17960871860596,0.162718464617779,0.116340578188899,-0.0153921540557494,0.188137497717854,0.115005116983413,0.204982444918856,0.20885253575582,0.173538566929392,0.233008805981922,0.180211696702892,0.152867284888023
critical,-0.0861509342263762,-0.158470558482281,-0.223274811452594,-0.128649065363794,-0.0048682245556472,-0.119720816832733,0.0289850847047125,0.0324704008588687,-0.0032810837624517,-0.0360196993435812,-0.172665053082752,-0.0515533295828277,0.0643002176078143,-0.0717866737378808,0.134055662290012,0.0034394154781494,-0.129882631789686,-0.267713625774663,-0.0691990167835383,-0.0823722405862847,-0.16315742841519,-0.149428129037238,-0.0163096572240602,-0.0647466855172289,-0.142654992091972,-0.158682753912505,0.052354883212549,-0.245985882066845,0.141324523708624,0.0859349381698946,-0.0936116989304085,-0.127604920459423,-0.0890541152772503,-0.202881876399534,-0.172431342401744,0.0044055173640279,0.232125380750151,-0.153027604552795,-0.0974048827141365
critical,-0.0218499497732121,0.432442644526033,-0.224741204237452,-0.227209649500459,0.267368421930216,-0.3026095862708,-0.0149176062695154,-0.101534256279026,-0.243472026375269,-0.0129855534173155,0.117627843445056,0.164306132400078,0.142737335154751,0.0036109406338656,-0.476733133328593,-0.0997137061126223,0.0077974321407911,-0.266130689935071,0.0421179931703518,0.188435630695964,0.262109264005213,0.120875401956924,0.218379111631745,-0.0642175426537871,-0.186371548373012,0.270970773098858,-0.0793998065799276,-0.227080821435194,-0.216914468301151,-0.123454823476249,-0.214092353389798,-0.233170425780586,-0.105925689709533,-0.180430261593486,-0.038809149152422,0.146559197964114,-0.0127226466508227,0.0677458351110292,0.140679072721199
critical,0.0839884941110061,-0.194318452900099,0.0173120681162127,0.0447865126546646,-0.187608383628406,0.193225326676958,-0.0921981275834095,-0.213781331858673,0.13687750178358,-0.115647498194738,0.0010066763664627,-0.0990964237503578,-0.192611457835572,-0.151867529314028,-0.289784095556488,-0.0297766091497923,0.061966999853299,0.132846782176213,0.0466296684363241,-0.103793537711436,0.194519295005911,0.0445000826791066,-0.193513047626732,0.0485926777800076,0.0367501819143167,0.0236651050544121,0.0595312928361435,0.191101028676717,0.14154409933185,-0.0454249680893324,-0.124921444489359,-0.0799600888015151,0.346237846634499,0.0768838850865927,-0.179254925498305,-0.107974328771611,-0.0340524080951858,0.0358825965655674,0.0619317731691528
