group,CD56,CD11c,CD117,CD7,CD16,CD31,CD195,CD32,CD62L,KLRG1,CD57,CD2,CD18,CD38,CD154,CD49f,CD44,CD335,CD107a,CD35,CD62P,CD41,CD29,CD49b,CD36,CD49d,CD158b,CD337,CD99,CLEC12A,CD94,CD224
critical,-0.0161326912614275,-0.186985883650882,0.0061380620438345,0.242442750606525,-0.103723741260881,-0.0421010690762921,0.029781784075388,-0.135087382710915,-0.113197890568517,-0.278512875112659,-0.350292718889778,-0.0776805869585613,-0.0731792550897097,0.113458301830213,-0.102938312486216,0.157049475106658,-0.0346047880015397,0.172900768254955,-0.173795384400409,-0.122071612540946,-0.138956672848539,-0.108603688264524,-0.34625996209787,-0.0796487056946275,-0.0975379995522091,-0.144213792439424,-0.115114434130037,0.104202211496222,-0.343868485239133,-0.0147682522344374,0.155349033478688,-0.0071750312725468
critical,0.0416701524226963,-0.0148478785641961,0.0608189074180734,0.057919580557812,-0.355971650523217,-0.103390805964506,0.0685886254482222,-0.0624639560083257,-0.144900807619447,0.0888916992903306,-0.103340743015699,0.149446072148873,-0.282418116667162,0.319739732835484,-0.0209535350501538,-0.118062601683894,-0.27359828320929,-0.0135970714155134,-0.0420494040357022,-0.0578612326470864,-0.140618018902621,-0.197100014484775,-0.165446018371785,-0.0106747158520854,-0.0938234217420429,-0.240382803967236,0.0062181016532179,0.0207062486803631,-0.197622865942719,-0.119604936420464,-0.0587093908780227,-0.0491239326656419
critical,0.248017442370799,0.0365648874986884,-0.203870170234332,0.123585725019297,-0.0904685242881287,-0.259949849238367,-0.273237382131348,-0.147012062674525,-0.0766090868485997,-0.0546571090464815,0.0590603803005419,0.263420658090298,0.109019118739267,0.155699802586308,-0.234717628546014,-0.233109955039637,-0.0100238879640411,0.0304227933084018,-0.331642056480355,-0.233047409064807,-0.329689842336816,-0.259220348158357,-0.409193105285617,-0.343726698889856,-0.261856344397545,-0.0132824844205379,-0.0270617804440932,-0.150603309074456,-0.0193687251322729,-0.240161439049776,0.0028143326918606,-0.194316197003855
critical,0.239858001871089,0.110959379343166,-0.182689365795554,0.425632413737132,0.19974609925095,-0.375043653640851,-0.319816914571726,-0.106459815371071,-0.146780484309701,0.343163222399386,0.0866241978235993,0.380818754615426,0.252781702121787,0.045951339089844,-0.141685106576947,-0.246095700511709,0.107963201641768,0.0241668878210845,-0.227400404396094,-0.359588430819257,-0.408944195500843,-0.329436394654379,-0.42251007789846,-0.43326665897194,-0.205789505213788,0.0923115544241688,0.32689947199496,-0.0714845803099799,0.305075059475822,-0.421443230995669,0.336791816461971,-0.309787208365932
critical,0.314628068111569,-0.118606336877421,-0.583942081853303,0.571672585165835,-0.343591716929399,-0.52354861585564,-0.0995167206650798,-0.121035249608494,-0.0794994571461839,0.0042269762078534,0.165050679663209,0.0396561642039316,-0.0163696198640314,0.110277747661168,-0.154501278028909,-0.273862712713041,-0.425459231479176,0.267363226779964,-0.229908436642426,-0.457336928175502,-0.293481180461147,-0.580883500171783,-0.324752582580268,-0.250324899144675,-0.533840300877318,-0.0219744629530709,-0.0377266940640605,-0.0468116523813387,-0.179202469230017,-0.435017967232026,0.384055381614866,-0.315371739217654
critical,0.37296676644791,0.0429720922391888,-0.213307052219006,0.562807051010831,-0.250546367344703,-0.659489545318928,-0.405597214898094,-0.607064485996851,-0.409656495961919,0.54010676426992,0.290410317548503,0.528372626456969,0.594897279244636,-0.0299675692862974,-0.644472124941574,-0.491625368402972,0.048868855924863,0.0599429156660619,-0.576536707315205,-0.572192805252674,-0.697300089126086,-0.677550514901782,-0.27763928070276,-0.736992917907091,-0.568070425889624,0.292652323277057,0.0823339031696334,0.0323809705108925,0.171571569737128,-0.529860088556189,0.313154336418672,-0.358207405758547
critical,-0.119326289548526,-0.153337562952712,-0.0905672277312082,-0.0092095151214721,-0.137711755911547,0.0432594023475293,-0.0803829172990752,-0.231283585091694,-0.292906541005379,-0.187531121670486,-0.358646482669083,-0.299266044274238,-0.089198239698643,0.151490894561525,-0.229818347227195,0.0213799363447963,-0.0191904002911722,-0.126231254951687,-0.267608880984662,-0.219152850511315,-0.21466136251619,-0.23459458297682,-0.0992021677850896,-0.0299939921337685,-0.0217516604698946,-0.166702825499215,-0.251963057821774,-0.136247810669123,-0.183536174290536,-0.167196699771605,-0.173019270048755,-0.158035548695068
critical,0.0814349445738303,-0.115515099887518,-0.17407945773976,-0.195479935106484,0.0106974704061405,-0.144110537118083,-0.104396232097,0.0353127312212825,-0.0249937650832298,0.0597318472829113,0.345240012032248,0.0372212402621206,0.104777269897384,-0.283019434358251,-0.162989385117625,-0.243631507488653,0.0884897203024416,-0.292314857680075,-0.0163764165298648,0.0416298986831327,0.0840875544643015,0.0741598610621674,0.0037115367647792,0.0209832415727961,0.186969776791187,0.0845685841695276,-0.0835089393475748,-0.26177306990844,-0.0044740352197192,0.05032518861714,0.113613178150749,-0.113489979577776
critical,0.121124492376263,0.367570124635521,-0.119387502495724,-0.0277151035991803,0.238855160850264,0.174016530667833,0.0436820435904603,-0.0447021587709351,-0.137655631376088,0.0166700537407009,0.0079821854403477,-0.329737725375905,0.160792645061028,0.464586329397629,-0.0014469694302713,-0.117174176715481,-0.385062860750505,-0.0233298788259772,0.118144275824751,-0.171172991515657,0.0377873532044619,-0.0274472658768675,0.165307293177373,-0.0507563161351024,0.0399354728040171,0.193785505085523,0.103393436940424,0.3014110652004,0.0201792425893833,0.0295908892359119,-0.280823509710887,0.012931340979731
critical,-0.0454534550041801,-0.143633178766406,-0.049602435802994,-0.402430933173805,-0.216868048408745,-0.2592428836088,-0.124110344797203,-0.0486319415005967,-0.212997228348788,-0.174703048014373,0.156362201418777,-0.182362390385218,-0.182536313555803,-0.0520375693083323,-0.118833658738758,-0.275043891111712,-0.0032993005485947,-0.216137921065739,-0.164494577833791,-0.0367442029048187,-0.271383384408523,-0.434840164316211,-0.121335379806367,-0.198763375016292,-0.351214562815616,0.0514327433508186,0.189555585682203,-0.0067275400106997,-0.123094815334995,-0.0340949028044993,-0.0449639052049719,-0.187500795650497
