group,CD11b,CD56,CD33,CD123,CD7,CD16,CD45RO,CD31,CD32,CD62L,KLRG1,CD95,CD64,CD141,CD1d,CD57,CD39,CD2,CD38,CD155,CD49f,CD44,CD335,CD35,CD58,CD54,CD158,CD49d,CD305,CD138,CLEC12A,CD94,CD328,CD101,CD88
critical,0.351873691811258,0.0017895674001184,0.0187535977852405,-0.0322398487420673,0.575801270082992,0.0678806082424603,-0.097737478111354,0.293871368716584,-0.0165287660757407,-0.0079978672605144,-0.487126521578965,-0.379001011135237,0.0210750972684857,-0.0069479391109362,-0.0007311093089481,-0.640294861932235,0.0293468910384317,-0.014760982312926,0.69761462017488,0.199603298565592,0.357933883172931,-0.131930776711347,0.508767119378466,0.0230664999504527,-0.0674781757630497,0.0084045314293267,-0.526782961434165,-0.347831977083292,0.291066389034387,-0.0986098368903836,0.141755354639302,0.185895537294634,0.35845432834263,-0.0633945773224524,0.0065420209636239
critical,0.107893146297616,-0.105233520789752,0.014286260308129,0.075380449967368,0.274595658432425,-0.120673564524081,-0.0918598451541347,0.341487411609178,0.037644000830912,-0.0910808325864026,-0.461875965673028,-0.20593061702198,-0.0320723474677965,-0.0192806954851508,-0.0194659526288079,-0.536916826561933,0.124386561318614,-0.216265269586999,0.527471980456204,0.109623095953284,0.150726742879566,-0.224986595283285,0.20313323857103,-0.0119836322714933,-0.0676689264443443,-0.149930588001161,-0.435700961665997,-0.398927228964411,0.0151619623586649,-0.0216524453725762,0.155788575408282,-0.160670101986744,0.135971667310163,0.0471869589132393,0.0959134552159269
critical,0.0687387629819097,-0.242583249319388,0.141449928143184,0.0695324675744432,-0.467673484099824,-0.193475767268073,0.395896705717844,0.115153262582936,0.146306702228016,0.221930354460178,-0.0279483998637705,0.217130369231223,0.181685938566397,0.29806704767854,0.240002519337733,0.149417822908298,-0.0308000640463622,-0.0789859123797662,-0.40936394353161,0.120942483864291,0.231090469540943,0.007075685621676,-0.177363087186671,0.293437506606279,0.408681264890851,-0.081479166301508,0.0191161697230909,-0.100407161570584,-0.409585786354074,0.261572372084475,0.358364003571357,-0.236138854133707,-0.211897524111712,0.40932017966735,0.328588299471459
critical,-0.135186294168486,-0.177237330095152,-0.0711344070278208,-0.0824462145043377,-0.0042242124769133,-0.0346114573202689,-0.240102888908722,-0.0937849460429625,-0.31153402908857,-0.0785968529702181,-0.0666794655241401,-0.126579670616613,0.0679184707142655,-0.115257369295902,-0.131569569044467,0.0284032563914097,-0.252975153736025,-0.0196089677107066,0.0630757060045054,-0.0304685939157572,-0.106647834217099,0.0338188449912847,0.0183453871098249,-0.0777022279484711,-0.254321918024812,-0.0932244890619423,-0.068781695856806,-0.114147669222767,0.205430822752769,-0.139174776811554,0.126484878277474,0.0161641729577822,0.0003088795075701,-0.158778530943449,-0.253945849663011
critical,-0.145666959830847,-0.377440068296855,0.0042517169921892,0.0815563639082638,-0.359557306581947,0.126991887824272,-0.175203886138403,0.11807031099415,-0.064284621747407,-0.122951565760372,-0.148757047314843,0.0778620720699403,-0.0761378659954096,0.0146390049964291,-0.261593090372773,-0.211709549282848,-0.298932109299759,-0.131214056609328,-0.248043845658464,-0.0104565803555578,-0.178006708440961,0.12816470656624,-0.383551506707471,0.0162695456483637,0.0997973364921358,-0.252423376695699,-0.26246535640967,-0.0365700472023431,-0.181788792844042,0.0193789062095005,0.0702696190495008,-0.481289742002528,-0.333608811223702,0.133633006250958,0.239360837661493
critical,-0.344017478963618,-0.543498126731436,0.12700207705632,-0.0209688613899693,-0.325973539168935,0.54078255033799,-0.107969007262634,0.184335994194595,0.0522464828764637,-0.227445583851873,-0.34733258696249,-0.0166502152082549,-0.12908274303573,-0.195839011585855,-0.0312213015525955,-0.265439403676225,-0.0245744887471746,0.0391465502180774,0.0289098903703104,-0.170125695130061,0.219189735331579,-0.233701728778456,-0.407385893278183,0.195308666298667,0.0322239509737362,-0.42590021251217,0.179054070398353,-0.221783309150148,-0.177625811971378,-0.337552505719328,0.206886956111834,-0.453660534283941,0.30251409202753,0.0206471024918907,0.0701965215631201
critical,-0.292936560498985,-0.0751617981182792,-0.161524976562725,-0.271298184228463,-0.108242812072316,-0.145492611023017,-0.198541320702989,-0.205367838876867,-0.148250517313807,0.118486805826386,0.0278768642943388,-0.099182750173574,0.0392822598711505,-0.238396925364584,-0.194553654219405,-0.118299392881247,-0.192189722371495,0.158910805771484,-0.233848233862517,-0.181481381851609,-0.0550824629438712,-0.0579911089829095,-0.105117336257269,-0.287906655704163,-0.32237896129832,-0.127648517773474,-0.1969701438111,0.0314560528291137,-0.16343517207705,-0.410281062326246,-0.109116757209526,0.0101236535010982,-0.217002390219048,-0.108210663821139,-0.263548334345406
critical,0.274391697738888,0.112246064868617,0.083732004408042,-0.0865060787262912,0.168618988662291,-0.0257753900531456,-0.0173078765880624,0.131513519101527,-0.130203715029555,0.0349120081966044,-0.0427312844996635,-0.0527062819334463,-0.0590031984969435,0.164103109866811,0.0863287632023342,-0.262125319998729,0.0509868949671387,0.159260876657301,0.128373743483012,0.200642519061672,0.210136663092979,0.0539788155755601,0.141909993664256,-0.0667229771023541,-0.0052627095152275,0.117369119436022,0.0067451009506952,0.0274166646581423,-0.0466402995007522,0.106524590607597,-0.0697864104762903,0.0120807182707473,0.180505195664938,0.136948311699941,-0.0056810258142191
critical,0.316927894807318,0.414275842597323,0.0470293591077961,0.0108006279573726,0.0928079878352511,0.100433651512203,-0.0001741720135464,-0.209063948167066,0.0445858982799834,0.0988385972759283,0.0522675643328225,0.068985507084256,-0.188737038582346,0.140662711835789,0.142049745258038,-0.0662290023854937,0.123004431240428,-0.0791810114084571,0.383029217289728,0.070488884075157,0.0222665636897632,-0.139626714728626,0.301956942819596,0.0470899918993208,0.0773503193946967,0.434802803290141,-0.0086959358256827,0.36969112928976,0.317399744232261,-0.0509038384018354,0.0775525466418594,0.313613239942781,0.213316454785821,-0.147026562232776,-0.135607673364372
critical,0.130904842948385,0.280105115718916,0.0439144761654968,5.40069344376902e-05,0.124576819110112,0.251708410107944,-0.110018328007798,0.408576933951254,0.128878659721339,0.0316969698172123,-0.0137141279024081,-0.0560602140304351,0.0804423878753703,0.0396572782770799,-0.0161425099295635,-0.400991236317838,-0.146965968946617,-0.0446355692791906,0.239488054772508,0.0099044953883472,0.189973379561825,-0.28271085740409,0.214926271939176,-0.0883904889740353,0.109352202181849,0.19885306362591,-0.0381938388325728,-0.063484957390477,0.248257034447783,0.04105229274243,0.0236148683160834,-0.0569852269596653,0.223244538717836,0.059031006023825,0.0997842818591981
