group,CD8,CD33,CD11c,CD45RA,CD7,CD16,CD31,CD5,CD195,CD32,KLRG1,CD95,CD57,CD2,CD18,CD28,CD38,ratIgG2bKiso,CD44,CD335,CD107a,CD66b,CD35,CD58,CD62P,CD41,CD49b,CD304,CD36,CD49d,CD158b,CLEC12A,TCR,CD82,CD101,CD88,CD224
critical,-0.110625519033881,0.137905651346565,0.0370707330140322,-0.115968830520052,-0.212192816964392,-0.261130597299579,0.0414085509660608,0.0480584186290628,0.162009865838188,0.117243188251165,0.142779041645738,0.239324653582779,0.340003970666262,0.101375756056199,0.00484046829533,0.0818725223901466,-0.273549728777113,-0.0487903376562581,0.212609532412138,-0.273136248404463,0.137774068711073,0.090883844827093,0.067995207808092,0.139079994525312,0.0380262511046695,0.0245347156100885,0.0106832586087639,-0.113248228119469,-0.0966112417110306,0.0413342908901828,-0.0483574284255798,0.0738723693464608,0.229721282658712,0.0843157549183193,0.139316049807406,0.0948624596263504,0.0994759081899122
critical,-0.0051260939646866,-0.0149366033536921,-0.163591434594075,0.0521946765403936,0.185275102367218,-0.482175169750632,0.0334106064884862,0.0828813929760977,0.0318053736005439,0.050219484395736,0.332902561577689,-0.0558538150728491,-0.167900839065386,0.319722263011055,-0.0616904231817257,0.0312280579072825,0.143422019365901,-0.0428391228304589,-0.15317408632198,-0.0988823675537557,-0.01619842926976,0.0252491001446496,0.0490820443668759,0.0936261574354603,-0.0900080291798187,-0.0431269489926551,-0.0478219398985799,0.0257618225094692,-0.0227626887138671,-0.0867452944382153,-0.0024331806771069,-0.11361699577397,0.0414566764049532,-0.0188820515668488,-0.0477749961100151,-0.0237028996267131,0.0335443530006471
critical,-0.0408842131930819,0.319496164209746,-0.0589742199800168,-0.291747992083463,-0.325102504896203,0.109097011302923,0.388301167430137,0.111115165632439,0.313613712739179,0.244552294342286,-0.166621324788562,0.167146512069686,-0.0265048982556484,-0.317241118385551,-0.0810225664484272,0.293757014826934,-0.0086680297903568,0.0422514360578638,-0.0496349581613965,-0.147022012119711,0.349431667973947,0.338028797217843,0.290748526048902,0.35017304278544,0.5255895532458,0.411811294180899,0.526901139194792,0.219686911342701,0.331062121995258,-0.172318412446908,0.111397554370991,0.281068949044177,0.339123564256256,0.292615081595916,0.338334878611838,0.361881915125985,0.324011759763331
critical,0.0410223834556728,-0.263939319984451,0.148385471462705,0.421300758869044,0.494519571052949,0.295543282280795,-0.133640664195292,0.162359897998434,-0.0825501139994594,-0.0214646006126538,0.428189574396205,-0.0630032830808315,-0.06766320836177,0.452991975595436,0.551499210889619,0.066207832657643,0.15986560595694,-0.0260069718792259,0.286075785262534,0.314207841020883,-0.16083813248946,0.107534701822115,-0.244434265670166,-0.0673940673093301,-0.0891303337739565,0.113282564238937,-0.0907503611119222,0.18920841481642,-0.0909729358843611,0.3378006840497,0.219665742830171,-0.174125785462697,-0.101885506632567,0.0305046176674786,-0.18029219591522,0.016575401013162,-0.0533838961707
critical,0.103059155598453,-0.119881745779768,-0.136697453925071,-0.0915721234773402,-0.173084119823808,0.154725748383595,-0.121422722871408,-0.0743413140237925,-0.220515382667511,0.203745399882228,-0.616163070298641,-0.167322348625299,-0.322230210886236,-0.599951539428806,0.0776946136830148,0.199653910718724,-0.0377863458897824,-0.590686577677445,-0.049124138193161,0.0451572096356908,-0.0398183571045612,0.221060329442219,-0.0777684281991783,0.0584515675148903,-0.0747738300093691,-0.100247417790048,-0.0762535722910408,-0.552361900357659,-0.0318810803604245,-0.10046627158249,-0.200722238955883,0.27601252691769,-0.234244064365395,-0.0073156220855495,0.099614372503759,0.129660548672226,-0.026741572732631
critical,0.398757972201368,-0.331853631242181,0.369955138932787,0.338725025679766,0.698818164986401,0.0202326413697045,-0.253666217830018,-0.233439284140617,-0.315472366832939,-0.510571320467556,0.351076460688138,-0.287004557064326,0.0627799812043157,0.438582431091902,0.594755163315528,-0.382413743162757,0.18742070391289,-0.116448138950301,0.083692440665395,0.0175804310964069,-0.415035904899081,-0.335919418388172,-0.397837877708775,-0.421379280129207,-0.334805755921561,-0.419362009171141,-0.516173206899605,-0.247757408006076,-0.116729750094342,0.111244587912359,-0.183505126087589,-0.343938055076708,-0.264666843553172,-0.196998576638235,-0.477358181242308,-0.44340214876805,-0.171832247855007
critical,-0.161105514022975,-0.191124253839157,-0.0397401387483657,-0.312465853016353,-0.0043386954103722,-0.0307349250606122,-0.165145811420299,-0.224578568161401,-0.175505411351798,-0.182104772766282,-0.0990061631230178,-0.203735101781924,-0.363984625203753,-0.105735893229965,-0.19715396054889,-0.254384731116169,-0.0461791435993562,-0.0366357295908687,-0.197922006987266,-0.097669204594325,-0.384888576240148,-0.333487262735501,-0.273791083001962,-0.347020789617472,-0.188201733502633,-0.182274518211539,-0.200068978833408,-0.227304700465588,-0.065335297059398,-0.033231684575396,-0.226055924242257,-0.119155928942272,-0.316097632415312,-0.306940353844628,-0.17453213727327,-0.259489244174113,-0.161341610777097
critical,-0.227062093986092,0.0584743618148778,-0.103301755609753,0.199589813844795,-0.0592104631957857,-0.0750209433588162,-0.103076808818262,-0.0244375834420605,0.0735928262329977,0.0047678458064914,-0.128303442510333,0.185029533108457,0.0720510472418541,-0.0614235024181791,0.0051278361067601,0.177736180841431,0.240603811722887,0.0985044015487993,-0.0163212737581964,0.124905984588269,0.0384047903200962,0.164425767157227,0.0254026691906757,0.103947747454816,-0.1332800752497,-0.24892122581754,-0.150745875846884,-0.0385649637391227,-0.121577040784618,-0.0193284990292726,0.115772283914691,0.0212997243850147,0.0593630841564636,0.02439138617156,0.0840502822006114,0.162227155148936,0.0213918484090891
critical,-0.187048114120173,-0.119705711280675,0.367859367730135,-0.0974791859389454,-0.0179945662199271,-0.185313674782159,0.162450301675549,-0.206029718058657,-0.165666473829777,-0.265829612561101,-0.287384780633958,-0.298512789883047,0.167163158859456,0.157436605590811,0.0223001326903803,-0.0089030381906048,-0.209966182235233,0.143946864036971,-0.0748767437226038,-0.486164571663913,-0.157101207539625,-0.0395501682267284,-0.303036581655432,-0.104715092075094,0.0884409524386639,0.133588275058931,-0.105849777066969,-0.151434790983909,-0.0199677364020085,-0.198761782612354,-0.0956982343029999,-0.0113363917504967,-0.0402051609741526,-0.164640633699949,-0.168412244012089,-0.0264487164474566,-0.268136864081955
critical,0.0602454830535952,0.122750665889368,-0.130799735405957,-0.0317246934677463,-0.0478928185854193,0.223365607825316,0.204770241522382,0.209426562217202,0.172382618433703,0.14230396619173,0.139110350306567,0.0397776073460405,-0.0264400378802231,-0.0048018183542041,0.0175704832686519,0.0812483587465618,0.0773094542594878,-0.0344385713835883,0.0470776433064334,0.0583566515450009,0.176561108584687,0.0474071887345484,0.170879003897682,0.192129449900219,-0.0226068200643583,0.046994604645088,-0.0414600104118744,0.198924748114353,0.13983376467674,0.0046276658867953,0.111714599367617,0.165127448417835,0.118612775074627,0.150683627542052,-0.0343036804988912,0.236610386643161,0.0158197614647378
