group,CD273,CD3,CD8,CD56,CD11c,CD45RA,CD123,CD7,CD16,CD45RO,CD31,CD5,CD62L,CD161,KLRG1,CD95,CD57,CD2,CD38,CD127,CD52,CD49f,CD44,CD335,CD35,CD79b,CD54,CD122,CD15,CD26,CD158b,CLEC12A,CD94,CD328,CD224
critical,-0.0015853882348041,0.035098150680626,-0.0422457592278167,0.0157171310441991,-0.152463131955984,0.0506006484004554,0.134358506144373,0.0813495026558184,-0.289981899788862,-0.0439480288123757,-0.0041469738725545,0.0284676544214889,-0.109933226390061,0.155213099000975,-0.0296671060478299,-0.0476655578998827,-0.163187493774269,-0.248645129344758,0.0775538644249479,0.0159030171284673,-0.0644749124060025,0.232240033064189,-0.172168476162693,0.0783629244202491,-0.0395651251341411,-0.0103784799540279,0.14328484468751,0.140995209636777,-0.085765384939075,0.0502198929905647,-0.0880706333908249,0.0583140401858686,0.305788651400197,-0.0234332588906223,0.0620354814617173
critical,0.109329852267753,0.0429572253775036,0.151229061201513,-0.278932356359874,0.371067073342522,0.102966402468683,0.105744736658385,-0.21159965884917,0.100459752582482,0.138638788551783,0.0334466571701468,0.117731605011912,0.096632310313633,-0.125014058267976,-0.344862153792647,0.0757402551736632,0.0796431509346141,-0.210907746323883,0.0970435927568863,0.057781628885259,0.14168505400256,-0.136375955239488,-0.17469938364235,-0.0887131622236525,0.0260287348705734,0.119701363014329,-0.216411150060475,0.0172966686738518,0.138616255202888,0.0970385402458198,0.117015314911491,0.136027259573262,-0.391671505536992,-0.198905452473701,-0.0593687146706474
critical,0.105587009060049,-0.0447567139866859,-0.133518615934577,-0.010616012954093,-0.135352513372403,-0.303061580002987,0.0458869872717239,-0.21705033473028,0.0490229071075854,0.315399627863821,0.20284438216505,-0.05633985391043,0.194713321918996,-0.330609057365789,-0.249644299081894,0.0460177487293198,-0.0041947324589303,-0.136239674906336,-0.265044331584671,0.0673450811041741,0.0703126535677369,0.261439000045115,-0.0458623858647014,-0.0277133796143687,0.131323110728015,0.182904497599116,-0.0524595870894672,-0.194425132569997,0.108056820821673,0.205593806582595,-0.0121552981098804,0.214357539450724,-0.215325502103514,-0.129158976605855,0.249069559688182
critical,0.0368408324356977,-0.0279281097349521,-0.276322027616723,0.217748719831187,0.350750148311301,-0.357799303482041,-0.0291235578067119,-0.402160319069034,-0.0965608114318367,0.214251243945387,0.292544431937211,-0.227449008971103,-0.107807471000552,-0.144155808553642,-0.0563593418832585,0.041129796383575,0.0876754623602935,-0.118627571944128,-0.022336130758254,0.0793631530637522,-0.0164125585942493,0.249379522116676,0.0468717325317806,-0.125583558106713,0.273510309034209,0.20842904987167,0.197717662521866,-0.297268185673611,0.0378695348987679,-0.0605028262707843,-0.150520914436265,0.313049593098056,-0.221827479952543,-0.152837441339556,0.300112333200325
critical,-0.0439539344473419,-0.187856529499993,0.375633133822934,0.287198538314894,-0.148704114566561,0.190437601921902,0.172998347684196,-0.0995659704752988,-0.366703267395502,-0.154763432755589,-0.319296789772962,0.0458856965512176,-0.158836172312539,-0.29937987101546,0.235572635583834,0.114035493052433,0.265022379439548,0.28586498735963,-0.319724381638223,-0.160621840520484,0.105758355144198,-0.0284648540604908,-0.0407951320635247,-0.156219536036984,-0.122835069645146,0.290947001021714,0.545484321426278,-0.0361069738167337,-0.119873564898777,0.109245610215825,0.238286667669131,-0.179269237435587,0.248740953728103,-0.227080396193798,0.202228063704516
critical,0.12846104803993,0.208738694948482,-0.102183941767307,-0.527828440480218,-0.135266832220895,-0.4228072053793,0.090628129736308,-0.478198367408121,0.465209757486689,0.194471318509675,0.39353426120927,0.332839692528085,-0.0498994972652027,-0.166576714507226,-0.239678557568381,0.292648697812887,-0.199696771673503,-0.0393581531922292,-0.062403056043231,0.0198373328188226,-0.0848797618984692,0.202263887043426,-0.0837648389704688,-0.516610499326944,0.386157584146151,-0.143613902143699,-0.296118855294294,-0.48102189529611,0.459743413947459,0.0546214581147962,-0.161210770130773,0.352508175477096,-0.611262006097624,-0.0569532421393499,0.0376280148343133
critical,-0.0442675978296498,-0.156562834674165,-0.247254785832382,0.0331687491264739,0.294192641488979,-0.088792168240104,-0.117148850828257,0.0266434439231232,0.146394545254195,-0.168204491524981,-0.184099662491031,-0.19999397187635,-0.333697004940593,0.0388243913425184,-0.220972009659474,-0.166963836252953,-0.160903839022056,-0.252580790554086,0.0783029202959319,-0.183169092168524,-0.242385137699742,-0.313153315451092,-0.255233978932286,-0.0402252672952486,-0.144131518145164,-0.103474570714211,-0.0673898803560253,-0.107700043545696,-0.149309084684376,-0.129452262360716,0.0628587377339377,-0.0816660373734635,0.210532991269055,-0.0529981884256671,-0.1436306686405
critical,0.0453784553184338,-0.160220705829754,-0.230452493089474,-0.0259185425264787,-0.0202899002018567,0.181641010338476,-0.15567655812797,0.270793228542987,0.216432159415665,-0.0603061291842403,-0.0041905428926392,-0.122623179028836,-0.0486811838431101,0.127748080295176,-0.221853550855606,-0.160915005533407,-0.079327680800954,0.0128764250907658,0.22708389680807,0.0090981930405684,-0.311404259206446,0.0529797138252922,-0.134232647564059,0.267019626846996,-0.242309622311232,-0.0176145170525121,-0.123756175306545,0.16668838580074,-0.0223440863541252,-0.0764663041826933,-0.11249948215377,-0.104249397025103,0.203276146048889,0.113640493004851,-0.124618127890094
critical,-0.308018462091656,-0.0528512106726946,0.0324793102594679,-0.150277665326423,-0.198305065667385,-0.0540009250693802,-0.277763975512429,-0.0542730003674972,0.10424978334859,-0.0735005897166107,-0.204704816637311,-0.224290652551757,-0.514122926275843,-0.0523265521397089,-0.0974735086782648,-0.41663310864057,-0.0285739101995056,0.0190288917117475,-0.0061312438889627,-0.186993472092106,-0.233094250040843,-0.0988982439207665,-0.554824396108474,0.0204932434352257,-0.328991238103023,-0.213584579564464,-0.164063431363869,0.0981549042219878,-0.102198877839823,0.0733081898294719,-0.0273092905628875,-0.277712530216014,-0.0192574606123817,0.250123092128139,-0.256481260777355
critical,0.10101841635646,0.0929446685206057,0.0724733941257015,-0.0440768859947801,-0.0646741511553607,0.0649377322318607,-0.0517764480454136,0.128189055984258,0.194190605814458,0.130720873854881,0.174616507946046,-0.0224130094373072,0.193108514684206,0.186234020343708,0.274437308907761,0.0443954613729262,-0.0638007290172695,-0.009811715503757,0.277771999549685,0.142266566124933,-0.275709721847108,0.200948670722018,-0.249178857274065,0.309258760986537,0.079941516149409,0.25792500000013,0.0741175719194004,0.123647642936835,0.112980673035105,0.0173456269069477,0.174278831733609,0.0983720908389158,-0.118457773757634,0.161957745716083,0.0937049541035688
