group,CD80,CD33,CD11c,CD7,CD16,CD45RO,CD31,CD195,CD1d,CD57,CD2,CD18,CD28,CD38,CD155,CD154,CD335,CD107a,CD35,CD58,CD370,CD62P,CD41,CD49b,CD15,B7-H4,CD207,CLEC12A,CD94,TCR,CD101,CD224
critical,0.0454157073054463,-0.189665053727074,0.0147864737235533,-0.375365916359478,0.115837416961507,-0.0738339347303196,-0.159397650320981,-0.0552906335757941,-0.112712153026666,0.155131509804686,-0.452340743120127,-0.125260309653045,0.0200092676273191,-0.0918953662428804,-0.209011410017737,-0.150129883481662,-0.170565119569319,-0.182944920243703,-0.0360658216554303,-0.0137663278532193,-0.0491794206033962,-0.19016977978813,-0.138148079081205,0.0323392604189977,-0.133996443215005,-0.124647407873482,-0.134684827165995,-0.0191743009179242,-0.291635639495679,-0.0202099069953067,-0.109696723838876,-0.0845578661072844
critical,0.0918467832478758,-0.0878513802686181,-0.122798221858238,-0.516390479805619,0.16369278592675,0.0543177089369231,-0.390564102786227,0.0206129388113963,-0.0593799448011045,0.628349477289677,0.0689373760746083,0.144311646263196,-0.0329155894287811,-0.651920668374003,-0.162130337082068,-0.015713828645615,-0.360861776877972,0.01870140863201,-0.0955697353205742,-0.0352336530824159,-0.119788048565957,0.0379856113293627,0.0189613717104864,-0.0354115781326234,0.0108128442934717,-0.0908461980373465,-0.0287576037041635,-0.253985905663907,-0.0275762410826117,-0.0075200636694831,-0.124762416444791,-0.0489831914242056
critical,-0.176764228880333,-0.232884401713412,-0.119607180637709,-0.0762115602408758,-0.294235401385292,-0.257527086860456,-0.505908486114564,-0.227285672297023,-0.217739900127286,0.172483403727923,0.162845952557268,0.039371920501362,-0.0960200160400071,-0.0678475609312593,-0.240840474401665,-0.285919177426953,-0.206905139448419,-0.294881456661352,-0.272247902877564,-0.273872326829435,-0.0822737823996442,-0.447119569996213,-0.465110564601716,-0.353723995460762,-0.235108855108808,-0.116414295409938,-0.130104283534367,-0.226557801063668,-0.0035006667289724,-0.26285872036769,-0.304933242566797,-0.212358948259793
critical,-0.152597642129058,-0.304819343606003,0.0201084008732146,0.0254408452795097,-0.264902692650883,0.0825072840360862,-0.236096584134395,0.0052589470439088,-0.0344149644230934,0.313257718034194,0.220796594553662,0.0533479129154205,0.0651532624878862,-0.0475167773139267,-0.332358546453781,-0.174771071871712,0.21108684980334,-0.168497091179434,-0.355237566057465,-0.162585800908288,-0.0501524132872093,-0.406267608901024,-0.258009158956337,-0.314925245036359,-0.245454932957067,0.0954081637903195,-0.144896933920523,-0.224266013848113,0.209427304716609,-0.0440942720217925,-0.246100960373514,-0.0129444476029957
critical,-0.025681223590675,0.0631921858839113,0.214821874180171,-0.0058425019349808,0.0649556207836792,-0.076895038916299,-0.0137367120824219,-0.13450624632819,0.0512702800793224,0.0533128301567003,-0.413024221453218,0.11499454352245,-0.139602714033403,0.0945469513036186,-0.0982755169354376,-0.249472929772663,0.0945453650390499,-0.289027748921907,-0.0348168276874982,-0.0458856965512176,0.0373795651884072,0.0078923411435351,-0.037308909533513,0.278448528495026,-0.171259528486217,-0.275708348916212,-0.185218375020097,0.0839967074219614,-0.3227855294208,-0.172071176872709,-0.0546088594362927,-0.0634807547239659
critical,-0.338850539970776,-0.222437589189604,0.239627627658925,0.447540995023206,-0.295875943653832,-0.453695795724277,-0.558548717669402,-0.387897912450106,-0.333619876043794,0.131555803310167,0.457274027141975,0.633908101784687,-0.212876983693935,-0.0430827878445357,-0.469385500920643,-0.67388493834867,0.0564127086185907,-0.635424554484404,-0.603411044410961,-0.574672211019585,-0.2058636536804,-0.643618153577481,-0.62024595054832,-0.65710981831782,-0.415609174240189,-0.601757207421813,-0.435343897567447,-0.470081728077453,0.348051300594359,-0.418849928727919,-0.41866949950166,-0.142534637805776
critical,-0.27350747299624,-0.170774590883554,-0.299387877437852,-0.169836794310838,-0.329855643162705,-0.258982912044262,-0.103417140340353,-0.131606095168749,-0.2096013412547,-0.297727663305332,-0.0198844965996166,-0.270524831995041,-0.229349506877259,-0.144876031384169,-0.217520034793506,-0.368557814772462,-0.238928868085089,-0.385397181652068,-0.305056402095235,-0.371829165551712,-0.240675678804149,-0.219401859088677,-0.150144694845709,-0.0807282018156795,-0.2683998214516,-0.388921386663164,-0.306995849205061,-0.147843231103444,-0.171895644947003,-0.329675570003759,-0.151271533043312,-0.176055084701356
critical,-0.226518416161584,-0.0945764948284901,0.0750474198637494,-0.114396190833217,0.0561819664949469,-0.0753607712485279,-0.100649197439257,-0.23635834331399,-0.16912890716537,-0.0724579322810416,-0.0479775132344793,-0.165900427196787,-0.294157299742832,-0.241097589290232,-0.217025843843762,-0.306714443841067,-0.0626362111729187,-0.20409528784097,-0.193395578495956,-0.226523970186658,-0.43409686601764,-0.0341959646448223,0.207454876861707,0.037774669528783,-0.120408249400436,-0.335833591976042,-0.315332301254531,-0.0681675664353117,0.0074168936468353,-0.25881002346783,-0.226966876519081,-0.195656691044858
critical,0.119826054341392,-0.0427647320854267,-0.0469152299463972,-0.114100593523139,0.10500144568,0.0874924081381772,-0.0561456141032489,-0.007086714518665,0.0068141944219722,-0.138994142124316,-0.497411759030483,0.0825394521656932,-0.146230947535882,0.481881064518382,0.0943922927838117,0.0626827157193541,0.37808297422446,0.0037046710694679,-0.0768768795002475,0.225744911202772,0.0410932804095291,-0.0139674112304836,-0.338226751026969,0.0159419376313486,-0.0074157915892841,-0.0272038134056625,0.192350586468274,0.0252888739049541,0.0368378450753367,-0.195927744113234,-0.150164678580828,0.174950025721293
critical,-0.0794404772928654,0.0053282390296133,-0.208179262295717,-0.443931639831269,-0.232839881654404,0.169519453068816,-0.0480810997661368,0.0767590729427867,0.0908990485877183,0.0617040916308838,-0.0767383926539085,-0.0787223933974554,-0.200149179514069,-0.181886082676745,0.0278429943411602,-0.0547153540079256,-0.277376909740009,-0.0060225870296509,-0.0585542176186735,0.0752583499595263,0.175702333211209,-0.171111715839376,-0.273403265379854,0.149639756804381,-0.0160285480277496,-0.15325052159301,0.162018840690707,-0.084937521601978,-0.259880380552197,0.0595600504438034,-0.0530069972524976,0.0723303659535107
