group,CD8,CD56,CD33,CD11c,CD123,CD7,CD16,CD31,CD5,CD32,CD62L,KLRG1,CD95,CD1d,CD57,CD39,CD2,CD38,CD155,CD52,CD49f,CD66b,CD35,CD58,CD54,CD41,CD15,CD26,TCR-Vd2,CLEC12A,CD94,CD101
critical,-0.177025589719385,-0.0209536095390726,0.0200467219830352,-0.165934529826475,0.061076535266984,-0.592779720678608,-0.149336429695085,-0.0754349579092681,0.0111222480048389,0.0566598946498029,-0.0353516792454624,0.289183779464849,0.22805075367399,0.018620761691076,0.420567654532819,-0.0003677663387639,0.0718499465142819,-0.589853770931366,-0.150810895786783,0.282393836405177,-0.172993392552905,0.0016873768250948,-0.000142405336503,-0.0039227027683189,0.0267336148286317,0.0101469787687649,0.0168870330361507,0.0715683860421105,0.0080128126545062,-0.101818114903615,-0.293932384871661,0.0492232588470015
critical,0.111326935826965,-0.369025164547797,0.0698186617708128,0.139105433055407,0.105753341516618,-0.174442973799638,-0.007783622225943,0.309898517680834,-0.0230533825049081,0.0447830677670331,-0.0411322756846311,-0.36274431875465,0.0184906673533344,0.0581515254511544,-0.10692314953359,0.102974827865339,-0.274997973941311,0.106848216554743,0.0681608322000538,0.0325803845015743,0.0176410606130224,-0.0215127210355117,0.0893037568927808,0.0412758605491487,-0.249410568206666,0.196295839640771,0.0722656902021684,-0.0520350347677899,-0.0070118562323786,0.0935083795029506,-0.488120549189613,0.109699501091687
critical,-0.221628103978328,-0.490293849516552,0.300811442745636,-0.164690808553255,0.256108594439939,-0.43367578905896,0.0416487908630496,0.344466522640273,0.193273595680102,0.354790836684037,0.12053699162258,-0.160896603839715,0.317216068473333,0.128021947023641,-0.127721431817692,0.139708634298813,-0.324641227528949,-0.0692970703080896,0.314501862430784,0.0503203412961398,0.369937808998718,0.516842946410627,0.458874441087937,0.435376355593169,-0.190612967884143,0.425317648810697,0.389516173888038,0.172125132617765,0.255211201773308,0.440745841809581,-0.282620736012179,0.370861163946534
critical,-0.277355722766796,0.0449064933394725,0.416022505635586,0.0009939513739611,0.202037468721199,-0.500788990475699,-0.215686842142525,0.227271801388655,-0.0378158567270791,-0.0588502186591795,0.004651494221082,-0.1487626711493,0.0464023573691145,0.29730275726624,0.257559811490071,-0.0140509451052339,-0.204051643548511,-0.331701087115097,0.16136289901582,0.0974818090196275,0.191148964586752,0.136714780739571,0.321733990711158,0.23177449777203,-0.0770472421380609,0.155176099378227,0.128676210866313,0.163773563791541,0.135113366788423,0.349885742479366,-0.509496260156289,0.423896034461654
critical,-0.28501916433858,0.0919457315373762,-0.215753795603644,0.158844875243495,-0.28347014970539,0.167079326168411,-0.0011353042334226,-0.283728517416691,-0.253100962248942,-0.118169056282176,-0.308884277714344,-0.420258980665432,-0.207307766886216,-0.316794637934216,-0.110601807463596,-0.0018257930051623,-0.31651944557862,0.138982396684736,-0.0225470013916715,-0.415653044565962,-0.364690737065605,-0.0773346367025583,-0.245507443833808,-0.0397243662722555,-0.0349596643174313,-0.183868038940161,-0.0697844079633854,-0.0807217375710613,-0.567476112946873,-0.106956896902089,-0.140928796812913,-0.300552187627763
critical,0.114709258729089,-0.389906967800579,-0.282921776524653,-0.356125040281094,-0.195685679344358,-0.111301130228837,0.1966866530365,-0.0544838950085758,0.128959507829873,-0.197587986054485,-0.200587497505163,-0.152086040213594,-0.297516769208521,-0.291801822939179,0.024124442215591,-0.45520288366477,0.132745599117877,-0.33218169154764,-0.207506621900212,-0.104212309496292,-0.114672622152235,-0.1190493340834,-0.12947428440024,-0.170427329329366,-0.420960193477232,-0.0621093860255153,-0.0606317031122243,0.0416773104886335,-0.292369576157706,-0.269640069126241,-0.22400460202653,-0.191409953580644
critical,-0.177163397855019,-0.0586871601840201,-0.162438838182747,0.0972341910905986,0.0385620302161946,0.106129880110639,0.0635516176614946,0.0501128285657903,-0.253871436370993,-0.241804415102922,-0.455141932542949,-0.319589707608473,-0.296611365418047,-0.127640593209998,-0.370027758723299,0.0147364645529392,-0.486029211278384,0.310035877357858,-0.0959836366406165,-0.306573784445922,-0.104102508330022,-0.149886861597479,-0.16576286505581,-0.173785366186723,-0.0944454054810701,-0.327384008837584,-0.182249540905358,-0.115675283822592,-0.0550489900343379,-0.160176136138993,-0.0672711429740597,-0.24760889544379
critical,0.0753310378219109,-0.24866985044815,-0.0368516513872085,0.135427160889909,-0.185628185618684,-0.0841436060196113,0.0754809520795697,0.0100685002916824,-0.0504949116842384,0.0374844827117138,-0.117124261148727,0.0589290591406502,-0.156877332726185,0.0012129832648688,0.0378694644195379,-0.070876090163333,0.129847005855659,-0.286396173076671,-0.0359943682719934,-0.0199034988004028,-0.122337450008906,-0.190948835893157,0.0174565060566804,-0.112573769663558,-0.20324112166358,0.196636103251194,-0.106028860591228,-0.119624442324969,0.0447611539710967,0.0149946160407458,0.132085111493776,-0.0713732030121921
critical,-0.25399287951109,0.319643717703547,-0.0925779449439362,0.359239923510637,0.181204013610919,0.188971875480006,0.364035849119648,0.0964239894381883,-0.235942867894973,-0.0008719536821378,-0.028272705434146,0.180881659512813,0.0593784649903076,-0.177110813993314,-0.159585866883473,0.0640660358209608,-0.349749872890387,0.616537062381639,-0.0637424232230792,-0.166570332182689,0.0398484737201217,-0.251450922919493,-0.199566340515371,0.0824414398933753,-0.12032860974501,-0.200237648527865,-0.0022015631280687,0.0181086950253898,-0.154247728336988,-0.0209868585739964,-0.0060721722651654,-0.301375395944339
critical,-0.130063428890433,0.121724982094772,0.047415890384957,0.172197595526691,-0.0691828830146811,-0.126988534128006,0.076519698088088,0.0408865998679307,-0.355725105476156,0.0592736916055154,0.0258008527694949,-0.242542623120721,-0.20572139297808,0.0217598668647595,-0.163916497955983,-0.265105990745976,-0.237775374192733,0.033781206567599,-0.102298216167416,-0.380515064587805,-0.0922415330954875,-0.113699256010524,-0.135429703731027,-0.194573491897061,-0.140763076388152,-0.30924552260718,-0.114435382766018,-0.127303265504317,-0.0107855713952654,-0.154957854174735,0.137842355175655,0.0594162001903752
