group,CD11b,CD8,CD56,CD33,CD11c,CD7,CD16,CD31,CD5,CD195,CD62L,CD161,KLRG1,CD95,CD57,CD39,CD2,CD38,CD155,CD49f,CD44,CD335,CD66b,CD79b,CD54,CD62P,CD41,CD49b,CD26,CD36,CD49d,TCR-Vd2,CD158b,CD158e1,CLEC12A,CD94,CD328,CD101
critical,0.120087429384202,0.102946990549438,-0.0925097208834494,-0.0924569148457756,0.0702049799994093,0.161925538671799,0.108806104305049,0.0355154269861458,-0.11393215349586,-0.0799432075323581,-0.198977921816682,0.28226059340972,-0.48955984422525,-0.385032895492354,-0.36785603601451,-0.0035669380383339,-0.384670919444592,0.521343826029626,-0.0229941613407454,0.0872876678806152,-0.340880246045339,0.1999386806556,-0.131095984100095,0.0174047975193085,-0.127185777617518,-0.103750397925921,-0.0692504464046861,-0.0445824010793899,-0.100202470306446,-0.025374165587386,-0.398760811014843,0.115747231685023,0.0878345575356815,0.0595835484771229,0.191859664832769,0.0217732999330128,0.146438240304807,0.0158051848229843
critical,0.045911956695467,0.148217476473277,-0.0953363033699761,-0.189271678086602,-0.103464393609267,0.232677853149443,-0.271885044768711,0.0288043125726703,-0.0032016900555952,-0.16869626896306,-0.0597241328925063,0.0984071719834624,-0.128966375084135,-0.184041026301102,-0.361570854004409,0.0248194773631366,-0.146729301325657,0.48002359683217,0.0233636998119341,0.0093338143333663,-0.409224794342772,0.1745230006086,0.000347970427785,0.0239275795667892,-0.187201291906004,-0.112442954422304,-0.155396164648009,-0.113677604363639,-0.019664546480069,-0.241327872178163,-0.334921703326966,0.0128820928546501,-0.136290671848799,0.0046916575231699,-0.0912048487643368,0.0602625757511421,-0.0185881170480292,-0.0619355200876636
critical,0.134745691527004,-0.0026633186147834,-0.190420079801499,0.149320142245873,-0.209337066115059,-0.327177882242481,-0.136799380102506,0.29956766523412,0.0427199878061207,0.359545347558285,0.169996369783724,-0.363426099346982,-0.436329373194661,0.0690937837402003,0.066803384285338,0.0703822761998338,-0.0275281156707573,-0.143815277019831,0.255855293832396,0.251601039241957,-0.0093929351060572,-0.0625108227812997,0.261666585947257,0.263509037690342,-0.255081157429631,0.347194838484388,0.439829718556747,0.350290173288131,0.244800962458814,0.472289555926891,-0.305544326341717,0.110366950247397,-0.0246299949159894,-0.122832576673262,0.290772294252918,-0.253449723736416,-0.219557618600684,0.354094831109934
critical,0.06135627764154,-0.0512061949341693,-0.186084864740333,0.0280580220209875,-0.153049397140522,-0.119348338035506,0.213166868415953,0.135159526585081,-0.0615367123104286,-0.0232813969498592,-0.283607153825317,-0.0943920660554619,-0.307482350478042,-0.0304318465578425,-0.21013822393483,0.0982015708251312,-0.25293086199,0.0341914616991735,-0.0699762678618333,-0.0818855282773252,-0.0045289564345053,0.0575639182172584,0.189040314924014,-0.0292995632399536,-0.0174378116192488,-0.174781104968149,-0.120732850925815,0.301817074677329,-0.130922570278505,-0.0826829308786263,-0.178547969298071,-0.0651677224162134,-0.23654105611702,-0.106045732120398,0.27957791456316,-0.154667825169323,-0.0862159925505189,0.111006669528453
critical,-0.399286438333662,-0.261267567310365,-0.160519556029065,-0.218671640598284,-0.0204437735246991,0.0081145860208067,-0.30466700035491,-0.239247735435515,0.0847182913357286,-0.30261871149095,-0.0530538854240654,0.232607017414891,-0.120631397931818,-0.115008768953308,-0.113685350151503,0.0453128627644832,-0.0175979297183091,-0.0741942199338002,-0.125070504096554,-0.223420720617243,-0.0939987834630382,-0.0078109768018492,-0.0729572044363758,-0.101863994764873,-0.238309730312328,-0.210815009308243,-0.240885785466378,-0.0098391706181988,-0.273648334393139,-0.389704258616241,-0.237502590367323,-0.394147632896854,-0.488256440596809,0.150879801360535,-0.173141072983596,-0.278114681008393,-0.299901564913685,-0.235037833162464
critical,0.0146135066992549,-0.247392701120849,-0.203705921265834,0.261068000808705,-0.167019609737537,-0.481596875201368,0.224039492240142,0.413353044400134,0.145185266473675,0.340392984679706,0.221579212360355,0.0200232879330937,-0.51121536136822,0.177649330060957,-0.209713352944304,0.0654601147622107,-0.543608040595897,-0.0856014802672118,0.242126457488477,0.467576558960221,-0.114244525406569,-0.0043068525979149,0.343888953193518,-0.0367154518754786,-0.148482857850142,0.558645300334098,0.651194654847723,0.690988811447198,-0.0281641893404418,0.486948274840051,-0.28700538988049,0.0560133791945703,0.0984902560623892,0.124675923443958,0.242796468863871,-0.362462192683105,0.0352775510058553,0.295847523376954
critical,-0.0817916506472022,-0.208075407761625,-0.0321852689851444,-0.178304100460857,0.146055882621138,0.171130250446214,0.145289715429707,-0.0442161710663935,-0.280059948860337,-0.198220788804657,-0.420632709252903,0.110937026458227,-0.296774072127594,-0.302696331147461,-0.509066776993749,-0.0656994380933312,-0.441141790010871,0.289776932453908,-0.106731927833622,-0.139980198338962,-0.261289753472802,-0.0224069477625274,-0.276055753571557,-0.208372113966765,-0.0997461578246346,-0.24203067667315,-0.340037588590685,-0.217829995573319,-0.152293773590476,-0.121320112338457,-0.167535531916015,-0.0281548936960501,-0.238204176170587,0.002528079421935,-0.147258979740477,0.0650080007214361,-0.006074003413251,-0.277249393959047
critical,0.123447591405958,-0.169802596471064,0.25985427415297,0.0770864073696496,-0.0466336528260325,-0.0406912364171357,-0.120095318996585,-0.0082593471615527,0.139075556828347,0.16849730738694,0.124466783681158,0.149915235437919,0.114117825870507,0.318276625604967,0.0514515202738172,0.116617360284326,-0.105677790080419,0.194337760865521,0.122299882532672,0.0856949301386204,0.0417158152330488,0.0983856193763466,0.187511309151071,0.205688185541791,0.208381100662286,-0.0459782312247971,-0.243510542885098,-0.12243349382001,0.192022194561093,-0.0364328966882214,0.0613599954260047,0.0365980896589579,-0.0108572768120221,0.207871970268166,0.0730591919256551,-0.0785398951947923,0.0475130040846395,0.214519096826127
critical,-0.145162229190943,-0.0036217935900845,0.118290156117219,-0.0834563815905349,-0.134382341757683,0.011977090699437,0.144145707092643,-0.491128819019102,-0.391073854255403,-0.216086704995362,-0.13099300612009,0.020710176401193,-0.162533023971833,-0.323977238806766,-0.160627021506127,-0.0419051991432412,-0.0562190964857708,-0.052173414979664,-0.182212602151375,-0.078424572372257,-0.0703350395951672,0.157809552554873,-0.438357363087742,-0.287216427287176,0.2685410607867,-0.220001215895916,-0.308810693926866,-0.140429715311438,-0.125829228134622,-0.361083233269654,-0.129093897236728,-0.358142470152472,0.0963346796339146,-0.504629520679882,-0.148361393575731,0.120055520214127,0.104111856256021,-0.265868190598795
critical,0.0246103452142031,-0.0412290469204423,0.184748366354588,0.178033864310907,0.0043222823791949,-0.255999280627209,-0.0502093836032546,-0.0378032427686994,-0.108130223948019,0.0059436742913493,-0.0189434122900846,-0.154354150879488,-0.264768048301083,-0.049643265428913,0.0675138578236931,-0.219426273175818,0.0764076007228411,-0.0943814474711613,0.117096003920244,-0.0085315948299215,0.0062719376765365,-0.0082573621092213,-0.0070784905424021,-0.0304941492008363,-0.116644310095665,-0.0175777378703722,-0.130727923152039,0.0411043155350794,0.0726089767615187,0.0320641745245679,0.0757666865779234,0.0186063369092653,0.139999546667966,0.0209341921947545,0.0323125476029454,0.243841280155122,-0.123625467709497,0.0910609709562738
