group,CD40,CD8,CD56,CD33,CD11c,HLA-ABC,CD123,CD7,CD16,CD5,CD32,CD62L,KLRG1,CD95,CD57,CD278,CD137,CD2,CD28,CD38,CD47,CD30,CD52,CD49f,CD44,CD335,XCR1,CD54,CD62P,CD41,CD254,IgG-Fc,CD15,CD204,CD36,CD49d,TCR-Vd2,TCR-Va24-Jz18,CD158e1,CD337,CLEC12A,CD94,CD150,CD328,CD82
critical,0.135151203250963,-0.0275504690207538,0.060959675603214,-0.0461224065857032,-0.0328192022250451,0.0812936635355644,0.111323955536426,0.0821989504006104,0.063135066178258,0.165456856325984,0.120954977872212,-0.0349201471987175,0.296310762381455,0.274359653333446,0.229694443161887,0.184264928451079,0.0821125844175504,0.173961479690271,-0.0417866182268624,-0.186995287413053,0.0894460437924927,0.151215213342088,0.232817680684428,-0.178981278383888,0.0764251494592899,-0.146837649931185,0.18724438765796,-0.100530856903393,0.132631338791902,0.045523111268669,0.133517362582601,-0.0254435503328746,0.138535087202203,0.113999903054219,0.0449230997677395,0.225637582294335,0.216339780200024,0.143582675829879,-0.170325090954289,-0.0029565921336219,-0.0961963729095927,-0.131299956630217,-0.0467067783366718,-0.239706898871297,0.187608125848463
critical,-0.0639643439802609,0.103812118990428,0.130916484903306,-0.179413740903147,-0.0252440082042809,0.0599888844941715,-0.0065517756748524,0.459145067364402,-0.189778206646006,-0.0313135012295032,0.0028184515859667,-0.0691380628169193,-0.221989631036234,-0.190088112383628,-0.425922602145258,-0.234962194452213,0.068200982557746,-0.0574885267984296,0.018416488140181,0.562791199619183,0.0154573861741573,-0.0082664832480615,-0.278921709283046,0.141648713733366,-0.290019645973467,0.269508225611007,-0.028374086143615,-0.0584839022971194,-0.0128912607395905,-0.0117436335056264,0.061128399583564,-0.114108160709362,-0.0335761472492487,0.0347652197718587,-0.0057102286063501,-0.423030437043707,0.187464815506661,-0.0111156345959425,0.181837382453566,0.262800388265989,-0.0051233648540961,0.0786140930752972,-0.0715848048446369,0.3093183225441,0.0051913172961378
critical,-0.219131263060799,0.0542135320214725,0.515941497710415,-0.129597693457303,0.215124510339464,-0.26969174593343,-0.129389448331443,0.464982574889689,-0.23980662308245,-0.204009404316428,-0.361239325727324,-0.0043105462020362,0.0468613967841816,-0.358614253834235,0.186887134405081,-0.169008761705781,-0.229314585393169,0.389703393597461,-0.420361130177496,-0.032625752982373,-0.182296270359006,-0.189157323267409,-0.0307838029010341,-0.289323504217548,0.167084203704849,0.238092452304534,-0.376761889358369,0.441394188914391,-0.231320303009975,-0.216143427592432,-0.11400089459121,0.0596090340173875,-0.342906237962424,-0.0645756523892352,-0.225681565396273,0.217681027636929,-0.0266795754260955,-0.199013059089705,-0.328633025973578,-0.0296233696157299,-0.385660585312776,0.47489776121861,-0.173714277053939,0.287423014453474,-0.266140037743036
critical,-0.0094020961579132,0.241310390033696,-0.0424031952001232,-0.528155658522001,-0.0658875074239267,0.0204886812963422,-0.146329527236233,0.348105690631428,0.313794001088394,0.187494073479664,0.0760372447082749,-0.0808747452019414,0.342494325496737,-0.0234972826529481,-0.0149852981230587,0.141916583511155,-0.0391280736626528,0.320884431690491,0.0793420247718873,0.177906326953991,0.15548004690811,-0.0400486050937921,-0.0648668642927549,-0.222116166001026,0.198285228001533,0.0111259602409272,-0.185068993020458,-0.0104283079344029,-0.24066337227511,-0.112938704853389,0.0737824368876257,-0.355641670000651,0.150427799494501,0.0535490314929056,-0.167714696508877,0.148000333634941,-0.0695735930723577,0.0257361792360341,-0.135370901524239,-0.0193186075095936,-0.239723354193923,0.134796974251955,0.054287238022061,0.131949464640125,-0.104950410784539
critical,-0.0622507368051225,0.0694652871989575,0.0962468116534229,-0.058940468891722,-0.0782866724259311,0.152336567501923,-0.232806347883589,0.007303127418726,0.047034032527508,-0.258775871716408,-0.161489521128518,-0.309616616623572,0.0010567440519633,-0.0310637225029032,0.200917149875175,-0.0585919839826247,0.0158796747466626,0.0144351681560324,-0.101907533505389,0.0471113024934841,0.0451780569255359,-0.15817424872522,-0.156853265988404,-0.0985321871324682,-0.100373022847964,0.0477608685696405,0.173743936229575,-0.02303606651079,-0.183395226160085,-0.17162098385416,-0.0723185936762185,0.0041329011480923,-0.195817804459395,-0.172864922555397,-0.0135914079431283,0.223880045068003,0.0212917902556646,-0.0249655985409391,-0.0965138729355163,-0.161122949097641,-0.0921675933579499,0.324006044404745,-0.0880384980008423,0.202074519231981,0.0950218024223049
critical,-0.507852557812079,0.167216519664922,-0.189447918460672,-0.229869344567755,-0.151425467890475,-0.349914887358766,-0.559193330694537,-0.0113283593108231,0.0848079009329425,-0.0277248832478884,-0.204950634047916,-0.240026476930068,-0.127291706672037,-0.261323716658374,-0.166402219843799,-0.152758650738499,-0.531182853750232,0.137118727250347,-0.0794570777460396,-0.142645629802775,-0.517463153585514,-0.516936334212184,-0.335567869982643,-0.193095719220677,-0.259258330469532,-0.0549300216586528,-0.610041354238721,-0.294707421284312,-0.198764429781281,-0.0580111557758226,-0.533099474937816,-0.446895483525827,-0.0778341863208088,-0.582275829900147,-0.183135050732267,0.178654855333871,-0.539798185287209,-0.504024442115628,-0.256474129877501,-0.284585697256951,-0.274102197929749,0.160215212045465,-0.583149900874377,-0.149620458595968,-0.601025775767207
critical,0.147727420231995,0.330145018237735,-0.105285394314009,0.187216360704774,-0.167982420879095,0.0638892725960476,0.255301716391699,-0.255985010642955,-0.436902889489871,0.342006920914842,0.230955664809272,0.268373090523899,0.233827838283184,0.28530575911121,0.244053023498508,0.243041183927087,0.263894741423762,0.272702621902044,0.208465456159518,-0.235326461562516,0.0619692256260308,0.276974516095943,0.388946057582122,0.269976057548632,0.188777267735592,-0.144871948463076,0.275407843867694,0.157898230330913,0.26258280943938,0.249949772407711,0.284158819067832,0.157915066070862,0.21996663283661,0.267640882064174,0.149225867776732,0.0819050454213724,0.0510863781100514,0.293650365233769,0.134852298835057,0.134097353486106,0.22889196629733,-0.0457020555069527,0.279373495254093,-0.124654884161722,0.32607244610458
critical,0.124119541134095,-0.200989082143251,-0.238535363951525,0.0137988254421028,0.0522921674924781,-0.168579111724109,-0.076528957591617,0.0823641946779208,-0.0232207219039474,0.0121931690059303,0.0097598849894636,-0.0191593136539704,-0.139925713813844,-0.107090389368673,-0.316326553817629,-0.0965375563177743,0.165483502681213,0.103168857011204,0.110483879795108,0.219646777201219,0.0407180537275373,-0.0191766977319786,-0.0307990212173888,0.220694369734298,-0.0611379785134081,0.231405768185749,0.0956864687570183,0.134283733805533,-0.0464183136807922,0.0990305975453742,-0.0070623858040878,0.173107950524274,0.126045343371645,0.0344527444526415,-0.0215816800218151,-0.0443999975353673,-0.0867911858764955,-0.0650069828807141,-0.0112788081041618,0.207447874218568,0.130393305866743,-0.0497897943039584,0.0986930790473604,0.0883962715903759,-0.0042562193891135
critical,-0.0119500649017035,-0.301894020541241,-0.0198981974104271,-0.0768817482643821,0.343273704687942,-0.444055950508029,-0.290149478224416,-0.036567735855286,0.0640069385285022,-0.186783272815136,-0.127072716610227,-0.344081142568428,-0.503516657952628,-0.483535160812885,0.112733908864041,-0.367517981787612,-0.207280463035486,0.194973841824623,-0.211810843227461,-0.206553508749867,-0.104855082611591,-0.133020925207757,-0.169523090938795,-0.498481850498881,-0.0759814825644127,-0.428389834521667,-0.25368453967628,-0.267441905216913,-0.029557592230484,0.270882510067482,-0.219440778921167,-0.190553350731729,-0.114597154403157,-0.45525254313034,-0.048849640840628,-0.179724627887619,-0.131546896758341,-0.122883764206625,0.272895273049696,-0.339752495789016,-0.0449967549481253,-0.277931999108428,-0.260384021354132,0.0145837619658239,-0.255297185167642
critical,0.109555151001462,0.0999808403115517,-0.0857314373761199,0.258142307027563,-0.229683951169983,-0.19324764182793,0.022655908996611,-0.0291166567536356,0.0742311488354535,-0.157382251594317,0.0248914174989295,0.0453050370614004,0.0593122691187806,0.0187810525625246,-0.0734516629408618,0.170695175914887,0.0277768645960804,-0.021784249266906,-0.0750639739862956,-0.0483830957614585,0.0574122624453161,-0.030995012755613,-0.286409590078439,-0.0624102968890512,0.0795479873193359,0.0705692207149417,-0.089992286482887,-0.0065540705924262,-0.0627486227838371,0.104704000493462,-0.0719726681432675,-0.11862463096837,-0.0848331093814359,-0.027477742761989,0.0732561067605091,-0.0363861572667632,-0.22274194185169,-0.0304104213978806,-0.373440529695951,-0.06893461100575,0.0044157448687145,0.169909884578987,-0.023099397308634,0.028833305646408,-0.0020613063129047
