group,CD107a,CD11b,CD11c,CD154,CD19,CD1c,CD224,CD226,CD24,CD30,CD305,CD32,CD35,CD38,CD39,CD40,CD45RA,CD47,CD49d,CD5,CD62L,CD70,CD71,CD73,CD81,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,0.0062907848517317,-0.156178940051237,0.0983663277992521,0.169326427853889,-0.0146729350223674,-0.218912112755392,0.0938171510227746,0.0216738933383847,0.216131030090136,0.240017124404759,-0.245936945346678,0.274299351062518,0.0560354121588877,-0.046157722520649,0.0144912438361806,0.0682917868833266,-0.117840592844346,-0.063938855473273,0.251617006674011,-0.0334163035572469,-0.193685870318393,0.0944155522537699,-0.480820491811128,-0.0157459812757471,0.378379754098859,0.121900071046967,-0.0545186082571471,0.189870775790904,0.101136027242232,-0.149921233114792,0.189968627238615,0.261170848627484,-0.133439022281286,0.125079677743671,0.0471888413453162,-0.157608698034897
healthy,-0.285473584869922,-0.193136331745652,-0.24313326905167,-0.222183875788446,0.0133025600614429,-0.0609227565098431,-0.246570689737784,-0.138475204962588,0.153646963081519,-0.106233475447164,-0.0031360739901275,0.0940616569639476,-0.239065150585952,0.124347852670847,-0.175965170243782,-0.274669648247486,-0.300820283536324,-0.114479921846598,-0.232907083691284,-0.230201903646969,-0.480468302457319,-0.0431290135282857,-0.383431174158561,-0.433586665477119,-0.104445150757776,-0.147093339362728,-0.252745317656775,-0.32841610790213,-0.431132690430378,-0.246943246768764,-0.166141387898554,-0.30028486610377,-0.0474975326163644,-0.0961932809569614,-0.067575735338439,-0.31432060683059
healthy,0.101415401861675,0.138035076727737,0.286313481071931,-0.011686002512264,-0.0308690482743942,0.247338097150726,0.354813326498743,0.10593476588427,0.251317047713166,0.217478180802194,-0.0873199726584996,-0.145706526674646,0.0238607079730918,0.14674077948374,0.0081153479486536,-0.0198743794536783,0.261966143667255,0.009801382793625,0.242174673983223,0.22483958115462,0.0712245848454222,0.245284076624295,0.201855955797446,-0.646634547755454,0.229686223560985,0.262573589441284,0.14587404437306,0.433363444504685,0.0733953734294818,0.170487665251346,0.102943528862999,0.128629685419196,0.226331466028574,0.0476218955819888,-0.0228245492329421,0.0711472964750878
healthy,-0.464335052807755,-0.265530642946763,-0.436599164372977,-0.33220581881516,0.254264142297972,-0.268876928268911,-0.407185547274517,-0.343375097491048,-0.121374320723941,-0.448581372842859,0.22859357372493,0.170638447096004,0.0006108489733741,0.0838117675152236,-0.114612466829707,0.228651753332261,-0.216904937217437,-0.003364373436134,-0.224135129187015,-0.119290900399598,-0.193337041584413,-0.36381661964899,-0.321775124713771,0.168912784018015,-0.0878608471158189,-0.288870341639671,-0.303448244295806,-0.591596115767136,-0.3146300488776,-0.270532937923919,-0.448654221635674,-0.175424536113288,-0.157062945493383,-0.401467940357561,-0.346223322615731,-0.2317881213702
healthy,-0.0212508399261442,-0.248930828538311,-0.267948282513588,-0.0100449727753704,-0.107141232414219,-0.670268467434919,-0.0444333759061288,-0.217530713631493,-0.393789654572981,-0.340288248567953,-0.202630544055419,-0.256800910958058,-0.152776667692378,-0.0243085253933143,-0.507307360643247,0.244729661584915,-0.172807090877369,-0.156789934892955,-0.0516659900595283,-0.290874498206073,0.262881379482112,-0.180689920062266,0.183598567962675,0.22671805117262,-0.0644699303827916,-0.0722432222635977,0.111890549116746,-0.120254519902046,-0.360889472721572,-0.0848287405298097,-0.0713071436818499,0.0089781802490899,0.240598599871557,-0.0888237685953599,-0.0956782722496359,0.0464344632678657
healthy,-0.444493678056889,-0.213991824022731,-0.421038906982641,-0.255015407170916,-0.0195485177538369,-0.0203071571693061,-0.289421027352976,-0.356414624945629,0.429163729338578,-0.0282661533351383,-0.0831925534765858,0.30773801473842,-0.380013241586638,-0.0313279281810386,-0.513461589880937,0.0596155914211999,-0.201126994345519,0.0609772092330772,-0.296025969018723,0.0822522940089322,-0.304213273898017,-0.307665346525867,-0.737294067262013,-0.193251322471521,-0.263552422301938,-0.131470871194509,-0.245917421104312,-0.437429997100669,-0.345432877984488,-0.213358952287652,-0.397585153654618,-0.269836323019319,-0.0768231638656078,-0.212166557335806,-0.473773055568056,-0.364530319244076
healthy,-0.362186799564105,-0.36815153703347,0.0048710544260663,-0.119080710343974,-0.0041180290885762,-0.165030222794531,-0.276883462321216,-0.129282502779003,-0.313801262573752,-0.204125210417353,0.134898535858173,-0.0634014623969858,-0.574073213399751,0.0547431952960347,-0.401175176736184,0.0647118257670793,-0.330896103787353,-0.238191276982823,-0.429096474238306,-0.178516777011102,-0.172462267093344,-0.313790585035421,-0.241458863489485,-0.536068954820344,0.189441786658953,-0.378419266368668,-0.0267223324448672,-0.432445552780048,-0.410004189756517,0.0058443380107527,-0.299952560652636,-0.114079123332363,0.242640242518305,0.172542385058395,-0.428872835796085,-0.337143574213905
healthy,-0.0754708885506847,-0.183162238879761,0.210380051333049,-0.169834501840654,-0.245780667634531,-0.613276361261962,-0.0195534866733464,-0.223102255452399,-0.123280761047012,-0.321755074754438,-0.372294722261686,-0.155033808889163,-0.261196275114519,-0.434478212278505,-0.153128393488547,-0.0689181746860698,-0.148660676695034,-0.20749875340698,-0.223514650632112,-0.478993792214342,-0.0366757132520414,-0.168670003387138,0.24988150340584,-0.1933191667957,-0.173778476305648,-0.237767216112409,-0.119182941206158,-0.153393569652347,0.0819048603013888,-0.0985850082068337,-0.0611523456084245,-0.308746054972628,-0.158848967405502,-0.0940612751582593,-0.100337671037393,-0.129016660917549
healthy,-0.326462725871044,-0.0350870875889015,-0.151695400280906,-0.386825545833829,-0.441236164028296,-0.041728855083154,-0.10661806874817,-0.240840105422145,-0.192504073861319,-0.272517911891131,-0.37386647443674,-0.451527742863132,-0.381119031236147,-0.142622094936389,-0.324387000424392,-0.366470592049567,-0.383881048860058,-0.361994735630037,-0.389053507407578,-0.287914029944877,-0.333607549285557,-0.0526333184230695,-0.359867345916532,-0.667051023960279,-0.0779430660881025,-0.368781851803887,-0.0975199399201471,-0.0296745320082974,-0.475642286541025,-0.0004743252096295,-0.204216308198408,-0.135645672484266,-0.335381935908275,-0.307504048698595,-0.223974695424151,-0.159921201995332
healthy,-0.0557022755343251,0.286392951893936,0.0787374933203069,-0.0278997221341668,0.0425640067896268,0.150110528683183,0.159426702210413,0.123220222647895,-0.0336021271279499,0.0653943338623944,-0.167479360924571,0.0496319038408284,0.0263424653948505,0.0496540460499837,0.103718789062167,0.10049030044037,0.0660019241298317,0.297346590296742,0.0992894382464838,-0.0031591483329837,-0.1307315255296,0.0206365700389784,-0.0459046006262673,0.393152631156042,-0.0051176080443178,0.124962474283063,0.0572255616159442,0.396707599950879,0.350900796669527,0.163123046280145,0.118129567087164,0.126715905493421,0.0254823516924925,0.0995648399410086,-0.0190505271976749,0.257560470030319
healthy,0.164947848476695,0.238781289347879,0.261550264158564,0.169431324982675,0.103262104717341,0.0334164989712285,0.046378040076808,0.114633913916024,0.101034507049153,0.180078079289864,0.353615568435526,-0.190215799637513,0.302054625595482,0.0844279518844078,0.0054826164389782,0.247725817935107,0.0537527844449373,0.227742536874748,0.100664363121319,0.122471937311576,0.434257536464969,0.19866143140401,0.2298251746381,0.0794156551811061,0.0632905803510762,0.116909831934849,0.161836660764623,0.136086417073204,0.0711000760977061,0.369083156699485,0.254525830898905,-0.0450712491234682,0.0777495228769724,0.367182281093991,0.210161089075379,0.113977532125214
healthy,-0.0468514574155411,0.102800566188839,-0.0431929053754192,-0.159446897235251,-0.183020015463634,-0.371435185182039,0.0212831692587327,0.0129017541425116,-0.0411421256072109,0.0033425794463782,-0.0435243990186723,-0.180379925294804,0.1364047708498,0.0757787772548973,0.0793465050579543,0.0558169603352037,-0.0065950873522124,-0.119587766217325,0.111820669660693,-0.0353923406100114,-0.115338680783297,-0.110159380100482,0.100638468329094,-0.0334745506516809,0.158426348448477,0.076010360400894,-0.047716523453509,0.0287876086289389,-0.137935898150501,0.0880615797645427,0.17215647761746,0.224882274760448,0.195145322166673,0.102304279053716,0.0543752165021431,-0.260244103120781
