group,CD107a,CD11c,CD124,CD19,CD1c,CD224,CD24,CD305,CD32,CD35,CD38,CD39,CD40,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD66b,CD71,CD73,CD82,CD95,CD96,CD99,Ig
healthy,0.130406605111835,0.276568609181766,-0.0041761169425024,0.0679825694853754,0.201754567561019,0.0188180506695252,0.213610263402218,-0.124699221322325,0.0650939743676231,0.342611992505951,0.246364520578669,-0.189520803430287,0.177894527239425,0.0540739417137073,0.318083105465304,-0.0705215175494133,0.349967256339234,-0.0589837781721151,-0.0520480506697931,-0.038873765887931,0.239316263735681,0.0924492479979833,0.124385799846021,-0.31151255329479,-0.367076662717475,0.157724963953272,0.0593943623001688,0.117234988437006,0.159710387780707,0.0387332621025392
healthy,-0.347418549261343,-0.249338594395608,-0.355717704683928,-0.352234680570326,-0.454295235378183,-0.271080932968555,0.232067893591114,-0.614110589846735,-0.135804539833957,-0.187615927637234,-0.258796710045291,-0.276441010104993,-0.391853171918974,-0.285778089509818,0.066803316226827,-0.418635196568627,-0.157276616458107,-0.389634132924455,-0.32501308693068,-0.309397894860615,-0.100109027149456,-0.347769145111564,-0.355144285466826,-0.0366702586094666,-0.17816469739824,0.073520128629701,-0.309238597300971,-0.254648985527922,-0.226467989852305,-0.241199957558729
healthy,0.0296351136692447,0.0012980334878854,0.358397913520152,-0.110350473580474,-0.0034317897364529,-0.150382192991689,-0.227097053409337,0.318493881654919,0.0610810981034619,0.15454673125406,-0.061490550081811,0.154430860669131,0.0772574798427159,0.330555738919485,0.0550285586791127,0.0847682031735198,-0.0544668474260139,-0.164705021874549,-0.200056213844824,-0.0968730499257674,0.254860673572171,0.0169507867140392,0.146439131841637,0.182559420278633,0.306953573281127,0.0343452287456883,0.0518488059529457,0.113648287802548,-0.0781284170248955,0.0083755320988336
healthy,-0.476347654198201,-0.332695138738828,-0.306124335905235,0.364770769182694,-0.431297206666607,-0.323795479757174,-0.0760444266738068,0.170843919465102,0.0575294853778579,0.392885505416186,-0.13189414870185,0.34514813206395,0.157869446151229,-0.188234354614211,0.277648156065856,0.0579341336096192,0.245323452589451,-0.494225869320654,-0.366954185657717,-0.049816422399278,0.265291930123861,-0.575932053003317,-0.502187571962783,0.0688254527538674,0.170809892559415,0.119161184411424,-0.359846316795781,-0.439205676854528,0.0361703354721745,-0.380559588209015
healthy,-0.319143779877386,-0.344224019946,-0.10505751309457,-0.321141993739377,0.379463159687412,-0.398787018383024,0.20545547195112,0.241052376470193,0.372375415340939,-0.0713145699744865,0.113249130067676,-0.0011419411607051,0.0643926038583764,-0.15760951898092,-0.277561416471689,-0.0957950567228971,-0.441654811201031,-0.292388922490672,-0.0671977905598259,-0.0835025208020571,-0.150979782462693,-0.132847329709,-0.302477693339675,-0.660607156688427,-0.217611777481629,-0.43261162953938,-0.337343561791988,-0.146095283204865,-0.218683743726503,0.146253637087277
healthy,-0.209710820393979,-0.285023392875784,-0.0157284994884048,0.0467268326692465,0.113393236721379,-0.263285504348599,0.468454498287859,0.157138521398643,-0.0579052208483739,0.100153496884632,0.271992250270428,-0.372572279263631,0.363149954416474,-0.108753133036862,-0.013015984301532,-0.0521934470663507,0.0177106583772738,-0.239637881758958,0.0406531862651738,-0.074749197185397,0.0437003495507501,-0.1782432837883,-0.0991094943460195,-0.123442591449318,-0.16847124986627,0.0254213918369271,-0.331561327103211,-0.179752647431776,-0.241992276009902,0.197491611368568
healthy,0.272867823604625,0.229041747978111,0.0205972378474511,-0.330706918695977,0.0692759910618822,0.421300855376627,-0.0383574707705168,-0.356099628994284,-0.155453636818812,-0.0041174280285631,0.180157877049541,0.38483728342251,-0.313733602751104,0.256273957947697,0.27022911601801,0.128568412809159,0.25458728303529,0.243953221991392,0.330982918499177,0.116694405407831,0.19571907586657,0.27645282275238,0.186008683205171,0.164418031339639,-0.228316655955733,-0.0237627951429926,0.537127425639569,0.0143771271380937,0.325528516629402,-0.170452516589507
healthy,0.0967592499081274,0.083169276348792,0.411543006717161,0.663040819313433,0.443685040395371,-0.152544448298337,0.33927024255933,0.527984006043873,0.869046963615723,0.683868925205209,0.291926434138035,0.756446267572667,0.701880681159859,0.798523152296098,0.59965077922199,0.68254604272554,0.716118747681253,-0.0087130504344441,0.171967062196439,0.76014921351963,0.644886423798283,0.282644326959777,0.138259945242473,0.577778137367468,0.610954659097248,0.600918198700971,0.0124538701181808,-0.129695144447376,0.281782162360415,0.534514231136718
healthy,0.0102250191829161,0.110954903333789,-0.0217002643762927,-0.507995144282585,-0.388165148291905,0.0111799352234632,-0.107285402954036,-0.348556645129304,-0.567783616178827,-0.474761363433033,-0.0879482993921797,-0.15475640061818,-0.265563031027091,-0.41632063714069,-0.397767199224742,-0.49105303615811,-0.251163631173117,0.0887236432711452,-0.304528779387136,-0.379531590800296,-0.203645908285521,-0.0248058438640308,-0.0261626500824828,-0.0515876418043492,0.0253044018436386,-0.12521013767721,0.0242547711894221,0.0547419504386094,-0.168340245876778,-0.313485457650678
healthy,0.0796471517203009,-0.0497222157493497,0.273601729725232,0.246769896506527,0.367938516534896,-0.0047354466003092,0.163810369748756,0.489445744471685,0.369594956060595,0.284599943438981,0.221940109797526,0.271207768553817,0.3629218044681,0.0324057429070214,0.0055676469741422,0.0256210072655277,0.0912609166277814,0.0380781556154154,0.173447434281882,0.203981109918322,0.175174449029487,0.125426003930765,0.221463371945284,-0.0180803497749685,0.477625799762446,0.136027388740296,-0.0398649739708433,0.0710795476009805,0.156286131694225,0.107107095759281
