group,B7,CD101,CD107a,CD11b,CD11c,CD138,CD154,CD19,CD1c,CD226,CD24,CD30,CD305,CD326,CD35,CD38,CD39,CD4,CD40,CD45RA,CD49d,CD54,CD58,CD62L,CD66b,CD70,CD71,CD73,CD82,CD88,CD95,CD99,CLEC12A,CX3CR1,ITGB7,Ig,Podoplanin
healthy,0.275053232857387,0.142175393369268,-0.0101372213488458,0.0525667078877974,0.195900453163654,0.0561583447545396,0.323835387735026,-0.0244021259625098,0.323649230558527,0.3159707563593,0.0006054782730785,0.116567456476146,0.0338471056213562,0.199529495401739,0.045796180874688,0.0003469573773364,-0.309372639685609,-0.0172526297067229,0.121039867830904,0.291708156276013,0.105364774566664,0.154867557081321,0.39035219713191,0.219183726083884,0.372690758354814,0.446797161890809,0.0066127090786415,-0.18576596049271,0.206115486987574,0.183228592034951,0.0468144834181373,0.242812225792102,0.228769806076427,0.243331164034958,0.120919503157528,-0.194302083754278,0.293909992159564
healthy,0.329803933240572,0.129298294904399,0.210290576092033,0.179954231887834,0.12485165981862,0.213583463623309,0.236427567571972,0.189996474236062,0.330757875259959,0.182472954399752,-0.345955733224326,0.346758643851125,0.548533699123057,0.248651096149337,0.119835155401833,0.192665842469102,0.127414885831327,0.0542789036574789,0.342763876569275,-0.214684802007694,-0.0098612749845988,-0.0513364561599161,0.196329718187209,0.033857265557702,0.197015192519077,0.157139875478344,-0.105953197328989,-0.0068181075997953,-0.275360933840435,0.317299550663507,0.10814374499686,0.0669556181237701,0.16984380329857,0.177908715660348,0.188608869208158,0.283100001880811,0.252793333194044
healthy,0.169399835251046,0.212360140300235,0.140433061171376,0.425167407000149,0.338929830643855,-0.0317610395699812,0.291840499826142,0.0307274038191737,0.384906852759209,0.18450377556648,0.305446873374463,0.117374015323228,-0.449889740057799,0.170164195120109,0.109659128606343,-0.100106038608559,-0.253279243878616,0.0140246015837266,-0.217989056943007,0.581905770594734,0.473921135379934,0.318521427020613,0.400785389229197,0.277452525311899,0.152173740652228,0.322848693348842,0.188342626500225,-0.311627559169967,0.441546282399691,0.0635007102852394,0.344057474161126,0.403864255008259,0.0263272898566905,0.141602251582928,0.0156012663213414,0.125959550394615,0.173688098206881
healthy,0.659640049965041,0.204365448034054,0.584879149585569,0.453113928184606,0.231144264647737,0.638623786298926,0.568435294383674,-0.225333765710747,0.641710935826728,0.442483100607855,0.494433575507484,0.611040420592051,0.0016286932684866,0.638250976593043,-0.269108016204079,0.188994591808161,0.001031480543567,0.352019695282812,0.273885681699364,-0.228069282471613,-0.204904389493119,-0.0309337848044266,0.608165995761639,-0.0038694547557858,0.650232197186741,0.603118153657372,-0.109318195617034,0.0762759056119333,-0.0660157181393999,0.372102770228237,0.30617987028376,-0.0218932508782327,0.267549949442275,0.553690854766558,0.554198320813461,0.298073525299228,0.635569438561207
healthy,0.170744289720142,-0.0279670073864035,0.116164905246501,0.151301647963415,0.295788409201945,0.341202907520629,0.0495551990251607,-0.0699563699812387,0.204035801961806,0.290452941496595,0.422262074949264,0.234652174742686,-0.311226236650721,0.410007798198017,0.362774116826736,-0.0610096323596907,0.165771791829026,-0.081753025905067,-0.39088765392035,0.315389367380749,0.283645344334095,0.264214619309712,0.28493004310625,-0.0446010104656927,0.108155088777644,0.491215207213298,0.142841810634822,-0.274220880942121,0.420837962286512,0.0870804624151363,0.296717034798054,0.244522185201734,-0.223883448107156,0.257524464164758,-0.076645307179073,-0.165672028021793,0.291272535500122
healthy,0.35520853694898,0.260971320333786,0.227826048699472,0.213376472577389,0.384093387941389,0.313766503885708,0.31760796675585,-0.0367015409140684,0.370460949937839,0.400193403930369,0.251590560188562,0.200742381908069,-0.42434640952974,0.237044636873159,0.41181457464645,0.109002426934909,0.178059832458239,0.180926941172121,-0.0289042041702138,0.666170091307146,0.494297123715669,0.450306277970255,0.318248574898049,-0.0550272420119889,0.333800328624934,0.403018414108706,0.382471331665022,-0.299277754516576,0.555882705880222,0.202795977594536,0.419136155244718,0.385756000769695,0.182035755139254,0.323415565387243,0.148463353764759,0.168010975609692,0.416674913762071
healthy,0.108735646723329,0.0375548058793476,0.231174648479628,-0.0951435820621439,0.275912873084876,0.142915730557925,0.248736027191545,-0.325324297997523,-0.0219559668928387,0.205939655411196,0.0053772155285771,-0.112937054800872,-0.453779171224118,0.350407903949512,0.282060030303148,-0.159249933785875,0.377369463923844,0.313800479742474,-0.450314922293687,0.566527851579875,0.384511226839397,0.220841225903174,0.255435750641351,0.15796308309266,0.0859390008234263,0.361290994696747,0.289285333491049,-0.317028980723304,0.368193473376806,0.225723508033655,0.447568082307024,0.327379771288474,0.223169721524372,0.36319182199342,-0.113686311429927,-0.22551151754075,0.21401385105968
healthy,-0.211029461912882,-0.279450554524504,-0.0535856572486408,-0.194058185319144,0.132852454561528,-0.0070765403550703,-0.0308669051523945,-0.568631507067551,-0.536316713491594,-0.182447176586298,-0.207717825510774,-0.225466302383344,-0.771846618835387,-0.251551798583073,-0.557719626550355,-0.615715045453378,-0.619910115154027,-0.380893576881384,-0.667818435513673,-0.455602800828664,-0.544123431414699,-0.449572665579002,-0.135364788906966,-0.21905221084416,-0.0983567371078213,-0.151664043845947,-0.222391110301384,-0.715974883383869,-0.453823243187632,0.0072313245226208,0.106844678063081,-0.196130020868767,-0.0459163051922239,-0.130414024004053,-0.422986068878202,-0.487572578673995,-0.12043164468388
healthy,-0.302035522386532,-0.290225240695972,-0.338400699298521,-0.270141713140403,-0.410665500526369,-0.383476831567214,-0.34464200868057,-0.0397208688985865,-0.0422896908954716,-0.243817524307858,-0.160417852669012,-0.129373197013164,-0.322509380628727,-0.47500224089316,-0.093221467782518,-0.261188251162729,-0.31897942664887,-0.323917494577763,-0.170633500734142,-0.0713374675458436,-0.249606150040192,-0.136295929213037,-0.370519169427082,-0.419188648314716,-0.240122952811828,-0.386515597969864,-0.244995276106793,-0.417326943045779,-0.238369441655603,-0.551759671068265,-0.203844716937648,-0.241435526843014,-0.331208357742254,-0.199571720355627,0.0233347574985116,-0.140932260900758,-0.442806141543619
healthy,-0.1686117429038,0.0394074181454702,-0.117390770115144,-0.0282269908289704,0.119384446040855,-0.19075907045103,0.0158405015780068,-0.234304723089564,-0.0789338185044947,-0.146133073966718,-0.352412552805329,-0.133936531621892,-0.215997624271204,-0.0478120304591762,-0.235765065283912,0.0080856275404983,-0.149148461913584,0.262080808330822,-0.111850971610402,-0.0273320851457892,0.0394312201019813,-0.0666011818512813,0.116082528334303,-0.197496872429729,0.121635915797964,0.0230763615706803,0.0306391556066831,0.251887344357184,-0.15206643905445,0.0512667060078207,0.32321294280976,0.187235909905147,0.269126459090859,0.179283786459293,-0.0281477172945805,-0.471068174713806,-0.205705160698298
