group,B7,CD107a,CD11b,CD124,CD144,CD19,CD1c,CD224,CD226,CD24,CD269,CD30,CD305,CD307d,CD32,CD326,CD35,CD38,CD39,CD45RA,CD49d,CD49f,CD52,CD54,CD57,CD58,CD62L,CD70,CD71,CD73,CD81,CD82,CD88,CD95,CD96,CD99,CX3CR1,HLA,ITGB7,Ig,Mac,Podoplanin,TCR
healthy,-0.288539208386237,-0.191130670327564,0.0107218909437421,-0.297693938604562,-0.0217010059192164,0.0397569567203566,0.0624078092370449,-0.100215548347865,-0.145368209369511,-0.0644278309353365,-0.16481778466745,-0.22331547196922,-0.157193417788488,0.0268145185384274,0.0427335418914627,-0.0939822806526016,-0.176773014385075,-0.155560818395766,0.190865097539346,-0.0670398823966131,-0.0151063241332942,-0.209267528290123,-0.336092797388156,-0.358845737533315,-0.111409173424584,-0.165474318890007,0.394171168840916,-0.362528497297339,0.0407930117925305,-0.122196138412019,-0.344347325805487,-0.011072926256901,-0.0404972418004453,-0.136364867435516,-0.254947433957205,-0.260772906099444,-0.184045022473379,-0.272868418853837,-0.079150895484406,0.193837480231583,-0.0331253339594098,-0.271891791200408,-0.0467386148542371
healthy,-0.11857805598969,-0.30091596561658,-0.192747977958587,-0.104851053213409,-0.202725763234077,0.0808758886754429,-0.139520472260569,-0.315313253033354,-0.197891489416952,0.0068927620695239,-0.226776837718106,-0.233768513752799,0.200707321448417,-0.152762876669026,0.326166339629947,-0.18220428289954,-0.191898001747854,0.160252932026173,-0.172763662898151,-0.32812227483778,-0.234363951395473,-0.294445326762513,-0.141075601601957,-0.369241936403413,-0.196489729384974,-0.282043118867549,-0.274734531917256,-0.149866440587083,-0.33185980830126,-0.0668062807304496,-0.0569897829041727,-0.398853262302906,-0.181338935505779,-0.422663413877182,-0.254719130907909,-0.398836842450359,-0.255871951882299,-0.259859337682254,-0.148321817187601,-0.154850146047698,-0.180931725377198,-0.173871801538479,-0.234430594194805
healthy,-0.31151939443725,-0.188070457532877,-0.319445281094761,-0.137383138509686,-0.253895554163475,-0.0916534054913644,-0.189822068048162,-0.255766753000188,-0.288350585484786,-0.0891853318038517,-0.37384112701969,-0.205933195688433,-0.0033366475804774,-0.0447071552307136,-0.0189809630456079,-0.0824285493766847,-0.475249382241566,-0.266500717133303,-0.0254944421405816,-0.3207891244028,-0.280446119631635,-0.135083729962063,-0.0312371570016643,-0.197739176944432,-0.246976727472427,-0.381554227620893,-0.40689071062306,-0.305540727816909,-0.162888846546483,0.0955032116677036,-0.160935536614654,-0.381800191300798,-0.132489631745392,-0.175908645853111,-0.221416725056854,-0.265932551672574,-0.482016699559311,-0.165789966812666,0.0273164681326776,-0.065227337710068,-0.314085230841449,-0.342974116200854,-0.0678284439399382
healthy,0.18932761205907,-0.071371444042491,0.0346487980634289,0.34754342171441,0.0329924071144278,-0.419176799406031,0.1032218560594,-0.202611223341838,0.0843867613585248,0.0611521753250349,0.127601513200025,0.132027120035474,0.313587720018293,-0.0034848025081528,0.301233739856818,0.0944216192068,-0.594005187687291,0.315663077019427,-0.380052620947981,-0.653275093219726,-0.730686991725761,0.0330962941061339,-0.372352094457545,-0.433415548895881,0.159156304345998,-0.0271457547846603,-0.461943218543933,0.0483902502576248,-0.475856264221722,-0.0938915773322469,-0.0563884772458768,-0.672952415399853,0.115939308802737,-0.380045437004424,-0.0487459326461181,-0.507090688233961,0.0189941683221785,-0.0239854449850037,0.242117522961812,0.0996624122144664,-0.142747385045302,0.0915907572260662,0.129916190904759
healthy,-0.0586933495912988,-0.0031447431280841,-0.0127342409445517,-0.136047080884109,-0.031962102324325,0.206113063233314,-0.0252094211586313,-0.191195095869424,-0.275145928867806,0.014661877602405,0.212349814411095,-0.255381834391192,0.382809210489492,-0.222921156067925,0.449049232882752,-0.300204866300095,-0.251339228829712,0.0758807302473653,0.0380647053568372,-0.302248143739885,-0.251365864205829,0.157921289687475,0.273854377692428,-0.244542066607279,-0.325811419555221,-0.2048615740591,-0.197491762443427,-0.363179163227877,-0.357345976571225,0.0884341218238543,-0.209746063100575,-0.282379635392785,-0.205149017311335,-0.371756619951556,-0.035741675384967,-0.134567357610056,-0.303983591156404,-0.0320461206244344,-0.147053141764041,-0.140096586303163,-0.180125453482007,-0.438745148042376,0.138058754705695
healthy,-0.119032385192829,0.0101896472637482,0.0340163054435651,-0.146756652223382,0.0003823898319385,0.0159592817072308,-0.261415802409836,0.0086876310970084,-0.035715480000371,-0.401808311567836,-0.0308836482083203,-0.277112613769518,0.361076360670351,0.0459657956523602,-0.125407888809406,-0.0251200144647816,-0.17181802131375,-0.1319709988253,0.0649353183275933,-0.288081779316245,-0.0859468176346194,0.105719561093814,-0.144353236407689,-0.115285429188384,0.114082623729536,-0.101299637594334,0.318712618399481,-0.0173667932032355,-0.115694184816211,0.199602506286499,0.0164039327527186,-0.314567998010723,0.0701642756132245,-0.0312200457313693,0.0358521920453166,0.004224250664214,0.0555981818109051,0.0118963130736267,0.315981172040455,-0.132630428972413,-0.0944329829737991,0.0279805774796791,0.0960229391048831
healthy,0.152865706427767,-0.205960989214314,0.0872855960179435,0.342751434359047,-0.191409500828445,0.134889771720293,0.211530994467573,-0.336873766371279,-0.331850433494863,0.260713480173436,-0.149410007024547,0.0024893318343579,0.690225424195768,-0.276409440491552,0.246499953853583,-0.304467874468528,-0.112402543110461,0.194437276786398,-0.508333494957214,-0.464162442500338,-0.26728417431932,-0.22731027194912,-0.0162625583057923,-0.363232533668786,0.225550696890129,-0.24381761761103,-0.408187789938554,-0.451155750440314,-0.535264280316332,0.158644234163872,-0.0613104923706127,-0.279310231434847,-0.147843095978499,-0.515897092610337,-0.192607338563314,-0.435434582704818,-0.28993121732261,-0.0114424402457022,0.345969083070228,0.241939066642031,-0.0771528318638569,-0.199224011717008,-0.258675379840233
healthy,0.10395179608252,0.257317265005849,0.0866158780244652,0.139995085147204,0.323126460201143,0.0932885313044156,0.263490093882776,0.235936321776302,0.195531569784583,0.211291180903441,0.47898526405229,0.02621854775811,0.274353689140547,0.391965131998457,-0.0507323400152198,0.404479320578814,0.19719890364437,0.354458440905974,0.136935965456468,0.169483714742743,0.0661164791024659,0.110770563662701,-0.0182293147042678,0.223792875219718,0.153724255096318,0.181435152270902,0.112098081670174,0.11665955903159,-0.109824463225283,0.26225314661379,0.301381337426339,0.12300807405871,-0.100368106105636,-0.0087789576242914,0.383862810075789,0.262309683318173,0.334609682383488,-0.0774353010532747,0.247553143176251,0.096722251558213,0.0448702195984629,0.315158112981746,0.392908183829156
healthy,0.295888601645215,0.38596812101286,0.0722906700813247,0.017000085087956,0.185158370975562,0.165363139884168,0.185810245914268,0.266877660650304,0.328098328232784,0.43666948196783,0.361009584582748,0.315242563487003,0.0274826294300826,0.444695062326405,0.308122215423152,0.32367176186211,0.114369904604511,0.257097014761462,0.0604947031346424,0.32274779787008,0.286734916370004,0.344592978520672,0.236854703446869,0.251445241774168,0.261149429072558,0.385175969839836,0.0856358359009399,0.481371975555145,0.327099351643882,-0.0819457749304391,0.46927463429094,0.424531774259722,0.170700103741478,0.38740557655317,0.146027135104639,0.321931688457706,0.415750157926896,0.173243367307591,0.096049299278576,0.195712933368532,0.37743479323335,0.301333900439094,0.442177254468317
healthy,-0.267308810329935,-0.394786073049288,-0.105824785841945,-0.465214718973727,-0.219312990077296,0.249810182705786,0.0777807348344423,-0.478806267364606,-0.380353331892468,-0.473093363039246,-0.28832106471955,-0.157900914838545,0.148498366686453,-0.358235694081955,0.140861038564646,-0.184621721026798,0.305876550104052,-0.233861227325184,-0.12775119140584,0.138178874903712,0.0279473853815589,-0.284255478881744,-0.0164484518699692,-0.247522420069785,-0.365554240137749,-0.347435108864085,0.164425217676405,-0.186135762272756,0.0331292636595231,0.313378091033187,-0.23718546670706,-0.140595472690529,-0.421126709270656,-0.431563897704873,-0.173544869467329,0.169916332032148,-0.274582444980862,-0.228796147381788,-0.0522012211644948,-0.265788034784643,-0.241202207118628,-0.314131033578682,-0.273969564491928
