group,B7,CD107a,CD11c,CD124,CD19,CD1c,CD224,CD24,CD269,CD30,CD305,CD307d,CD32,CD326,CD336,CD35,CD38,CD39,CD40,CD45,CD45RA,CD47,CD49d,CD49f,CD54,CD58,CD70,CD71,CD73,CD82,CD88,CD95,CD99,ITGB7,Ig,Podoplanin,TCR
healthy,-0.0386884452613023,-0.233999825480884,0.0262421167789319,-0.495681536202076,-0.0517144855103689,0.107682619124057,-0.0100397616564433,-0.0780202003309772,-0.167388211957901,-0.345290380300876,-0.182216142974172,0.138265596556254,-0.225786722478744,0.199617013821929,0.079880316760135,-0.325132161956496,-0.0432705414878138,-0.0109146815276765,0.0307196585764883,-0.0523734263521224,-0.239348095483601,-0.0826694097606889,-0.13809922410672,0.0683340839409845,-0.156056112587048,-0.146923000375518,-0.104079844037544,0.126996638681083,-0.184899321213192,-0.187419982765978,-0.0307880816465687,-0.0273902327431465,-0.0590154140794467,-0.22749721890163,0.0038146394494925,-0.124790170030998,-0.0573564902522498
healthy,-0.178470853439779,-0.0113074815087534,-0.0139901750709152,0.124881052716022,0.121637647656169,-0.105482035754477,0.108237836177827,0.0357226426392479,0.0429061757135731,-0.0039871050207096,-0.0717854123154952,0.0634923231035934,-0.134583483265984,-0.0242125663464149,0.0270931626655178,0.39149058738542,-0.148909228139711,0.312374632095776,0.149085798429679,0.0749670594472851,0.304910527747251,-0.0285127656689257,0.160733758567223,0.0148446681273968,0.201359839715758,-0.0109685948776032,-0.0016239452354746,0.477053159137302,0.186458729752809,0.150918789609111,0.0341604078846409,0.0194790838575675,0.102765500098678,0.17495743435793,-0.119282964383836,-0.0452269693949722,0.0232451201596469
healthy,0.126120308312588,0.140890746324569,0.21290815422159,0.0545025978807614,0.0037960713999102,0.119920920678846,-0.0220379661652995,0.488772277637936,0.0490720634668905,-0.103676252457232,-0.376256639060861,0.125300811283247,0.160634312444711,0.17625146354802,0.180525725311786,-0.128475648908164,-0.107279134833896,-0.2269809229318,-0.193920563839631,-0.256565588732325,0.351795782252009,0.0526883626844141,0.218718286469954,0.130315953013062,0.200370021222516,0.0901128145717197,0.199362831786385,-0.139631342255667,-0.413077752883228,0.302021754686607,-0.0977543719875316,0.128669054832967,-0.0495878795928316,0.294827828228516,0.329460007479464,0.0765393946695716,-0.0920957388616736
healthy,0.294192651533904,0.399757220579304,0.416155326736341,0.0541380079459581,-0.0673239954974138,0.284793734045918,0.353360950051066,0.0081828506462485,0.326704710702175,0.257819708164313,-0.194788806530165,0.272546067581247,-0.286403358623494,0.303145274765854,0.26843455094688,0.0737412758363541,-0.145246244387407,0.164955143437038,-0.0589399098673367,0.211581983205994,0.250745058351618,-0.0725126139654387,0.238965877139372,0.330282461820371,0.215944753603098,0.386896867458784,0.259178174738141,0.209618077704224,-0.347182158190226,0.270943885905709,0.232542860212868,0.521795263889666,0.326660071036849,0.0450820803761346,0.0630038384310914,0.266341958444991,0.248286770577305
healthy,0.379791706933307,0.267017280148234,0.321558637995256,-0.059484619286423,0.0577492181724319,-0.479451088552545,0.394637204232338,-0.0944035732077431,0.0499478730133624,-0.119266534964011,-0.311226236650721,0.299173067755419,-0.444820897356549,0.317112404370116,0.232189215229773,0.0626703796745488,-0.0939929648541485,0.0267404555131781,-0.203846967346385,0.134392787442413,0.51710715026802,-0.0259110025094509,0.449465880736443,0.395975907062902,0.22439887867273,0.271095727744257,0.185519682076509,0.616373519588529,0.204187064720683,0.505985123859253,0.127384595357277,0.619339455044005,0.39323467500626,-0.15347962867918,0.120015128361127,0.287976532026955,0.274968615474866
healthy,0.145879318618083,0.178229775643214,-0.109773623397278,0.0970950183174058,0.150908147709538,-0.0272699937765656,0.0528939854732653,-0.009639885298825,0.163255421299175,-0.069536242725257,0.28655598769362,0.186678591023226,-0.0264363857706595,0.154683845121467,0.167489972788774,0.182369492593571,0.238842237292985,0.0465008505991793,0.0344732238419703,0.0407780676847209,-0.0421317399544973,0.183488986616461,0.125030564876241,0.158294984401347,0.140395066655297,0.17260178898038,0.127366359148232,-0.0069779528949961,0.240031316725444,-0.0314164229191182,0.160612078814109,0.0311415081423505,0.176548514293779,0.436967902149523,-0.0666125072927224,0.170432990677686,0.218137767367741
healthy,-0.030525285295169,0.195743689381311,0.0533772187807407,-0.243884692691282,-0.127075244079766,-0.467072233020344,0.17052335731092,-0.207136859997795,0.102783269012472,0.0072714693056245,-0.337538890687051,0.0978846269609463,-0.423206383850505,0.0966517668951649,-0.040726112295502,0.320413710285748,-0.113674574810501,0.244905346877641,-0.2861115112095,-0.26543241937251,-0.0497722213928061,-0.136995915478052,0.0251664724939222,-0.188564954852698,0.295201491709196,0.0706878543361652,0.14263208410701,0.458555807235295,0.474473084716645,0.13786965979821,-0.09374999645728,0.272695462247781,0.224261638962987,-0.055877493121476,-0.107079573105298,0.211966027150695,-0.0100207579577748
healthy,-0.371313421323549,-0.212883613574427,0.0555068474537889,-0.300397810911783,-0.566258088603269,-0.70650823958343,0.0208479683694913,-0.354490089602171,-0.0579845193754501,-0.466056149947058,-0.579066458628617,0.0864786459258892,-0.678454336432407,-0.140349932066588,-0.406236240387576,-0.62791241812163,-0.477468966931463,-0.580728437446775,-0.504914918957252,-0.559930351332998,-0.51912624601218,-0.588210410804124,-0.608918901943689,-0.082334949454166,-0.367115687287037,-0.170116140582348,-0.348919940313996,-0.198397001606722,-0.457026337911885,-0.554658188016875,-0.214395380753999,-0.152372760626267,-0.084246911045301,-0.452456681161089,-0.510680283824422,-0.18653024220522,-0.169206645047091
healthy,0.18066370939059,0.239102059398449,0.182170066777007,0.354459718048877,-0.0642961810221814,0.0643358796130035,-0.0182314680967504,-0.0877367964861914,0.0137787900874522,-0.0391796388632105,0.126456967138037,0.0857418149600244,0.0326718410553913,-0.0033590940244531,0.058447387487387,-0.0020780180459421,0.117649613006575,0.269920191248997,0.0423920931911289,0.0208226296484313,-0.0136100053290227,0.134311907334109,0.0728452404458686,-0.0894926168679364,0.0434104130514591,0.0471337394568406,0.0112568368881709,0.012249055767434,0.088788085188959,0.0924160656443653,0.206057113294714,-0.0897480195006824,-0.0377722942576837,-0.0699381683666438,0.44969365863889,-0.051248335782727,-0.178098984089524
healthy,-0.470622727923379,-0.429080005891914,-0.132038686038761,-0.31908304595984,0.343552340516273,-0.0924563451805635,-0.399776925212778,-0.387244026047716,-0.489321453996328,-0.387898067320414,0.0867847597518231,-0.289717876487062,0.166795742415899,-0.578026039879593,-0.163371624130897,0.320466223245815,-0.187213376130001,-0.0046378320312351,0.0555640099043363,0.286267659912182,0.360479834089464,0.292038652536553,0.198680503348901,-0.343419924972362,-0.0756318505768788,-0.335755764368508,-0.293181615726176,0.0541327837573907,0.13462592046341,0.151457361194419,-0.221402307508725,-0.184196623321691,0.0873152683301509,-0.183011340082582,-0.122335592786667,-0.405634363682407,-0.386029139960765
