group,B7,CD101,CD107a,CD11c,CD138,CD224,CD226,CD24,CD269,CD30,CD305,CD307d,CD32,CD336,CD35,CD357,CD38,CD39,CD4,CD45RA,CD47,CD49d,CD49f,CD5,CD58,CD62L,CD66b,CD70,CD71,CD73,CD82,CD95,CD99,CX3CR1,HLA,Ig,Podoplanin
healthy,0.109720481317663,0.314623779092083,0.236890856783553,0.13639797907189,0.205182092025426,-0.156968812426516,0.246143721474177,0.0686043953496334,0.150947411317526,0.306221540644822,-0.0006094185383751,0.17578262804414,0.047634792630512,0.190037349192853,0.207978290679778,0.0563560233235003,0.26811131333672,-0.0638478036935379,-0.0145714777928403,0.302526149292221,0.0479541416049547,-0.0327344495400557,0.123667400271829,0.219067914759428,0.2032531139828,-0.234751481666364,0.337614896080602,0.459567391238894,-0.167413215421699,-0.148598120969725,-0.0116602195832339,0.2104293823124,0.18216736390851,0.385936000106295,0.172562360555175,-0.235529533189178,0.297734463247364
healthy,0.399706704472678,0.462779657938023,0.54072243578955,0.458503881109645,0.518840177598774,0.583084926871539,0.518809921526688,0.284885011204636,0.435739182531058,0.459828671602818,0.11529879240845,0.471400997811282,-0.0556164045705003,0.482390681686574,0.166236663450464,0.46858463137835,0.286452789066466,0.134759061410416,0.523260115096788,0.247379185780798,0.257350886957181,0.372988557387267,0.56540352707824,0.457272135617155,0.55851321592265,0.440953749748178,0.48625544162191,0.422816608400588,0.257150108189669,-0.191675738337364,0.489828202029055,0.574681112252317,0.469341174864235,0.487493567054269,0.188610945164667,0.200616219179032,0.512852471655283
healthy,-0.281093634584148,-0.0736949596714318,-0.334014810757285,-0.175888647976542,-0.290529424592942,-0.221663828854356,-0.151937462375121,0.177215512125337,-0.0287866332678051,0.102704644799144,0.205586642706469,-0.0272440414514889,0.0686961584393304,-0.174302033282835,-0.036140565599782,-0.232250555576084,0.224164064747031,-0.367554444179174,-0.0397645729786997,0.0482231400157096,0.028047325786985,-0.032872978389212,-0.231187928132403,0.168734377509747,-0.0989587688490574,-0.109681830711036,0.0911188018568643,-0.347482578917561,-0.0775314081183329,-0.0075999770550246,0.0276298401922645,-0.42234605944379,-0.352825161647695,-0.193026277408945,-0.23337192152261,-0.130714009556224,-0.190217199393408
healthy,0.510558555423356,0.303185960954653,0.523226957958545,0.306071182049634,0.602440894312949,0.266353222753449,0.478521688669092,-0.0966435300097968,0.433645451078745,0.539353155070567,0.011079054612649,0.452226011895304,0.113682714377277,0.406979199471987,-0.406702215899061,0.419292860789958,0.24067059743726,-0.101649265403797,0.267731792675977,-0.38413497857182,-0.0276142494189355,-0.304633784576089,0.524954455559814,0.28249206371644,0.562985118381429,-0.0874855501107015,0.572560759677124,0.468366677964987,-0.191445040782595,-0.199018498799654,-0.227275988713727,0.30530258694152,-0.0254316583636555,0.540464534323848,-0.153123682761712,0.0625253859454166,0.556510304007243
healthy,0.041923821136642,0.308899480889408,0.266064327685178,0.442233685276386,0.339063094531617,0.200709303922217,0.434490979587378,0.187293662275883,-0.0375798282671965,-0.0748728802829626,-0.28736524537113,0.245555298719226,0.082499524266804,0.311489590910954,0.175420687934607,-0.176927929158054,-0.220111314247697,0.675553358320468,0.129808568014139,0.424836987132521,-0.0499306909671171,0.0905331191935632,0.212744212654476,0.116956380184521,0.196996860531391,0.37929757629087,0.0653684602502245,0.178227688447161,0.206681186449303,-0.212730063750376,0.358767188529392,0.356366335607972,0.301857121029985,0.173555304315103,0.216761400178758,-0.146632532520146,0.130145051426178
healthy,-0.351908944517778,-0.28942821124667,-0.379710081165786,-0.447997992222719,-0.215713624970466,-0.345016279472803,-0.51130913435284,0.304217530555696,-0.346449183699286,-0.123987704552334,0.0230136053067636,-0.310079094305815,0.116512954524643,-0.355656080920358,-0.320505614827004,-0.227254906759223,-0.106445543061383,-0.503907764070184,-0.362496720510985,-0.380237618116589,-0.0142582057624013,-0.309432603246953,-0.432666266605108,-0.102700811864679,-0.368557055038424,-0.188880650114233,-0.296678400971667,-0.399266561917002,-0.625317801552134,0.090635065948902,-0.256962755100981,-0.520352150140988,-0.444212884010787,-0.356955816890797,-0.0995875054575255,-0.0193051137903971,-0.474324159780774
healthy,-0.0996771914005742,-0.0476135380267676,-0.291127127177154,-0.103245915842007,-0.355657416668718,-0.485130271817206,-0.0268415730648301,0.0593123167394567,-0.252786827157399,-0.0109072039584369,0.401575063130569,-0.30475145909226,-0.0746930227419966,-0.313151668616782,-0.256966413814109,-0.0687189976574931,0.0124985969983115,-0.211251243285401,-0.32147807285538,-0.352750486340285,-0.0756515355858772,-0.446956551492058,-0.168977228361595,-0.251139834592772,-0.272079705263439,-0.177598749317802,-0.0818288746970886,-0.2372076242798,-0.370912720790454,0.190820697114303,-0.120372191789913,-0.58625115006413,-0.343359022029935,-0.338826202916494,-0.183188715882472,0.243241250412254,-0.225390650554044
healthy,-0.252862910240396,-0.128907612032339,-0.22787168107219,0.0260245219209568,-0.178037819026629,-0.15247631768275,-0.240125318031801,0.0391745628233126,-0.108215680160126,-0.388060923492832,-0.338437747874122,-0.0197455112601682,-0.201609923389482,-0.315064654189843,-0.148426447529118,-0.207865530033533,-0.196207419540926,-0.13626961039342,-0.0922448079110164,0.106421539389397,-0.145599252629412,-0.1189568220415,-0.272738741506089,-0.286901502288071,-0.138475862295048,-0.0047431250289525,-0.175827681329111,-0.198380804297622,-0.0592311711776806,-0.242557723808622,-0.0364932751901644,-0.153665785392636,0.242101131184987,-0.254579873565506,0.0798527172996509,-0.120028022752786,-0.128231279191398
healthy,-0.0661291840442776,-0.422747116406455,-0.0877954933192915,-0.302131783619707,-0.0967104262949007,0.0118172053848998,0.0809063958544503,-0.0862126678463256,-0.206325161635502,-0.279054440944663,0.106875429063033,0.0011703551599941,0.131109106421554,-0.275079161991485,-0.0033537633019952,-0.266538056379342,-0.260298274413103,0.0318386076907915,-0.368299448422843,-0.0410667117319207,0.111891211621481,-0.0815037796255189,-0.0730657498606218,-0.0069977726552189,-0.142218414076988,-0.117985327123347,-0.120061476405914,-0.337877067725676,-0.151435147256577,-0.0167616357812262,-0.240700586535046,-0.154972962820909,-0.115382244814481,-0.0421453341289399,-0.0358934941046004,-0.216201404911247,-0.208794875225674
healthy,-0.232096309541913,-0.283195566620203,-0.193892620302542,-0.188535393908202,-0.0338607518444525,-0.413878032867032,-0.317317532042016,-0.229990168909291,-0.0354167774523132,-0.153839154971316,0.433010274972254,-0.256583887082965,0.359831302846006,-0.0978187599483747,0.361094410258642,-0.302321320745559,-0.079405008923356,0.185618686522842,-0.213567070417671,0.0477805340326389,0.0329704595488664,-0.111687914670303,-0.409442533499091,-0.0783672602601455,-0.433354460544593,-0.143586964994843,-0.214091498260558,-0.370949970799174,-0.098521666438451,0.140550278116579,-0.208000089200646,-0.493201280536715,-0.0957188504933814,-0.253790010394338,-0.526491914431036,-0.0246701651843653,-0.132948360017816
