group,B7,CD107a,CD11b,CD11c,CD138,CD144,CD154,CD19,CD1c,CD224,CD24,CD257,CD269,CD30,CD305,CD32,CD326,CD35,CD38,CD39,CD40,CD45RA,CD45RO,CD49d,CD49f,CD57,CD58,CD66b,CD71,CD73,CD82,CD95,CD96,CX3CR1,HLA,ITGB7,Podoplanin,TCR
healthy,0.164473289181747,-0.0816809401951672,-0.125350436685534,0.183056795585805,-0.137540457359515,0.0785278931241942,-0.122075446510761,0.0621986324433633,0.0271722496855098,0.281451453068324,-0.172536594428482,-0.121243548283492,-0.0207000110781767,-0.231905946621495,0.21219953506223,-0.358352143587409,0.055111599456787,-0.0622520882957232,-0.105338738026319,-0.20826692311624,-0.112348631625505,-0.0830963179769758,0.106704736392736,-0.050007564087931,-0.0056614180134798,-0.0738185520443004,-0.049015312735101,0.0966854607181607,0.330384497230799,-0.274724651607163,0.0781467182351678,-0.157739190520792,-0.0468197568596973,-0.19289912092797,0.179145966661748,0.0504303572879318,-0.0903821489982662,-0.0331262740090762
healthy,0.21645382707085,0.171353903028858,0.1341291923982,0.0431367894883375,0.20614124776057,0.143048411876048,0.181416445708125,0.274740463155786,0.325634258075212,0.101795395210444,-0.228907707404871,0.303493497901722,0.227104690099659,0.344283937773366,0.542472225184519,0.145773791489085,0.214694939875419,0.181873975197667,0.123363753945078,0.148323267875899,0.40584946969069,-0.0693256099262028,-0.0095705022872848,0.0127467079606478,0.198686633727445,0.266570113253859,0.176459700292918,0.195322579457598,-0.0388218317265008,0.159327031996752,-0.210556886576915,0.0562986299585976,0.0346227676066275,0.236049494324351,-0.107187222819502,0.244259711458489,0.241673024947764,0.225660667332076
healthy,-0.243075997192716,-0.114106629755422,0.0057447356002119,-0.21101731803845,-0.177496641711816,-0.0386220529051045,0.0009867320002077,-0.0297925504147182,-0.0569504548163889,-0.338129509068152,-0.349839058440606,-0.0995546214504829,-0.11202717883083,-0.35963771697196,0.268916780919497,0.202980094610174,-0.171050316473539,-0.116091884793863,-0.225029451691106,0.118734813678002,0.159500235682685,-0.290263848456274,-0.0308467607244315,-0.281609011878363,-0.208619793855215,0.0301130392916044,-0.236531885907675,-0.113170338021317,-0.198000484983051,0.3969278016413,-0.201433201566468,-0.245037145762993,-0.107557070077735,-0.209849361981066,-0.302017944150878,0.0299768545942949,-0.179178864924055,-0.164684752618794
healthy,-0.64822450215968,-0.674595036647703,-0.572293271104927,-0.442786904968995,-0.688728132650427,-0.528639829696971,-0.632852368262701,0.335187771349077,-0.675578303886189,-0.395558133755656,-0.133124719076697,-0.636307380711764,-0.719358299296598,-0.606836685421596,0.0200959733934239,-0.139921117232557,-0.655588878297084,0.424947112996435,-0.175749491689568,-0.021671486546359,0.158876318233827,0.265119826193255,-0.236799055583711,0.266142296719472,-0.618124707208382,-0.411707917041911,-0.684742474571669,-0.665807962852512,0.156945746608662,0.217428593545987,0.10962313218053,-0.444646929202055,-0.525231548016629,-0.666140877135782,-0.0428280970172564,-0.609977174158556,-0.723952797521488,-0.611621656348046
healthy,-0.234773398365195,-0.139035764359841,-0.119513209457385,-0.373099095581879,-0.401506728120056,-0.103634695415235,-0.122070335822597,-0.0674210384517172,-0.385222615457736,-0.419839734074311,-0.426234970815722,-0.055686485503277,0.009418741768234,-0.179751706267188,0.111695742643437,-0.118111505698602,-0.278013722583192,-0.379874580246178,-0.137748310562114,-0.234954393815077,0.513724571251358,-0.292861555424981,-0.288172608016857,-0.15452742382103,-0.023160486173225,-0.0974380373069365,-0.199744772486856,0.0043578973500149,0.134729091166719,0.248216367412177,-0.372330453204696,-0.122070764638246,-0.0707249067299347,-0.194880805229301,0.0051609857185418,-0.184856005970736,-0.215841141728509,-0.0652954720591431
healthy,-0.118777092267619,-0.115529443499891,-0.167206304307278,-0.255546983407141,-0.231101426216806,-0.115910886179114,-0.107782092281221,0.0970776186980499,-0.0633406486746577,-0.257637147410287,-0.0007178353042748,-0.0215679144240335,-0.13760791176451,-0.141336143535751,0.35725589914392,0.0097790854103652,-0.24942226258717,-0.0012768615877858,0.0435727718425905,-0.222325712532355,0.265642506470835,-0.246454659060823,-0.171912757926564,-0.229265475183906,-0.141930504056938,0.0472503769005279,-0.137720741044608,-0.136842274975465,-0.33445643535965,0.0295468116609829,-0.191731362036729,-0.267119881216853,-0.204959811484666,-0.117044116860864,-0.141789649348923,0.124320724955224,-0.213576959796606,-0.18898056401389
healthy,0.261054427546703,-0.13813130193586,0.150932022400844,-0.109343249704006,0.045330825724832,-0.0683050661802689,-0.0557328317611003,0.0378728974445437,0.0750107585338923,-0.179436774774118,0.0473520858365003,0.0490370941119253,-0.0120029226565736,0.0919415060400368,0.665066034616436,0.34101810122432,-0.216141915208527,-0.234985183866347,0.202055155167955,-0.377728180144304,0.276676403380212,-0.247564110966824,-0.0914550318101945,-0.362104948102872,0.013962872600077,0.0519717224859857,-0.234418678530321,0.190866104990843,-0.428543783321874,0.0679857523630085,-0.302845786733576,-0.310648765293885,-0.0096287181750535,-0.199804626328391,0.0371422341521834,0.31185991620873,-0.169351786758951,0.110794293965032
healthy,0.124369711243961,0.125806920545386,0.192403104847339,0.12611883700156,0.142324437795433,0.244760463666488,0.237355856861517,0.322653054560996,0.115306092716609,0.188108629634528,0.423177921038993,0.312713175779321,0.404632543207427,0.109365025409144,0.232048970656282,0.354268746270131,0.373068619803362,0.358675278620542,0.254301243625123,0.184447081451827,0.441684808592682,0.299495911160873,0.316969621375062,0.30951230876539,-0.0139814065110848,0.312936242525294,0.320308172870811,0.194511457713229,0.0866530096858661,0.217310571085217,0.352922306902349,-0.0630859978117684,0.163910022512739,0.498923376235689,-0.007720135754556,0.153180957775995,0.445107955708699,0.232216365928154
healthy,-0.133811693632257,-0.188543556041684,-0.168811083765953,-0.197052292682412,-0.0692108317528659,-0.183520272749999,-0.0565309600622593,0.211497822825729,-0.0246901289756005,0.0301456493757819,-0.134163080185758,-0.0084209398012539,-0.117694382444019,-0.170503251803639,-0.0657897540166233,-0.0049554708498697,-0.0572495005108759,-0.0433095786410598,-0.418196089678899,0.0587551095759333,0.171578801807185,-0.15074888994388,-0.180165826330025,-0.0853182885019197,0.0132316491309927,-0.226519869790492,-0.0205748789966801,-0.164979998921958,-0.188961156255074,-0.0009581933498124,-0.304668782464173,-0.0809476157947858,-0.148638312885851,-0.0412984577131622,-0.0333583958848405,0.118207403282828,-0.125371634585516,-0.026022360676507
healthy,0.11574195911193,0.195718924418421,0.418013190029023,-0.0329777163581805,0.238347154124314,0.315987223419745,0.302400284963368,0.620421070395464,0.471611221051423,-0.100391467926557,0.419104579513546,0.094152564442973,0.249036938005203,0.226443112598043,0.387638593558143,0.76583654901934,0.201340639993333,0.672239453441665,0.0220799828990533,0.318850952147414,0.685461586868178,0.437920742002534,0.0437688290924186,0.288620270849554,0.0935576189045422,-0.102208404313684,0.121160504201945,0.20200981638837,0.0743784448826548,0.277219080529358,0.651205745349997,-0.119492704030553,0.190263435497574,0.217709020964781,0.275735728908225,0.159162546883901,0.396615763040955,-0.013085733557992
