group,CD107a,CD11c,CD144,CD154,CD19,CD1c,CD224,CD24,CD305,CD32,CD35,CD38,CD39,CD4,CD40,CD45RA,CD47,CD49d,CD5,CD54,CD58,CD66b,CD70,CD71,CD73,CD81,CD82,CD88,CD95,CD99,CX3CR1,HLA,ITGB7,Ig,Podoplanin,TCR
healthy,-0.0985928529228009,-0.219978843611977,-0.374396382144653,-0.168401897811744,0.122181103746419,0.108480359065141,-0.192264036695412,-0.01124459650003,-0.12613744907289,-0.0272616832152098,-0.0814506469535974,0.221433154750067,-0.121442789833932,-0.0366165046403195,0.136387438675981,-0.210280830464826,-0.257937384368982,-0.271877109138032,-0.0571283152696402,-0.149329133487622,-0.31650344278033,0.190946979734445,-0.0073874291868283,0.188054404101709,-0.0170032185403998,0.0533556060868378,-0.12957159012219,-0.243452168879066,-0.118559304316775,-0.0901096887179428,-0.0447088139786311,-0.179930118257568,0.0135039510353221,0.301906704892046,-0.223578824167943,-0.147914116149754
healthy,0.429340488773241,0.344092927425271,0.500435496140318,0.407166204932128,-0.0575195202656758,0.261285387466116,0.407564974948275,0.45669330431456,0.206357344741722,0.0270852547804722,0.12527876950977,0.469843022811469,-0.0612811344022819,0.511109702104871,-0.0063948906902773,0.206444225311051,0.271736069080593,0.220865813856463,0.503028474432388,0.161662091444116,0.451216816014572,0.328936106117829,0.468150507921788,-0.0138538750770682,-0.105917225933134,0.215758860297418,0.192380158875229,0.299257953690353,0.410160158349767,0.357446971751239,0.411389969286884,0.149384675659611,0.374873509750023,0.0038277723394519,0.406691415554089,0.429698806720309
healthy,0.300193784957796,0.371993912008496,0.0768240885429051,0.333699219089855,0.272165099224408,0.239132476998761,0.326758415623839,0.308568646388792,-0.355225361818475,-0.138318217515032,0.227763020842118,0.15487541675805,-0.233622493069024,0.151254681097452,-0.0926613154288762,0.528793300665512,0.0126288872200531,0.602226913268918,0.0737124346445366,0.418625998148548,0.38803429294543,0.156487295258437,0.391342210132554,0.389392961530484,-0.221862330178807,0.290363615554475,0.455944530738811,0.129519777069388,0.42805409565804,0.275939287129812,0.294165286984696,0.441574544207948,0.094605242851155,0.344242053236466,0.335921321021036,-0.0261154023101132
healthy,-0.45946838025946,-0.413958416834198,-0.440320556729691,-0.424550609429782,0.156098756527737,-0.388954283184372,-0.475522965162421,-0.286825467329191,0.35496365926184,0.0555086947622418,-0.215966497732852,0.0446190535679241,-0.0970078392107324,-0.303320653588963,0.0417501227180587,-0.404916071147729,0.0521581546768277,-0.380698688696195,-0.207270948073104,-0.355563959596367,-0.545723632917886,-0.325359484830664,-0.486526832217042,-0.295963135523579,0.349471771947088,-0.153848878400925,-0.493552357047861,-0.354224730735337,-0.705010348190893,-0.417931081205412,-0.493351520566799,-0.0514625757116119,-0.251261720684575,-0.115677754792994,-0.410379721055707,-0.340606851501791
healthy,0.252532402709786,0.170870071235973,-0.127751554441772,0.227781715982447,-0.0114559424667263,-0.340846480833928,0.313361575866457,0.203941987811517,-0.728793584043553,-0.232652416952855,0.109461757602473,-0.241845995775836,-0.0394921318077186,0.102850580977342,-0.0567448019338479,0.45018077558276,-0.278117731314946,0.323265347640218,-0.0762017258252469,-0.0036709548105018,0.267874037865437,0.326545171886349,0.277663965210987,0.42147509236671,-0.116316217558127,0.189617442302328,0.531793002477539,0.0573671965234851,0.305989442135493,0.0714800680227206,0.313503904064528,0.127224299108241,-0.223981970424665,-0.0544662184748604,-0.0052736055570665,0.143324518581433
healthy,-0.142468863159318,-0.183201770985993,-0.19036411216173,0.0218655511707136,-0.169188148259403,-0.102545785616033,-0.214274415089109,0.17090640768606,0.0551375419457843,0.157288081208398,-0.12465428032223,0.218517315218806,-0.136755961513725,-0.0437463895289663,0.304298527947826,-0.221819071953082,0.0248560640203034,-0.16613800545999,0.0641779586745048,-0.303491300808391,-0.225737735789613,-0.21892074001317,-0.310296760446394,0.121978455164081,-0.0919487341926079,-0.0056123128236055,-0.209160270419299,-0.0099536934439307,-0.252704171342801,-0.240934874861382,-0.251515455880386,-0.113391078793181,-0.319449277701019,0.009018782684944,-0.281488515329798,-0.178003094542235
healthy,0.0520752701165972,0.0842045212673842,0.0754293217235397,0.0139997148994172,0.580901504896404,0.164800832095651,0.0358205877828146,0.38807201523816,-0.0906908229022413,0.352179873519388,0.0467506395054183,-0.0665162800675314,0.152095677475009,0.019921155698245,0.328244147895456,0.373307872896011,0.13581998487309,0.175061229954496,0.12508207767985,0.246450239312581,0.348543990909624,0.096706851914741,0.179336946118034,0.0289817108001143,-0.196951091769174,-0.214039011806016,0.370465871819442,-0.101531212035096,0.0189439894722378,0.175641845548419,-0.295695127211775,0.139502721973161,-0.216766701494091,0.269051200524632,0.131710833003315,0.103303694162708
healthy,-0.188677221376712,0.165155619882995,-0.132609126789085,-0.097989119158356,0.0897284036079927,-0.384664859912897,-0.0731041505243927,0.123479280791049,-0.0681099367796596,0.209592515251435,0.0432361232589261,-0.175738785969641,0.0586392455482687,-0.168262716173661,0.229903623041054,0.117294328243422,0.0278118354614259,0.171929265837881,-0.148632495825305,0.229819851143067,0.192026040400542,-0.0443739689122803,-0.1120937566645,0.196546027507419,0.077856402900969,0.0123983872412437,0.168674161638445,0.0135252551256427,-0.0881978998533462,0.150292742023627,0.198146893759471,-0.0336878651107902,-0.205896929410103,0.0805468579529146,-0.0093860008480301,-0.154697379590155
healthy,-0.2377316960028,-0.0622729149056966,-0.139797699786411,-0.0936810090678852,-0.245753121235949,-0.308112512700382,-0.147278675787655,0.0360091957783961,-0.459711832009672,-0.422480248838896,-0.317371224472339,0.0713442555558672,-0.519679976526909,-0.0141248131664461,-0.368867129981227,-0.292477042056157,-0.454423722038249,-0.329750433422565,-0.0323167459294893,-0.297901299613858,-0.25707395256326,-0.198297224547037,0.105213725744432,-0.183565907414158,-0.603580836295942,0.0732021019852838,-0.235867082745466,-0.11895127361068,0.0227254327405315,-0.265306345821845,-0.279680936310604,-0.291623712452379,0.0195271596743919,-0.277048349300146,-0.244705541726404,0.0739148654350887
healthy,0.378349336006372,0.359687185395038,0.298540705725248,0.39264004556582,-0.232075179876774,-0.19738695915533,0.456181355829795,0.215647797574191,-0.440622973196098,-0.354746066796741,-0.370922176194414,0.17757282021633,-0.188464628905645,0.245980644759644,-0.0078491909902036,0.0178164703172552,0.0122490871388977,0.191769877145461,0.196478644709441,0.196622287252781,0.476720374454258,0.297229851482736,0.509001508301306,0.0693982287769748,-0.245247978021735,0.141830851513953,0.180997637405931,0.310374186071396,0.552078780555191,0.188158254288917,0.235443744582699,0.510982637493939,0.497958707775033,-0.0723861225368413,0.194355910452875,0.359753817816543
