group,CD11c,CD124,CD144,CD154,CD19,CD1c,CD224,CD226,CD269,CD305,CD307d,CD336,CD35,CD357,CD38,CD39,CD40,CD45RA,CD49d,CD49f,CD54,CD58,CD71,CD73,CD82,CD95,CD99,CX3CR1,HLA,ITGB7,Ig,TCR
healthy,0.19850802079285,0.175719104583636,0.110526388671158,0.093252597764438,-0.144087004248692,-0.197238132202271,0.274363797494798,0.0836953388362781,0.0434364959516869,-0.138325819840393,-0.0939931699539566,-0.070608383307037,0.0691757589736105,-0.10614678292501,-0.0931704471497342,-0.0036998920432801,-0.06293484721935,-0.257804468703821,0.176587297911482,0.138563846311822,-0.0316621384206134,-0.0170760645570743,-0.506995275754289,0.0017576909331066,-0.102384803224031,-0.0370641213667148,-0.0389964839142368,0.0120100147354362,0.205872466885952,-0.0115695346917586,-0.0429146938067906,-0.112853916539395
healthy,-0.445855552328885,-0.143315202967922,-0.331448207941641,-0.360108165301441,-0.0525937197900939,-0.212255757530278,-0.374796138667846,-0.238363020461915,-0.288847153505816,0.0951136741563941,-0.269792584322738,-0.353481880969594,-0.488159276462189,-0.261451248003133,-0.0005434152071023,-0.286813638578598,-0.0051820055908931,-0.472884825696661,-0.377706572856686,-0.299959424718748,-0.467830470635705,-0.337641134140469,-0.357593022542418,0.0195766885776926,-0.428618167041415,-0.513631641627629,-0.528887949511972,-0.370887086220118,-0.248364653246015,-0.417061134724901,-0.281839663736838,-0.287292977853736
healthy,-0.276532236600227,-0.0355807595705677,-0.108257008686715,0.0189607325530111,0.0274223665306947,-0.0837433383733333,-0.277773650604164,-0.122909074570535,-0.0878906940139776,0.347446152303651,-0.0736935481703791,-0.140380978901445,-0.114108215484936,-0.222517414192641,-0.0767502065290095,-0.147827570475062,0.253353060671135,-0.228533698582964,-0.11904991195771,-0.193420042135572,-0.145235853006279,-0.234185000078994,0.0464191013474432,0.611228154650358,-0.217737937333891,-0.300610275174299,-0.0233901513152109,-0.249396022762974,-0.135423105451274,0.113113931519835,0.0381221180048977,0.018035979957781
healthy,0.109437742532066,0.261080819405544,0.156666203505099,0.222738692117596,-0.313370638397159,0.331100080639163,0.0654794998379823,0.282950253585663,0.134201299139094,0.0252855568119917,0.211843851343462,0.174976470458303,-0.497688264171628,0.0554439063747966,0.118042264834601,-0.241047033155541,-0.168270966679122,-0.433961636459726,-0.349367971713064,0.332476379929909,-0.320207375614426,0.276840655672406,-0.57274303801509,-0.187116742931767,-0.305988011054098,0.037346534229986,-0.16058821565608,0.242938070878361,-0.216610649743482,0.310191831302107,0.105926437465906,0.336910350348639
healthy,-0.0690310947997541,-0.202055819705172,-0.134725104039806,-0.0172199533292064,0.192121789237066,0.280324986591671,-0.138462091661923,-0.254134439482946,0.0522312043511161,0.17858167095473,-0.0367176091898884,-0.261034369889314,-0.309405637583642,0.242041242924081,0.118015507595777,0.0175097644641451,0.42818249046589,-0.0454310874441317,-0.222003771494403,0.209617058403239,-0.0645711538462639,-0.121002881625102,-0.312436279515652,-0.131336875192752,-0.0844878362065804,-0.307423319558808,-0.155030648851389,-0.143471115525431,0.0507696967196095,-0.301950377850972,0.0350478275403449,0.189184534881036
healthy,-0.245906288801945,-0.172215356106069,-0.237684166112624,-0.130086535577416,0.0618662516783314,-0.11080795879679,-0.0382004357722156,-0.0631724500120431,-0.0237581247704378,0.0958241213765601,-0.213962807259357,-0.01559854687047,-0.38295696851078,-0.417811337666432,-0.0537894615938588,-0.236855713680839,0.165078398714987,-0.159190160412357,-0.0842519410442508,-0.0552573023690864,-0.153644327563182,-0.108884343810604,-0.159231675590137,0.0641713532272287,-0.172080388163838,-0.110128657153551,0.0112539605781724,-0.191664362622897,0.105647958626589,-0.0388331274196706,-0.142308661155447,-0.112176356149521
healthy,-0.276730392708831,0.127736366097851,0.0972410235290037,0.0734901898520475,-0.0004215305366259,0.164079889899169,-0.0160908884541628,-0.159628025037025,0.200653253750688,0.276558251344899,0.17470379109323,0.0334793564039513,0.447016516990782,0.0637892284466282,-0.174419734892005,-0.11019110081219,0.0330554122570903,0.0451030358028621,0.0957949598155747,-0.0364292007883525,0.0420649954101284,0.164285622681559,-0.0697621685429358,0.546999870157336,0.181791875410872,0.0357976076923665,0.0115622220812199,0.0657937214053003,0.160157606122752,0.193001581396733,-0.0172622822873213,0.193357349563973
healthy,0.215839741246537,-0.140526880342445,-0.0105287648405404,0.176486852089015,-0.026041674816427,0.125709649954197,0.333703755143034,0.126972019709893,0.38680644525086,-0.288609257303732,0.256624712445711,0.338022956374614,0.007513594590728,0.288192540503987,-0.301862664027009,-0.0019324296828406,0.0003968416968487,0.0438206338662223,-0.0834216914149994,0.121915163055595,0.137626988667231,0.239817423085544,-0.143484769994081,-0.0727673171425865,0.060844122468954,0.279225295600524,-0.0635030330277924,0.255909272383081,-0.16960904309252,0.131326346420146,0.101211748558867,0.080448086876254
healthy,-0.0211450281302391,-0.0371247964070316,-0.351245549601487,-0.430171673425386,-0.519255536493557,-0.26208391638946,-0.278113010670414,-0.065728176023725,-0.157419043798735,-0.371509315515808,-0.228724636836125,-0.138992510402209,-0.356800959293444,-0.0717314699098088,-0.217260592789381,-0.380121420410009,-0.466432851999001,-0.421476223000807,-0.361586403698962,-0.0950875626928651,-0.236004221690607,-0.0748920323248793,-0.166530515404652,-0.142460408459439,-0.310964190669675,-0.0958787885457962,-0.17853466108127,-0.152834728159892,-0.0839030093560532,-0.405138985146963,-0.131628889429532,-1.352513548675e-05
healthy,0.144053823006471,0.234544904348876,-0.0063628476297577,-0.0318853967247621,-0.125158448536164,-0.201894468047353,0.254346098509946,0.226786310608976,-0.138715711688227,-0.470667755519537,-0.0127831749244203,-0.113134849710646,-0.288855264771995,0.122333712837574,-0.0733926192137546,-0.257926704100735,-0.0733279684611129,0.0864503730166814,0.107216333009253,0.190083696176953,0.183999875284048,0.145636347883981,-0.0498021610567994,-0.362407257818041,0.155213341331277,0.32822161902661,0.102687674726304,-0.10854873938553,0.521688156087688,0.295909275267754,0.224468046183669,0.207190781334874
