group,CD107a,CD11c,CD154,CD19,CD1c,CD224,CD24,CD257,CD305,CD32,CD35,CD38,CD39,CD4,CD40,CD45,CD45RA,CD49d,CD49f,CD54,CD58,CD62L,CD66b,CD71,CD73,CD82,CD95,CD99,CLEC12A,ITGB7,Mac
healthy,0.256582130076844,0.234098544923262,0.200648006443847,-0.0508377624218955,-0.0552649685338079,0.121010339654411,0.29090141846561,0.379908284462494,-0.08737843003223,0.139234535920258,0.115813019560929,-0.119898556539544,-0.013677267586659,0.364714374836263,-0.357088449454551,0.151345867181057,0.0305047911177756,0.118842945450584,0.231861965791884,0.0969469191888133,0.311401522844271,-0.204300804996784,0.0961540082594605,-0.029136073018227,0.146364388742235,0.393706763640399,0.219529720227062,0.202088282175726,-0.0930794466654194,0.116607110034934,0.202660743685948
healthy,-0.136180731068446,-0.0961511379178717,-0.0595931970415723,0.0846966186553545,-0.0627043924013241,-0.183928352670092,-0.170406363394037,0.0532233061075726,0.316596425349599,-0.115265760307019,-0.202325704097474,0.171475483369721,-0.0574179065530014,-0.149790189033111,0.0073685954141704,-0.167589781424422,-0.332537702653447,-0.202655321334498,-0.134288709130336,-0.249318366545736,-0.0478765203806745,-0.266054780817316,-0.131247416829216,-0.260500965592243,-0.121502482160111,-0.37068294394832,-0.168629004623056,-0.229943096985216,-0.136013312649355,-0.234705900576418,-0.020588100970609
healthy,-0.100738409239244,0.0559176473403254,-0.115312210220353,0.255498268326792,0.265033862104615,0.1731036675061,0.489660121339259,-0.081179390609978,-0.134061395563488,-0.0871196915099802,0.204242370464842,-0.0135865750219858,-0.170556286722765,0.117561795106739,-0.163503707802851,-0.0385317935974675,0.301817014120636,0.382062102296936,-0.0246564993870811,0.182597627142514,0.0830911602097943,0.0114949552262988,0.220777400008458,0.129791260027882,-0.380226852062884,0.243423350049529,0.150344033915696,-0.0540363714690822,0.0223225460420615,0.158112468242048,0.113034072876889
healthy,-0.431089478523201,-0.0695427732943683,-0.419234125965493,0.28828102920256,-0.547564211853241,-0.13644686586171,-0.141747862371518,-0.482992043989275,-0.229602125144067,-0.266003264076611,0.4713973993084,-0.280153388254998,0.182925963186688,-0.226224956511554,-0.148943635758419,-0.166141828398392,0.55861634062601,0.507776114290361,-0.393323630861696,0.314284813447911,-0.403795915647756,0.034333957057072,-0.603178796004688,0.443428873685066,-0.0514459503810483,0.40012136141523,0.0364302709533745,0.281263025889234,-0.16731652633513,-0.647144414120509,-0.281041048658359
healthy,-0.105682428152888,-0.350123228946879,-0.0467808732110107,-0.448190273718728,-0.118776973099469,0.0734820749609329,0.15172678499521,0.161592056114964,-0.232597694520732,-0.263848136835063,0.0051677224619193,0.174735400180177,-0.470003949393547,-0.193687276427417,-0.0761947673221551,-0.304648818724796,0.0264701790480272,-0.0403728774782106,-0.0791560919844399,-0.141190569634688,0.120434348117075,-0.0371360108326636,0.0929024480525918,-0.161385169419059,-0.255163421568191,0.0403130366738199,0.0493253833620476,-0.192939603132568,-0.28380045724087,0.0200355180295481,-0.0505113705531553
healthy,0.0365245963227839,0.322237502697382,0.137201494878696,0.131303548142472,0.417400488297129,0.122062613638226,0.272672954516724,-0.0761604865181403,-0.373603734165059,0.0305446166805589,0.58423630039292,-0.0670809194390597,0.0094892001570159,-0.138513536413153,-0.0578244960236393,0.0989205992257183,0.539027286704284,0.269322306146181,-0.0759568367059245,0.357486521438243,0.240071271668906,-0.280487319493849,0.147501379201992,0.195042694356952,-0.0272867660906891,0.501777684061732,0.142077206727888,0.193049326140557,-0.0105693178754471,0.162408196246792,0.0427173001027691
healthy,0.309979693320631,-0.0330754814525203,0.0106078599831688,0.235570719122098,-0.0336221224358993,0.314873983194322,0.386149253321881,0.167668615661249,-0.30344044150266,0.234754135333773,0.684692618387607,-0.309035230794664,0.352976760932569,0.230733657340284,-0.0563503681390555,0.1779218538009,0.555730359903129,0.550707363902485,0.070112149382851,0.497963857702307,0.599900340908305,0.458154708792931,0.200648884531217,0.422594555990199,0.302919342231935,0.711552878059091,0.462266005173415,0.510848851448055,-0.0724417945045396,-0.110052801332397,0.0535601004847047
healthy,-0.118976075623839,0.158785981650593,-0.254119779487386,-0.100342858406587,-0.337648783935332,-0.0621351214149545,-0.0106538929299887,-0.066848587937526,-0.326888097741913,0.162158766914708,-0.0545065151450181,-0.461173549913547,-0.0506429847916866,-0.241064482163655,-0.0119713911882712,0.174206423731153,0.0369015864136609,0.0692208492501341,-0.0439029673053387,0.0980211468852274,0.0949208348619018,0.0163671215787798,-0.0015347387744096,0.199288211358238,-0.0758736422158849,0.0910022178792707,0.028378490925035,0.0173980912404911,0.0675990048663296,-0.23887752472893,0.0523818267312426
healthy,-0.231696826433502,-0.106564485279266,-0.425891226811651,-0.667168360963061,-0.251681747394332,-0.126027101273662,-0.399016877916883,-0.388051735369734,-0.488722005768403,-0.664059452770047,-0.581963420980339,-0.332851304360253,-0.474302206565234,0.0074812405114714,-0.541670828953482,-0.613515426409485,-0.621142233547552,-0.59551215046869,-0.0431818449094621,-0.412718118202475,-0.231055495715441,-0.347893872820325,-0.0617629684595598,-0.361127653388557,-0.450202421921034,-0.558012866650436,-0.0413055533695966,-0.485717546243127,0.0760357684527415,-0.259934655625063,-0.348498391345536
healthy,-0.240057529898385,-0.0557297842332043,-0.307305730613332,0.0647580960442179,-0.289319175394961,-0.0941827712728181,-0.299038442336847,-0.361918319144527,-0.193667042814595,-0.156320156154412,0.0164133822844838,0.0002073237830897,-0.329391479491131,-0.213033952418626,-0.03304922522191,0.404614652033436,0.311282080827044,0.275205525866405,-0.126824824751343,0.0474110108093867,-0.103895386251961,0.156235058662258,-0.377910913476672,-0.161857023434598,-0.357300052944618,0.0042635450202182,-0.0802410373515692,0.212446656394839,-0.306054966310631,0.175539400582566,-0.35925036606407
