group,CD101,CD107a,CD11b,CD11c,CD124,CD19,CD1c,CD226,CD24,CD269,CD30,CD305,CD307d,CD326,CD336,CD35,CD38,CD39,CD40,CD45RA,CD45RO,CD49d,CD5,CD54,CD58,CD62L,CD71,CD73,CD82,CD88,CD95,CD99,HLA,ITGB7,Ig
healthy,-0.0553502478060525,-0.158770972313134,0.0184995555413766,-0.235457808900184,-0.186524962072841,-0.0506185816497771,-0.196796307004133,-0.167091899131418,-0.0678012098853455,-0.135015729125984,0.0245055886361029,-0.0684742669718327,-0.0935402220056723,-0.289861007669272,-0.133411439256774,-0.212585944757668,-0.0424403220491873,0.0250112702125738,0.162816642144021,-0.138002505504058,-0.157315727144912,-0.127142854496267,-0.218685661840507,-0.195560266715554,-0.305451331882699,-0.0794163430892564,-0.23961345837901,0.168787154326381,-0.380737369350548,-0.0988325543939439,-0.083330545218563,-0.336915899353287,-0.138615131052793,0.0461918909045825,0.408692156660851
healthy,0.106840192651239,0.0862817999059444,0.0230628388336165,-0.0012340703381262,-0.0446667641900904,-0.281297356167203,-0.0625127958431529,0.0775562786682731,-0.0274208668229323,-0.0758082511105856,-0.0892767894023585,-0.185012105340477,-0.0412343959163594,0.0748960674073136,-0.0018031430705271,-0.434968803961802,-0.001195230057864,0.0051348943691556,-0.111862114133933,-0.188634767584488,0.0130371398568359,-0.133438892828119,0.0535035148662195,-0.0931047080547911,0.0197074154565302,-0.0468159468618744,-0.146257715639458,-0.211918608572458,-0.0493628172865841,-0.104371987001758,0.0813150518716199,0.0231784691437321,0.062351871674555,-0.214578649018094,-0.198446227197588
healthy,0.099161502562362,0.0626075149138548,0.136639248408347,0.362621496981796,-0.0316808386974744,0.0459589042372214,0.171953755006966,0.0925370484359992,0.251498435136017,0.0425926640724983,0.101142452093981,-0.449294247713408,0.0309861372613227,0.212958077438479,0.184816593729261,-0.0386626594354176,-0.0133750359912118,0.143913446287563,-0.259815808522259,0.26219267632734,0.439015505310212,0.173119674226305,0.0072332408431049,0.242766360667888,0.139996015383775,0.02677998333606,0.0122473538059267,-0.588314223829459,0.21087078858717,0.0289259832125684,0.375826050501763,0.036526955683243,0.270859852798938,-0.187813782809961,0.121320350849046
healthy,0.186964106055749,0.315706591329183,0.301352361634944,0.156186861072004,0.485711155974148,-0.46687390195647,0.25094049583712,0.363340218787991,-0.168456909146253,0.315636775958143,0.373432980428436,0.021567051184315,0.270571614792993,0.433493230633229,0.249698602218227,-0.559555928866791,0.219945318348163,-0.296790453057866,-0.14718266873598,-0.59991434743827,0.0947388048879467,-0.492983345806362,0.248596488016375,-0.401802741236296,0.390878519898181,-0.125611957848817,-0.242992228995943,-0.0695101322576392,-0.410564785462367,0.419414371833953,0.101725887765475,-0.207657766225632,-0.127542889268102,0.35763429652981,0.192261954402304
healthy,0.137892883641295,-0.065944310443461,-0.0404665878904644,0.0556802533767132,-0.0588130187460924,-0.305648301058969,0.451692400085738,0.0740631232163167,0.4400455135896,0.019598593982386,0.112167336454249,-0.323532495932714,0.24133025875765,0.262355036756979,0.271791803805249,-0.0440665788116393,0.117443542292405,0.14959429205237,-0.293448992363393,0.3832544008975,0.246472223982555,-0.062488556283291,0.211450311338465,-0.0336974826194788,0.160610716017657,-0.0715317053443419,-0.219429745613466,-0.633590114850523,0.191581113538667,-0.245158959502073,0.235060305595494,0.101750650918886,-0.165631634688088,-0.0649264192749977,-0.0115563107024921
healthy,0.146787389443364,0.131148532049301,0.23683775410261,0.1174656061706,-0.0303319781439881,-0.236312737568514,-0.574124590461299,0.0033945024641664,-0.0668202885662096,0.030596549220992,-0.0205799318794449,-0.162380301478962,0.0821682159282594,0.258892591800794,0.123425500363126,-0.233358475831345,-0.221559546084231,0.0372001419322289,0.0126905007734343,-0.113899874934021,0.22788160040858,0.130794214606264,-0.184184042235216,-0.0428600611393027,0.0217757936797371,0.140393652965905,0.199876537560833,0.0773616547762747,-0.0942519427230469,0.277524467968006,0.127298599028714,0.0656525649808938,0.0581625255607492,-0.227344652582627,-0.156235477809782
healthy,0.0352055625159699,-0.109753575625486,-0.329513721836884,0.147017279041274,-0.39355795438276,0.127594050894075,-0.282281640022258,0.0708062186020517,-0.307087890459286,-0.124678710342046,-0.0060923121209286,-0.428749804329951,-0.0389079762971039,-0.0508762790670497,-0.003147912061488,-0.112272860337908,-0.163174295376373,0.340291250954486,0.235324603204266,0.186767423597761,0.0130463668773459,-0.11583071920751,-0.153149116951226,0.115062043772303,-0.0274462075238758,0.197982131309796,0.268612599411151,-0.370223939633292,0.137934585467999,-0.0367218770251304,0.0455635608858132,0.0538812540245613,-0.236525841500617,-0.332842618663836,-0.168649492907659
healthy,-0.290303003243902,-0.248563172485032,-0.275295051810243,0.028663372045809,-0.209593781324376,-0.235561782579984,-0.675230878401192,-0.239257475625792,-0.296985537079437,-0.361492060792092,-0.310329863766647,-0.373944672280573,-0.258632730539966,-0.489993622478087,-0.37891122942991,-0.325061829135707,-0.552586864892101,-0.163390261459494,-0.217932231852783,-0.208889337377331,-0.401941835868442,-0.225496163492326,-0.466691327422684,-0.0578192305613537,-0.182361854982245,-0.0613934070648925,0.218072170736345,-0.197813424348557,-0.244168387348297,-0.0642784402010741,-0.13433846783218,-0.019873973455484,-0.0212888592019577,-0.405038797128399,-0.216816296325714
healthy,-0.102290365698036,0.0242448908460898,0.0385641863589728,-0.111116315762264,0.0469091132917664,0.32823714043749,-0.159010306025663,0.261708503567789,-0.114349407867501,0.0145714338125214,-0.188465528214858,0.227024691602599,0.087869733432741,0.0621234800757687,-0.0873078488794639,0.0693374122671325,-0.146022603114066,0.303525362941269,0.298408914790443,0.0626454738043132,-0.0604213048060821,0.0996127975439337,-0.042277658612627,0.0884566964476882,0.0634381118584379,0.289448577976459,0.0579033399225869,0.666160309015383,0.067089559411771,-0.0413079239738721,-0.163961180020529,0.157589771661132,0.175323896191394,-0.165828817735882,0.117930431577273
healthy,0.354356468678165,0.380885869500649,-0.0312928437654504,0.0677449212009134,0.128285865074298,-0.140765251025694,0.150634657624115,0.153567021283492,0.527696819622165,0.431514759763817,0.138810643462567,0.0198945180249793,0.405891370200194,0.0686087345395002,0.443349744985222,-0.0229989986331964,-0.0388732093293192,-0.112045805663703,-0.180737950432321,0.177354863612677,-0.192888211930542,0.0668704712038755,-0.0426994565006514,0.118732769494503,0.132230491593405,-0.045927094218567,-0.0543493148924202,-0.191928759143207,0.247590150102672,0.480201570902914,0.0660327517568327,-0.33255639170345,0.168680542970736,-0.22989008379501,0.129543748046297
