group,CD101,CD107a,CD11c,CD19,CD1c,CD224,CD226,CD24,CD257,CD30,CD305,CD32,CD326,CD336,CD35,CD38,CD39,CD40,CD45,CD45RA,CD45RO,CD47,CD49d,CD5,CD52,CD54,CD57,CD58,CD66b,CD70,CD71,CD73,CD82,CD95,CD99,CX3CR1,HLA,Ig,Mac,Podoplanin,TCR
healthy,-0.0360070827166268,-0.076010548326841,-0.391412545191045,0.0956480536105362,-0.0935196669392885,-0.217272406728236,-0.146812305651677,-0.0700624858848021,-0.273840782115982,0.0005038761956269,0.0854526674509646,0.274274966730483,-0.246426865992121,-0.0280892353941038,0.0266098117778664,-0.0501477323600179,0.27971183847198,0.297058853265779,-0.0874480849252444,-0.12635610761724,-0.251444548177075,0.0670401841609145,0.0261239025125201,-0.169596988607518,0.0943728668575219,0.0205240254854983,0.19021198160226,-0.158479156375266,-0.0158398757202832,0.0504993274898604,0.0102139377419624,0.243379163300094,-0.105700563462285,-0.009087592343352,0.0444728987146339,-0.3093674598639,-0.248151307093923,0.0449565040249484,-0.172924633589451,-0.233903674229256,-0.017779638592442
healthy,-0.274160490894981,-0.369490209864015,-0.12924335142677,-0.109817706167612,-0.303696098665429,-0.347408309671063,-0.327849836508535,-0.0004618788149362,-0.602412940920316,-0.519577268085355,-0.384240466737644,0.201318078068889,-0.39232590305434,-0.348594917241346,-0.103989996570508,-0.204718749252969,-0.0343094634126937,-0.275836537120814,-0.127651777158674,0.0594767882278552,-0.185065659100808,-0.172596708698509,-0.0203593546966239,-0.311338356249935,-0.068662681331301,-0.0368280656430644,-0.380260472354446,-0.397434999274721,-0.351478731394483,-0.290572980924397,-0.0101396630903631,-0.0106730505026565,0.0775593228121447,-0.208928677786297,-0.141462339710073,-0.392862958387426,0.0439676747889138,-0.230537737734788,-0.277438138732528,-0.417734676152336,-0.339034696819117
healthy,-0.132305815521666,0.1317847187975,-0.0941329797120082,0.0007648800581908,-0.190790254538055,-0.0304368339096875,-0.0781920176328003,-0.359213924190059,-0.125598487954762,-0.102104534186795,0.246099026643937,-0.246374600965812,-0.0222204561126445,0.0283545223803415,0.0660278498542802,-0.322568175698908,0.283070609638237,0.179107716995019,-0.0930188990686278,-0.295087106343928,-0.231892043290777,-0.0519198128235393,-0.0934662825296952,-0.246910483148252,-0.11755583418293,-0.213088923056127,0.0319328476457408,-0.149032000902301,-0.189433580323153,0.0126094042517962,0.178157278229361,0.730832793553809,-0.210130957644843,-0.100683146443511,0.239858129139924,0.0292542174398282,-0.100417999317702,-0.0490909914646087,-0.0139767165011403,-0.0937122409194915,-0.0269572103875418
healthy,-0.158296982461546,-0.399470669396441,-0.0712919175182773,0.0348517548594137,-0.319518784040631,-0.129697818924581,-0.247250664750132,0.141064584689081,-0.358487100834938,-0.355772695390274,-0.296638896146262,-0.138988300409296,-0.348803633295728,-0.282561223800813,0.195732593932299,-0.122721062094028,0.0744367012878495,0.0158472910391477,-0.0858537937000915,0.154154150348905,-0.088835437009846,0.103101082590099,0.144700836676596,-0.190007870000071,-0.0129119124769768,-0.030937069642012,-0.285420321512732,-0.364222735297125,-0.35766906742643,-0.245476842111542,-0.0320625180038477,-0.0461772502766158,0.0500856752451935,-0.1448921731609,0.0128773059893344,-0.334012961829094,-0.282811387364425,-0.155364154376091,-0.495839948477757,-0.409014491937025,-0.347348473421147
healthy,-0.0427273723958943,-0.357452468892229,-0.170456091656964,-0.0993474354901349,0.579344600109968,-0.373483273561766,-0.293019956036827,0.221252462658228,-0.31366678561664,0.261818441040044,0.291498645435311,0.363354966218372,-0.14448259805291,-0.0594990813934433,-0.0699051911212358,0.178643829753219,-0.1636782330344,0.157676903876083,-0.117593689012111,-0.324775955695652,-0.271530711636195,0.0718699339678201,-0.254095033079647,-0.0478630243056588,-0.0475408940304834,0.0692775061674201,-0.172544536190932,-0.135500486079793,-0.394488753297946,0.0731093387254031,-0.489853727883582,-0.092752560893809,-0.307999135335025,-0.35521923366932,-0.23556360147857,-0.222965728308268,-0.0828158173440439,0.199488445405315,-0.160969254460904,-0.187118825748058,-0.21819410677828
healthy,0.119488001422675,0.116503612637129,0.0704679343074514,0.0224006785408721,-0.0638952108823155,0.192225710185994,0.04474398895059,-0.233047374324776,-0.0138682520346577,-0.0296748906708443,-0.193326039843049,0.133920848438697,0.243977836519994,0.0922365350989298,-0.218527648351456,-0.276205821362114,0.445338072635663,-0.272385927017039,0.0094464184937711,-0.0213542240910057,0.109750266978363,0.0129559152154126,-0.0063731637088937,-0.0235113740881046,0.0585275089295793,-0.143346780406337,-0.168655269509527,0.108411307561821,0.0592023012876081,0.199529586551192,0.105590547716776,0.319792426763182,-0.043823623731503,0.2119323298711,0.140139114240562,0.0453410013486787,-0.0186555008433589,-0.1917430495553,0.0289803641003654,0.0920852335240497,0.117382222494602
healthy,0.108760041343979,0.187866480800382,-0.147562292123911,0.375875536966739,-0.115678452435404,-0.0371893148089986,0.178370847608156,0.509140837593699,0.112621404165132,0.16334602444662,0.0027304763884545,0.151300419220647,0.0302098474667216,-0.116899026033385,0.300280459846868,-0.0297130234709201,-0.0529921689315802,0.103135489030488,-0.0410664106593029,0.120685477540081,0.192107752268918,0.163748336740934,0.161195315432038,0.0097567923307215,0.210569292873602,0.132199634494948,0.179137975100429,0.341266340163102,0.0359381276170692,0.237534762087385,0.0855159884044658,0.495005041417878,0.343813884370812,0.0385738820115738,0.127996396691257,-0.128115997081899,0.310810309804984,0.263541961496764,0.192192041555238,0.307596153186172,0.104235857693664
healthy,0.318129794832103,0.143248786704287,-0.104462067011393,0.658096197512846,0.700439497861504,-0.101037702914888,0.204877564926216,0.3921426677212,0.185129389656011,0.363493417784981,0.703340694051194,0.661697490705663,0.336666811913166,0.413778737358942,0.734025464534543,0.61889463901785,0.634903104072619,0.601215170725887,0.577298163858128,0.609007967205454,0.0751887791692625,0.621307155616889,0.695577064363704,0.426173427076245,0.604275363149804,0.499378005077442,0.179333672648724,0.315145114907611,0.305212832789128,0.343096888019736,0.219580371854295,0.570308065053024,0.676214450042703,0.130867717143507,0.34200632434673,0.186581124046573,0.259521331223865,0.346483533226964,0.310634868420174,0.282901997391332,0.364979550789982
healthy,0.0456834756384174,0.126112962113003,0.17267901598267,-0.244765367533233,0.349320591672099,0.278182279166222,0.31228492570644,-0.117145852589342,0.174721260404634,0.0028070175169404,-0.0535693993874347,-0.0406058661926828,0.285154150381714,0.0960254253182606,-0.166714916141535,-0.261533615274524,0.0567862672536734,-0.0574769680609621,-0.0499848676224702,-0.133838293950525,0.169528924848946,-0.0962497913580561,-0.0914294220997521,-0.0432168681750477,-0.241072013991215,-0.103418925210829,0.207343436396623,0.220616479594127,0.211876316903394,0.0413764815348985,-0.163528434684772,-0.205593204099195,-0.213187808833596,0.30449933432384,-0.199638424504596,0.266038286550184,-0.0072905928113094,-0.130944624483982,0.0283255370475947,0.195982791279992,0.0867502190120144
healthy,0.453547319075819,0.397424067883336,0.0475492654466789,-0.0197618602951839,0.180614833045477,0.125121022394839,0.241348700558273,0.374540782865198,0.185821984329208,0.18054522609835,0.123122705940306,0.0875677647683469,0.233351253136577,0.350227919230611,0.0866261842792198,0.103972877219486,-0.070410722656024,0.15243955133606,-0.143032244555129,0.15721010456078,-0.126013512596312,-0.244777591325639,0.029471788220553,0.12779264546973,0.0706674228487565,0.0064651378376436,0.0150020783522725,0.182705571717769,0.11579984913089,0.538380664662216,0.0111513534540225,-0.254849523183769,0.212162121244192,-0.0970047699957186,-0.124209043680919,0.29404987148099,0.0790561373076843,-0.166802804106634,0.301451700006008,0.421644913135773,-0.0460077775094481
