group,CD101,CD107a,CD11c,CD19,CD1c,CD224,CD226,CD269,CD30,CD305,CD32,CD336,CD35,CD38,CD39,CD45RA,CD47,CD49d,CD5,CD54,CD58,CD71,CD73,CD82,CD88,CD95,CD99,CX3CR1,ITGB7,Podoplanin
healthy,0.0407395852433601,-0.0770652163986303,-0.206635864573217,0.0802079858857546,-0.266702871687359,-0.260539617908271,0.085288824389014,-0.0371904818111213,0.240852821509701,-0.0048875366777687,0.424909177877137,-0.0370380183515174,0.143666166566163,0.387192041772542,-0.006388480261397,0.0031674303876284,-0.0645027334164805,-0.0657014924014506,-0.0067819066260095,0.0884064739569373,-0.155577823592351,-0.193437425344094,0.0873474744257724,-0.112699142267752,-0.250857914486092,0.150869327585214,-0.0454040117455739,-0.0176205325680487,0.108314994116347,-0.0268079538870077
healthy,0.163046292028955,0.188969493434855,0.0450532029399679,0.0477577107111532,0.328013307589035,0.246662988318979,0.173096129578421,0.181669873231609,0.274676819335916,0.35877223736561,-0.144096694685825,0.147538447321189,0.0586849879350477,0.0775461293973537,0.0003581659746441,0.0140436901994957,0.0663280953665937,-0.0469077437830223,0.277727672305766,-0.0651362743257058,0.22094207152713,0.170031385021207,-0.203811276809772,-0.0189722514902025,0.312394382520252,0.146871839218256,0.0912141307470997,0.253746853046896,0.217014863717173,0.257332075836388
healthy,-0.234123516314753,-0.163641512481203,-0.260168838063971,0.183439012474268,-0.128500395019979,-0.310126379128786,-0.0433540856821745,-0.064851759763189,-0.166125858402622,0.332275275910829,0.119167191087233,-0.119583796841972,-0.0760123187092121,-0.288731546185555,0.0722629626890135,-0.293945004182664,0.0840376063921944,-0.246882969421195,-0.154791354042446,-0.10061559843375,-0.299422725179102,0.0075574900540878,0.408109267883505,-0.183269403431148,-0.0845906918019993,-0.253234547004241,-0.177645638273554,-0.255955307156304,0.113123432900055,-0.169333352189812
healthy,-0.191669776925029,-0.129513618557462,-0.362153833248415,-0.165951322795965,0.02074685972869,-0.185121523196197,-0.0105386796842426,-0.0490968875485793,0.0632122426903878,0.393867474794291,0.148510532041313,-0.0970644600095043,-0.375644948962152,0.342431465730721,-0.232659579592161,-0.547234657163404,0.128086031760628,-0.552147386507477,0.21011512862642,-0.385281885231675,-0.141535272252257,-0.474146848329456,0.229711088885467,-0.559636060124265,-0.0328831219549688,-0.468280510375259,-0.40475523088592,-0.114525264168554,0.173336087168477,-0.027846176354835
healthy,-0.0447666333511528,-0.351734754113894,-0.347225371893816,0.0596272415276329,0.210456178886101,-0.550103412414146,-0.269916825174741,-0.233375490479577,-0.101944490600191,0.482762339314233,0.303406564757984,-0.370988672304397,-0.477591514071561,-0.173686797123994,0.0857407488162757,-0.433848111914828,0.0038771938061587,-0.491626834373362,-0.081793643516403,-0.214609665844725,-0.49547695224562,-0.35618701664721,0.0921892862325105,-0.745037663761484,-0.162687485525576,-0.41601563641789,-0.252914963637119,-0.527710944497322,-0.132499039044464,-0.34306687579274
healthy,-0.413405334864611,-0.42042009669039,-0.225756265578519,-0.243651443413806,-0.12091867266974,-0.296963343739446,-0.43379138678656,-0.397159067689681,-0.144831102574717,-0.137135867238934,0.118609808402583,-0.291078042686767,-0.268664500111189,-0.0470651010356992,-0.383292059577218,-0.24413180647778,-0.119497215932021,-0.339737210547297,-0.105211657262509,-0.453150948611557,-0.382068152894267,-0.376225446912645,-0.328108751032519,-0.183931404112219,-0.251885145938434,-0.370293899453146,-0.385442795872538,-0.404102146765977,-0.533235326947106,-0.466587298697378
healthy,-0.226222209512863,-0.308232864639504,-0.134311661552304,0.34332040936886,0.205206365198442,-0.493409401146319,-0.267258766292058,-0.324078911727487,0.0388139239962393,0.593358523748212,0.25272978025083,-0.300756764874673,-0.254080972124801,-0.119907384395411,-0.33738891062531,-0.383229892274642,-0.039981640568702,-0.455529388573858,-0.333942478839496,-0.428212565158815,-0.366167001685953,-0.466266537631656,0.136003940676572,-0.215748000710832,-0.188011914992048,-0.704585760163988,-0.5294263543426,-0.430066276502938,0.293954240322703,-0.273335734137432
healthy,-0.109220156983687,-0.334114531211203,-0.0209288113350352,-0.114978938936326,-0.44982047158677,-0.267889580486405,-0.0447940195716816,-0.204105508201584,-0.211993799253232,-0.041314748472933,0.0305449589428437,-0.153893403117509,-0.226396468589041,-0.37830539263951,-0.0916238211691699,-0.289347974897116,-0.201685353120507,-0.0480186616458468,-0.351155136335808,-0.0378176181563952,-0.0187326333793014,0.298898039739222,0.0926610160162636,-0.191177248148113,-0.023100064447261,-0.187284429318217,-0.109741806286174,-0.149225017272731,-0.356097712910301,-0.293411674397225
healthy,-0.105638749013078,-0.228297271086604,-0.247154710481085,0.162742300059626,-0.0523847355171882,-0.268498543452219,-0.23410452225402,-0.161540791169095,-0.0988913589066707,-0.186926652975574,-0.0161579980370753,-0.147974255823999,0.234289958673501,-0.0419617395831288,-0.121501844681928,0.0552816061866777,-0.0015389353270206,-0.0316511843792703,-0.0606120875353745,-0.0403381687454275,-0.150456274021207,-0.0586680208606695,-0.290966881999385,-0.0639945365492334,-0.176543794478859,-0.228703174356896,-0.0388844122799919,-0.144445358666094,0.0502259171313572,-0.296861509739369
healthy,0.0016549046990223,0.0528613580207348,-0.050361318779547,0.0537117228535766,0.360495885573649,-0.0133644826275395,0.0122201873700391,0.266643554382358,0.0352357668482156,0.338815822282556,0.266466368981497,0.300603788400851,0.133839987640759,0.0759841665023759,0.103191762694981,-0.220073900396095,-0.155257179485529,-0.263315183722251,0.0136556734393491,-0.0876385351325027,0.0452955447393692,-0.105667193894427,0.511741928316906,-0.0988736392783939,0.146608395737796,-0.0402738454987494,0.0101457882214612,0.332067411190664,-0.291917417178704,0.182195999475635
