group,B7,CD101,CD107a,CD11c,CD138,CD154,CD1c,CD224,CD226,CD24,CD269,CD30,CD305,CD307d,CD326,CD336,CD35,CD38,CD39,CD4,CD45RA,CD49d,CD49f,CD5,CD54,CD57,CD58,CD62L,CD66b,CD70,CD71,CD73,CD82,CD95,CD96,CD99,CX3CR1,HLA,ITGB7,Podoplanin,TCR
healthy,0.0412415540305879,-0.0186295337560294,-0.259808173590552,-0.0580877299525194,0.0369167418955276,-0.0641174077876602,0.175662335026514,-0.206530381950746,0.220050395548126,0.13749299478663,0.0249592215159779,0.130712858943626,0.113010573756289,-0.017432025323968,-0.146543343292423,0.0626787672975511,0.0436264390073219,0.189612206714355,-0.0280205157411084,-0.156348718611,0.42744473081046,-0.0394796558588929,-0.181293462811752,0.192643140396631,0.0180611424272385,0.0289970763227403,0.191278969361785,0.0234555814667684,-0.276186769207917,-0.0354522355448297,-0.125616376824061,-0.384507097804116,0.0236018505520023,0.0458713111412677,-0.0802889540863044,-0.130992901668558,-0.152523430096848,-0.006044501884447,0.105370245669776,0.0887937105272949,0.193118067462328
healthy,0.247975122675047,0.190909169040908,0.226495561009513,0.122560528652984,0.332268598837458,0.119953144058755,0.250797066652577,0.0742584685055764,0.307025188267806,-0.127426839496803,0.0832794616456954,0.142461758307799,0.282140615130745,0.249181765009509,0.285911698716902,0.189507009357699,-0.316904590552227,0.206698991109359,-0.0771227090748592,0.135413361027527,-0.366616944430216,-0.144085560309877,0.159034542236024,0.241231326107731,-0.182803880064667,0.30467400006345,0.214855084617935,0.044882703801731,0.294457897416457,0.226531515331092,-0.257734045419176,-0.115636264699236,-0.327326897474142,0.127077731653877,0.242365750099118,-0.030226354445063,0.100914586802045,-0.125504924881597,0.0520166863704379,0.328168552462654,0.223700389039947
healthy,-0.195039411438679,-0.0123794348198393,-0.0388174220551786,-0.326184572695877,-0.179216831146923,-0.131912525047377,-0.134472476041795,-0.312943262022095,-0.0827739210025552,-0.31983376001848,-0.0276120616093863,-0.338348078581486,0.323163297815701,-0.137388374732472,-0.200648696028873,-0.282472506699046,-0.0789405924509613,-0.0264231480257727,0.199964853050846,-0.204406826205401,-0.29705982825884,-0.405386128091065,-0.108299462349808,-0.0474157972109853,-0.331808136971796,-0.0981738717363058,-0.216749633699923,-0.211015905957231,-0.156043845719481,-0.190512276558698,-0.343194446821675,0.323151024379648,-0.408348740115816,-0.346274564888296,-0.0466160700327978,-0.192186231122791,-0.157317800507849,-0.28641161468213,0.0757545044945524,-0.160235719749804,0.0335175078185372
healthy,-0.66229513637583,-0.466824964973221,-0.726642596332405,-0.538172426747979,-0.743407732943912,-0.628901023599993,-0.631557225140195,-0.555893971655219,-0.635684370033951,-0.283677021715977,-0.670368794263834,-0.661850213730324,0.211479159782687,-0.657592330730073,-0.729576642854973,-0.605678333705759,0.192701302746177,-0.149491828484589,-0.0003907624413788,-0.463773121648976,0.0453061168328167,-0.0103655815675858,-0.691052950760617,-0.422699561484464,-0.0007677134699642,-0.42714231309899,-0.809712065908201,-0.210807106272985,-0.702030318904629,-0.685295590221938,0.130254724636818,0.0741528947882535,-0.174796774824345,-0.637534203242807,-0.625187188444061,-0.244001313738416,-0.766373788074915,0.0646795536001817,-0.54450695793575,-0.75343031491656,-0.663887739387566
healthy,-0.227627292489631,0.116820520436956,-0.17848799633035,-0.0874531860656555,-0.0204254876223866,-0.0078446454055273,0.547148298180779,-0.124089564603449,-0.105342670762104,0.16865888880702,-0.231853269587741,-0.064934002369295,-0.0728981465864652,-0.0615648680115389,-0.0471681885930709,-9.51985302295092e-05,-0.300573530103271,0.0804564526743421,0.279965907899537,0.111836576656274,0.0741540476877356,-0.442407685373119,-0.0782765798512794,0.237135221411403,-0.23522348901139,-0.159947258106195,-0.173023697609582,-0.0107722779514597,-0.343580588800043,-0.275391136027814,-0.423696432221071,-0.6117162821701,-0.154093757005536,-0.102474439852936,-0.299206173779724,-0.0722344750730923,-0.154990694144261,-0.119062740297524,-0.0198465037085146,-0.369999932744901,0.0672102952866839
healthy,-0.269775994815978,-0.134485813359967,-0.221249732390744,-0.445409234275977,-0.239292362842212,-0.195481462274119,-0.0906026053177789,-0.378275101286624,-0.202054234536373,0.112855495187745,-0.181197740869162,-0.142131918824624,0.31383354866205,-0.143388256582797,-0.230913915907192,-0.297385740639599,-0.249914936335731,0.122432168001265,-0.0900073792418881,-0.152758941502134,-0.452961593584308,-0.343338154975099,-0.26122672942286,0.0384612209125331,-0.358870053631613,-0.266100056168796,-0.306919894280906,-0.154068710408107,-0.23548662439467,-0.348604437203469,-0.180442458928326,0.449816092378462,-0.408212950521612,-0.470158506179746,-0.359953276539394,-0.374376222839673,-0.309226600675223,-0.0767859416520366,-0.139974139212801,-0.411693573742264,-0.199019671997012
healthy,-0.252132703625046,0.0254777097155046,0.0404407319196612,0.051639989579836,0.001483554296449,-0.0002992813161395,-0.23807477533802,0.255250898590308,0.195328639458228,-0.0820269786995673,-0.0863946630775353,-0.197050267309178,-0.43739631289339,0.0445564442480071,0.0898068341358206,-0.0753859357225113,0.0171505466701569,-0.180157877049541,0.0374369291898179,0.133326308595046,0.27600074820558,0.259717996137277,0.13195245480831,0.105535970377305,-0.0598192797383231,-0.0722999025469599,0.0624637826405449,0.308579046041475,-0.255710987430337,0.188660373634203,0.363933180345472,-0.402724762089272,0.236751454887766,0.226968591107897,0.0702368825783016,0.21731131445349,-0.105944593701417,-0.0324994548831605,-0.308521015038027,0.036015696685013,0.0851930884184242
healthy,0.120445747092414,0.151934282071575,0.102661630471406,-0.210107066837375,0.208857144311327,-0.0113755189246971,0.349652888440242,-0.0860489674858415,0.0289058278309063,0.025542873732768,-0.118686027658778,0.349162372788734,0.388662226449046,-0.221216660050359,0.0604256701358281,0.313476760090609,0.347470795458931,0.249863060941382,0.28120183660647,0.251736226977449,0.209416502897526,0.277015497857884,-0.230051548679975,0.171164727536113,0.12391727420423,0.104266914320508,-0.0451436606525921,0.242433813099559,-0.0088080660096556,0.149348057138003,0.228492469369456,0.268201428669043,0.185633965840746,-0.0564167121747099,-0.164445676181081,-0.101711918021332,-0.021536260844706,0.13818263188963,0.289606713512506,0.0065437611546125,0.0482960995726199
healthy,-0.0773476463043488,-0.180963650719078,-0.148750311283428,-0.0737009148417342,0.0008841040471767,-0.0005680839641685,-0.273020214729653,0.0302841863673985,-0.0718550424418818,-0.299060545726723,-0.157115197037458,-0.233839055495731,-0.0107586527284991,-0.214746872368468,-0.0256344979277875,-0.173387311988006,-0.491701156111346,-0.123361404086267,-0.0573526465518578,0.0044916328167328,-0.440595979279454,-0.316129073005798,-0.117016568366875,-0.305891294667831,-0.316840156288269,0.0369531271239509,-0.2146984010102,-0.0016968430252023,-0.187850747827142,-0.138825503103824,-0.177080280198569,-0.0541716634668614,-0.402339801819825,0.0330551748953186,-0.0013122162453807,-0.368839237898636,-0.135381134528472,-0.186320977434353,-0.011819418245705,-0.03082003355722,-0.224693075841377
healthy,-0.0308236963419779,-0.151216916873169,0.146307251949903,-0.0490831127191524,0.266716973237234,0.183238834383008,0.273490481378787,-0.291598278432379,0.0268844122140861,0.180406542293658,0.239165020152115,-0.0201057113427859,0.380025895334299,0.276014312968083,0.140173863286497,0.205439817344603,0.471226179044037,0.0027988710717109,0.254448330077308,-0.0567237550984529,0.0809839559875236,-0.0285571465171565,-0.0505661528871377,-0.208911422019894,-0.14223303242816,-0.213051098326518,-0.0336162002437919,-0.0098489253967581,0.254739190661057,0.238387964243372,0.013857992641892,0.254440946793895,0.150340718451028,-0.218337395901849,0.265548266578555,-0.0855730622719202,0.114766085021697,-0.186523073960318,-0.0874114566166246,0.303997774430982,-0.128572524958684
