group,CD101,CD107a,CD11c,CD19,CD1c,CD224,CD24,CD269,CD305,CD32,CD336,CD35,CD38,CD39,CD40,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD58,CD70,CD71,CD73,CD81,CD82,CD95,CD99,HLA,ITGB7,Podoplanin,TCR
healthy,-0.0875638165925201,-0.144700459449497,-0.0041332720930875,-0.100360440211081,0.106872606260804,0.0884981581244776,-0.0386146857830699,0.0301373286663076,-0.194404513741675,0.0606682181032577,0.0104029601879933,0.0817310068578077,0.193403955195246,-0.0470749597640012,0.259180263879765,-0.030236777777284,0.138481067922079,0.160464908216548,0.0207884195381852,-0.0004932295728006,0.181500356577475,0.143337343360811,0.0333776207865059,0.152327057436947,-0.255599400250337,-0.184691816033589,0.335396055415801,0.0318484276759264,-0.023617543635668,-0.0241844358299414,0.078072093258845,0.455265502513824,-0.0368639912840028,-0.0945377695543391
healthy,0.124521171407917,0.262262262561131,0.0957621452433322,0.0176641594778151,0.0566645053295297,0.0798056132353721,-0.524413097740679,0.128638511332695,0.299737553293113,0.23983191325741,0.139642705403015,-0.220609177871431,-0.101598805884862,0.233757555281164,0.264379231027389,-0.379551475769196,0.236464171495462,-0.16120004113986,0.120201530387093,0.103007255839157,0.0722297575542141,-0.140344752430895,0.188268879077029,0.0868120789604393,-0.0410926194123953,0.155962178147584,0.0249185088485362,-0.37289257496945,0.137413340911054,0.0912941077544355,-0.0686169815126064,0.0740204529975856,0.20385676694702,0.28546579176779
healthy,-0.0072318389785435,-0.29659904948376,-0.222065933789664,0.0404536564109834,-0.260029967572692,-0.195007003238998,-0.236099597606621,-0.0899798911441159,0.147871146597702,0.145167992631043,0.12828150309361,-0.319852506997966,0.0545289928872479,-0.281405432111037,-0.236786311754831,-0.267837115107805,0.12186733843303,-0.272438235623679,-0.0787471258890635,-0.0168458372267049,0.0536900468222545,-0.0335196058739976,-0.122636661501179,-0.427367709580462,0.0650634676737717,-0.0171379482590806,0.185823285289226,-0.14763421304243,-0.222311965809498,-0.299462229247299,-0.322180667013473,-0.125399216144375,-0.0419475643513756,-0.0010740309953399
healthy,0.256628835040588,0.494179593380952,0.273293305363522,-0.445683622721475,0.44413182101896,0.298606937023984,0.025440909766601,0.504714779461934,0.0134320285281816,-0.12992122713677,0.376587345537172,-0.350533622223891,0.0830846731957131,-0.0867965125836014,0.0073018231628128,-0.448790753573297,-0.0828111778057953,-0.24306953525126,0.521515123112248,0.299070136245454,-0.0139468725567577,-0.114701366595285,0.576465159317918,0.478878100772025,-0.0901855200862434,0.0587007080505283,0.0514630994841205,-0.211975626994671,0.263023916919133,-0.0158744845240153,-0.195970185564273,0.411662033188133,0.605031221535147,0.445555976496154
healthy,-0.0518554928622898,-0.116546086231724,-0.113326909753719,-0.52547093478525,0.343962251988366,-0.0929153509836589,0.247643842342557,-0.0112263790772891,-0.44856784787419,-0.0475452839168597,0.284738803916462,0.0918915012319471,-0.198281305168995,0.207452644194763,-0.412320382770572,0.0689914241145389,-0.425451095948977,-0.143704857597267,-0.316624367937759,-0.0163018617437095,-0.195435437638185,-0.163122171451276,0.0885017160828857,0.115156678614106,-0.272355582143474,-0.536894631327625,0.0246016476423021,0.0101724485064779,0.089282767558435,-0.0830790764221858,-0.123023496779196,-0.0550031674207404,0.0857902618301361,-0.30464837550175
healthy,-0.211635176773627,-0.240474056306778,-0.309882326801452,-0.361311087566613,-0.248974319838034,-0.284906811323148,0.0952953151324249,-0.217153471186949,0.306964732868727,0.0891256388424598,-0.252419007295441,-0.369012998870106,0.0217592715642059,-0.323009788318672,0.195221354492495,-0.480771745888873,0.123580941844801,-0.408989226436094,-0.132733498834415,0.009226083996506,-0.188314385968749,-0.484503875453969,-0.411108815781154,-0.313790049960134,-0.322203204912602,-0.0893562501279884,-0.0963619305811098,-0.441049249223355,-0.369375822119442,-0.403523017029764,-0.263715272193127,-0.340971381197043,-0.358934708795639,-0.181215282710229
healthy,-0.224270021365831,-0.253685667143955,-0.370370452969364,0.324254258943011,0.131965192055913,-0.215824883519009,0.405604996779823,-0.167612241382867,0.410091549008844,0.300654017692155,-0.355878016701355,6.48413862765857e-05,0.121688187133957,-0.248916446433693,0.139834805000959,-0.304891334043359,0.106062407619751,-0.0581913789794949,-0.128412105594547,-0.117439257020785,0.186321526297899,-0.216264710198832,-0.0873970793685367,-0.193371158063425,-0.372508044320736,0.325721815472009,0.0407298181584958,-0.0273661698163152,-0.453643223758466,-0.157486558628751,0.0608679329364029,0.263118505981502,-0.0955976208940643,-0.161930121948892
healthy,-0.268876373720988,-0.130051329040328,0.105190025666525,-0.654272356653725,-0.599204883203428,0.171621020662577,-0.197924184804946,-0.131542023954593,-0.766896768778725,-0.661763462539233,-0.379837500987797,-0.626396517458588,-0.56537148068258,-0.723728233976985,-0.675093866622567,-0.455800487898737,-0.616947105402034,-0.590358731486353,-0.0081051631948317,-0.426574594406408,-0.538425266192721,-0.441095160983523,-0.146683800595519,-0.304585337619064,-0.346886257128546,-0.685043816696557,-0.31652747535348,-0.459696482775199,0.0112288992868844,-0.150493489230248,-0.175613593123842,-0.505967365935409,-0.116069137247472,-0.250812748415214
healthy,0.122970749533151,0.0583590334550716,0.10517633839438,-0.224233260566092,-0.386789765228364,0.0024105436541296,-0.0400381967046502,0.0507688305906796,-0.0029760777437463,-0.252162297262122,-0.0380403335511129,-0.311992051176198,0.162639930185448,-0.0629894690909306,-0.0185332266714986,-0.204031732062914,-0.23350690250767,-0.0799858954705497,-0.04572741267815,-0.13904270014935,-0.0680832071002962,-0.098258618757408,-0.0888239010625416,0.0245639789674893,0.105894149166325,0.334949306323875,-0.182176933110018,0.0583971547765592,0.0264414568663445,-0.0424325983511659,-0.0216095268939533,-0.177238390382463,0.0807792684912029,-0.0613364894324112
healthy,-0.103845269863654,-0.0653411028125781,-0.116572392707987,0.126374563015868,0.0824978953028384,-0.32790336903475,-0.119144127590871,0.0783647087306931,0.431893745899424,0.282230600734219,-0.0659612932428497,0.293921123501774,-0.0185554785865284,0.20944027831964,-0.0871673315227877,0.112972618602595,-0.0362368827859058,-0.0196139831950577,-0.204516545482796,-0.0548265097788794,0.130775345731607,-0.117911799610358,-0.328849717188515,-0.266242250896968,-0.125046730479572,-0.17201066013686,0.0708109847764802,-0.132880486463468,-0.495961163350081,-0.203223212557147,-0.440298764727519,-0.252817678973141,-0.0585702378737026,-0.282797241892161
