group,B7,CD107a,CD11b,CD11c,CD1c,CD224,CD226,CD24,CD269,CD30,CD305,CD307d,CD32,CD336,CD35,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD49d,CD49f,CD52,CD54,CD58,CD62L,CD70,CD71,CD73,CD82,CD95,CD96,CD99,CX3CR1,HLA,ITGB7,Mac,Podoplanin,TCR
healthy,0.0813835018090577,-0.123855255207073,-0.0684777977665543,0.241227745781809,-0.10797716925615,0.131388227998765,0.0220224683030457,0.34116847183058,-0.169958639248353,-0.0402855163235433,-0.0797850750440756,0.107581608402484,-0.0675080232390952,0.0832112526387279,0.101075840248313,0.159848220272852,-0.386281062291926,0.2182872135491,-0.0980430284496223,0.230503655247377,0.271359487457747,0.0782125647387494,0.0664896400632898,-0.107094968464397,-0.210607134355071,0.0805365722918602,0.176650612245813,-0.105069784297085,0.0278436460066519,-0.552159076736199,0.238979442706951,0.110886470388727,-0.0512493215943093,0.026254937175058,0.115228514682741,0.223270830418212,-0.100047520444175,0.0745134472634371,0.0931435881862624,-0.0920049508636263
healthy,0.243998596532538,0.37050960931685,0.310379561938004,0.283341550386547,0.169092093067304,0.297861011307626,0.301842029438805,-0.413169018440814,0.262407239737409,0.199608378114292,0.127296608388264,0.26594130024901,-0.191674771450144,0.316019406739879,0.0654463808348284,-0.184280102715173,0.447372707235806,0.410122274343247,0.257976556360395,0.0308040773403315,0.319256318831036,0.0745103984737151,0.313255841179655,0.105578101401893,0.304809279377363,0.329612815517842,0.394358198264494,0.207292540600234,0.427183634789958,0.309144356194059,-0.0379345943211174,0.463250501927986,0.327039726213515,0.377419282990269,0.285965248548463,0.0701009513551684,0.166537174433723,0.203783306014752,0.290343812152035,0.378501491513198
healthy,0.250745540997422,0.140452131386092,0.159295346163894,0.360454700923278,0.164035715000513,0.381283740746161,0.100685876580943,0.361953828945754,0.143509550331071,0.126347097812636,-0.25802777805063,0.162998961663795,-0.139829892023393,0.17918241290181,0.0345536301526405,-0.0529905272088914,0.006555440265127,0.237263611037113,-0.0926517833523996,0.389862708007216,0.292151494274926,0.370433179829657,0.203073805379415,0.131584157418223,0.269122120791853,0.361391912930763,0.263587575143284,0.188987641367796,-0.0560098247663365,-0.759152208055094,0.493875094051158,0.358099048766538,0.0649185460040426,0.204459895276029,0.253702044977518,0.135777794757382,0.0002565372659416,0.058271276435859,-0.0740401491293407,0.0123078146493012
healthy,-0.459063305773081,-0.298820271049879,-0.240780093404908,0.0392033141687662,-0.433395489490084,-0.0524871105340845,-0.266806535243302,-0.0016830009903718,-0.301417541155715,-0.38134272026875,-0.110034367108979,-0.290662679287351,0.0520858663987001,-0.204468023724511,0.555163812322039,-0.220381860261382,0.217356056071754,-0.191006832754992,-0.0253280814157732,0.628553808813394,-0.0403136648088461,0.610407890967548,-0.331062384791752,0.188033535618447,0.503660392872583,-0.298294785520438,0.239655931615813,-0.273222710631988,0.637719443266004,0.0021446597923983,0.593828732544379,0.152097825366461,-0.171433438602533,0.356048380593742,-0.267084417924334,0.178872835056196,-0.394150395843055,-0.0385372845810738,-0.402256279844715,-0.360110057598724
healthy,0.368453218944079,0.338298124384807,0.0124512578124506,0.446373481066476,-0.219331405810863,0.393118979543062,0.386478300223784,0.27375144375071,0.0387214939360733,-0.16952886041313,-0.626679814276172,0.434072557957174,-0.11999076593247,0.262081553721839,0.225876450880982,-0.211627162247677,0.113242498436591,0.342835269924474,-0.123214586561849,0.676115956322481,0.269043991487361,0.528517668805666,0.38991704570113,0.170770656972865,0.219786653397997,0.362155844613265,0.360020868377731,0.339882664100352,0.436058671410562,0.142226851977855,0.618070436106556,0.41792747298231,-0.0803950682399257,0.363529897397873,0.422035471217144,0.306178478325588,-0.128151709660694,0.0965434308874459,0.0799516271062411,0.167164067764316
healthy,-0.0049356632207164,0.223826828030808,0.221193316920175,0.499890302455369,-0.297813300734663,0.288507569035059,0.144201284392297,-0.412709765629024,0.104944249834754,0.0138991832549615,-0.273702672726028,0.0754425180508829,-0.313264627061295,0.161610374611091,0.0387225639676641,-0.376279490507498,0.168619101541526,0.0547358610461348,-0.166421720263157,0.148865481172557,0.26214038664661,0.215179820996758,0.22398987014513,-0.134798325075998,0.170233333494909,0.274852874484196,0.185753764450077,0.192890451122226,0.606994163360677,0.0931685689903347,0.12049691599321,0.438757011535815,0.187351946347591,0.315611488631291,0.162171932927639,0.0431896412607096,-0.025526652414215,0.0395068761935639,0.153525327452562,0.156507816733888
healthy,-0.0874055481520124,0.063610931218375,-0.242978058097017,0.207786237755277,-0.234306213856413,0.297013764681921,0.161313887384693,-0.208179713918489,0.0055398104568801,-0.180574821089677,-0.602687651408765,0.157791613522584,-0.0252762227263316,0.177889822224717,0.213003953918584,-0.421918337721367,0.446275588817646,0.224239834090602,-0.197486567323364,0.506509361809136,0.269146548679645,0.298230817269911,0.0672004603098491,0.125913101134068,0.39215221801325,0.264638878491211,0.291511620928561,0.34997202655431,0.565076888788468,-0.163152831290999,0.45704425248387,0.340599865890509,0.176647408437541,0.343391500181848,0.0771577937435975,-0.0093221158551247,-0.337261752566237,-0.0325303677790538,0.201044299636106,0.260905914003592
healthy,-0.184027267920877,-0.153329256879774,-0.181024426603679,0.0098274418442773,-0.107836872135776,-0.0483727370664667,-0.184383132722779,-0.280309878580324,-0.205232064578022,-0.239202972241497,-0.581112396652037,-0.057161581749775,-0.493799174270378,-0.439582016471508,-0.525753895177521,-0.342269998908833,-0.486439196025411,-0.402310160651533,-0.567020644514085,-0.392013459955123,-0.189306052740081,-0.407399044059949,0.0424845637462432,-0.447873126846521,-0.41486788114126,-0.22035666614733,-0.261873945260477,-0.178397147560503,-0.30006346787582,-0.49013844135279,-0.387897778603592,0.116984714388813,0.0283896444221411,-0.286332432377159,-0.318856306395231,-0.0382107729265908,-0.349541329503546,-0.176423056021216,-0.185406566047357,-0.277038416025169
healthy,-0.0580970305918006,-0.0683205212157477,-0.0086171578214811,-0.0677609374738502,0.0013486765962875,-0.164997557015424,0.134711663362497,-0.0396140913439919,-0.037042883418232,0.109381433758711,-0.0425210399759161,0.0761528823423452,0.117916483228151,0.0521733741412833,-0.015650895409311,-0.117370665070125,-0.0144426721037008,0.113807288089565,0.0212226747948051,0.0385945561745716,-0.37427604838276,0.0159443831235023,-0.0476233303392041,0.124015288194694,0.136921017881364,-0.0361806808750077,-0.0985674218591355,-0.0519719296517316,0.0937300579475673,0.110624097019896,0.153486793361755,-0.0345576828451058,0.0194048947801753,0.0846268856975514,0.110199793603081,0.13894086587884,-0.0698456225861964,0.106370160220925,-0.0153771315528768,-0.036734267982013
healthy,-0.283435115038652,-0.208198669210264,-0.301827935643111,-0.103406870285923,-0.265523721476607,-0.232352579855176,-0.236358790715507,-0.27168549129062,-0.283334219618506,-0.23020024047523,-0.120991150437629,-0.355985855295257,-0.121333732135468,-0.294273137965779,0.0547112742816125,-0.167621278628024,-0.244118613280467,-0.427987129633816,-0.161941203587359,0.314825128901498,-0.456620854206022,0.180286042425038,-0.18250900930722,-0.0589910526941487,-0.0410484942072612,-0.261617316700931,0.202369498678652,-0.182984364877641,-0.010393494481419,-0.423285139909234,-0.0048726228802493,-0.359704726675378,-0.286369548199044,-0.0497041140142291,-0.372021501180455,0.0737033780108098,0.0147391683287985,-0.282764145432464,-0.3188936653781,-0.295779120421915
