group,B7,CD11b,CD11c,CD1c,CD226,CD24,CD30,CD305,CD307d,CD32,CD326,CD35,CD38,CD39,CD40,CD45RA,CD47,CD49d,CD5,CD52,CD54,CD58,CD66b,CD71,CD73,CD81,CD82,CD88,CD95,CD99,CX3CR1,HLA,ITGB7,Ig
healthy,0.220123476860778,0.030926644243906,0.451109199850941,0.316923669209087,0.228665176817605,-0.105328506116764,-0.0213717244925692,-0.124309193457765,0.133399641454686,-0.253341017678374,0.387068967237447,-0.158403345878779,-0.112934626323005,-0.256809506724076,-0.233351724126908,0.0800263469858898,0.109502644927674,-0.0549899578660921,0.272916253369943,0.0018052454820877,0.139318310310517,0.298689751244548,0.23873881425219,0.0521237068551743,-0.214572561896402,-0.127492743008158,0.0907612894736926,0.0942926850254416,0.0640210046853536,0.188623897688844,0.399411261686409,0.318316538428248,-0.152732643279062,-0.232631874376582
healthy,-0.245991814335547,-0.233921967994764,-0.184584518423274,-0.224025159389597,-0.220771564837719,0.131569580769421,-0.273385729822205,-0.502880351498967,-0.348323626005727,-0.300412439520865,-0.220443063811308,-0.348922232024223,-0.184829894371902,-0.277528983580447,-0.554824877177835,-0.145116718219696,-0.340378305517859,-0.17233138777527,-0.249384276321804,-0.30741846457752,-0.167286074789959,-0.219214243884148,-0.233974480995263,-0.192996965229605,-0.359279829907605,-0.166262179794564,0.162831121356914,-0.279498516024058,-0.208166957542412,-0.215543696859129,-0.267540174435247,-0.121759320125972,-0.329608598186037,-0.420250154567622
healthy,-0.095646007043,0.0318571701466299,-0.215524662669611,-0.118502191960983,0.0206572310151186,-0.258018835652184,-0.0712893305209415,0.105099672655321,-0.125053318174131,0.243625242953731,-0.0868784196515186,0.087177543105172,0.0425481914170467,0.131233215117791,-0.0283960558237447,-0.179281722736032,0.0369473229413125,-0.257415180501316,-0.0431234398159323,-0.0997033256662212,-0.249192055865077,-0.133278411007751,0.040142261674139,-0.192313185995647,0.361559408421479,-0.197668046497408,-0.304563737924344,-0.079634245146776,-0.25445005727133,0.0122167538094046,-0.126526399971476,-0.293969225281506,-0.284328803085348,-0.120638398120815
healthy,-0.146124779724542,0.0246857784149176,0.305670098325088,-0.184406326029543,0.0679841965976481,-0.114467141505481,0.0101671188873213,-0.109878158912433,0.0142203266000627,-0.092124333212165,-0.0836434827033072,0.390140901018181,-0.130884586085551,0.228376785434171,-0.013837312641442,0.540899997829757,0.0790623045483888,0.598409192260599,-0.159855427334377,0.411453139501593,0.409275277480618,0.0696934526901113,-0.165855920892999,0.305259515310453,-0.180059649759282,0.200960224968625,0.559925816614394,0.0950599654738297,0.372899898432592,0.523513912257905,-0.0095492117555055,0.145115542114339,-0.367016555790323,-0.0615366790727372
healthy,-0.0210571919799952,0.168846602153686,0.236278844719398,0.39494759815189,0.259458617788612,0.261265199598985,0.386480366871475,-0.43992528410363,0.26235486237597,-0.235189418268577,0.322684206688646,0.231701883474419,-0.134507173843006,0.323645157296508,-0.399668463537401,0.34833629236606,-0.315471183837695,0.140034596008339,0.153161677778108,-0.129066466763946,0.162369155079891,0.356754776287007,0.0048531129579712,0.0153562189931959,-0.422080479532961,0.1058940485473,0.270040832111779,-0.159255260092547,0.405213759828914,0.189733373168488,0.156513944209561,-0.053770269811785,0.0043473293837698,-0.149947867557746
healthy,0.287542186342383,0.207432553812782,0.388073674718223,0.192802794195707,0.368799678664728,-0.096031899866289,0.0671946201691503,-0.2075178521706,0.380104832426081,-0.243841401217156,0.211908410717854,0.449292332128951,-0.0767878592770481,0.424770958333935,-0.0282151150726494,0.553642568358968,-0.157025156488764,0.508433570734389,-0.0493701340550763,0.131880774484654,0.609805863636135,0.404050899932846,0.347973238503423,0.537765741888867,0.11600494878602,0.0484491494772478,0.395696117115842,0.259486556498548,0.420853149432234,0.491281958427058,0.369536447070987,0.266902357565564,0.352204503011767,0.0052972172797393
healthy,0.162881281558209,0.0841554439007517,-0.184282548566565,0.356571456359669,-0.102242592967388,0.150529445615138,-0.076055638412884,0.441557038818654,-0.0502381384809745,0.262106966859187,-0.158256161729264,-0.282286975155116,0.481575229462648,-0.364227406028812,0.0596363884520142,-0.168317655537496,0.306689234721849,0.0399091544452004,0.219853053852259,0.158373297353215,-0.131907516471267,-0.0372367690662809,-0.0287029469153341,-0.499402736791878,-0.328835666725277,0.0835177037382034,-0.378646506212931,0.0983914232931701,-0.0899186258915009,-0.106041165997705,-0.035107451143097,0.17510954880803,0.254934924680759,0.14547729966317
healthy,0.18628853539804,0.338877726602088,-0.0362159430928,0.547653923301787,0.239457746950256,0.101377415954924,0.189803794097753,0.202745858320847,0.199730866441837,-0.0847078343036961,0.490193266762676,0.141967392530071,0.290999052681731,0.0473778449827489,0.029366285566809,0.0660274814044433,0.0774239219971286,0.0296566424745326,0.219171084712258,-0.0518478697204718,0.0222534495631327,0.142910796699335,0.272115857480119,-0.224310638996957,0.157497290418514,0.0930214134640335,0.0941038163131545,0.0705054140955532,0.174354181654532,0.0265655470095191,0.229254826090713,-0.0382887540958287,0.349607555598564,0.026078695812624
healthy,0.104019706281252,-0.0635223340524492,-0.0268267456125629,0.125480336389247,-0.180696243930736,0.0011530364492898,-0.0400362404528872,-0.239034350462319,0.001250152102721,-0.304405612285749,-0.0544831877848556,-0.185877399008229,0.0018065199693907,-0.206917236936681,-0.310844283835831,-0.16605521477768,-0.285976637148761,-0.198539247469968,-0.0227526823572336,-0.38212787260416,-0.0677489718395014,-0.0907482651455111,0.116968682154662,-0.0622082103888296,-0.435397659882383,0.0713030226145524,-0.187044743377694,0.0090335953142082,0.0790828961071035,-0.243289056880195,-0.0747500761363835,-0.184397799474535,-0.138950878928814,-0.636340081478885
healthy,-0.136563263925717,0.0537052859217864,0.0596922230204275,-0.0849088884311298,-0.0276990913720887,0.172108456021207,0.0482333984233499,-0.0399920413359278,0.181725614725559,0.0338676720881063,-0.139766084775119,0.206585719000385,-0.175706906168523,-0.20722676757746,0.238677373399482,0.421116571135123,0.0702280995963469,0.322970148154888,-0.127690737458989,0.0137070432249743,0.219096337831257,0.0551468179225952,0.0411596280730485,0.127645104099927,-0.0691515539861368,-0.0095041292251617,0.491931884951845,0.192224462806879,-0.0426248567842093,-0.0677410708523823,0.115887245710186,0.461709801915017,-0.0389973828699461,0.210762398859022
