group,CD101,CD107a,CD11c,CD1c,CD226,CD24,CD305,CD32,CD35,CD38,CD39,CD40,CD45RA,CD49d,CD49f,CD52,CD54,CD57,CD58,CD62L,CD70,CD71,CD73,CD82,CD95,CD96,CD99,CLEC12A,CX3CR1,HLA
healthy,-0.174263763676192,0.0097649855588024,0.214735968272422,0.005387812832854,0.0844049378714808,-0.313254687771714,-0.194343571887838,-0.0661546928111487,-0.281225363044964,-0.171248248385334,0.26691021200223,-0.202533998005084,-0.340998246077339,-0.0731444786843054,0.0494157255565733,0.0113193770768748,0.04270222615938,-0.131174327056935,-0.0394753371438197,-0.111469043310528,-0.135275336466345,-0.155731180977267,0.293119375469606,-0.304903118587816,-0.11191886166476,-0.058970127165253,-0.14135765988139,-0.0103769624519458,0.0637570229594428,-0.0022380993464033
healthy,0.220758896760768,0.217700145744353,0.055736583403284,0.385735482479539,0.342202437182368,-0.0126804153180347,0.495834082459381,-0.0277032069752653,-0.153673933229938,0.406901088543192,-0.154706423859656,0.0721878924407727,-0.316716106441079,-0.118140013032109,0.297507849263305,0.0379493347093507,-0.210908931639662,0.331995690588796,0.295865033044283,-0.0089618004906794,0.342157831299707,-0.295633570421321,-0.204411688940487,-0.261299838549983,0.140684632032795,0.156313665256697,-0.0466683531832853,0.138663131116807,0.281458793123354,-0.181760356514414
healthy,0.18907478208782,0.016638762340036,-0.0158830239383779,0.154813978334402,-0.0618266961032749,0.411692169632766,0.0553146222123338,-0.209376367373676,-0.0409013719412065,-0.0352981719077918,-0.176843767385814,-0.0665338938065586,0.321110045671255,0.241692499149214,0.100940930571083,0.139942463367456,0.226858269907247,-0.0356299319862495,0.231315528337043,-0.0725007359682083,-0.0024451696457855,-0.104011395477897,-0.476110062583339,0.200219120020087,0.072094344961579,0.0723067895850857,0.000995931017071,-0.0013522511581863,0.0565606997759603,-0.0064253331991085
healthy,0.12543231877111,0.331538309304343,0.0094950141108871,0.437232214940149,0.413459297637086,0.0875188769067089,0.138162162548206,0.0977277966821428,-0.656907173343504,0.266683359677853,-0.35462896445363,-0.073495542657467,-0.632610164169013,-0.564356613378529,0.415223034464911,-0.0798410504319254,-0.42385573299728,0.316018434026011,0.387934010086663,-0.245595575185852,0.394725129784203,-0.386522113378697,-0.0694508329085406,-0.464943826694794,0.02024420543394,0.305727590986074,-0.25841781290163,0.0728904262674172,0.357085292582905,-0.132223913548359
healthy,-0.0235000548177418,-0.145801726847537,-0.375789962845438,-0.362656878914991,0.0105532819987306,-0.219738978518625,0.131893038411594,-0.233686010081482,-0.167528166356403,-0.215440264270158,-0.209926850042957,0.108013400020502,-0.0627024099435537,-0.195088519842262,-0.118343243695255,-0.369218586906052,-0.0292735114375919,0.234672021290653,-0.138722175958613,-0.297371567660031,-0.126520824529972,-0.0064708595757492,0.110026317173628,-0.37694573076782,0.110504153423502,-0.0512897782049526,-0.0625214842995564,-0.258137078776788,-0.193071945776758,-0.186755669257003
healthy,-0.284422494681856,-0.229445166379093,-0.238222878074805,-0.30786239658454,-0.403661110521159,-0.163007540849095,0.27688995286661,-0.0314314389575983,-0.17083766942522,-0.379470850336915,-0.160287777680627,0.268953887931893,-0.410789804447344,-0.380959603328816,-0.323422905995905,-0.304617954042236,-0.379491908722739,-0.197933541237075,-0.360442870748233,-0.095598380810868,-0.348504782838004,-0.150860873944391,0.354425011196226,-0.332317782276372,-0.419688626560575,-0.402268423737413,-0.410766884138359,-0.105773575630459,-0.299533416718286,-0.0557526041829333
healthy,0.214012761610238,-0.211531065574887,-0.124807995923825,-0.165816705190692,0.0983089141561633,-0.264884895856211,0.107073681232969,-0.347961761896252,-0.344761650832606,0.377167424458283,-0.394522621374928,-0.221562359715339,-0.155736794364591,0.0169183640894625,0.185587091028037,-0.218651881732169,-0.0061344784973103,0.0234201686139379,0.007636638003076,-0.301979641664482,-0.134061073548286,-0.119316905702306,-0.156471025476695,-0.300216297107098,0.114643798357853,0.181428792462824,0.071159630842564,0.438675311166379,0.317277039808138,0.0080426097573625
healthy,0.0310268726208436,0.192921629871654,0.210289056501158,-0.445418966601636,0.0082111243030057,-0.0800696300949463,-0.182880460093446,-0.192703725857552,-0.153633236763044,-0.132748031316683,-0.05137597536104,-0.0070770102604697,-0.178840902726207,-0.241876669803427,-0.0372162076696025,-0.097289059997777,0.0352346284749601,0.0128724585580875,-0.0428930969250435,-0.0653348771593742,-0.124269229643407,0.257491063591862,-0.0064109262151052,-0.28745878251059,-0.115351419947085,0.307666075754099,0.163876636338318,-0.163708133871622,0.0917949883535154,-0.186608937986391
healthy,-0.215476700052397,0.101288302137985,-0.209481049674995,0.0844725559219303,0.083963212577116,0.0125376147244618,0.299951764809977,0.355594571809404,0.292698048180014,-0.108484180808931,0.417367601876322,0.463250782189742,0.291753805057997,0.264455016773586,0.0869470490992484,0.343130929164404,0.233237871839289,-0.119089850594915,-0.0026097540303284,-0.0066915825751932,-0.316540665962315,0.0040216553039898,0.457382124204136,0.125144286126943,-0.263234026702898,0.0732985438076295,0.102791480061919,-0.167968618173674,0.0353173930267318,0.162438603860615
healthy,0.0085848181261785,0.0506292085457709,-0.144565105430628,0.169083996344953,0.0353367084783631,0.439593681420833,0.0357289303305751,-0.0014238660937942,-0.0069908850470949,-0.267551342077261,-0.251813198241379,-0.0280918414386235,-0.0629650257802996,-0.187399922340344,-0.15077721296104,-0.194741547448154,0.162141552118682,-0.0361560881151892,-0.0357489501082017,0.182982666581875,-0.020026622156053,-0.0706974155871522,0.0816131338772871,0.18312940991604,-0.0872940712079491,0.0060515054956101,-0.307960541469605,0.0179329081822635,0.161141368045561,-0.0369203141245956
