group,B7,CD107a,CD11c,CD124,CD138,CD144,CD154,CD19,CD1c,CD224,CD226,CD24,CD257,CD269,CD30,CD305,CD307d,CD32,CD326,CD35,CD38,CD39,CD40,CD45RA,CD45RO,CD47,CD49d,CD5,CD54,CD58,CD66b,CD70,CD71,CD73,CD81,CD82,CD88,CD95,CD99,CX3CR1,HLA,ITGB7,Podoplanin,TCR
healthy,-0.101201692651829,-0.0967813054112569,-0.393187910385392,0.0730138902825658,0.183855982190021,-0.0374014993639921,-0.0534353377061229,0.26580539303175,-0.286241363782812,-0.0793037131878125,-0.172718894989517,0.0784650415111981,-0.0381619868590725,0.0799688490362674,0.130184403421383,0.309694312831487,-0.0443888989318561,0.332382829970058,-0.228673129325008,0.227225607581863,0.176155217007663,0.206244315465913,0.403498915284792,-0.0991893008310419,-0.245494652737665,0.146448908423925,0.101680006686501,-0.0656488561397722,0.128609057609427,-0.0913551013129008,-0.0493732296387551,0.0445349374261229,-0.112679558873246,0.463273622743958,0.290752851548138,-0.0073534018567928,-0.006053159158003,0.141399368102591,0.181064730056081,-0.211020592588217,-0.107869853900011,0.249034542268184,-0.115565008141896,-0.0758847452064789
healthy,0.0849396742886165,0.151439181310082,0.0633151599505509,0.23863227984922,0.189718875939943,0.103750542811786,0.161546849990798,-0.0795933564431039,0.0845591260034903,0.252266932175664,0.164221129092713,-0.164664756346401,0.231418146706956,0.20232103274691,0.184114596890881,0.218097120368425,0.147150377850504,-0.540889879498923,0.132025784975127,0.116866618305829,-0.0567404827588027,0.0922358947257344,0.178932395700291,0.050364578086332,0.1433730632147,0.0186780199627688,-0.0456355494497864,0.183049390664321,0.144998253565642,0.171230264501128,0.0657124197909956,0.202957774363842,0.353516169831276,0.311572878286964,-0.171451789119354,-0.0963397709689948,0.239028921898578,0.167441117476923,0.146820799201575,0.258502487282818,-0.0469826473980097,0.179954398692782,0.182149829117437,0.219127822232846
healthy,0.0357847322330997,0.0167817889504088,-0.190667832413411,0.214746013310753,-0.0581597009009156,0.0073063468824021,0.0772746589966593,-0.0870357962511752,-0.102483977855919,-0.105125655330806,0.0431704228888721,-0.110359926745079,0.144789740282566,-0.0725057308160001,-0.0585250730519328,0.301432553375141,-0.113886429090817,0.335865731860784,0.0590811780645693,0.0991645733576872,0.187952428842715,-0.155856788551619,0.0972557762905898,-0.153711848728877,0.072995136369452,0.0578499815031285,-0.186166757970082,-0.0455694173115612,-0.205376196125775,0.0003800624823775,0.164882601302765,0.119276334211478,-0.18804531407424,0.217853342282282,0.106622493927053,-0.15997421375995,0.0348456259789282,0.0994481880121485,0.0068956366610536,-0.143359032264694,0.0600107022141791,-0.0053207729232345,0.0999035537350636,0.0285150391285304
healthy,-0.631453868212046,-0.674746298091771,-0.448974645565013,-0.357719033391496,-0.669747367556336,-0.567516682594318,-0.606875524624175,0.326509735924142,-0.606506412899512,-0.453096128644304,-0.538715503894928,-0.049920239224769,-0.625454892374815,-0.62379586681284,-0.613554405278858,0.126618236095387,-0.59184423802694,0.0716225194438513,-0.680541138027409,0.250517877010558,-0.140613574105738,0.0151234987439074,0.0449580858984719,0.141021114383451,-0.403794876427848,0.0891436448377568,0.102310592284289,-0.322732855154388,0.0518535075984397,-0.724920498498232,-0.637973254347317,-0.563785648806331,0.0296748684623625,0.305159627388549,-0.20716085930768,-0.0139125312808978,-0.561087693980852,-0.533624499877002,-0.120243423064263,-0.688588615992533,-0.004655580988806,-0.502498976547088,-0.709459536441724,-0.564133620607419
healthy,-0.374741792114575,-0.283884538744321,-0.139200633441783,-0.0665843964270606,-0.292570794133994,-0.207075681119414,-0.202525784432944,0.21644219168692,0.30865017890474,-0.407896366518677,-0.259268468563409,-0.314142551726368,-0.434962075858324,-0.343260811108974,-0.0221494993504592,0.604509759386474,-0.260946515722111,0.305379788003545,-0.483786146139929,-0.30630500410649,0.0439460008090897,0.056335763928119,0.149934684643844,-0.454498606207615,-0.484432213609485,0.201803209325432,-0.385377466837465,0.0505168157523092,-0.0968567307693958,-0.446962092893974,-0.337142785896612,-0.412802600393824,-0.374923535418783,0.215921953497733,-0.407239922237,-0.646892373541576,-0.0021573988436182,-0.453105265767646,-0.14805238363545,-0.380241297550479,0.0464488714668768,0.123709873116408,-0.189473113943177,-0.256873535974605
healthy,-0.170788221879919,-0.0424883464427212,-0.303619018391675,0.14799335793307,-0.20591375436507,0.0259227293982483,0.0258673750229275,-0.118337967036615,-0.340383317544726,-0.367897432628943,-0.1282319397326,-0.18816391837801,-0.0529784393458126,-0.10817342987318,-0.148274981443112,0.547199628292941,-0.200039432706191,-0.220428758873028,-0.0828417385705286,0.112339778398187,0.327625488146363,-0.0059967221196579,0.385444802067247,-0.507575328740787,0.0709229250949877,0.193714379059484,-0.280499402399069,0.0218392635990486,-0.216243138138268,-0.237649648599856,-0.137699710804413,-0.377749299060201,0.188029097694712,0.310486829877666,0.0469098839890414,-0.533175389221004,-0.0166793137179461,-0.360381914080417,-0.29398428893789,-0.0706587774856448,-0.208009012652074,0.24810500665282,-0.166885591716212,-0.0346921761920118
healthy,-0.108496366771407,-0.172210940733684,-0.037367459478285,0.181255693057569,-0.0481990306979668,0.0489581542073109,0.0494811776017406,-0.036284051575723,0.193507439555541,0.0535806555372017,0.227789753681951,0.0306338339203787,0.27906067763416,-0.0948033039495855,-0.0020307707069762,0.101710245469933,-0.212747884056666,0.0547705570757994,-0.244278537849101,-0.310428136799154,0.467328807554282,-0.0972120957446404,0.272934895103081,-0.221364791823249,-0.0296478687287685,0.274645125736639,0.0416951621705756,0.0811114669093984,0.0263879948058907,0.0165786842118061,-0.113996556032972,-0.100104169120975,-0.357119819434895,-0.218099331530949,0.198570311511102,-0.268694884424248,0.169924001587476,0.0337398984910717,0.166807788227936,-0.0940565295550136,0.0405055073234441,0.0790206610399784,-0.193405591404176,-0.189329071448057
healthy,-0.0106412587160609,-0.148222702909297,-0.0485912402300382,-0.180743891982549,-0.146292591265566,-0.039649462532415,-0.304345023862511,-0.251648285504561,-0.447953166441561,0.0071537146365901,-0.17243361036312,-0.156433558301201,-0.29882514906069,-0.384354528431555,0.0597677222193691,-0.357775162095479,-0.268204283455912,-0.242050657367804,-0.390371124467806,-0.26271217577756,-0.392944771342597,-0.309188749254508,-0.422239565447092,-0.129419135207911,-0.24759617089496,-0.30084346482502,-0.200991454454349,-0.112326852445574,-0.282274410827594,-0.26748611832423,-0.169621998458671,-0.106403046467837,-0.0283130482597015,-0.317109525567784,-0.0649407418203519,-0.146764998233139,-0.0986941883920659,0.0120455465077487,-0.111548531145764,-0.281101379976116,0.0847655309616411,-0.280070155829954,-0.378216175017104,-0.169206645047091
healthy,-0.185562659182266,-0.22288170035957,-0.174260857781726,-0.321253944372402,-0.217001359042112,-0.159388289134397,-0.129430665045561,-0.345384544716654,0.106478684938582,-0.21157369359694,-0.221572896988374,-0.118086836358303,-0.2532902176069,-0.0598974441577261,0.0715987144109731,-0.29023342244323,-0.120440185555759,-0.229348680131472,-0.277224053900456,-0.0642475832558691,0.0484838080020323,-0.31307289968209,-0.31849989111752,-0.0810025437939902,-0.134694395496107,-0.307667665249439,-0.164987408148824,-0.032250604411009,-0.0775109948725195,-0.20888576703356,-0.0440689996315793,-0.0893536230077492,-0.0432044730016661,-0.449338698338105,0.155441666791566,-0.048716976887346,-0.200280437359367,0.0140994272788067,-0.122359461454438,-0.0699070016336545,-0.273073786858136,-0.0369125455727164,-0.191339397406454,-0.12875928983386
healthy,0.222195983233397,-0.0917210511530599,-0.187896290878005,0.18987939647722,0.0915155455255472,-0.21007659835668,0.148287534127018,-0.428072296855675,-0.082602721091025,0.125226254541512,0.0568238712706819,-0.0399537487192088,-0.024624516854316,0.041726663090369,0.0193949033660207,-0.133475975524734,-0.103185787989921,-0.260465790443364,0.332951154540873,-0.392908003081654,0.107808367206645,-0.0318323925780229,-0.104931290079564,-0.594827156728361,0.344755870083771,-0.367472614166932,-0.451019986630394,0.136556734393491,-0.144182835903005,0.0948565892075579,-0.0387023368448068,-0.114161912087551,-0.165213256027556,-0.135545217340626,-0.0887748334218409,-0.452849388933178,-0.177943757125342,-0.031380889766792,-0.0942840925630737,-0.0586061268982909,-0.392123931055649,0.0960093048084237,-0.0528956127509909,0.1171484718525
