group,CD107a,CD11c,CD19,CD197,CD1c,CD224,CD269,CD30,CD305,CD307d,CD32,CD336,CD38,CD39,CD45RA,CD47,CD49d,CD49f,CD5,CD54,CD58,CD71,CD73,CD81,CD82,CD88,CD95,CD99,Ig,Podoplanin
healthy,-0.0610218538477643,-0.194652149511379,0.112963334607886,-0.289818451810055,0.0758589319359242,0.137383474272885,0.0628078320536399,-0.0682322106858793,0.248008968377154,-0.252343772674129,0.0485126285837746,-0.000335579360903,0.140269911123153,-0.139066608933423,-0.0032892546333064,0.120118260119364,0.113077079432122,0.0172660440773097,-0.14942389907997,-0.0831008602045667,-0.150893892277559,-0.207541191955846,-0.132998613938404,0.295706223084004,-0.199349378457114,-0.0311496641626441,0.0304364242860092,-0.0818521863119749,0.352964186754484,-0.0063170976114781
healthy,-0.261160094381036,-0.211799730680506,-0.251071592404953,-0.400096868012193,-0.39071557899525,-0.282073693988832,-0.366464611603152,-0.407349347458979,-0.48942549122392,-0.36128857623773,0.100654089760573,-0.25626294804453,-0.163522633696026,-0.139552102314664,0.0071971614779555,-0.182117948443104,-0.101631911814797,-0.323401951323289,-0.176824221186724,-0.0722396944484911,-0.326631535169865,-0.0177786756734366,-0.0968679048204921,-0.223519116738458,0.0317728237669988,-0.3913808968433,-0.216046089804904,-0.122986943254365,-0.16281599320387,-0.413692148637686
healthy,0.367664204624326,0.324171087679236,0.0002455170557155,0.141028161760648,-0.118367987893077,0.304109434419182,0.252898756748731,-0.0311581240157669,-0.178987984656998,0.0306099477354664,-0.235084281981491,0.144372259659142,-0.269519956027078,0.215908449374498,0.146774286013757,-0.144715092321751,0.162852186584463,0.115815606589657,-0.207603529619274,0.205915613837468,0.2035899702476,0.0899513949457996,-0.206149377617544,-0.153490819371037,0.299328011255573,0.220280943958355,0.313912819537321,0.323658610433472,0.0478999754322057,0.0809414748824783
healthy,0.3480605686546,0.112643554249633,-0.23594061784164,0.431041514185203,0.234536681207257,0.15085683939236,0.367135169858204,0.329939966383301,0.255937044525646,0.310261671274096,0.216963349294769,0.202337516078519,0.163649006369578,0.0188553509349713,-0.592990439255042,0.171210796641359,-0.426493018770895,0.39375928910922,0.242518705949786,-0.265932473453019,0.331077307336002,-0.408737842572324,0.261999584469639,0.168444069620886,-0.391285663912836,0.27247835176877,-0.0337899674469111,-0.208517254698145,0.158491657776996,0.374746022940153
healthy,0.104920066182443,0.241764074141268,-0.461712041876175,-0.162232587753152,0.0234154923121369,0.265588105643923,0.115213093750823,0.192530263584761,-0.521841758102854,0.283178273615167,-0.297298968997913,0.405640937307939,-0.0307907988315314,0.212305894127759,0.337541715803921,-0.319442943346442,0.159138778125068,-0.105443732408902,0.0163018617437095,0.0602413097108001,0.366325090338797,0.0895296541301421,-0.352422179752387,0.213927370802627,0.400775633287625,-0.0980635838008292,0.37395523200064,0.171627603959566,-0.229421184601934,0.357851805658087
healthy,0.240239284243233,0.147659210169742,0.19940289277674,0.0037768194983591,0.106296447890047,0.0848734069518996,0.128027008415952,-0.0697593824177448,0.370576753109502,0.108417920495776,-0.0089937668879266,0.0103475508942722,-0.198222218937425,0.227083776288725,-0.0917980661036455,0.190951700964946,-0.0301682686471751,0.157179857972426,-0.140433164102496,0.0267821860565773,0.115552542294858,0.322055146187129,0.456411243152985,0.167064780383316,-0.009070091628364,-0.0177066830920235,0.117652016543015,0.0700079869268231,0.132111517891949,0.175280567539067
healthy,-0.0291028250081996,0.0387981188202066,-0.337678385263252,-0.255030269278442,-0.154150549647632,0.126590558129015,0.236826897031625,-0.137404566383311,0.113379781463447,-0.0521984891227585,-0.240594597581192,0.0709919751366842,0.401999729312448,-0.0505463765193534,-0.273698580310538,0.0433787734274806,-0.0988474093825794,0.004499883112821,0.0062768697327641,-0.0161638639770401,-0.180831671688223,0.0102366593193064,0.0445994320129469,0.335033459391767,-0.366505405962276,0.0787336155176356,0.0931848309729212,-0.112082102253623,-0.445447017398749,-0.212583624837532
healthy,0.477296999032757,0.357063720342078,0.373615623252384,0.667223827584761,0.406138869082791,0.369131675248052,0.60045454864109,0.263968602995379,0.157933215807873,0.443771998830221,0.610437376021885,0.751735531479421,0.148778482204227,0.472512375207697,0.482290555288543,0.543156558583952,0.452049133843433,0.163859382588849,0.0954109633570445,0.576470312492581,0.582697426282651,0.297938275391435,0.276066379386543,0.284425705145071,0.451513542226229,0.385001074121017,0.140259160183446,0.206167381199819,0.508963711441819,0.553641852838738
healthy,-0.0979019233621996,0.125611151839329,-0.603319961619445,-0.0188641117518651,-0.0890393618222307,0.0193120566313603,0.0131182536498946,-0.0222452843596029,-0.129986121276639,-0.156495104177851,-0.49194909684332,-0.0053097965581761,-0.179695604014108,-0.162389035922283,-0.468131584263969,-0.423618482130129,-0.291037787974525,0.157904750651426,-0.255756023659741,-0.306147150132211,0.0084487491587905,-0.110652163892173,0.154593025663403,-0.333591474143792,-0.281107097778728,0.080819851253228,0.107241504916062,-0.236073529235457,-0.236900419514132,0.113269871515673
healthy,-0.166396597224578,0.0265866860562075,-0.0069926582582958,0.0051911867063101,0.191097411864135,0.046196912389684,0.0202526974511791,-0.111089132368726,0.181892736228382,-0.130183853430297,0.104247339009937,0.0163371624130897,0.15704776569045,0.134180913085507,0.021764438171647,0.335012533248853,0.0368905487036578,-0.19602061291269,0.162645185143293,-0.117911799610358,-0.0144214514641041,-0.242081808963051,0.40775923709403,0.162405724671721,-0.2005896419036,-0.0946225175014086,0.0715525173835649,0.227614097372377,-0.15797027583075,-0.161118820448421
